sector,founded,area_served,notes,name,headquarters,industry
banks,2001,,bank,resurs holding,helsingborg,financials
automobiles,1945,,"automotive, defunct 2012",saab automobile,trollhättan,consumer goods
aerospace,1937,,aerospace,saab group,stockholm,industrials
software,1992,,software,samlogic,stockholm,technology
industrial engineering,1862,,engineering,sandvik,stockholm,industrials
airlines,1946,,airlines,sas group (swedish-norwegian-danish),solna,consumer services
paper,1929,,paper,sca,stockholm,basic materials
software,2000,,"software, part of microsoft (us)",scalado,lund,technology
hotels,1963,,hotels,scandic hotels,stockholm,consumer services
automobiles,1891,,"commercial automotive, part of volkswagen group (germany)",scania ab,södertälje,consumer goods
software,1999,,software,seavus,malmö,technology
investment services,1972,,financial services,seb group,stockholm,financials
software,2003,,video games,sector3 studios,lidköping,technology
business support services,1934,,security,securitas,stockholm,industrials
business support services,1988,,security,securitas direct,malmö,industrials
business support services,1980,,consulting,semcon,gothenburg,industrials
broadcasting & entertainment,1919,,film production,sf studios,stockholm,consumer services
specialty retailers,1951,,"home electronics retailer, defunct 2017",siba,gothenburg,consumer services
recreational products,1932,,navigation equipment,silva compass,stockholm,consumer goods
software,2010,,video games,simogo,malmö,technology
travel & tourism,2001,,public transport,sj ab,stockholm,consumer services
investment services,1855,,"financial services, part of old mutual (uk)",skandia,stockholm,financials
banks,1864,,"bank, defunct 1972, merged into seb",skandinaviska banken,gothenburg,financials
heavy construction,1887,,construction,skanska,stockholm,industrials
conventional electricity,1906,,power,skellefteå kraft,skellefteå,utilities
industrial suppliers,1907,,mechanical parts,skf,gothenburg,industrials
software,2005,,video games,skygoblin,gothenburg,technology
software,1999,,hardware and software,smart eye,gothenburg,technology
paper,1938,,"paper pulp, sawmills",södra,växjö,basic materials
industrial engineering,1918,,"hydraulics, purchased by danish company hydra-grene in 2022",specma,gothenburg,industrial
brewers,1897,,brewery,spendrups,stockholm,consumer goods
internet,2006,,music streaming,spotify,stockholm,technology
broadcasting & entertainment,1938,,"state broadcasting, part of sveriges radio",sr international – radio sweden,stockholm,consumer services
iron & steel,1978,,steel,ssab,stockholm,basic materials
software,1998,,video games,starbreeze studios,stockholm,technology
travel & tourism,1962,,ferry-line,stena line,gothenburg,consumer services
-,1939,,"transportation, real estate, financials, drilling",stena sphere,gothenburg,conglomerates
durable household products,1934,,"garden mowers, now part of global garden products s.p.a.",stiga,eskilstuna,consumer goods
investment services,1863,,"stock exchange, part of nasdaq nordic",stockholm stock exchange,stockholm,financials
banks,1856,,"bank, defunct 1972, merged into seb",stockholms enskilda bank,stockholm,financials
conventional electricity,1947,,power,studsvik,nyköping,utilities
broadcasting & entertainment,1956,,swedish national public tv broadcaster,sveriges television,stockholm,consumer services
business support services,1997,,"consulting, part of investment ab latour",sweco,stockholm,industrials
banks,1820,,bank,swedbank (föreningssparbanken),stockholm,financials
tobacco,1915,,tobacco products,swedish match,stockholm,consumer goods
meat,,,,swedish meats,stockholm,livestock
health care providers,2001,,specialty healthcare,swedish orphan biovitrum,stockholm,health care
aerospace,1972,,space,swedish space corporation,solna,industrials
industrial machinery,2005,,"ventilation systems, part of investment ab latour",swegon,gothenburg,industrials
mobile telecommunications,1989,,mobile services,symsoft,stockholm,telecommunications
business support services,2003,,ipo protection,synergon,stockholm,industrials
software,1990,,software,syncron international ab,stockholm,technology
software,2004,,video games,tarsier studios,malmö,technology
fixed line telecommunications,1993,,telecommunications provider,tele2,stockholm,telecommunications
software,1983,,"software, part of ibm (us)",telelogic,malmö,technology
mobile telecommunications,2003,,mobile networks,telia company,stockholm,telecommunications
broadcasting & entertainment,1992,,terrestrial broadcaster,teracom,stockholm,consumer services
mobile telecommunications,2004,,mobile network,terranet ab,lund,telecommunications
containers & packaging,1951,,food packaging,tetra pak,lund/pully,industrials
automobiles,1942,,automotive,thule group,hillerstorp,consumer goods
internet,1999,,internet marketing,tradedoubler,stockholm,technology
fixed line telecommunications,2000,,network solutions,transmode,stockholm,telecommunications
business support services,1905,,engineering,trelleborg,trelleborg,industrials
fixed line telecommunications,1992,,telecommunications,trio ab,stockholm,telecommunications
software,2009,,mobile identification,truecaller,stockholm,technology
banks,2008,,online banking payments,trustly,stockholm,financials
broadcasting & entertainment,1984,,media,tv4 group,stockholm,consumer services
iron & steel,1668,,"steel, a part of voestalpine (austria)",uddeholms ab,hagfors,basic materials
conventional electricity,1887,,power,umeå energi,umeå,utilities
recreational products,2009,,headphones,urbanears,stockholm,consumer goods
soft drinks,1917,,beverages,v&s group,stockholm,consumer goods
diversified industrials,1891,,defunct 1911,vabis,södertälje,industrials
conventional electricity,1909,,state power,vattenfall,stockholm,utilities
forestry,1969[15],,sawmills,vida ab,alvesta,basic materials
commercial vehicles & trucks,1927,,industrial vehicles,volvo,gothenburg,industrials
commercial vehicles & trucks,1968,,bus manufacturer,volvo buses,gothenburg,industrials
investment services,2001,,"financing and insurance, part of volvo",volvo financial services,gothenburg,financials
auto parts,1907,,"engines, part of volvo",volvo penta,skövde,consumer goods
commercial vehicles & trucks,1928,,"trucks, part of volvo",volvo trucks,gothenburg,industrials
durable household products,1872,,"sewing machines, part of svp worldwide",vsm group,huskvarna,consumer goods
marine transportation,1934,,shipping,wallenius lines,stockholm,industrials
food products,1919,,"bread, now part of barilla group (italy)",wasabröd,skellefteå,consumer goods
restaurants & bars,1994,,coffeehouse chain,wayne's coffee,stockholm,consumer services
clothing & accessories,1999,,clothing,wesc,stockholm,consumer goods
broadcasting & entertainment,1994,,film production,wg film,malmö,consumer services
software,1969,,"it consulting, defunct 2008",wm-data,stockholm,technology
broadcasting & entertainment,2003,,music recordings,x5 music group,stockholm,consumer services
,2004,worldwide,,85°c bakery cafe,taipei,food and beverage
,2004,worldwide,,10.or,taipei,smartphones
,2008,global,,2u (company),"lanham, maryland",smartphones
,1945,,,3i,london,corporate finance
,0,worldwide,,3m,london,conglomerate
,1927,,,7-eleven,london,retail (convenience stores)
,2007,europe,,4f (company),wieliczka,textile
,0,36 countries,,ajinomoto,"ch??, tokyo",food biotechnology
,0,,,abn amro,amsterdam,financial services
,1888,worldwide,,abbott laboratories,illinois,health care medical devices pharmaceutical
,1981,,,abiomed,"danvers, massachusetts",medical devices
,2013,worldwide (170+ countries),,abbvie,"north chicago, illinois",biopharmaceutical
,1989,worldwide,,accenture,dublin,professional services information technology consulting
,0,worldwide,,anz (bank),collins street,banking financial services
,0,worldwide,,acer inc.,collins street,electronics
,0,,,activision blizzard,collins street,video games
,0,"worldwide (except north korea, russia, turkmenistan, afghanistan, south sudan, chad and palestine)",,adidas,collins street,"textile, footwear"
,0,international,,aldi,essen,retail
,0,worldwide,,adient,"plymouth, michigan, u.s.",retail
,1994,,,aditi technologies,bellevue,it services it consulting
,1857,worldwide,,aditya birla group,mumbai,conglomerate
,0,worldwide,,amd,mumbai,semiconductors artificial intelligence gpus graphics cards consumer electronics video games computer hardware
,1983,worldwide,,aegon n.v.,mumbai,financial services
,1758,asia,,aeon (company),mihama-ku,retail
,0,,,ahold delhaize,zaandam,retail wholesaling
,0,worldwide,,asics,zaandam,"sports equipment, textile"
,0,worldwide,,airbus,,"aerospace, defence"
,1994,worldwide,,akzonobel,amsterdam,chemicals
,0,,,akai,hong kong,electronics
,1883,,,alfa laval,lund,"manufacturing, engineering and service"
,0,,,all nippon airways,shiodome city center,"manufacturing, engineering and service"
,0,,,alliance global,taguig,"manufacturing, engineering and service"
,0,worldwide,,allianz,munich,financial services
,0,worldwide,,alibaba group,[2],technology company
,1977,,,almarai,[2],food processing
,1928,,,alstom,saint-ouen-sur-seine,rail transport
,0,worldwide,,alphabet inc.,googleplex,conglomerate
,2001,worldwide,,altice (company),googleplex,telecommunications mass media
,1985,worldwide,,altria,reynolds metals company international headquarters,tobacco
,0,worldwide,,amazon (company),reynolds metals company international headquarters,e-commerce cloud computing artificial intelligence consumer electronics entertainment digital distribution self-driving cars supermarket
,1896,,,amcor,zurich,packaging
,0,worldwide[2],,american airlines group,"fort worth, texas",aviation
,0,worldwide,,american international group,"new york city, new york",financial services
,1852,,,andritz ag,"new york city, new york",industrial processing
,1982,worldwide,,aon (company),london,professional services
,1972,,,apollo tyres,gurugram,tyres
,0,worldwide,,apple inc.,1 apple park way,consumer electronics software services online services
,0,worldwide,,grupo arcor,1 apple park way,consumer electronics software services online services
,1831,worldwide,,assicurazioni generali,1 apple park way,financial services
,0,worldwide,,aston martin,gaydon,automotive
,0,worldwide,,asus,beitou district,computer hardware electronics networking hardware
,0,worldwide,,asus,beitou district,computer hardware electronics networking hardware
,0,worldwide,,at&t,whitacre tower,telecommunications technology
,0,,,atari,whitacre tower,telecommunications technology
,1988,worldwide,,avast,whitacre tower,computer software
,0,,,avianca,registered office:,computer software
,1816,worldwide,,axa,paris,financial services
,0,,,axiata,paris,telecommunications
,0,,,axis bank,maharashtra,financial services
,0,worldwide,,bp,london,oil and gas
,1907,,,baker hughes,"houston, texas",petroleum industry
,1880,,,ball corporation,"broomfield, colorado","packaging, aerospace"
,0,,,bacardi,"hamilton, bermuda",beverage
,0,,,banco bilbao vizcaya argentaria,"hamilton, bermuda",financial services
,0,worldwide,,banco santander,"hamilton, bermuda",financial services
,0,worldwide,,bandai namco entertainment,"minato-ku, tokyo",video games
,0,,,bank of india,mumbai,banking financial services
,0,ireland united kingdom,,bank of ireland,ballsbridge,banking financial services
,0,,,bank of montreal,,financial services
,0,,,barclays,,banking financial services
,1877,worldwide,,barilla (company),,food processing
,1886,,,barnes & noble,new york city,bookselling
,1983,,,barrick gold,new york city,metals and mining
,0,,,basf,ludwigshafen,chemicals
,1945,worldwide,,baskin-robbins,,food and beverage
,0,worldwide,,bata corporation,lausanne,shoemaking retail manufacture of leather and related products
,1990,,,bath & body works,columbus,retail
,0,worldwide,,baidu,columbus,internet artificial intelligence cloud computing
,0,worldwide,,bayer,leverkusen,pharmaceuticals chemicals biotechnology healthcare
,0,worldwide,,bd (company),leverkusen,"medical equipment, consulting"
,1955,worldwide,,beko,istanbul,major appliances small appliances electronics technology
,0,worldwide,,bertelsmann,istanbul,mass media
,1965,worldwide,,benetton group,istanbul,fashion
,0,,,best buy,"richfield, minnesota",retail
,0,worldwide,,bharti airtel,nelson mandela road,telecommunications
,1976,worldwide,,bharti enterprises,nelson mandela road,conglomerate
,1976,,,bihl,nelson mandela road,conglomerate
,1973,,,billabong (clothing),"burleigh heads, queensland",textile
,0,,,black+decker,"burleigh heads, queensland",power tools home improvement products hardware fastening technology
,1988,worldwide,,blackrock,"burleigh heads, queensland",investment management
,0,worldwide,,bmw,"burleigh heads, queensland",automotive
,0,worldwide,,bbk electronics,"burleigh heads, queensland",consumer electronics
,0,worldwide,,bbc,broadcasting house,mass media
,1848,worldwide,,bnp paribas,boulevard des italiens,financial services
,1964,,,bose corporation,"framingham, massachusetts",audio electronics
,0,worldwide[3]:?1?,,boeing,boeing building,aerospace defense
,0,worldwide,,bombardier inc.,boeing building,aerospace
,1917,,,books-a-million,"birmingham, alabama",retail entertainment
,1952,,,bouygues,"birmingham, alabama",conglomerate
,1952,,,brac (organisation),"birmingham, alabama",conglomerate
,1921,worldwide,,braun (company),"birmingham, alabama",manufacturing
,0,worldwide,,bridgestone,"birmingham, alabama",auto and truck parts
,0,,,british airways,london,auto and truck parts
,0,worldwide,,bp,london,oil and gas
,1856,worldwide,,burberry,london,fashion
,0,worldwide,,bt group,london,telecommunications
,0,worldwide,,bytedance,london,internet
,2003,worldwide,,byd auto,london,electric automotive
,1824,,,cadbury,buckinghamshire,confectionery
,0,,,capcom,ch??-ku,video games
,0,worldwide,,canon inc.,ch??-ku,electronics
,0,worldwide,,capgemini,ch??-ku,information technology consulting outsourcing
,0,worldwide,,casio,shibuya,electronics
,0,,,capital one,capital one tower,financial services
,1865,worldwide,,cargill,minnetonka,conglomerate
,0,,,cargolux,sandweiler,conglomerate
,0,,,caribbean airlines,piarco,conglomerate
,1847,worldwide,,carlsberg group,copenhagen,beverages
,0,"europe, middle east, north africa, east africa, south asia, east asia, south america",,carrefour,copenhagen,retail wholesaling
,0,worldwide,,caterpillar inc.,"irving, texas",heavy equipment engines financial services
,1994,,,celestica,toronto,electronics
,2009,worldwide,,celkon,hyderabad,"telecommunications, consumer electronics"
,1960,,,cencosud,santiago,retail
,0,,,chupa chups,santiago,confectionery
,0,"china hong kong (as cmhk) pakistan (as zong) japan, thailand, united kingdom, singapore, italy and canada (as cmlink)",,china mobile,beijing,telecommunications
,0,worldwide,,changhong,beijing,television manufacturer
,1910,worldwide,,chanel,london,fashion
,0,,,chiquita,"fort lauderdale, florida",agriculture
,0,worldwide,,chevron corporation,"san ramon, california",energy oil and gas
,1987,worldwide,,china merchants bank,"san ramon, california",banking
,1938,mainland china hong kong,,china resources,china resources headquarters,conglomerate
,1985,worldwide,,chubb limited,china resources headquarters,insurance and reinsurance
,0,worldwide,,china international marine containers,shekou,shipping and logistics
,0,worldwide,,cisco,shekou,networking hardware networking software
,0,worldwide,,citigroup,388390 greenwich st.,financial services
,0,worldwide,,coolpad,"shenzhen, china (general office) cayman islands (registered office) hong kong (second office)",consumer electronics
,0,worldwide,,the coca-cola company,"shenzhen, china (general office) cayman islands (registered office) hong kong (second office)",beverage
,0,united states bangladesh cambodia china egypt india indonesia israel kuwait malaysia middle east mongolia myanmar oman pakistan panama paraguay philippines singapore south korea sri lanka thailand vietnam,,the coffee bean & tea leaf,"shenzhen, china (general office) cayman islands (registered office) hong kong (second office)",restaurants retail coffee and tea
,0,worldwide,,cognizant,"shenzhen, china (general office) cayman islands (registered office) hong kong (second office)",information technology consulting outsourcing
,1806,worldwide,,colgate-palmolive,park avenue,consumer goods
,0,worldwide,,comac,park avenue,aviation
,1983,worldwide,,concentrix,park avenue,business services
,0,worldwide,,conocophillips,park avenue,oil and gas
,0,,,copa airlines,panama city,oil and gas
,0,australia canada china france iceland japan korea mexico new zealand spain sweden puerto rico taiwan united kingdom united states[2],,costco,panama city,retail
,1904,worldwide,,coty inc.,panama city,beauty
,0,worldwide,,creative technology,panama city,consumer electronics
,0,worldwide,,crédit agricole,panama city,financial services
,2002,,,crocs,"broomfield, colorado","wholesale trade, retail & consumer services, clothing & clothing accessories"
,1856,worldwide,,credit suisse,paradeplatz,financial services
,1919,,,cummins,cummins corporate office building,"heavy equipment, automotive"
,0,united kingdom ireland mainland europe,,currys plc,london,consumer electronics
,1991,worldwide,,cyient,hyderabad,conglomerate
,0,,,cyrusone,"dallas, texas",conglomerate
,0,,,d-link,"dallas, texas",networking equipment
,1884,worldwide,,dabur,"dallas, texas",consumer goods
,0,,,daikin,kita-ku,"electrical equipment, chemicals"
,1926,worldwide,,mercedes-benz group,kita-ku,automotive
,1981,,,dangote group,lagos,conglomerate construction materials
,0,japan indonesia malaysia,,daihatsu,lagos,automotive
,0,,,danone,boulevard haussmann,food processing
,0,worldwide,,dalton maag,boulevard haussmann,font design branding
,0,,,joshua darden,boulevard haussmann,font design branding
,1976,,,decathlon (retailer),villeneuve d'ascq,retail
,1976,,,deepin,villeneuve d'ascq,retail
,0,worldwide,,dell,villeneuve d'ascq,computer hardware computer software
,1845,worldwide,,deloitte,london,professional services
,0,,,delta air lines,"atlanta, georgia",professional services
,0,worldwide,,deutsche bank,deutsche bank twin towers,banking financial services
,1997,,,diageo,london,beverages
,1958,worldwide,,dine brands,london,restaurants
,0,united kingdom ireland mainland europe,,currys plc,london,consumer electronics
,1897,worldwide,,dow chemical company,"midland, michigan",chemicals
,0,canada,,dollar tree,"burnaby, british columbia","retail, variety, discount"
,2003,,,docusign,"burnaby, british columbia",software
,0,,,dole plc,"burnaby, british columbia",agribusiness
,0,worldwide,,domino's pizza,"ann arbor township, michigan",foodservice franchising
,0,,,dude perfect,frisco,entertainment
,0,global 90 countries[8],,dupont,"wilmington, delaware",chemicals
,0,worldwide,,dxc technology,"wilmington, delaware",information technology consulting outsourcing
,0,worldwide,,dyson (company),st james power station,household appliances
,0,worldwide,,ebay,san jose,e-commerce
,0,worldwide,,electronic arts,san jose,video games
,0,worldwide,,embraer,san jose,"aerospace, defense"
,1890,,,emerson electric,"ferguson, missouri",electrical equipment
,1984,,,emigre fonts,"ferguson, missouri",typography
,0,worldwide,,eni,"ferguson, missouri",oil and gas
,0,worldwide,,ericsson,kista,telecommunications networking
,1946,,,the estée lauder companies,general motors building,cosmetics
,0,list united arab emirates saudi arabia morocco algeria pakistan egypt afghanistan mauritania mali gabon burkina faso benin côte d'ivoire togo niger central african republic nigeria,,etisalat by e&,general motors building,telecommunication
,0,,,eva air,luzhu,telecommunication
,1968,worldwide,,evergreen marine corporation,luzhu,container shipping marine transportation
,1995,,,evercore,new york city,investment banking
,0,worldwide,,exxonmobil,new york city,energy: oil and gas
,0,,,ezaki glico,new york city,food manufacturing
,1989,worldwide,,ernst & young,london,professional services
,1761,worldwide,,faber-castell,london,stationery
,0,,,fairphone,london,telecommunications equipment
,0,worldwide,,fast retailing,london,retail
,1952,worldwide,,fbt (company),bangkok,sportswear sports equipment
,0,worldwide,,fedex,"memphis, tennessee",e-commerce services transportation
,1946,worldwide,,ferrero spa,"memphis, tennessee",food
,0,worldwide,,fila,"memphis, tennessee",sportswear sports goods
,0,,,ficosa,"memphis, tennessee",sportswear sports goods
,1968,worldwide,,fis (company),"jacksonville, florida",financial sector
,1989,,,font bureau,boston,type foundry
,0,,,fontshop international,boston,"type foundry, stock photography"
,2000,,,fortinet,boston,cloud security cybersecurity network security
,1984,,,fossil group,richardson,fashion
,0,worldwide,,foxconn,richardson,electronics
,0,,,fpt group,cau giay,"information technology, communications, education"
,0,worldwide,,fujifilm,tokyo midtown,document solutions digital imaging medical imaging cosmetics regenerative medicine stem cells biologics
,0,worldwide,,fujitsu,tokyo midtown,computer hardware consulting cloud computing telecommunications data storage consumer electronics
,0,japan,,fujiya,tokyo midtown,computer hardware consulting cloud computing telecommunications data storage consumer electronics
,2013,,,future group,"mumbai, maharashtra",conglomerate
,1984,several countries australia austria canada france germany italy ireland new zealand switzerland united states,,gamestop,"mumbai, maharashtra",retail
,0,worldwide,,gap inc.,"mumbai, maharashtra",retail
,0,,,garmin,"olathe, kansas",technology
,1979,,,gartner,"olathe, kansas",research & advisory services
,0,,,gazprom,"olathe, kansas",oil and gas
,0,,,geeknet,"olathe, kansas",online media retail
,0,worldwide,,general electric,boston,conglomerate
,1991,worldwide,,gree electric,boston,"electronics, household appliances"
,0,worldwide,,general mills,boston,food processing
,0,worldwide,,general motors,renaissance center,automotive
,1831,worldwide,,assicurazioni generali,renaissance center,financial services
,0,,,gerdau,porto alegre,iron and steel
,0,,,giant bicycles,porto alegre,bicycle manufacturing
,0,philippines,,globe telecom,porto alegre,telecommunications remittance mass media
,0,,,gungho online entertainment,chiyoda,video games
,0,,,guinness,chiyoda,video games
,1981,,,guess (clothing),chiyoda,fashion
,0,worldwide,,gsk plc,london,pharmaceutical biotechnology
,0,worldwide,,geely,binjiang district,automotive
,0,worldwide,,goodyear tire and rubber company,binjiang district,manufacturing
,0,worldwide,,google,1600 amphitheatre parkway,artificial intelligence advertising cloud computing computer software computer hardware internet
,1997,worldwide,,godaddy,"tempe, arizona","internet, it consulting, smes"
,2002,worldwide,,gopro,"tempe, arizona",technology videography consumer electronics
,1903,,,harley-davidson,"milwaukee, wisconsin, u.s.",technology videography consumer electronics
,1837,,,hermès,rue du faubourg saint-honoré,luxury goods
,1984,,,haier,rue du faubourg saint-honoré,home appliances consumer electronics
,1849,,,harrods,brompton road,retail
,0,,,haribo,brompton road,confectionery
,0,,,hard rock cafe,davie,"casual dining restaurants, casinos, hotels"
,1919,worldwide,,halliburton,"houston, texas",fossil fuel
,0,,,hankook tire,bundang-gu,auto and truck parts
,0,worldwide,,house foods,bundang-gu,food
,0,,,hartwall,bundang-gu,food
,1947,worldwide,,h&m,bundang-gu,retail
,1923,worldwide,,hasbro,bundang-gu,toys and entertainment
,0,,,hearst communications,hearst tower,media
,1876,,,henkel,düsseldorf,fmcg
,0,worldwide,,hewlett packard enterprise,düsseldorf,information technology
,1941,,,hilti,schaan,manufacturing
,1847,worldwide,,hisamitsu pharmaceutical,"tosu, saga",pharmaceuticals
,1910,worldwide,,hitachi,"tosu, saga",conglomerate
,0,worldwide,,honda,"tosu, saga",manufacturing
,1906,worldwide,,honeywell,"charlotte, north carolina, u.s.",conglomerate
,0,worldwide,,hp inc.,"charlotte, north carolina, u.s.",computer hardware
,0,worldwide,,hsbc,8 canada square,financial services
,0,worldwide,,htc,8 canada square,telecommunications equipment
,1994,china,,huayi brothers,8 canada square,entertainment
,0,worldwide (exempting united states since 2019),,huawei,8 canada square,consumer electronics telecom equipment networking equipment semiconductors artificial intelligence automation cloud computing internet of things
,1866,"colorado, indiana, kentucky, minnesota, michigan, ohio, pennsylvania, west virginia, illinois, and wisconsin",,huntington bancshares,"columbus, ohio",banking
,0,worldwide,,huntington ingalls industries,"columbus, ohio","defense, shipbuilding, defense technologies"
,1970,,,huntsman corporation,"the woodlands, texas, u.s.",chemicals
,1993,worldwide,,hytera,shenzhen,telecommunications
,0,worldwide,,hmd global,espoo,consumer electronics
,0,worldwide,,hyundai motor company,espoo,automotive
,0,177 countries[2],,ibm,espoo,information technology
,1999,,,nex group,espoo,financial services
,0,worldwide,,icici bank,espoo,financial services
,1983,,,ijm corporation,espoo,construction property infrastructure plantations industry
,0,,,indeed,"austin, texas",construction property infrastructure plantations industry
,1977,europe middle east & africa united states south east asia,,intracom holdings,"austin, texas",conglomerate
,0,europe middle east north africa east asia india southeast asia oceania north america south america,,ikea,,retail
,1912,worldwide,,illinois tool works,"glenview, illinois",manufacturing
,0,worldwide,,infosys,"glenview, illinois",information technology consulting outsourcing
,1991,"europe, asia, oceania, north america, south america",,ing group,amsterdam,financial services
,1859,,,ingersoll rand,amsterdam,diversified machinery
,0,worldwide,,intel,amsterdam,semiconductors computer hardware autonomous cars automation artificial intelligence
,2007,,,intesa sanpaolo,grattacielo intesa sanpaolo,financial services
,0,worldwide,,isuzu,grattacielo intesa sanpaolo,manufacturing
,1869,worldwide,,jelly belly,"fairfield, california",confections
,1869,,,jim beam,"fairfield, california",confections
,1897,,,the j.m. smucker company,"fairfield, california",food beverage
,0,worldwide,,jardine matheson,jardine house,conglomerate
,1990,philippines,,jg summit holdings,robinsons equitable tower,various
,1990,,,johnnie walker,robinsons equitable tower,various
,0,worldwide,,johnson & johnson,"new brunswick, new jersey",pharmaceutical medical technology consumer healthcare
,0,"east asia, southeast asia, middle east, north america, western europe",,jollibee foods corporation,ortigas center,restaurants
,0,worldwide,,jpmorgan chase,383 madison avenue,financial services
,0,,,jvckenwood,383 madison avenue,electronics
,0,"north america, south america, europe, asia, middle east, africa, oceania",,jxd,383 madison avenue,consumer electronics
,1935,,,kbc group,brussels,financial services
,0,,,kawasaki heavy industries,ch??,heavy equipment automotive defense
,1978,worldwide,,kappa (brand),ch??,sports equipment textile
,0,worldwide,,kellogg's,ch??,food processing
,1603,,,kikkoman,ch??,food
,1888,,,kirin company,ch??,beverage
,1872,worldwide,,kimberly-clark,irving,personal care
,1987,worldwide,,kingston technology,irving,storage devices
,1987,,,klim type foundry,irving,storage devices
,1987,,,knorr (brand),irving,storage devices
,0,,,komatsu limited,tokyo,"heavy equipment (construction, mining and forestry), defense technology"
,0,worldwide,,konami,tokyo,video games entertainment
,1962,,,korg,inagi,electronics
,1983,south korea,,keumyoung group,seoul,"music, entertainment, karaoke"
,1987,worldwide,,kpmg,,professional services
,0,worldwide,,kraft heinz,,food
,0,,,lactalis,,dairy products
,1980,,,lam research,"fremont, california",semiconductors
,1992,,,lagardère group,paris,"publishing, travel retail, live entertainment, media"
,0,worldwide,,larsen & toubro,ballard estate,conglomerate
,0,,,latam airlines group,santiago,aviation
,0,"singapore, malaysia, indonesia, thailand, vietnam, and the philippines",,lazada,santiago,e-commerce
,0,worldwide,,levi strauss & co.,san francisco,textile
,0,international,,lear corporation,san francisco,manufacturing
,1845,,,lindt,san francisco,confectionery
,0,worldwide,,lenovo,"hong kong, china[1] (registered office) beijing, china[2][3] (operational headquarters) lorong chuan, singapore[4] (operational centre) morrisville, north carolina, united states[5] (operational headquarters)",computer hardware electronics
,0,"worldwide (china, india, usa and russia mainly)",,leeco,"hong kong, china[1] (registered office) beijing, china[2][3] (operational headquarters) lorong chuan, singapore[4] (operational centre) morrisville, north carolina, united states[5] (operational headquarters)",conglomerate
,1948,,,leonardo s.p.a.,rome,aerospace industry defence industry space industry
,1917,,,leoni ag,nuremberg,"manufacturing, engineering"
,0,worldwide,,lexmark,lexington,"manufacturing, engineering"
,0,worldwide,,lg electronics,yeouido-dong,consumer electronics home appliances computer hardwares
,0,,,linde plc,dublin,chemical industry
,0,,,linpus linux,dublin,chemical industry
,0,,,lionbridge,"waltham, massachusetts",language localization software testing e-learning
,1958,,,liugong,"waltham, massachusetts",conglomerate
,0,worldwide,,lockheed martin,"bethesda, maryland",advanced technologies information security aerospace defense
,0,worldwide,,l'oréal,"bethesda, maryland",consumer goods
,0,,,lotte corporation,songpa district,conglomerate
,2006,worldwide,,louisa coffee,songpa district,coffee shop
,0,,,lufthansa,cologne,coffee shop
,0,"europe, kazakhstan, uzbekistan, iraq, egypt, ghana, nigeria, cameroon, united states, mexico",,lukoil,cologne,oil and gas
,1968,,,lupin limited,cologne,pharmaceuticals
,2009,worldwide,,luxgen,miaoli county,automotive
,1961,worldwide,,luxottica,miaoli county,"eyewear manufacturing, luxury, eyewear manufacturing and wholesale distribution, eyewear retailing"
,2007,,,lyondellbasell,miaoli county,chemicals
,0,,,mg cars,miaoli county,sport cars
,0,,,macy's,miaoli county,retail
,0,worldwide,,mahindra group,mumbai,conglomerate
,1911,worldwide,,"mars, incorporated",,food veterinary services
,1946,worldwide,,maton,,musical instruments
,0,"united kingdom, canada, australia, europe, asia, united states",,marshall amplification,,amplification musical instrument manufacturing
,0,,,mark simonson,,amplification musical instrument manufacturing
,0,,,martini & rossi,,alcoholic beverages
,0,,,maersk,copenhagen,freight transport
,1980,,,mama sita's holding company,san juan,food processing
,1971,,,mamee double-decker,"ayer keroh, malacca","food processing, snack, dairy products"
,0,worldwide,,mattel,,toys and entertainment
,0,worldwide,,maxxis,yuanlin,toys and entertainment
,0,worldwide,,mccain foods,yuanlin,frozen food
,0,worldwide (119+ countries),,mcdonald's,yuanlin,"restaurants, real estate[1][2]"
,0,worldwide,,mediatek,yuanlin,semiconductors gpus graphics cards consumer electronics computer hardware
,0,,,meiji holdings,yuanlin,food pharmaceutical healthcare
,2008,,,meitu,yuanlin,consumer electronics
,2003,"china, india, turkey, russia, israel, indonesia, malaysia, philippines",,meizu,yuanlin,consumer electronics
,2003,,,melstacorp,yuanlin,beverages diversified financial services it/bpo manufacturing health telecommunications plantation power hospitality logistics media
,0,worldwide,,mercedes-benz,yuanlin,automotive
,0,worldwide,,meta platforms,"menlo park, california",social media social network advertising consumer electronics virtual reality
,1973,,,michaels,irving,retail
,0,worldwide,,michelin,irving,auto and truck parts
,0,worldwide,,micro-star international,zhonghe,computer hardware electronics
,0,worldwide,,micromax informatics,zhonghe,electronics consumer electronics computer hardwares home appliances
,0,worldwide,,microsoft,one microsoft way,information technology
,0,,,mizuno,suminoe,sports equipment
,0,,,merck millipore,suminoe,life sciences biotech
,0,worldwide,,miniso,suminoe,variety store
,0,worldwide,,mindtree,global village tech park,information technology consulting outsourcing
,0,worldwide,,mitsubishi electric,tokyo building,electrical equipment electronics
,1911,worldwide,,mobil,tokyo building,electrical equipment electronics
,1887,,,monotype imaging,tokyo building,pre-press and pre-media services machinery industry and plant construction
,1887,,,monotype imaging,tokyo building,pre-press and pre-media services machinery industry and plant construction
,0,worldwide,,morinaga & company,tokyo building,food
,0,worldwide,,mustek systems,hsinchu,food
,1987,,,nando's,hsinchu,casual dining/chain restaurant
