00-avengers-headquarters_continent,02-GioPonSpiz-country,07-silvestri-country,08-slytherin-country
americas,usa,,bermuda
asia,taiwan,,china
asia,china,,israel
asia,usa,,china
asia,china,,usa
americas,usa,,uk
asia,singapore,,usa
americas,china,,italy
asia,china,,china
asia,india,,gibralter
americas,bermuda,,usa
europe,usa,,malaysia
americas,china,,usa
asia,italy,,hong kong
europe,china,,japan
asia,china,,japan
asia,uk,,australia
europe,israel,,usa
asia,usa,,usa
americas,gibralter,,hong kong
americas,usa,,uk
americas,australia,,japan
americas,japan,,usa
americas,japan,,france
asia,hong kong,,taiwan
asia,hong kong,,china
asia,malaysia,,india
asia,usa,,japan
asia,usa,,canada
oceania,usa,,china
europe,uk,,usa
asia,france,,not found
asia,japan,,thailand
asia,china,,china
asia,canada,,china
americas,usa,,india
americas,taiwan,,china
asia,india,,china
asia,china,,bermuda
europe,japan,,puerto rico
americas,usa,,usa
,bermuda,,estonia
asia,puerto rico,,taiwan
asia,china,,thailand
asia,china,,uk
asia,india,,japan
asia,china,,china
asia,china,,china
americas,thailand,,brazil
americas,nyse,,austria
americas,usa,,china
europe,china,,india
asia,china,,china
americas,thailand,,taiwan
europe,japan,,saudi arabia
europe,austria,,spain
asia,uk,,china
asia,brazil,,china
asia,taiwan,,uk
asia,estonia,,china
asia,india,,usa
asia,spain,,china
asia,saudi arabia,,usa
asia,china,,usa
europe,china,,japan
asia,china,,usa
asia,uk,,canada
asia,taiwan,,uk
asia,china,,china
europe,china,,china
americas,usa,,uk
asia,china,,cyprus
americas,china,,china
americas,canada,,australia
europe,china,,greece
americas,usa,,japan
asia,uk,,australia
americas,usa,,china
asia,usa,,china
asia,japan,,australia
asia,uk,,switzerland
europe,china,,germany
asia,greece,,hong kong
oceania,australia,,china
oceania,cyprus,,usa
asia,japan,,mexico
asia,australia,,taiwan
oceania,australia,,china
europe,china,,usa
asia,china,,taiwan
asia,hong kong,,usa
asia,taiwan,,china
americas,usa,,china
americas,germany,,uk
asia,china,,china
europe,switzerland,,usa
asia,china,,china
europe,usa,,israel
americas,mexico,,japan
asia,taiwan,,netherlands
americas,usa,,canada
americas,netherlands,,india
asia,japan,,usa
europe,israel,,india
asia,china,,china
asia,china,,germany
asia,china,,greece
asia,uk,,usa
asia,china,,usa
europe,usa,,jersey
americas,canada,,usa
asia,jersey,,switzerland
europe,usa,,china
asia,usa,,canada
europe,china,,japan
americas,usa,,japan
asia,greece,,china
americas,india,,uk
americas,germany,,china
europe,india,,japan
asia,japan,,usa
asia,canada,,usa
americas,china,,china
europe,china,,usa
asia,japan,,china
europe,switzerland,,usa
asia,china,,singapore
asia,uk,,ireland
asia,usa,,japan
americas,japan,,usa
americas,usa,,usa
asia,usa,,france
americas,japan,,usa
europe,china,,japan
asia,usa,,spain
americas,usa,,japan
americas,singapore,,canada
asia,ireland,,japan
asia,usa,,usa
americas,china,,china
americas,usa,,uk
asia,china,,china
europe,canada,,china
asia,spain,,usa
americas,japan,,china
americas,usa,,china
asia,usa,,china
europe,japan,,australia
americas,france,,china
asia,japan,,china
europe,uk,,usa
americas,china,,china
asia,china,,china
asia,china,,china
oceania,china,,usa
asia,china,,china
asia,australia,,china
asia,china,,israel
asia,china,,china
asia,usa,,israel
asia,israel,,china
americas,china,,hong kong
asia,china,,south korea
asia,china,,usa
asia,usa,,brazil
asia,china,,hong kong
americas,china,,italy
asia,china,,china
asia,israel,,china
asia,usa,,usa
asia,china,,china
europe,usa,,china
asia,usa,,india
asia,brazil,,usa
asia,hong kong,,china
asia,china,,japan
asia,south korea,,thailand
americas,china,,sweden
americas,italy,,china
americas,hong kong,,japan
asia,china,,usa
asia,japan,,israel
asia,japan,,china
asia,sweden,,china
americas,thailand,,china
asia,china,,china
asia,usa,,uk
europe,china,,usa
asia,china,,china
asia,india,,china
asia,china,,belgium
europe,usa,,usa
asia,china,,china
asia,china,,sweden
asia,usa,,uk
asia,china,,taiwan
americas,china,,usa
asia,china,,hong kong
asia,israel,,usa
americas,uk,,china
americas,usa,,switzerland
europe,usa,,china
europe,hong kong,,india
asia,usa,,uk
asia,sweden,,japan
asia,china,,india
europe,china,,germany
americas,taiwan,,china
asia,uk,,uk
americas,belgium,,france
europe,uk,,usa
europe,japan,,china
europe,france,,usa
asia,china,,usa
asia,uk,,china
asia,india,,usa
europe,india,,usa
asia,china,,usa
europe,germany,,china
asia,switzerland,,usa
americas,usa,,south korea
asia,usa,,china
americas,usa,,usa
americas,china,,china
americas,china,,china
americas,usa,,china
asia,usa,,china
asia,usa,,uk
americas,usa,,argentina
americas,china,,uk
asia,south korea,,china
asia,uk,,china
asia,argentina,,spain
europe,usa,,usa
asia,china,,china
asia,china,,usa
asia,china,,china
americas,uk,,china
americas,china,,usa
europe,china,,usa
asia,china,,usa
americas,usa,,usa
asia,usa,,china
asia,spain,,usa
asia,usa,,france
asia,china,,usa
americas,china,,france
europe,china,,usa
americas,china,,china
americas,usa,,usa
americas,usa,,france
americas,usa,,usa
asia,france,,china
americas,china,,brazil
europe,usa,,china
americas,usa,,usa
americas,france,,china
asia,usa,,usa
europe,china,,china
americas,usa,,china
europe,france,,usa
asia,china,,china
americas,usa,,china
americas,china,,china
asia,china,,china
americas,brazil,,china
asia,china,,usa
asia,usa,,china
americas,usa,,china
asia,china,,china
americas,usa,,spain
asia,china,,finland
asia,china,,india
asia,china,,china
asia,usa,,usa
asia,china,,usa
americas,china,,usa
asia,china,,usa
asia,china,,brazil
asia,china,,usa
europe,spain,,china
europe,usa,,brazil
americas,usa,,usa
asia,usa,,china
americas,brazil,,usa
asia,china,,china
americas,usa,,usa
americas,india,,china
americas,usa,,usa
americas,finland,,china
asia,china,,usa
americas,china,,china
americas,china,,china
asia,usa,,china
americas,china,,usa
americas,usa,,usa
asia,brazil,,china
americas,china,,china
asia,usa,,usa
asia,usa,,france
americas,usa,,china
americas,france,,china
asia,china,,china
americas,china,,japan
americas,china,,israel
asia,china,,china
asia,usa,,china
asia,usa,,china
asia,china,,china
europe,usa,,china
asia,china,,usa
asia,china,,china
asia,china,,china
asia,china,,france
asia,china,,usa
asia,israel,,switzerland
asia,china,,china
asia,china,,usa
asia,japan,,china
asia,china,,china
americas,usa,,usa
asia,china,,china
asia,china,,china
europe,usa,,india
europe,china,,china
americas,usa,,germany
asia,france,,usa
americas,switzerland,,israel
asia,china,,usa
asia,china,,usa
americas,usa,,uk
americas,china,,usa
asia,china,,china
asia,usa,,china
europe,usa,,usa
asia,india,,philippines
americas,germany,,brazil
americas,china,,usa
asia,israel,,usa
asia,usa,,usa
europe,uk,,china
asia,usa,,usa
asia,usa,,china
americas,usa,,usa
americas,china,,china
americas,brazil,,usa
asia,usa,,usa
americas,usa,,china
americas,china,,usa
americas,philippines,,usa
asia,china,,china
asia,usa,,usa
americas,usa,,usa
asia,usa,,usa
americas,usa,,china
americas,china,,uk
asia,usa,,china
americas,china,,usa
americas,usa,,usa
americas,china,,usa
asia,china,,south korea
americas,usa,,china
asia,usa,,france
americas,usa,,usa
asia,uk,,usa
americas,usa,,usa
europe,china,,china
americas,usa,,austria
americas,china,,usa
americas,usa,,usa
asia,south korea,,usa
europe,usa,,china
americas,usa,,south korea
americas,austria,,china
asia,usa,,china
asia,china,,china
americas,china,,china
europe,usa,,china
americas,usa,,usa
americas,france,,china
americas,usa,,china
asia,usa,,south africa
asia,china,,china
asia,china,,luxembourg
asia,china,,china
asia,china,,nigeria
asia,china,,china
asia,south korea,,usa
asia,china,,china
americas,china,,china
africa,china,,france
europe,china,,usa
americas,china,,mexico
asia,china,,china
asia,usa,,china
asia,luxembourg,,usa
asia,nigeria,,usa
asia,china,,china
africa,south africa,,usa
asia,china,,usa
europe,france,,switzerland
asia,usa,,usa
americas,usa,,usa
asia,china,,canada
americas,usa,,canada
americas,usa,,usa
americas,usa,,china
asia,china,,china
americas,mexico,,taiwan
americas,china,,china
europe,switzerland,,hong kong
americas,taiwan,,china
americas,china,,japan
americas,usa,,canada
asia,canada,,japan
asia,china,,china
americas,china,,saudi arabia
americas,usa,,japan
asia,usa,,japan
asia,canada,,thailand
asia,thailand,,uk
asia,saudi arabia,,uk
asia,canada,,switzerland
asia,china,,usa
asia,japan,,thailand
asia,china,,usa
asia,japan,,brazil
asia,japan,,argentina
americas,japan,,germany
asia,hong kong,,usa
americas,brazil,,china
europe,thailand,,japan
americas,germany,,australia
europe,usa,,france
europe,usa,,new zealand
americas,argentina,,usa
americas,switzerland,,china
americas,uk,,china
europe,usa,,taiwan
asia,uk,,china
asia,japan,,germany
asia,france,,taiwan
asia,china,,usa
asia,taiwan,,china
oceania,new zealand,,usa
oceania,usa,,usa
asia,australia,,usa
americas,china,,china
asia,china,,china
europe,china,,china
europe,germany,,sweden
asia,china,,germany
asia,usa,,japan
americas,china,,south korea
americas,china,,sweden
americas,usa,,sweden
asia,usa,,usa
asia,usa,,usa
americas,taiwan,,usa
asia,china,,usa
europe,sweden,,germany
asia,usa,,taiwan
europe,usa,,south africa
europe,usa,,india
europe,usa,,japan
asia,south korea,,china
americas,sweden,,russia
americas,sweden,,saudi arabia
americas,germany,,uk
americas,japan,,uk
europe,germany,,china
asia,uk,,china
asia,uk,,hong kong
asia,south africa,,usa
asia,russia,,china
asia,japan,,japan
europe,india,,canada
africa,saudi arabia,,china
europe,taiwan,,usa
europe,china,,china
americas,usa,,china
asia,china,,china
asia,japan,,india
americas,china,,south korea
asia,usa,,china
asia,hong kong,,canada
americas,china,,norway
asia,canada,,china
asia,china,,taiwan
asia,china,,china
asia,china,,china
asia,china,,usa
asia,canada,,usa
europe,china,,canada
asia,china,,usa
asia,india,,usa
asia,china,,india
asia,norway,,australia
americas,taiwan,,japan
asia,south korea,,china
americas,usa,,china
asia,usa,,monaco
asia,usa,,usa
asia,india,,china
americas,australia,,china
americas,canada,,germany
oceania,usa,,usa
asia,japan,,china
americas,china,,china
americas,china,,china
asia,china,,usa
americas,china,,switzerland
asia,china,,china
asia,monaco,,japan
asia,usa,,china
europe,germany,,usa
americas,china,,china
europe,china,,turkey
asia,china,,china
asia,usa,,china
europe,switzerland,,south africa
asia,china,,china
americas,china,,usa
americas,japan,,thailand
asia,china,,japan
asia,china,,canada
asia,china,,japan
asia,usa,,india
asia,usa,,south korea
asia,turkey,,bermuda
africa,south africa,,china
americas,south korea,,usa
asia,china,,belgium
asia,japan,,usa
americas,japan,,sweden
americas,bermuda,,china
asia,canada,,usa
asia,thailand,,australia
asia,india,,hong kong
asia,usa,,finland
asia,china,,usa
asia,usa,,usa
europe,finland,,australia
europe,usa,,usa
oceania,usa,,uk
asia,china,,china
americas,australia,,china
americas,sweden,,usa
europe,belgium,,india
americas,hong kong,,usa
americas,usa,,china
asia,india,,china
europe,usa,,china
oceania,china,,china
americas,usa,,china
americas,usa,,argentina
americas,usa,,turkey
asia,australia,,china
americas,uk,,ireland
asia,china,,china
asia,china,,china
americas,china,,brazil
asia,ireland,,usa
asia,china,,china
asia,turkey,,chile
asia,china,,israel
asia,china,,china
asia,china,,canada
europe,china,,australia
asia,argentina,,india
asia,china,,china
americas,india,,japan
americas,australia,,china
americas,israel,,germany
americas,china,,taiwan
asia,china,,indonesia
asia,canada,,belgium
asia,chile,,usa
oceania,brazil,,japan
asia,usa,,russia
asia,china,,japan
asia,japan,,china
asia,usa,,china
europe,indonesia,,uk
asia,belgium,,usa
europe,germany,,uk
europe,taiwan,,usa
asia,russia,,uk
americas,japan,,thailand
asia,china,,usa
asia,japan,,china
americas,uk,,mexico
americas,thailand,,usa
asia,usa,,china
europe,uk,,canada
asia,china,,norway
europe,uk,,thailand
americas,china,,sweden
asia,usa,,china
europe,usa,,india
asia,china,,indonesia
americas,sweden,,japan
asia,thailand,,china
americas,china,,japan
americas,norway,,china
asia,india,,china
europe,mexico,,papua new guinea
asia,usa,,china
asia,china,,china
europe,canada,,china
asia,china,,finland
asia,china,,japan
asia,china,,spain
asia,china,,south korea
,japan,,thailand
asia,japan,,usa
asia,papua new guinea,,usa
asia,china,,saudi arabia
asia,indonesia,,south korea
asia,china,,south korea
europe,finland,,germany
asia,south korea,,south africa
asia,south korea,,sweden
europe,thailand,,thailand
americas,usa,,china
asia,saudi arabia,,usa
americas,usa,,china
asia,spain,,china
asia,south korea,,israel
asia,japan,,japan
europe,germany,,china
europe,china,,south korea
africa,japan,,china
asia,china,,usa
asia,usa,,china
asia,china,,china
americas,israel,,usa
asia,thailand,,china
asia,sweden,,china
asia,south africa,,china
asia,china,,uk
asia,china,,usa
americas,china,,china
asia,china,,france
americas,china,,india
asia,china,,usa
asia,usa,,usa
asia,china,,china
asia,usa,,china
asia,south korea,,japan
asia,japan,,china
asia,india,,china
europe,china,,south korea
americas,usa,,china
europe,usa,,china
asia,china,,china
americas,france,,uk
americas,usa,,china
asia,uk,,usa
asia,china,,china
asia,china,,canada
asia,china,,uk
asia,china,,indonesia
asia,south korea,,china
europe,usa,,south africa
asia,china,,italy
americas,uk,,usa
asia,china,,thailand
asia,china,,usa
asia,china,,usa
europe,italy,,hong kong
americas,usa,,hong kong
europe,thailand,,china
africa,china,,usa
asia,usa,,china
americas,usa,,france
americas,indonesia,,japan
asia,south africa,,india
asia,uk,,china
americas,canada,,china
asia,china,,india
asia,china,,china
asia,china,,china
americas,china,,usa
asia,india,,usa
europe,france,,china
asia,japan,,china
asia,usa,,japan
asia,hong kong,,usa
asia,hong kong,,hong kong
asia,india,,usa
asia,hong kong,,usa
asia,china,,japan
asia,usa,,china
americas,china,,china
americas,usa,,uk
asia,usa,,japan
americas,china,,singapore
asia,japan,,belgium
asia,china,,uk
americas,usa,,china
asia,uk,,saudi arabia
europe,usa,,usa
asia,belgium,,china
asia,japan,,australia
asia,china,,china
asia,japan,,indonesia
europe,singapore,,china
americas,uk,,usa
europe,china,,south africa
asia,china,,usa
africa,saudi arabia,,china
asia,usa,,usa
americas,australia,,china
asia,china,,china
asia,indonesia,,usa
asia,china,,japan
oceania,usa,,usa
americas,china,,china
asia,south africa,,china
americas,usa,,china
asia,usa,,south korea
americas,japan,,japan
asia,china,,usa
asia,china,,china
americas,usa,,japan
asia,china,,usa
asia,china,,usa
asia,usa,,india
americas,china,,usa
asia,china,,australia
asia,usa,,portugal
asia,japan,,france
americas,china,,japan
asia,usa,,singapore
americas,usa,,china
americas,india,,usa
asia,usa,,hungary
asia,south korea,,belgium
americas,japan,,usa
asia,singapore,,canada
americas,belgium,,usa
europe,australia,,belgium
europe,hungary,,china
asia,china,,uk
americas,usa,,china
asia,japan,,norway
europe,france,,china
oceania,portugal,,hong kong
europe,usa,,japan
americas,canada,,uk
americas,japan,,china
europe,hong kong,,taiwan
europe,china,,usa
europe,china,,taiwan
asia,china,,usa
asia,uk,,israel
asia,norway,,netherlands
asia,belgium,,china
asia,usa,,usa
europe,uk,,canada
asia,taiwan,,china
asia,usa,,uk
europe,china,,usa
americas,israel,,spain
americas,usa,,uk
asia,usa,,uk
asia,netherlands,,usa
americas,china,,saudi arabia
asia,taiwan,,uk
americas,canada,,usa
americas,saudi arabia,,china
europe,spain,,usa
asia,usa,,israel
europe,uk,,hong kong
europe,uk,,china
europe,uk,,usa
americas,china,,china
americas,uk,,china
asia,usa,,poland
asia,china,,china
americas,poland,,china
asia,china,,china
asia,usa,,usa
americas,china,,canada
asia,china,,china
asia,usa,,japan
americas,hong kong,,china
asia,israel,,china
europe,usa,,china
asia,china,,china
asia,china,,china
asia,china,,usa
americas,china,,usa
asia,china,,israel
americas,canada,,south africa
asia,china,,taiwan
asia,usa,,thailand
asia,china,,japan
asia,japan,,japan
asia,japan,,usa
asia,taiwan,,china
africa,usa,,china
asia,thailand,,canada
asia,usa,,usa
asia,china,,uk
americas,israel,,china
asia,japan,,usa
americas,south africa,,sweden
asia,china,,taiwan
americas,usa,,china
asia,usa,,usa
americas,china,,hong kong
asia,china,,sweden
americas,uk,,usa
europe,sweden,,china
europe,canada,,china
asia,taiwan,,norway
asia,usa,,netherlands
americas,china,,china
asia,china,,china
asia,china,,china
asia,usa,,iceland
europe,china,,canada
americas,norway,,china
europe,netherlands,,uk
europe,usa,,china
asia,sweden,,usa
americas,hong kong,,indonesia
asia,china,,ireland
americas,usa,,ireland
europe,china,,china
europe,china,,china
asia,china,,china
asia,canada,,australia
europe,iceland,,usa
americas,china,,canada
asia,indonesia,,china
asia,uk,,finland
asia,ireland,,japan
asia,china,,malaysia
europe,finland,,china
asia,canada,,india
asia,china,,china
americas,china,,china
oceania,australia,,usa
asia,usa,,norway
asia,china,,russia
americas,japan,,china
europe,ireland,,taiwan
asia,malaysia,,japan
asia,china,,china
europe,taiwan,,china
asia,russia,,canada
asia,china,,usa
americas,usa,,china
asia,india,,norway
europe,china,,south korea
asia,norway,,indonesia
asia,china,,usa
asia,japan,,hong kong
americas,indonesia,,south korea
asia,usa,,usa
asia,norway,,uk
asia,china,,japan
americas,canada,,south korea
asia,china,,germany
europe,china,,japan
americas,south korea,,usa
asia,usa,,japan
americas,usa,,uk
asia,japan,,china
asia,south korea,,taiwan
europe,japan,,hong kong
americas,hong kong,,uk
europe,uk,,new zealand
asia,usa,,china
asia,germany,,china
asia,south korea,,malaysia
asia,japan,,taiwan
europe,uk,,singapore
asia,taiwan,,china
asia,taiwan,,china
oceania,uk,,china
asia,malaysia,,china
asia,china,,china
asia,china,,usa
europe,new zealand,,indonesia
asia,china,,israel
asia,hong kong,,thailand
asia,singapore,,china
asia,thailand,,china
asia,usa,,usa
asia,china,,uk
asia,china,,india
asia,china,,china
asia,china,,china
asia,china,,taiwan
americas,israel,,indonesia
asia,indonesia,,israel
asia,israel,,saudi arabia
asia,china,,china
asia,china,,china
asia,indonesia,,china
asia,uk,,usa
americas,usa,,china
europe,india,,china
asia,china,,south korea
asia,taiwan,,norway
asia,china,,usa
europe,norway,,usa
asia,china,,japan
asia,china,,japan
americas,china,,switzerland
asia,usa,,canada
asia,china,,indonesia
asia,china,,china
americas,usa,,japan
asia,saudi arabia,,australia
asia,south korea,,australia
americas,usa,,japan
asia,australia,,china
europe,japan,,uk
asia,australia,,mexico
asia,japan,,china
americas,canada,,china
asia,china,,usa
oceania,japan,,china
asia,switzerland,,china
oceania,indonesia,,italy
asia,japan,,usa
asia,italy,,usa
asia,uk,,china
americas,china,,china
asia,mexico,,china
asia,china,,chile
americas,china,,canada
asia,usa,,china
europe,china,,china
europe,china,,china
americas,usa,,japan
americas,china,,brazil
americas,china,,india
asia,china,,china
asia,china,,uk
americas,chile,,usa
asia,china,,india
asia,china,,south korea
asia,canada,,brazil
asia,usa,,india
americas,brazil,,china
asia,india,,france
asia,brazil,,spain
europe,south korea,,new zealand
americas,japan,,switzerland
asia,india,,taiwan
asia,usa,,usa
asia,uk,,sweden
americas,india,,china
asia,china,,usa
asia,china,,usa
americas,china,,china
europe,france,,china
oceania,sweden,,norway
europe,usa,,usa
asia,taiwan,,india
americas,spain,,south korea
europe,new zealand,,japan
europe,switzerland,,usa
asia,usa,,switzerland
americas,usa,,china
europe,usa,,canada
asia,switzerland,,china
asia,japan,,germany
asia,india,,japan
americas,usa,,germany
asia,china,,china
asia,south korea,,china
europe,china,,usa
americas,norway,,china
asia,china,,usa
europe,usa,,china
asia,china,,thailand
americas,germany,,india
asia,china,,norway
asia,japan,,israel
asia,china,,china
europe,canada,,usa
asia,china,,sweden
americas,germany,,china
asia,china,,china
americas,norway,,belgium
americas,israel,,india
asia,china,,uk
europe,india,,japan
asia,thailand,,turkey
asia,sweden,,taiwan
asia,china,,ireland
asia,usa,,china
europe,usa,,japan
asia,china,,usa
asia,turkey,,china
asia,belgium,,israel
asia,taiwan,,china
asia,ireland,,thailand
europe,uk,,switzerland
europe,india,,usa
asia,japan,,china
europe,japan,,india
asia,china,,austria
americas,usa,,usa
asia,austria,,canada
europe,thailand,,italy
americas,china,,china
asia,india,,china
asia,china,,china
asia,china,,usa
asia,usa,,sweden
asia,switzerland,,japan
europe,israel,,indonesia
americas,usa,,china
asia,japan,,norway
americas,china,,china
europe,sweden,,china
asia,usa,,china
asia,indonesia,,british virgin islands
americas,china,,china
europe,italy,,usa
asia,canada,,china
asia,china,,japan
asia,china,,hong kong
americas,japan,,russia
asia,usa,,spain
asia,norway,,usa
asia,china,,india
asia,china,,china
asia,china,,south korea
europe,china,,japan
americas,china,,canada
asia,british virgin islands,,israel
asia,hong kong,,france
americas,israel,,uk
europe,usa,,china
europe,japan,,china
asia,india,,japan
asia,china,,saudi arabia
asia,south korea,,taiwan
asia,russia,,china
americas,spain,,sweden
asia,canada,,hong kong
europe,france,,south africa
europe,taiwan,,china
asia,saudi arabia,,china
asia,hong kong,,usa
asia,sweden,,india
asia,japan,,usa
europe,china,,china
asia,china,,china
asia,china,,usa
asia,uk,,usa
asia,china,,china
americas,china,,china
americas,south africa,,indonesia
asia,usa,,usa
asia,usa,,china
asia,india,,china
americas,china,,china
americas,china,,sweden
africa,usa,,china
asia,usa,,japan
asia,china,,malaysia
asia,china,,china
asia,china,,usa
asia,sweden,,usa
americas,china,,japan
asia,china,,uk
asia,usa,,turkey
europe,china,,taiwan
asia,indonesia,,uk
asia,japan,,hong kong
asia,turkey,,china
asia,uk,,switzerland
asia,usa,,south africa
asia,taiwan,,japan
asia,usa,,china
europe,uk,,france
americas,china,,usa
asia,japan,,china
americas,hong kong,,taiwan
europe,malaysia,,ireland
asia,china,,china
asia,ireland,,usa
africa,china,,china
europe,china,,russia
europe,taiwan,,france
americas,usa,,china
asia,switzerland,,china
asia,france,,taiwan
asia,south africa,,taiwan
europe,japan,,usa
asia,china,,china
europe,taiwan,,china
asia,usa,,china
europe,taiwan,,usa
americas,china,,china
asia,usa,,china
asia,china,,china
asia,russia,,netherlands
americas,china,,belgium
asia,france,,china
asia,china,,china
americas,china,,india
asia,netherlands,,usa
asia,belgium,,china
asia,china,,china
asia,china,,usa
asia,china,,china
europe,china,,germany
europe,china,,india
asia,usa,,china
asia,china,,china
asia,india,,canada
asia,china,,france
europe,china,,thailand
asia,usa,,germany
americas,usa,,india
americas,china,,china
asia,germany,,russia
asia,india,,china
asia,china,,usa
asia,china,,china
europe,usa,,china
asia,china,,norway
asia,india,,japan
europe,canada,,usa
europe,russia,,russia
americas,france,,south korea
asia,china,,india
asia,thailand,,bermuda
americas,germany,,china
europe,russia,,china
asia,japan,,indonesia
americas,bermuda,,usa
asia,south korea,,china
asia,norway,,china
asia,china,,china
europe,china,,south korea
asia,india,,norway
americas,usa,,uk
asia,china,,india
asia,indonesia,,china
europe,south korea,,china
asia,china,,china
asia,uk,,china
asia,usa,,china
asia,china,,usa
americas,india,,turkey
europe,china,,china
asia,china,,germany
asia,norway,,china
asia,china,,switzerland
asia,china,,south korea
asia,germany,,thailand
asia,usa,,china
asia,china,,usa
asia,china,,spain
asia,china,,japan
americas,china,,india
europe,china,,hong kong
asia,turkey,,belgium
americas,usa,,sweden
europe,china,,australia
asia,india,,usa
asia,belgium,,china
asia,spain,,japan
asia,japan,,india
europe,south korea,,thailand
europe,hong kong,,uk
asia,thailand,,china
asia,switzerland,,usa
asia,china,,china
asia,uk,,italy
asia,australia,,thailand
europe,usa,,india
asia,india,,china
americas,usa,,south korea
asia,thailand,,usa
americas,sweden,,uk
oceania,china,,israel
europe,japan,,china
asia,china,,uk
asia,china,,usa
europe,thailand,,china
europe,china,,india
asia,india,,usa
americas,usa,,uk
asia,south korea,,china
asia,italy,,china
asia,uk,,usa
asia,israel,,china
asia,china,,china
americas,usa,,china
americas,uk,,cyprus
asia,china,,usa
asia,china,,india
europe,uk,,usa
asia,china,,hong kong
asia,india,,usa
europe,usa,,usa
americas,usa,,india
asia,cyprus,,australia
asia,china,,china
asia,usa,,canada
asia,china,,india
americas,usa,,japan
americas,usa,,canada
americas,usa,,germany
asia,india,,chile
americas,india,,china
asia,hong kong,,usa
asia,japan,,taiwan
americas,india,,china
europe,china,,uk
asia,canada,,china
americas,australia,,australia
americas,usa,,china
oceania,canada,,philippines
americas,china,,china
asia,germany,,china
asia,chile,,australia
europe,uk,,south korea
asia,taiwan,,guernsey
asia,australia,,japan
asia,china,,uk
asia,china,,china
oceania,australia,,china
asia,china,,usa
asia,philippines,,usa
oceania,china,,china
asia,china,,indonesia
asia,china,,china
americas,usa,,india
asia,china,,china
americas,usa,,china
asia,china,,not found
asia,guernsey,,usa
asia,indonesia,,china
europe,uk,,usa
asia,japan,,china
europe,south korea,,usa
asia,china,,china
,usa,,japan
americas,china,,hong kong
asia,usa,,uk
asia,china,,indonesia
asia,china,,south korea
asia,china,,new zealand
americas,india,,china
asia,usa,,china
americas,consumer cyclical,,brazil
asia,china,,germany
oceania,brazil,,ukraine
europe,china,,usa
asia,south korea,,usa
asia,china,,australia
asia,japan,,singapore
asia,indonesia,,finland
asia,hong kong,,usa
asia,uk,,finland
americas,new zealand,,thailand
europe,germany,,usa
oceania,finland,,indonesia
americas,finland,,thailand
asia,thailand,,canada
americas,ukraine,,china
americas,usa,,qatar
europe,usa,,usa
asia,singapore,,china
europe,usa,,israel
europe,australia,,uk
americas,usa,,china
asia,china,,china
asia,usa,,china
asia,canada,,canada
asia,uk,,taiwan
asia,qatar,,china
europe,thailand,,china
americas,china,,luxembourg
americas,israel,,china
asia,indonesia,,china
asia,china,,china
asia,china,,china
asia,china,,usa
americas,china,,china
europe,china,,australia
asia,luxembourg,,singapore
asia,china,,lithuania
asia,canada,,singapore
asia,china,,germany
asia,taiwan,,china
asia,china,,canada
oceania,china,,usa
asia,china,,usa
europe,china,,saudi arabia
americas,singapore,,china
europe,lithuania,,japan
asia,usa,,uk
asia,germany,,china
asia,singapore,,not found
asia,australia,,hong kong
americas,canada,,usa
asia,japan,,china
europe,saudi arabia,,japan
asia,usa,,uk
asia,usa,,japan
,nyse,,japan
americas,china,,netherlands
americas,hong kong,,japan
asia,uk,,japan
asia,china,,china
asia,japan,,china
americas,japan,,china
asia,netherlands,,france
asia,japan,,china
asia,china,,india
europe,uk,,china
asia,china,,usa
asia,japan,,japan
europe,japan,,taiwan
asia,usa,,japan
asia,taiwan,,japan
asia,japan,,china
asia,china,,australia
asia,china,,china
europe,usa,,china
asia,india,,taiwan
americas,france,,australia
asia,china,,china
asia,china,,taiwan
asia,japan,,india
asia,japan,,sweden
asia,china,,brazil
oceania,taiwan,,india
asia,taiwan,,italy
oceania,china,,japan
asia,india,,usa
asia,australia,,usa
asia,china,,france
asia,australia,,uk
asia,china,,australia
oceania,australia,,japan
europe,usa,,switzerland
americas,uk,,japan
asia,usa,,canada
asia,france,,usa
europe,sweden,,japan
europe,india,,chile
americas,japan,,usa
europe,brazil,,china
americas,italy,,china
asia,china,,mexico
asia,chile,,uruguay
asia,usa,,usa
europe,china,,usa
asia,usa,,ireland
americas,canada,,usa
americas,japan,,australia
asia,switzerland,,australia
americas,japan,,japan
americas,japan,,china
americas,mexico,,china
oceania,china,,india
americas,japan,,usa
europe,australia,,china
americas,usa,,china
americas,uruguay,,china
americas,usa,,canada
oceania,ireland,,china
asia,usa,,bermuda
asia,australia,,china
asia,china,,china
americas,bermuda,,italy
asia,china,,china
asia,china,,china
asia,canada,,china
asia,china,,poland
americas,china,,canada
asia,india,,india
asia,china,,uk
americas,usa,,japan
asia,china,,uk
europe,china,,china
europe,canada,,usa
asia,india,,canada
asia,poland,,japan
asia,japan,,australia
europe,china,,sweden
asia,china,,malaysia
americas,uk,,usa
asia,italy,,japan
europe,uk,,taiwan
europe,malaysia,,usa
americas,australia,,china
asia,usa,,taiwan
americas,japan,,sweden
asia,japan,,china
asia,usa,,india
americas,china,,taiwan
oceania,canada,,taiwan
asia,sweden,,usa
asia,taiwan,,usa
asia,taiwan,,usa
asia,taiwan,,bermuda
asia,usa,,china
europe,usa,,usa
asia,taiwan,,china
americas,sweden,,hong kong
americas,china,,uk
