,name,world_rank,marketvalue,marketcap,ceo,country
8583,unisys corporation,"7,980",doll_1.333 b ,doll_1.625 b ,,usa
8584,"xinxiang chemical fiber co., ltd.","7,981",doll_1.331 b ,doll_1.617 b ,,china
8585,omega flex,"7,982",doll_1.333 b ,doll_1.576 b ,,usa
8586,"selectquote, inc.","7,983",doll_1.330 b ,doll_1.563 b ,,usa
8587,"iat automobile technology co., ltd.","7,984",doll_1.332 b ,doll_1.542 b ,,china
8588,mizuho leasing company,"7,985",doll_1.333 b ,doll_1.538 b ,,japan
8589,genertec universal medical group company,"7,986",doll_1.329 b ,doll_1.525 b ,,china
8590,g-iii apparel group,"7,987",doll_1.325 b ,doll_1.496 b ,,usa
8591,jpmorgan japanese investment trust,"7,988",doll_1.325 b ,doll_1.442 b ,,uk
8592,cohen & steers tax-advantaged preferred securities and income fund,"7,989",doll_1.326 b ,doll_1.411 b ,,usa
8593,orange belgium,"7,990",doll_1.334 b ,doll_1.409 b ,,belgium
8594,citizen watch,"7,991",doll_1.331 b ,doll_1.407 b ,,japan
8595,"baotailong new materials co., ltd.","7,992",doll_1.330 b ,doll_1.389 b ,,china
8596,inaba denki sangyo,"7,993",doll_1.327 b ,doll_1.373 b ,,japan
8597,guocoland,"7,994",doll_1.327 b ,doll_1.347 b ,,singapore
8598,fidelity special values,"7,995",doll_1.325 b ,doll_1.347 b ,,uk
8599,yantai china pet foods,"7,996",doll_1.326 b ,doll_1.309 b ,,china
8600,gansu qilianshan cement group,"7,997",doll_1.332 b ,doll_1.309 b ,,china
8601,al hammadi company for development and investment,"7,998",doll_1.331 b ,doll_1.290 b ,,saudi arabia
8602,office properties income trust,"7,999",doll_1.332 b ,doll_1.286 b ,,usa
8603,nufarm,"8,000",doll_1.334 b ,doll_1.251 b ,,australia
8604,jiangsu jiangyin rural commercial bank,"8,001",doll_1.327 b ,doll_1.251 b ,,china
8605,pt. garuda indonesia (persero) tbk,"8,001","8,001","8,001",,indonesia
8606,neway valve (suzhou),"8,002",doll_1.332 b ,doll_1.220 b ,,china
8607,xperi corporation,"8,003","8,003","8,003",,usa
8608,wuxi huaguang boiler,"8,003",doll_1.331 b ,doll_1.208 b ,,china
8609,motus holdings,"8,004",doll_1.325 b ,doll_1.204 b ,,south africa
8610,s&t bancorp,"8,005",doll_1.332 b ,doll_1.172 b ,,usa
8611,warrior met coal,"8,006",doll_1.334 b ,doll_1.151 b ,,usa
8612,ferrotec holdings corporation,"8,007",doll_1.325 b ,doll_1.122 b ,,japan
8613,maxvision technology corp.,"8,008",doll_1.328 b ,doll_1.070 b ,,china
8614,gepic energy development,"8,009",doll_1.331 b ,doll_0.932 b ,,china
8615,banc of california,"8,010",doll_1.329 b ,doll_0.910 b ,,usa
8616,east china engineering science and technology,"8,011",doll_1.333 b ,doll_0.897 b ,,china
8617,"aurisco pharmaceutical co.,ltd.","8,012",doll_1.333 b ,doll_0.815 b ,,china
8618,nextier oilfield solutions,"8,013",doll_1.326 b ,doll_0.777 b ,,usa
8619,jiangsu gian technology,"8,014",doll_1.334 b ,doll_0.592 b ,,china
8620,shenzhen zqgame co. ltd,"8,015",doll_1.334 b ,doll_0.323 b ,,china
8621,rocket pharmaceuticals,"8,016",doll_1.324 b ,doll_2.176 b ,,usa
8622,kotobuki spirits,"8,017",doll_1.320 b ,doll_2.056 b ,,japan
8623,s-enjoy service group,"8,018",doll_1.316 b ,doll_1.986 b ,,china
8624,healthcare services group,"8,019",doll_1.317 b ,doll_1.958 b ,,usa
8625,"c4 therapeutics, inc.","8,020",doll_1.318 b ,doll_1.944 b ,,usa
8626,indigo paints limited,"8,021",doll_1.315 b ,doll_1.730 b ,,india
8627,ngm biopharmaceuticals,"8,022",doll_1.320 b ,doll_1.688 b ,,usa
8628,daewoong pharmaceutical,"8,023",doll_1.320 b ,doll_1.561 b ,,south korea
8629,m&a capital partners,"8,024",doll_1.319 b ,doll_1.547 b ,,japan
8630,xp power,"8,025",doll_1.320 b ,doll_1.505 b ,,singapore
8631,viohalco s.a.,"8,026",doll_1.317 b ,doll_1.497 b ,,belgium
8632,iph,"8,027",doll_1.320 b ,doll_1.490 b ,,australia
8633,magyar telekom tavkozlesi,"8,028",doll_1.318 b ,doll_1.481 b ,,hungary
8634,china modern dairy holdings,"8,029",doll_1.319 b ,doll_1.432 b ,,china
8635,dine brands global,"8,030",doll_1.322 b ,doll_1.421 b ,,usa
8636,nisshinbo holdings,"8,031",doll_1.320 b ,doll_1.415 b ,,japan
8637,manitou bf sa,"8,032",doll_1.324 b ,doll_1.399 b ,,france
8638,altri s.g.p.s,"8,033",doll_1.318 b ,doll_1.382 b ,,portugal
8639,madrigal pharmaceuticals,"8,034",doll_1.321 b ,doll_1.379 b ,,usa
8640,north west company,"8,035",doll_1.318 b ,doll_1.371 b ,,canada
8641,gunma bank,"8,036",doll_1.323 b ,doll_1.366 b ,,japan
8642,vstecs holdings,"8,037",doll_1.315 b ,doll_1.353 b ,,hong kong
8643,foshan electrical and lighting,"8,038",doll_1.324 b ,doll_1.346 b ,,china
8644,shenzhen yitoa intelligent control,"8,039",doll_1.317 b ,doll_1.340 b ,,china
8645,huijing holdings company limited,"8,040",doll_1.320 b ,doll_1.336 b ,,china
8646,cairn energy,"8,041",doll_1.318 b ,doll_1.333 b ,,uk
8647,kahoot! as,"8,041","8,041","8,041",,norway
8648,materialise nv,"8,042",doll_1.320 b ,doll_1.304 b ,,belgium
8649,new mountain finance corporation,"8,043",doll_1.323 b ,doll_1.286 b ,,usa
8650,discoverie group,"8,044",doll_1.316 b ,doll_1.239 b ,,uk
8651,capital securities corporation,"8,045",doll_1.324 b ,doll_1.239 b ,,taiwan
8652,kkr real estate finance trust,"8,046",doll_1.319 b ,doll_1.192 b ,,usa
8653,wangneng environment,"8,047",doll_1.319 b ,doll_1.141 b ,,china
8654,tadiran holdings ltd,"8,048",doll_1.316 b ,doll_1.077 b ,,israel
8655,federal agricultural mortgage corporation,"8,049",doll_1.321 b ,doll_1.052 b ,,usa
8656,andersons,"8,050",doll_1.315 b ,doll_1.011 b ,,usa
8657,tomtom,"8,051",doll_1.321 b ,doll_0.993 b ,,netherlands
8658,"northking information technology co., ltd.","8,052",doll_1.318 b ,doll_0.992 b ,,china
8659,raydium semiconductor corporation,"8,053",doll_1.316 b ,doll_0.963 b ,,taiwan
8660,peyto exploration & development,"8,054",doll_1.316 b ,doll_0.878 b ,,canada
8661,saudi real estate company,"8,055",doll_1.311 b ,doll_1.652 b ,,saudi arabia
8662,banco bbva argentina,"8,056",doll_1.310 b ,doll_1.550 b ,,spain
8663,snap one holdings corp.,"8,057",doll_1.308 b ,doll_1.550 b ,,usa
8664,premier foods,"8,058",doll_1.309 b ,doll_1.440 b ,,uk
8665,blackrock throgmorton trust,"8,059",doll_1.309 b ,doll_1.394 b ,,uk
8666,schroder asiapacific fund,"8,060",doll_1.305 b ,doll_1.380 b ,,uk
8667,"anhui sierte fertilizer industry ltd. ,company","8,061",doll_1.313 b ,doll_1.372 b ,,china
8668,gcp infrastructure investments limited,"8,062",doll_1.310 b ,doll_1.304 b ,,uk
8669,"brightspire capital, inc.","8,063",doll_1.308 b ,doll_1.304 b ,,usa
8670,"xinyaqiang silicon chemistry co.,ltd","8,064",doll_1.305 b ,doll_1.291 b ,,china
8671,grupa zywiec s.a.,"8,065",doll_1.305 b ,doll_1.278 b ,,poland
8672,chongqing zongshen power machinery,"8,066",doll_1.313 b ,doll_1.276 b ,,china
8673,green brick partners,"8,067",doll_1.309 b ,doll_1.268 b ,,usa
8674,"shengyuan environmental protection co.,ltd.","8,068",doll_1.310 b ,doll_1.242 b ,,china
8675,gl tech,"8,069",doll_1.307 b ,doll_1.186 b ,,china
8676,avid technology,"8,070",doll_1.307 b ,doll_1.177 b ,,usa
8677,beijing tong ren tang chinese medicine company,"8,071",doll_1.312 b ,doll_1.143 b ,,hong kong
8678,sano bruno's enterprises ltd,"8,072",doll_1.314 b ,doll_1.125 b ,,israel
8679,donnelley financial solutions,"8,073",doll_1.308 b ,doll_1.121 b ,,usa
8680,joy kie corporation limited.,"8,074",doll_1.309 b ,doll_1.112 b ,,china
8681,jiangsu hongdou industrial co. ltd,"8,075",doll_1.307 b ,doll_1.102 b ,,china
8682,guangdong aofei data technology,"8,076",doll_1.311 b ,doll_1.097 b ,,china
8683,jin tong ling technology group,"8,077",doll_1.311 b ,doll_1.070 b ,,china
8684,kpc pharmaceuticals,"8,078",doll_1.314 b ,doll_1.054 b ,,china
8685,dream unlimited,"8,079",doll_1.309 b ,doll_0.940 b ,,canada
8686,hailir pesticides and chemicals group,"8,080",doll_1.312 b ,doll_0.866 b ,,china
8687,energy fuels,"8,081",doll_1.305 b ,doll_0.802 b ,,usa
8688,shenzhen worldunion group,"8,082",doll_1.297 b ,doll_2.245 b ,,china
8689,bml,"8,083",doll_1.295 b ,doll_1.646 b ,,japan
8690,kura sushi,"8,084",doll_1.296 b ,doll_1.560 b ,,japan
8691,flexium interconnect,"8,085",doll_1.304 b ,doll_1.512 b ,,taiwan
8692,shenandoah telecommunications company,"8,086",doll_1.295 b ,doll_1.490 b ,,usa
8693,regional container lines public company,"8,087",doll_1.298 b ,doll_1.477 b ,,thailand
8694,harsco corporation,"8,088",doll_1.295 b ,doll_1.444 b ,,usa
8695,shengda miningltd,"8,089",doll_1.302 b ,doll_1.438 b ,,china
8696,similarweb ltd.,"8,090",doll_1.302 b ,doll_1.421 b ,,israel
8697,ckd corporation,"8,091",doll_1.302 b ,doll_1.417 b ,,japan
8698,italtile,"8,092",doll_1.302 b ,doll_1.412 b ,,south africa
8699,"shanghai sk automation technology co., ltd.","8,093",doll_1.297 b ,doll_1.395 b ,,china
8700,colony credit real estate,"8,094","8,094",doll_0.964 b ,,usa
8701,broadmark realty capital,"8,094",doll_1.295 b ,doll_1.393 b ,,usa
8702,lonking holdings,"8,095",doll_1.300 b ,doll_1.391 b ,,china
8703,shenyang machine tool,"8,096",doll_1.296 b ,doll_1.354 b ,,china
8704,bmo global smaller companies,"8,097",doll_1.301 b ,doll_1.343 b ,,uk
8705,vnv global ab (publ),"8,098",doll_1.301 b ,doll_1.340 b ,,sweden
8706,exchange income corporation,"8,099",doll_1.304 b ,doll_1.308 b ,,canada
8707,sitronix technology corporation,"8,100",doll_1.302 b ,doll_1.295 b ,,taiwan
8708,pgt innovations,"8,101",doll_1.295 b ,doll_1.265 b ,,usa
8709,hengdian entertainment,"8,102",doll_1.302 b ,doll_1.265 b ,,china
8710,shenzhen techand ecology & environment,"8,103",doll_1.296 b ,doll_1.236 b ,,china
8711,wuhan department store group,"8,104",doll_1.298 b ,doll_1.234 b ,,china
8712,safety insurance group,"8,105",doll_1.299 b ,doll_1.218 b ,,usa
8713,rongan property,"8,106",doll_1.302 b ,doll_1.208 b ,,china
8714,nts asa,"8,107",doll_1.302 b ,doll_1.202 b ,,norway
8715,playa hotels & resorts,"8,108",doll_1.304 b ,doll_1.200 b ,,netherlands
8716,city holding company,"8,109",doll_1.300 b ,doll_1.198 b ,,usa
8717,dustin group ab (publ),"8,110",doll_1.297 b ,doll_1.187 b ,,sweden
8718,wuling motor holdings,"8,110","8,110",doll_0.960 b ,,hong kong
8719,"guangzhou metro design & research institute co., ltd.","8,111",doll_1.300 b ,doll_1.182 b ,,china
8720,1st source corporation,"8,112",doll_1.295 b ,doll_1.175 b ,,usa
8721,shenzhen center power tech. co. ltd,"8,113",doll_1.296 b ,doll_1.145 b ,,china
8722,hanwei electronics group corporation,"8,115",doll_1.299 b ,doll_1.101 b ,,china
8723,dook media group limited,"8,116",doll_1.301 b ,doll_1.035 b ,,china
8724,secure energy services,"8,117",doll_1.303 b ,doll_1.029 b ,,canada
8725,sildarvinnslan hf.,"8,118",doll_1.303 b ,doll_0.939 b ,,iceland
8726,miracle automation engineering,"8,119",doll_1.303 b ,doll_0.837 b ,,china
8727,p.t. fajar surya wisesa tbk,"8,120",doll_1.301 b ,"6,968",,indonesia
8728,myovant sciences,"8,121",doll_1.291 b ,doll_2.241 b ,,uk
8729,amarin corporation,"8,122",doll_1.286 b ,doll_2.150 b ,,ireland
8730,kangji medical holdings limited,"8,123",doll_1.287 b ,doll_1.768 b ,,china
8731,tokmanni group oyj,"8,124",doll_1.293 b ,doll_1.692 b ,,finland
8732,ero copper,"8,125",doll_1.289 b ,doll_1.668 b ,,canada
8733,maoyan entertainment,"8,126",doll_1.290 b ,doll_1.567 b ,,china
8734,"aoyuan beauty valley technology co.,ltd.","8,127",doll_1.290 b ,doll_1.543 b ,,china
8735,nanosonics,"8,128",doll_1.290 b ,doll_1.475 b ,,australia
8736,heartland express,"8,129",doll_1.286 b ,doll_1.386 b ,,usa
8737,black peony (group),"8,130",doll_1.286 b ,doll_1.324 b ,,china
8738,kyoritsu maintenance,"8,131",doll_1.287 b ,doll_1.304 b ,,japan
8739,glenveagh properties plc,"8,132",doll_1.291 b ,doll_1.291 b ,,ireland
8740,felda global ventures holdings berhad,"8,133",doll_1.291 b ,doll_1.287 b ,,malaysia
8741,luoniushan,"8,134",doll_1.288 b ,doll_1.185 b ,,china
8742,asia pacific telecom,"8,135",doll_1.285 b ,doll_1.145 b ,,taiwan
8743,yakutsk fuel and energy company,"8,136",doll_1.287 b ,doll_1.124 b ,,russia
8744,medicalsystem biotechnology,"8,137",doll_1.286 b ,doll_1.082 b ,,china
8745,"inhibrx, inc.","8,138",doll_1.294 b ,doll_1.081 b ,,usa
8746,blue star,"8,139",doll_1.292 b ,doll_1.041 b ,,india
8747,shanghai hugong electric group,"8,140",doll_1.294 b ,doll_1.034 b ,,china
8748,sparebank 1 nord-norge,"8,141",doll_1.286 b ,doll_1.016 b ,,norway
8749,suzhou sushi testing group,"8,142",doll_1.290 b ,doll_1.013 b ,,china
8750,japan petroleum exploration,"8,143",doll_1.293 b ,doll_0.983 b ,,japan
8751,pt garudafood putra putri jaya tbk,"8,144",doll_1.292 b ,doll_0.974 b ,,indonesia
8752,amerant bancorp,"8,145",doll_1.291 b ,doll_0.959 b ,,usa
8753,norwegian air shuttle asa,"8,146",doll_1.285 b ,doll_0.911 b ,,norway
8754,yantai zhenghai biotechnology,"8,147",doll_1.288 b ,doll_0.879 b ,,china
8755,great bear resources,"8,148",doll_1.291 b ,doll_0.620 b ,,canada
8756,newcapec electronics,"8,149",doll_1.293 b ,doll_0.591 b ,,china
8757,zhejiang huatong meat products,"8,150",doll_1.292 b ,doll_0.563 b ,,china
8758,shin poong pharm.co,"8,151",doll_1.276 b ,doll_3.145 b ,,south korea
8759,biolife solutions,"8,152",doll_1.284 b ,doll_2.375 b ,,usa
8760,"porch group, inc.","8,153",doll_1.284 b ,doll_1.935 b ,,usa
8761,mixi,"8,154",doll_1.282 b ,doll_1.732 b ,,japan
8762,hanssem,"8,155",doll_1.281 b ,doll_1.729 b ,,south korea
8763,nishimatsu construction,"8,156",doll_1.282 b ,doll_1.720 b ,,japan
8764,associated international hotels,"8,156","8,156","8,156",,hong kong
8765,oxford biomedica,"8,157",doll_1.283 b ,doll_1.693 b ,,uk
8766,front yard residential corporation,"8,157","8,157",doll_0.952 b ,,usa
8767,norma group se,"8,158",doll_1.278 b ,doll_1.605 b ,,germany
8768,"pi advanced materials co., ltd.","8,159",doll_1.279 b ,doll_1.502 b ,,south korea
8769,toagosei,"8,160",doll_1.275 b ,doll_1.488 b ,,japan
8770,big technologies plc,"8,161",doll_1.282 b ,doll_1.394 b ,,uk
8771,china motor corporation,"8,162",doll_1.283 b ,doll_1.365 b ,,taiwan
8772,united integrated services,"8,163",doll_1.283 b ,doll_1.352 b ,,taiwan
8773,pilkington deutschland ag,"8,164",doll_1.275 b ,doll_1.343 b ,,uk
8774,umw holdings,"8,164","8,164",doll_0.950 b ,,malaysia
8775,nanhua futures,"8,165",doll_1.276 b ,doll_1.317 b ,,china
8776,shaanxi provincial natural gas co.ltd,"8,166",doll_1.283 b ,doll_1.313 b ,,china
8777,kiwi property group,"8,167",doll_1.277 b ,doll_1.299 b ,,new zealand
8778,beijing orient landscape & environment,"8,168",doll_1.279 b ,doll_1.281 b ,,china
8779,citic telecom international holdings,"8,169",doll_1.275 b ,doll_1.280 b ,,hong kong
8780,hotel properties,"8,170",doll_1.284 b ,doll_1.276 b ,,singapore
8781,supalai public company,"8,171",doll_1.279 b ,doll_1.250 b ,,thailand
8782,oceaneering international,"8,172",doll_1.281 b ,doll_1.227 b ,,usa
8783,dalian huarui heavy industry group,"8,173",doll_1.283 b ,doll_1.202 b ,,china
8784,xinjiang communications construction group,"8,174",doll_1.276 b ,doll_1.199 b ,,china
8785,shanghai datun energy resources,"8,175",doll_1.275 b ,doll_1.189 b ,,china
8786,huafu fashion,"8,176",doll_1.276 b ,doll_1.158 b ,,china
8787,jiangxi hongcheng waterworks,"8,177",doll_1.280 b ,doll_1.151 b ,,china
8788,electra consumer products (1970) ltd,"8,178",doll_1.283 b ,doll_1.145 b ,,israel
8789,pt bank bukopin tbk,"8,179",doll_1.277 b ,doll_1.126 b ,,indonesia
8790,danel (adir yeoshua) ltd,"8,180",doll_1.282 b ,doll_1.116 b ,,israel
8791,jiangxi huangshanghuang group food,"8,181",doll_1.281 b ,doll_1.098 b ,,china
8792,bomin electronics,"8,182",doll_1.281 b ,doll_1.082 b ,,china
8793,pt bank tabungan negara (persero) tbk,"8,183",doll_1.275 b ,doll_1.042 b ,,indonesia
8794,alpha fx group,"8,184",doll_1.280 b ,doll_1.039 b ,,uk
8795,advansix,"8,185",doll_1.283 b ,doll_1.026 b ,,usa
8796,jindal stainless,"8,186",doll_1.276 b ,doll_1.011 b ,,india
8797,tong ren tang technologies,"8,187",doll_1.278 b ,doll_1.001 b ,,china
8798,episil-precision,"8,188",doll_1.277 b ,doll_0.924 b ,,taiwan
8799,jiangyin haida rubber and plastic,"8,189",doll_1.280 b ,doll_0.915 b ,,china
8800,aker solutions asa,"8,190",doll_1.282 b ,doll_0.905 b ,,norway
8801,advanced fiber resources (zhuhai),"8,191",doll_1.283 b ,doll_0.864 b ,,china
8802,qu mei home furnishings group,"8,192",doll_1.276 b ,doll_0.822 b ,,china
8803,yunnan wenshan electric power,"8,193",doll_1.279 b ,doll_0.501 b ,,china
8804,"traeger, inc.","8,194",doll_1.267 b ,doll_2.955 b ,,usa
8805,21vianet group,"8,195",doll_1.273 b ,doll_2.843 b ,,china
8806,china east education holdings,"8,196",doll_1.274 b ,doll_2.366 b ,,china
8807,par technology corporation,"8,197",doll_1.271 b ,doll_1.757 b ,,usa
8808,saudi pharmaceutical industries & medical appliances corporation,"8,198",doll_1.267 b ,doll_1.724 b ,,saudi arabia
8809,ottogi corporation,"8,199",doll_1.272 b ,doll_1.545 b ,,south korea
8810,noble midstream partners lp,"8,200","8,200",doll_0.941 b ,,usa
8811,hub24,"8,200",doll_1.269 b ,doll_1.503 b ,,australia
8812,sakata seed corporation,"8,201",doll_1.266 b ,doll_1.471 b ,,japan
8813,gdi property group,"8,202",doll_1.272 b ,doll_1.407 b ,,australia
8814,ichibanya,"8,203",doll_1.272 b ,doll_1.390 b ,,japan
8815,continental gold,"8,203","8,203","8,203",,canada
8816,neoglory prosperity,"8,204",doll_1.266 b ,doll_1.390 b ,,china
8817,atom corporation,"8,205",doll_1.267 b ,doll_1.376 b ,,japan
8818,vetropack holding ag,"8,206",doll_1.267 b ,doll_1.360 b ,,switzerland
8819,p.t. bank pan indonesia tbk,"8,207",doll_1.273 b ,doll_1.357 b ,,indonesia
8820,tokai rika,"8,208",doll_1.270 b ,doll_1.348 b ,,japan
8821,dada s.p.a.,"8,209",doll_1.268 b ,doll_1.263 b ,,italy
8822,scottish american investment co.,"8,210",doll_1.267 b ,doll_1.256 b ,,uk
8823,hangzhou zhongtai cryogenic technology corporation,"8,211",doll_1.274 b ,doll_1.254 b ,,china
8824,corporacion inmobiliaria vesta b. de c.v,"8,212",doll_1.272 b ,doll_1.252 b ,,mexico
8825,shenzhen properties & resources development (group),"8,213",doll_1.266 b ,doll_1.231 b ,,china
8826,jiangxi ganyue expressway,"8,214",doll_1.270 b ,doll_1.202 b ,,china
8827,tompkins financial corporation,"8,215",doll_1.265 b ,doll_1.173 b ,,usa
8828,zhejiang communications technology,"8,216",doll_1.265 b ,doll_1.123 b ,,china
8829,aecc aero science and technology,"8,217",doll_1.267 b ,doll_1.071 b ,,china
8830,"thryv holdings, inc.","8,218",doll_1.274 b ,doll_1.057 b ,,usa
8831,"bgt group co., ltd.","8,219",doll_1.271 b ,doll_1.037 b ,,china
8832,wanbangde new building materials,"8,220",doll_1.268 b ,doll_0.989 b ,,china
8833,jiangsu shemar electric,"8,221",doll_1.269 b ,doll_0.942 b ,,china
8834,pulike biological engineering,"8,222",doll_1.268 b ,doll_0.901 b ,,china
8835,sociedad de inversiones pampa calichera s.a.,"8,223",doll_1.274 b ,doll_0.875 b ,,chile
8836,new east new materials co. ltd,"8,224",doll_1.273 b ,doll_0.815 b ,,china
8837,hangzhou anysoft information technology,"8,225",doll_1.267 b ,doll_0.767 b ,,china
8838,nuvista energy,"8,226",doll_1.273 b ,doll_0.647 b ,,canada
8839,american well corp,"8,227",doll_1.263 b ,doll_2.601 b ,,usa
8840,afya,"8,228",doll_1.258 b ,doll_2.011 b ,,brazil
8841,chemplast sanmar limited,"8,228",doll_1.261 b ,"7,171",,india
8842,grendene,"8,229",doll_1.259 b ,doll_1.832 b ,,brazil
8843,ls corp,"8,230",doll_1.262 b ,doll_1.590 b ,,south korea
8844,tv asahi holdings corporation,"8,231",doll_1.257 b ,doll_1.585 b ,,japan
8845,aster dm healthcare,"8,232",doll_1.257 b ,doll_1.584 b ,,india
8846,conduent,"8,233",doll_1.264 b ,doll_1.552 b ,,usa
8847,immunocore holdings plc,"8,234",doll_1.260 b ,doll_1.513 b ,,uk
8848,v-guard industries,"8,235",doll_1.264 b ,doll_1.506 b ,,india
8849,"jiangsu chuanzhi podcast education technology co., ltd.","8,236",doll_1.261 b ,doll_1.503 b ,,china
8850,"lingyuan iron & steel co., ltd.","8,237",doll_1.256 b ,doll_1.459 b ,,china
8851,yindu kitchen equipment co. ltd,"8,238",doll_1.263 b ,doll_1.408 b ,,china
8852,altareit sca,"8,239",doll_1.261 b ,doll_1.403 b ,,france
8853,boozt ab (publ),"8,240",doll_1.262 b ,doll_1.381 b ,,sweden
8854,"vaxcyte, inc.","8,241",doll_1.256 b ,doll_1.369 b ,,usa
8855,general interface solution (gis) holding,"8,242",doll_1.260 b ,doll_1.344 b ,,taiwan
8856,metrovacesa,"8,243",doll_1.263 b ,doll_1.316 b ,,spain
8857,z energy,"8,244",doll_1.262 b ,doll_1.308 b ,,new zealand
8858,banque cantonale de geneve sa,"8,245",doll_1.256 b ,doll_1.296 b ,,switzerland
8859,nuveen nasdaq 100 dynamic overwrite fund,"8,246",doll_1.261 b ,doll_1.272 b ,,usa
8860,delek us holdings,"8,247",doll_1.261 b ,doll_1.267 b ,,usa
8861,jaws mustang acquisition corporation,"8,248",doll_1.264 b ,doll_1.258 b ,,usa
8862,graubundner kantonalbank,"8,249",doll_1.256 b ,doll_1.254 b ,,switzerland
8863,yoshinoya holdings,"8,250",doll_1.263 b ,doll_1.213 b ,,japan
8864,intellect design arena,"8,251",doll_1.264 b ,doll_1.198 b ,,india
8865,archrock,"8,252",doll_1.260 b ,doll_1.183 b ,,usa
8866,zhejiang rifa precision machinery,"8,253",doll_1.263 b ,doll_1.154 b ,,china
8867,myoung shin industrial,"8,254",doll_1.264 b ,doll_1.090 b ,,south korea
8868,"tansun technology co., ltd.","8,255",doll_1.255 b ,doll_1.090 b ,,china
8869,europris asa,"8,256",doll_1.256 b ,doll_1.087 b ,,norway
8870,dare power dekor home,"8,257",doll_1.261 b ,doll_1.082 b ,,china
8871,twin river worldwide holdings,"8,258","8,258","8,258",,usa
8872,zhejiang sunoren solar technology,"8,258",doll_1.264 b ,doll_1.067 b ,,china
8873,cropenergies ag,"8,259",doll_1.261 b ,doll_1.052 b ,,germany
8874,northeast pharmaceutical group,"8,260",doll_1.257 b ,doll_1.049 b ,,china
8875,wacom,"8,261",doll_1.255 b ,doll_1.027 b ,,japan
8876,shaanxi aerospace power hi-tech,"8,262",doll_1.258 b ,doll_1.002 b ,,china
8877,solaris resources inc.,"8,263",doll_1.262 b ,doll_1.002 b ,,canada
8878,southern publishing and media,"8,264",doll_1.259 b ,doll_0.997 b ,,china
8879,hamborner reit ag,"8,265","8,265","8,265",,germany
8880,greentown management holdings company limited,"8,265",doll_1.260 b ,doll_0.929 b ,,china
8881,dno asa,"8,266",doll_1.261 b ,doll_0.927 b ,,norway
8882,brack capital properties nv,"8,267",doll_1.262 b ,doll_0.871 b ,,israel
8883,beijing wanji technology,"8,268",doll_1.264 b ,doll_0.808 b ,,china
8884,network18 media & investments,"8,269",doll_1.263 b ,doll_0.704 b ,,india
8885,singer thailand public company,"8,270",doll_1.259 b ,doll_0.667 b ,,thailand
8886,bygghemma group first ab (publ),"8,271",doll_1.251 b ,doll_2.257 b ,,sweden
8887,"zhejiang yonghe refrigerant co., ltd.","8,272",doll_1.245 b ,doll_1.881 b ,,china
8888,quanterix corporation,"8,273",doll_1.254 b ,doll_1.864 b ,,usa
8889,coeur mining,"8,274",doll_1.246 b ,doll_1.829 b ,,usa
8890,beken corporation,"8,275",doll_1.251 b ,doll_1.668 b ,,china
8891,anadolu efes biracilik ve malt sanayii anonim sirketi,"8,276",doll_1.252 b ,doll_1.586 b ,,turkey
8892,fagron nv,"8,277",doll_1.245 b ,doll_1.538 b ,,belgium
8893,focaltech systems,"8,278",doll_1.246 b ,doll_1.522 b ,,taiwan
8894,dole plc,"8,279",doll_1.246 b ,doll_1.494 b ,,ireland
8895,crest nicholson holdings,"8,280",doll_1.250 b ,doll_1.468 b ,,uk
8896,lux industries,"8,281",doll_1.252 b ,doll_1.434 b ,,india
8897,heiwa real estate,"8,282",doll_1.253 b ,doll_1.394 b ,,japan
8898,tadano,"8,283",doll_1.254 b ,doll_1.381 b ,,japan
8899,guangdong guanghua sci-tech,"8,284",doll_1.251 b ,doll_1.381 b ,,china
8900,regenxbio,"8,285",doll_1.248 b ,doll_1.376 b ,,usa
8901,agrana beteiligungs,"8,286",doll_1.250 b ,doll_1.364 b ,,austria
8902,mega lifesciences public company,"8,287",doll_1.249 b ,doll_1.338 b ,,thailand
8903,tcl electronics holdings,"8,288",doll_1.246 b ,doll_1.337 b ,,china
8904,cartrade tech limited,"8,288","8,288",,,india
8905,netdragon websoft holdings,"8,289",doll_1.252 b ,doll_1.304 b ,,china
8906,hengdian group tospo lighting,"8,290",doll_1.247 b ,doll_1.301 b ,,china
8907,diversified energy company plc,"8,291",doll_1.249 b ,doll_1.297 b ,,usa
8908,intershop holding ag,"8,292",doll_1.250 b ,doll_1.286 b ,,switzerland
8909,veridis environment ltd,"8,293",doll_1.251 b ,doll_1.276 b ,,israel
8910,ichor holdings,"8,294",doll_1.251 b ,doll_1.257 b ,,usa
8911,gree,"8,295",doll_1.250 b ,doll_1.249 b ,,japan
8912,"guangzhou jet bio-filtration co., ltd.","8,296",doll_1.249 b ,doll_1.240 b ,,china
8913,rvrc holding ab (publ),"8,297",doll_1.245 b ,doll_1.230 b ,,sweden
8914,corecivic,"8,298",doll_1.247 b ,doll_1.172 b ,,usa
8915,pt bfi finance indonesia tbk,"8,299",doll_1.252 b ,doll_1.168 b ,,indonesia
8916,beijing sanlian hope shin-gosen technical service,"8,300",doll_1.251 b ,doll_1.149 b ,,china
8917,digital value,"8,301",doll_1.251 b ,doll_1.125 b ,,italy
8918,jamieson wellness,"8,302",doll_1.245 b ,doll_1.123 b ,,canada
8919,beijing north star company,"8,303",doll_1.246 b ,doll_1.105 b ,,china
