02-GioPonSpiz-country,07-silvestri-country,08-slytherin-country,00-avengers-headquarters_country,03-gren-headquarters_country,04-iGMM-headquarters_country
taiwan,,china,india,taiwan,usa
china,,israel,china,china,china
usa,,china,china,usa,italy
china,,usa,singapore,china,china
usa,,uk,usa,usa,china
singapore,,usa,china,singapore,uk
china,,italy,usa,china,israel
china,,china,china,china,usa
india,,gibralter,taiwan,india,gibralter
bermuda,,usa,bermuda,bermuda,usa
usa,,malaysia,"['gibralter', 'uk']",usa,australia
china,,usa,usa,china,japan
italy,,hong kong,israel,italy,japan
china,,japan,uk,china,hong kong
china,,japan,china,china,hong kong
uk,,australia,china,uk,malaysia
israel,,usa,italy,israel,usa
usa,,usa,china,usa,usa
gibralter,,hong kong,usa,gibralter uk,usa
usa,,uk,usa,usa,uk
australia,,japan,usa,australia,france
japan,,usa,usa,japan,japan
japan,,france,usa,japan,china
hong kong,,taiwan,malaysia,hong kong,canada
hong kong,,china,hong kong,hong kong,usa
malaysia,,india,hong kong,malaysia,taiwan
usa,,japan,japan,usa,india
usa,,canada,japan,usa,china
usa,,china,australia,usa,japan
uk,,usa,uk,uk,usa
france,,not found,japan,france,bermuda
japan,,thailand,china,japan,puerto rico
china,,china,india,china,china
canada,,china,taiwan,canada,china
usa,,india,usa,usa,india
taiwan,,china,canada,taiwan,china
india,,china,china,india,china
china,,bermuda,japan,china,thailand
japan,,puerto rico,france,japan,
usa,,usa,usa,usa,usa
bermuda,,estonia,,bermuda,china
puerto rico,,taiwan,thailand,puerto rico,china
china,,thailand,china,china,thailand
china,,uk,china,china,japan
india,,japan,india,india,austria
china,,china,china,china,uk
china,,china,china,china,brazil
thailand,,brazil,puerto rico,thailand,taiwan
nyse,,austria,bermuda,,estonia
usa,,china,usa,usa,india
china,,india,estonia,china,spain
china,,china,taiwan,china,saudi arabia
thailand,,taiwan,brazil,thailand,china
japan,,saudi arabia,uk,japan,china
austria,,spain,austria,austria,china
uk,,china,japan,uk,uk
brazil,,china,thailand,brazil,taiwan
taiwan,,uk,china,taiwan,china
estonia,,china,china,estonia,china
india,,usa,india,india,usa
spain,,china,china,spain,china
saudi arabia,,usa,china,saudi arabia,china
china,,usa,taiwan,china,canada
china,,japan,uk,china,china
china,,usa,china,china,usa
uk,,canada,china,uk,uk
taiwan,,uk,china,taiwan,usa
china,,china,saudi arabia,china,usa
china,,china,spain,china,japan
usa,,uk,usa,usa,uk
china,,cyprus,japan,china,china
china,,china,usa,china,greece
canada,,australia,usa,canada,australia
china,,greece,uk,china,cyprus
usa,,japan,usa,usa,japan
uk,,australia,china,uk,australia
usa,,china,canada,usa,australia
usa,,china,china,usa,china
japan,,australia,china,japan,china
uk,,switzerland,china,uk,hong kong
china,,germany,uk,china,taiwan
greece,,hong kong,china,greece,usa
australia,,china,australia,australia,germany
cyprus,,usa,australia,cyprus,china
japan,,mexico,japan,japan,switzerland
australia,,taiwan,cyprus,australia,china
australia,,china,australia,australia,usa
china,,usa,greece,china,mexico
china,,taiwan,china,china,taiwan
hong kong,,usa,hong kong,hong kong,usa
taiwan,,china,taiwan,taiwan,netherlands
usa,,china,mexico,usa,japan
germany,,uk,usa,germany,israel
china,,china,china,china,china
switzerland,,usa,switzerland,switzerland,china
china,,china,china,china,china
usa,,israel,germany,usa,uk
mexico,,japan,usa,mexico,china
taiwan,,netherlands,taiwan,taiwan,usa
usa,,canada,usa,usa,canada
netherlands,,india,usa,netherlands,jersey
japan,,usa,china,japan,usa
israel,,india,uk,israel,usa
china,,china,china,china,china
china,,germany,china,china,usa
china,,greece,china,china,greece
uk,,usa,israel,uk,india
china,,usa,japan,china,germany
usa,,jersey,netherlands,usa,india
canada,,usa,canada,canada,japan
jersey,,switzerland,india,jersey,canada
usa,,china,germany,usa,china
usa,,canada,india,usa,china
china,,japan,greece,china,japan
usa,,japan,usa,usa,switzerland
greece,,china,china,greece,china
india,,uk,usa,india,uk
germany,,china,usa,germany,usa
india,,japan,jersey,india,japan
japan,,usa,japan,japan,usa
canada,,usa,japan,canada,usa
china,,china,usa,china,japan
china,,usa,uk,china,china
japan,,china,china,japan,usa
switzerland,,usa,switzerland,switzerland,usa
china,,singapore,japan,china,singapore
uk,,ireland,china,uk,ireland
usa,,japan,china,usa,usa
japan,,usa,canada,japan,china
usa,,usa,usa,usa,usa
usa,,france,china,usa,china
japan,,usa,usa,japan,canada
china,,japan,ireland,china,spain
usa,,spain,singapore,usa,japan
usa,,japan,usa,usa,usa
singapore,,canada,usa,singapore,usa
ireland,,japan,china,ireland,japan
usa,,usa,japan,usa,france
china,,china,usa,china,japan
usa,,uk,usa,usa,uk
china,,china,japan,china,china
canada,,china,france,canada,china
spain,,usa,japan,spain,china
japan,,china,usa,japan,china
usa,,china,usa,usa,china
usa,,china,japan,usa,australia
japan,,australia,spain,japan,china
france,,china,canada,france,china
japan,,china,china,japan,usa
uk,,usa,uk,uk,israel
china,,china,usa,china,china
china,,china,china,china,china
china,,china,china,china,china
china,,usa,australia,china,usa
china,,china,china,china,china
australia,,china,china,australia,china
china,,israel,china,china,china
china,,china,china,china,israel
usa,,israel,china,usa,usa
israel,,china,israel,israel,china
china,,hong kong,usa,china,usa
china,,south korea,israel,china,usa
china,,usa,china,china,brazil
usa,,brazil,china,usa,hong kong
china,,hong kong,china,china,china
china,,italy,usa,china,south korea
china,,china,china,china,china
israel,,china,china,israel,italy
usa,,usa,china,usa,hong kong
china,,china,china,china,china
usa,,china,italy,usa,japan
usa,,india,hong kong,usa,japan
brazil,,usa,south korea,brazil,sweden
hong kong,,china,china,hong kong,thailand
china,,japan,china,china,china
south korea,,thailand,hong kong,south korea,usa
china,,sweden,brazil,china,china
italy,,china,usa,italy,china
hong kong,,japan,usa,hong kong,india
china,,usa,china,china,china
japan,,israel,india,japan,usa
japan,,china,china,japan,china
sweden,,china,china,sweden,china
thailand,,china,usa,thailand,usa
china,,china,china,china,china
usa,,uk,thailand,usa,china
china,,usa,sweden,china,china
china,,china,japan,china,israel
india,,china,japan,india,uk
china,,belgium,china,china,usa
usa,,usa,uk,usa,usa
china,,china,israel,china,hong kong
china,,sweden,china,china,usa
usa,,uk,china,usa,sweden
china,,taiwan,china,china,china
china,,usa,usa,china,china
china,,hong kong,china,china,taiwan
israel,,usa,china,israel,uk
uk,,china,usa,uk,belgium
usa,,switzerland,usa,usa,uk
usa,,china,belgium,usa,japan
hong kong,,india,uk,hong kong,france
usa,,uk,taiwan,usa,china
sweden,,japan,china,sweden,uk
china,,india,china,china,india
china,,germany,sweden,china,india
taiwan,,china,usa,taiwan,china
uk,,uk,hong kong,uk,germany
belgium,,france,usa,belgium,switzerland
uk,,usa,uk,uk,usa
japan,,china,switzerland,japan,usa
france,,usa,germany,france,usa
china,,usa,china,china,china
uk,,china,india,uk,china
india,,usa,india,india,usa
india,,usa,uk,india,usa
china,,usa,china,china,usa
germany,,china,france,germany,usa
switzerland,,usa,japan,switzerland,china
usa,,south korea,usa,usa,south korea
usa,,china,china,usa,uk
usa,,usa,usa,usa,argentina
china,,china,usa,china,usa
china,,china,usa,china,china
usa,,china,usa,usa,china
usa,,china,china,usa,china
usa,,uk,china,usa,uk
usa,,argentina,usa,usa,china
china,,uk,usa,china,china
south korea,,china,south korea,south korea,china
uk,,china,china,uk,usa
argentina,,spain,china,argentina,usa
usa,,usa,uk,usa,spain
china,,china,china,china,usa
china,,usa,china,china,china
china,,china,china,china,china
uk,,china,usa,uk,china
china,,usa,argentina,china,china
china,,usa,uk,china,usa
china,,usa,china,china,usa
usa,,usa,usa,usa,usa
usa,,china,china,usa,france
spain,,usa,china,spain,china
usa,,france,china,usa,usa
china,,usa,china,china,usa
china,,france,usa,china,france
china,,usa,spain,china,usa
china,,china,usa,china,china
usa,,usa,usa,usa,usa
usa,,france,usa,usa,france
usa,,usa,usa,usa,china
france,,china,china,france,usa
china,,brazil,usa,china,china
usa,,china,france,usa,china
usa,,usa,usa,usa,brazil
france,,china,usa,france,china
usa,,usa,china,usa,usa
china,,china,france,china,usa
usa,,china,usa,usa,china
france,,usa,france,france,usa
china,,china,china,china,china
usa,,china,usa,usa,china
china,,china,usa,china,china
china,,china,china,china,usa
brazil,,china,brazil,brazil,china
china,,usa,china,china,china
usa,,china,china,usa,china
usa,,china,usa,usa,china
china,,china,china,china,china
usa,,spain,usa,usa,spain
china,,finland,china,china,usa
china,,india,china,china,usa
china,,china,china,china,usa
usa,,usa,china,usa,brazil
china,,usa,china,china,china
china,,usa,usa,china,usa
china,,usa,china,china,india
china,,brazil,china,china,usa
china,,usa,china,china,finland
spain,,china,spain,spain,china
usa,,brazil,finland,usa,china
usa,,usa,usa,usa,china
usa,,china,india,usa,usa
brazil,,usa,usa,brazil,china
china,,china,china,china,usa
usa,,usa,brazil,usa,brazil
india,,china,usa,india,china
usa,,usa,usa,usa,usa
finland,,china,usa,finland,usa
china,,usa,china,china,usa
china,,china,usa,china,france
china,,china,usa,china,china
usa,,china,china,usa,china
china,,usa,brazil,china,china
usa,,usa,usa,usa,china
brazil,,china,china,brazil,usa
china,,china,usa,china,usa
usa,,usa,china,usa,china
usa,,france,china,usa,usa
usa,,china,usa,usa,china
france,,china,usa,france,china
china,,china,china,china,china
china,,japan,usa,china,china
china,,israel,usa,china,china
china,,china,china,china,israel
usa,,china,china,usa,china
usa,,china,china,usa,china
china,,china,china,china,japan
usa,,china,france,usa,china
china,,usa,china,china,usa
china,,china,china,china,china
china,,china,japan,china,china
china,,france,china,china,usa
china,,usa,china,china,china
israel,,switzerland,israel,israel,usa
china,,china,china,china,france
china,,usa,china,china,switzerland
japan,,china,china,japan,china
china,,china,china,china,china
usa,,usa,usa,usa,usa
china,,china,china,china,china
china,,china,china,china,china
usa,,india,switzerland,usa,usa
china,,china,france,china,usa
usa,,germany,usa,usa,india
france,,usa,china,france,germany
switzerland,,israel,usa,switzerland,china
china,,usa,china,china,israel
china,,usa,china,china,usa
usa,,uk,usa,usa,uk
china,,usa,usa,china,usa
china,,china,israel,china,usa
usa,,china,china,usa,usa
usa,,usa,germany,usa,china
india,,philippines,india,india,brazil
germany,,brazil,usa,germany,usa
china,,usa,usa,china,usa
israel,,usa,china,israel,china
usa,,usa,china,usa,philippines
uk,,china,uk,uk,china
usa,,usa,philippines,usa,usa
usa,,china,china,usa,usa
usa,,usa,usa,usa,usa
china,,china,usa,china,usa
brazil,,usa,brazil,brazil,china
usa,,usa,china,usa,usa
usa,,china,usa,usa,china
china,,usa,usa,china,usa
philippines,,usa,usa,philippines,china
china,,china,china,china,china
usa,,usa,china,usa,usa
usa,,usa,usa,usa,usa
usa,,usa,china,usa,usa
usa,,china,usa,usa,uk
china,,uk,usa,china,usa
usa,,china,china,usa,china
china,,usa,usa,china,usa
usa,,usa,usa,usa,china
china,,usa,usa,china,usa
china,,south korea,china,china,south korea
usa,,china,usa,usa,usa
usa,,france,china,usa,usa
usa,,usa,usa,usa,austria
uk,,usa,china,uk,usa
usa,,usa,usa,usa,china
china,,china,uk,china,china
usa,,austria,usa,usa,usa
china,,usa,usa,china,usa
usa,,usa,usa,usa,france
south korea,,usa,south korea,south korea,usa
usa,,china,france,usa,usa
usa,,south korea,usa,usa,china
austria,,china,usa,austria,china
usa,,china,china,usa,china
china,,china,china,china,china
china,,china,usa,china,china
usa,,china,austria,usa,south korea
usa,,usa,usa,usa,china
france,,china,usa,france,china
usa,,china,usa,usa,china
usa,,south africa,china,usa,china
china,,china,china,china,china
china,,luxembourg,south korea,china,china
china,,china,china,china,usa
china,,nigeria,china,china,luxembourg
china,,china,china,china,nigeria
south korea,,usa,china,south korea,china
china,,china,china,china,south africa
china,,china,usa,china,china
china,,france,nigeria,china,france
china,,usa,luxembourg,china,usa
china,,mexico,usa,china,usa
china,,china,china,china,china
usa,,china,china,usa,usa
luxembourg,,usa,china,luxembourg,usa
nigeria,,usa,china,nigeria,usa
china,,china,china,china,china
south africa,,usa,south africa,south africa,mexico
china,,usa,china,china,china
france,,switzerland,france,france,switzerland
usa,,usa,china,usa,taiwan
usa,,usa,mexico,usa,china
china,,canada,china,china,usa
usa,,canada,usa,usa,canada
usa,,usa,usa,usa,china
usa,,china,usa,usa,china
china,,china,china,china,usa
mexico,,taiwan,usa,mexico,usa
china,,china,usa,china,canada
switzerland,,hong kong,switzerland,switzerland,thailand
taiwan,,china,canada,taiwan,saudi arabia
china,,japan,usa,china,canada
usa,,canada,usa,usa,china
canada,,japan,china,canada,japan
china,,china,china,china,china
china,,saudi arabia,canada,china,japan
usa,,japan,usa,usa,japan
usa,,japan,china,usa,japan
canada,,thailand,taiwan,canada,hong kong
thailand,,uk,thailand,thailand,brazil
saudi arabia,,uk,hong kong,saudi arabia,thailand
canada,,switzerland,japan,canada,germany
china,,usa,japan,china,usa
japan,,thailand,japan,japan,usa
china,,usa,china,china,argentina
japan,,brazil,japan,japan,switzerland
japan,,argentina,china,japan,uk
japan,,germany,canada,japan,usa
hong kong,,usa,saudi arabia,hong kong,uk
brazil,,china,brazil,brazil,japan
thailand,,japan,uk,thailand,france
germany,,australia,usa,germany,china
usa,,france,uk,usa,taiwan
usa,,new zealand,switzerland,usa,new zealand
argentina,,usa,argentina,argentina,usa
switzerland,,china,usa,switzerland,australia
uk,,china,usa,uk,china
usa,,taiwan,germany,usa,china
uk,,china,thailand,uk,china
japan,,germany,japan,japan,germany
france,,taiwan,china,france,china
china,,usa,china,china,usa
taiwan,,china,china,taiwan,china
new zealand,,usa,australia,new zealand,china
usa,,usa,new zealand,usa,usa
australia,,usa,taiwan,australia,usa
china,,china,usa,china,usa
china,,china,china,china,taiwan
china,,china,france,china,china
germany,,sweden,germany,germany,sweden
china,,germany,china,china,usa
usa,,japan,taiwan,usa,usa
china,,south korea,usa,china,usa
china,,sweden,usa,china,usa
usa,,sweden,usa,usa,south korea
usa,,usa,china,usa,sweden
usa,,usa,china,usa,sweden
taiwan,,usa,usa,taiwan,germany
china,,usa,china,china,japan
sweden,,germany,sweden,sweden,germany
usa,,taiwan,japan,usa,uk
usa,,south africa,germany,usa,uk
usa,,india,sweden,usa,south africa
usa,,japan,sweden,usa,russia
south korea,,china,south korea,south korea,japan
sweden,,russia,usa,sweden,india
sweden,,saudi arabia,usa,sweden,saudi arabia
germany,,uk,usa,germany,taiwan
japan,,uk,usa,japan,china
germany,,china,germany,germany,usa
uk,,china,china,uk,china
uk,,hong kong,taiwan,uk,japan
south africa,,usa,saudi arabia,south africa,china
russia,,china,india,russia,usa
japan,,japan,japan,japan,hong kong
india,,canada,russia,india,china
saudi arabia,,china,south africa,saudi arabia,canada
taiwan,,usa,uk,taiwan,china
china,,china,uk,china,china
usa,,china,usa,usa,china
china,,china,china,china,china
japan,,india,china,japan,canada
china,,south korea,canada,china,china
usa,,china,china,usa,china
hong kong,,canada,hong kong,hong kong,india
china,,norway,usa,china,china
canada,,china,china,canada,norway
china,,taiwan,japan,china,taiwan
china,,china,china,china,south korea
china,,china,china,china,usa
china,,usa,south korea,china,usa
canada,,usa,taiwan,canada,usa
china,,canada,norway,china,india
china,,usa,china,china,australia
india,,usa,india,india,canada
china,,india,china,china,usa
norway,,australia,china,norway,japan
taiwan,,japan,canada,taiwan,china
south korea,,china,china,south korea,china
usa,,china,usa,usa,china
usa,,monaco,china,usa,china
usa,,usa,china,usa,china
india,,china,japan,india,monaco
australia,,china,usa,australia,usa
canada,,germany,canada,canada,germany
usa,,usa,australia,usa,china
japan,,china,india,japan,china
china,,china,usa,china,china
china,,china,usa,china,usa
china,,usa,china,china,switzerland
china,,switzerland,usa,china,china
china,,china,china,china,china
monaco,,japan,china,monaco,japan
usa,,china,china,usa,china
germany,,usa,germany,germany,china
china,,china,usa,china,china
china,,turkey,monaco,china,usa
china,,china,china,china,usa
usa,,china,china,usa,turkey
switzerland,,south africa,switzerland,switzerland,south africa
china,,china,turkey,china,south korea
china,,usa,usa,china,china
japan,,thailand,usa,japan,japan
china,,japan,china,china,japan
china,,canada,china,china,bermuda
china,,japan,china,china,canada
usa,,india,japan,usa,thailand
usa,,south korea,china,usa,india
turkey,,bermuda,china,turkey,usa
south africa,,china,south africa,south africa,china
south korea,,usa,usa,south korea,usa
china,,belgium,india,china,finland
japan,,usa,thailand,japan,usa
japan,,sweden,canada,japan,usa
bermuda,,china,bermuda,bermuda,china
canada,,usa,japan,canada,australia
thailand,,australia,china,thailand,sweden
india,,hong kong,japan,india,belgium
usa,,finland,south korea,usa,hong kong
china,,usa,china,china,usa
usa,,usa,hong kong,usa,india
finland,,australia,belgium,finland,usa
usa,,usa,sweden,usa,china
usa,,uk,australia,usa,usa
china,,china,china,china,usa
australia,,china,usa,australia,usa
sweden,,usa,usa,sweden,australia
belgium,,india,finland,belgium,uk
hong kong,,usa,usa,hong kong,china
usa,,china,usa,usa,china
india,,china,china,india,china
usa,,china,uk,usa,ireland
china,,china,australia,china,china
usa,,china,usa,usa,turkey
usa,,argentina,usa,usa,china
usa,,turkey,usa,usa,china
australia,,china,china,australia,china
uk,,ireland,usa,uk,china
china,,china,india,china,argentina
china,,china,china,china,china
china,,brazil,argentina,china,india
ireland,,usa,china,ireland,australia
china,,china,china,china,israel
turkey,,chile,china,turkey,china
china,,israel,china,china,china
china,,china,turkey,china,canada
china,,canada,china,china,chile
china,,australia,ireland,china,brazil
argentina,,india,china,argentina,usa
china,,china,china,china,china
india,,japan,usa,india,japan
australia,,china,brazil,australia,usa
israel,,germany,chile,israel,indonesia
china,,taiwan,canada,china,belgium
china,,indonesia,china,china,germany
canada,,belgium,china,canada,taiwan
chile,,usa,israel,chile,russia
brazil,,japan,australia,brazil,japan
usa,,russia,india,usa,china
china,,japan,china,china,japan
japan,,china,china,japan,uk
usa,,china,japan,usa,thailand
indonesia,,uk,russia,indonesia,usa
belgium,,usa,taiwan,belgium,uk
germany,,uk,germany,germany,china
taiwan,,usa,belgium,taiwan,uk
russia,,uk,indonesia,russia,china
japan,,thailand,usa,japan,usa
china,,usa,japan,china,usa
japan,,china,japan,japan,china
uk,,mexico,usa,uk,sweden
thailand,,usa,usa,thailand,thailand
usa,,china,china,usa,china
uk,,canada,uk,uk,norway
china,,norway,china,china,india
uk,,thailand,uk,uk,mexico
china,,sweden,usa,china,usa
usa,,china,thailand,usa,china
usa,,india,uk,usa,canada
china,,indonesia,china,china,china
sweden,,japan,canada,sweden,china
thailand,,china,china,thailand,china
china,,japan,usa,china,china
norway,,china,mexico,norway,japan
india,,china,india,india,japan
mexico,,papua new guinea,norway,mexico,papua new guinea
usa,,china,china,usa,china
china,,china,thailand,china,indonesia
canada,,china,sweden,canada,china
china,,finland,china,china,finland
china,,japan,china,china,south korea
china,,spain,indonesia,china,south korea
china,,south korea,china,china,thailand
japan,,thailand,papua new guinea,japan,usa
japan,,usa,japan,japan,saudi arabia
papua new guinea,,usa,japan,papua new guinea,usa
china,,saudi arabia,china,china,spain
indonesia,,south korea,china,indonesia,south korea
china,,south korea,china,china,japan
finland,,germany,finland,finland,germany
south korea,,south africa,japan,south korea,china
south korea,,sweden,south korea,south korea,japan
thailand,,thailand,spain,thailand,china
usa,,china,usa,usa,usa
saudi arabia,,usa,saudi arabia,saudi arabia,china
usa,,china,usa,usa,israel
spain,,china,thailand,spain,thailand
south korea,,israel,south korea,south korea,sweden
japan,,japan,south korea,japan,south africa
germany,,china,germany,germany,china
china,,south korea,sweden,china,china
japan,,china,south africa,japan,china
china,,usa,thailand,china,china
usa,,china,israel,usa,china
china,,china,china,china,china
israel,,usa,usa,israel,usa
thailand,,china,china,thailand,china
sweden,,china,japan,sweden,usa
south africa,,china,china,south africa,south korea
china,,uk,china,china,japan
china,,usa,south korea,china,india
china,,china,usa,china,china
china,,france,china,china,usa
china,,india,usa,china,usa
china,,usa,china,china,china
usa,,usa,china,usa,france
china,,china,china,china,usa
usa,,china,china,usa,uk
south korea,,japan,china,south korea,china
japan,,china,japan,japan,china
india,,china,china,india,china
china,,south korea,"['uk', 'guernsey']",china,china
usa,,china,usa,usa,south korea
usa,,china,france,usa,usa
china,,china,china,china,china
france,,uk,usa,france,uk
usa,,china,usa,usa,china
uk,,usa,china,uk guernsey,china
china,,china,india,china,china
china,,canada,china,china,italy
china,,uk,china,china,usa
china,,indonesia,china,china,thailand
south korea,,china,china,south korea,china
usa,,south africa,"['uk', 'guernsey']",usa,usa
china,,italy,china,china,usa
uk,,usa,usa,uk guernsey,indonesia
china,,thailand,south korea,china,south africa
china,,usa,china,china,uk
china,,usa,china,china,canada
italy,,hong kong,italy,italy,china
usa,,hong kong,canada,usa,china
thailand,,china,uk,thailand,china
china,,usa,south africa,china,china
usa,,china,indonesia,usa,india
usa,,france,usa,usa,france
indonesia,,japan,usa,indonesia,japan
south africa,,india,china,south africa,usa
uk,,china,thailand,uk,hong kong
canada,,china,usa,canada,hong kong
china,,india,china,china,india
china,,china,hong kong,china,hong kong
china,,china,hong kong,china,china
china,,usa,usa,china,usa
india,,usa,japan,india,china
france,,china,france,france,usa
japan,,china,india,japan,usa
usa,,japan,china,usa,china
hong kong,,usa,china,hong kong,japan
hong kong,,hong kong,china,hong kong,china
india,,usa,india,india,usa
hong kong,,usa,china,hong kong,uk
china,,japan,japan,china,usa
usa,,china,china,usa,belgium
china,,china,usa,china,japan
usa,,uk,usa,usa,china
usa,,japan,china,usa,japan
china,,singapore,usa,china,singapore
japan,,belgium,china,japan,uk
china,,uk,hong kong,china,china
usa,,china,usa,usa,china
uk,,saudi arabia,china,uk,saudi arabia
usa,,usa,uk,usa,usa
belgium,,china,singapore,belgium,australia
japan,,australia,japan,japan,china
china,,china,china,china,indonesia
japan,,indonesia,japan,japan,china
singapore,,china,belgium,singapore,usa
uk,,usa,usa,uk,china
china,,south africa,uk,china,south africa
china,,usa,china,china,usa
saudi arabia,,china,south africa,saudi arabia,usa
usa,,usa,china,usa,japan
australia,,china,usa,australia,china
china,,china,china,china,china
indonesia,,usa,indonesia,indonesia,usa
china,,japan,china,china,china
usa,,usa,australia,usa,china
china,,china,usa,china,usa
south africa,,china,saudi arabia,south africa,china
usa,,china,usa,usa,china
usa,,south korea,china,usa,usa
japan,,japan,usa,japan,japan
china,,usa,china,china,china
china,,china,china,china,usa
usa,,japan,usa,usa,usa
china,,usa,china,china,india
china,,usa,japan,china,usa
usa,,india,china,usa,south korea
china,,usa,usa,china,japan
china,,australia,china,china,singapore
usa,,portugal,japan,usa,belgium
japan,,france,south korea,japan,australia
china,,japan,usa,china,hungary
usa,,singapore,india,usa,china
usa,,china,usa,usa,usa
india,,usa,usa,india,japan
usa,,hungary,china,usa,france
south korea,,belgium,japan,south korea,portugal
japan,,usa,usa,japan,usa
singapore,,canada,singapore,singapore,canada
belgium,,usa,usa,belgium,japan
australia,,belgium,portugal,australia,hong kong
hungary,,china,france,hungary,china
china,,uk,japan,china,china
usa,,china,usa,usa,china
japan,,norway,china,japan,uk
france,,china,hungary,france,norway
portugal,,hong kong,australia,portugal,belgium
usa,,japan,belgium,usa,usa
canada,,uk,canada,canada,uk
japan,,china,usa,japan,taiwan
hong kong,,taiwan,belgium,hong kong,usa
china,,usa,norway,china,china
china,,taiwan,uk,china,israel
china,,usa,china,china,usa
uk,,israel,china,uk,usa
norway,,netherlands,china,norway,netherlands
belgium,,china,hong kong,belgium,china
usa,,usa,japan,usa,taiwan
uk,,canada,uk,uk,canada
taiwan,,china,taiwan,taiwan,saudi arabia
usa,,uk,china,usa,spain
china,,usa,netherlands,china,usa
israel,,spain,usa,israel,uk
usa,,uk,usa,usa,uk
usa,,uk,israel,usa,uk
netherlands,,usa,china,netherlands,china
china,,saudi arabia,usa,china,uk
taiwan,,uk,taiwan,taiwan,usa
canada,,usa,canada,canada,china
saudi arabia,,china,usa,saudi arabia,poland
spain,,usa,uk,spain,china
usa,,israel,china,usa,usa
uk,,hong kong,uk,uk,china
uk,,china,uk,uk,china
uk,,usa,uk,uk,usa
china,,china,usa,china,hong kong
uk,,china,spain,uk,israel
usa,,poland,saudi arabia,usa,usa
china,,china,china,china,china
poland,,china,usa,poland,china
china,,china,israel,china,china
usa,,usa,hong kong,usa,china
china,,canada,usa,china,china
china,,china,china,china,canada
usa,,japan,china,usa,china
hong kong,,china,usa,hong kong,usa
israel,,china,china,israel,china
usa,,china,poland,usa,japan
china,,china,china,china,japan
china,,china,japan,china,taiwan
china,,usa,china,china,usa
china,,usa,usa,china,thailand
china,,israel,china,china,usa
canada,,south africa,canada,canada,china
china,,taiwan,china,china,israel
usa,,thailand,china,usa,japan
china,,japan,china,china,south africa
japan,,japan,china,japan,china
japan,,usa,japan,japan,usa
taiwan,,china,china,taiwan,usa
usa,,china,south africa,usa,china
thailand,,canada,japan,thailand,china
usa,,usa,israel,usa,uk
china,,uk,china,china,sweden
israel,,china,usa,israel,canada
japan,,usa,thailand,japan,taiwan
south africa,,sweden,usa,south africa,usa
china,,taiwan,taiwan,china,china
usa,,china,usa,usa,china
usa,,usa,china,usa,china
china,,hong kong,usa,china,usa
china,,sweden,taiwan,china,china
uk,,usa,canada,uk,norway
sweden,,china,sweden,sweden,netherlands
canada,,china,uk,canada,usa
taiwan,,norway,china,taiwan,sweden
usa,,netherlands,china,usa,hong kong
china,,china,usa,china,china
china,,china,china,china,usa
china,,china,china,china,china
usa,,iceland,hong kong,usa,china
china,,canada,sweden,china,china
norway,,china,usa,norway,canada
netherlands,,uk,netherlands,netherlands,iceland
usa,,china,norway,usa,china
sweden,,usa,china,sweden,indonesia
hong kong,,indonesia,usa,hong kong,uk
china,,ireland,china,china,ireland
usa,,ireland,usa,usa,china
china,,china,ireland,china,finland
china,,china,uk,china,canada
china,,china,indonesia,china,china
canada,,australia,china,canada,china
iceland,,usa,iceland,iceland,australia
china,,canada,canada,china,usa
indonesia,,china,china,indonesia,china
uk,,finland,china,uk,japan
ireland,,japan,china,ireland,ireland
china,,malaysia,china,china,malaysia
finland,,china,ireland,finland,china
canada,,india,japan,canada,taiwan
china,,china,china,china,russia
china,,china,usa,china,china
australia,,usa,australia,australia,usa
usa,,norway,china,usa,india
china,,russia,china,china,china
japan,,china,canada,japan,norway
ireland,,taiwan,finland,ireland,china
malaysia,,japan,malaysia,malaysia,japan
china,,china,china,china,indonesia
taiwan,,china,norway,taiwan,usa
russia,,canada,china,russia,norway
china,,usa,india,china,china
usa,,china,usa,usa,canada
india,,norway,china,india,china
china,,south korea,russia,china,china
norway,,indonesia,taiwan,norway,south korea
china,,usa,china,china,usa
japan,,hong kong,japan,japan,usa
indonesia,,south korea,usa,indonesia,japan
usa,,usa,south korea,usa,south korea
norway,,uk,china,norway,japan
china,,japan,china,china,hong kong
canada,,south korea,canada,canada,uk
china,,germany,china,china,usa
china,,japan,norway,china,germany
south korea,,usa,usa,south korea,south korea
usa,,japan,indonesia,usa,japan
usa,,uk,usa,usa,uk
japan,,china,japan,japan,taiwan
south korea,,taiwan,south korea,south korea,taiwan
japan,,hong kong,germany,japan,uk
hong kong,,uk,usa,hong kong,malaysia
uk,,new zealand,uk,uk,china
usa,,china,hong kong,usa,china
germany,,china,japan,germany,new zealand
south korea,,malaysia,south korea,south korea,china
japan,,taiwan,japan,japan,hong kong
uk,,singapore,uk,uk,singapore
taiwan,,china,hong kong,taiwan,thailand
taiwan,,china,china,taiwan,usa
uk,,china,new zealand,uk,china
malaysia,,china,china,malaysia,china
china,,china,china,china,china
china,,usa,malaysia,china,china
new zealand,,indonesia,uk,new zealand,china
china,,israel,taiwan,china,israel
hong kong,,thailand,taiwan,hong kong,indonesia
singapore,,china,singapore,singapore,israel
thailand,,china,indonesia,thailand,china
usa,,usa,israel,usa,china
china,,uk,china,china,indonesia
china,,india,china,china,uk
china,,china,china,china,usa
china,,china,china,china,india
china,,taiwan,china,china,china
israel,,indonesia,usa,israel,taiwan
indonesia,,israel,thailand,indonesia,china
