,name,trade_name,address_name,postalcode,city,state,country,location_type
3946,WELLS FARGO & COMPANY,,420 MONTGOMERY ST,              941041207,SAN FRANCISCO,California(CA),UNITED STATES,Headquarter
3947,,,,,,,,
3948,FLOS SPA,,VIA ANGELO FAINI 2,              25073,BOVEZZO,ITALY,ITALY,Headquarter
3949,,,,,,,,
3950,DURA-ID SOLUTIONS LIMITED,,Boscawen House St Stephen,              PL26 7QF,ST. AUSTELL,UNITED KINGDOM,UNITED KINGDOM,Single address
3951,FLOS ROMA SRL,FLOS,VIA DEL BABUINO 84,              00187,ROMA,ITALY,ITALY,Single address
3952,LUFTHANSA AVIATION TRAINING USA INC.,,1658 S LITCHFIELD RD BLDG 104,              853381509,GOODYEAR,Arizona(AZ),UNITED STATES,Single address
3953,,,,,,,,
3954,ESSECO GROUP SRL,,VIA SAN CASSIANO 99,              28069,TRECATE (SAN MARTINO ),ITALY,ITALY,Headquarter
3955,,,,,,,,
3956,TOTAL MARKETING SUPPORT GLOBAL LIMITED,,350 EUSTON ROAD,              NW1 3AX,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3957,ESSECO SRL,,VIA SAN CASSIANO 99,              28069,TRECATE (SAN MARTINO ),ITALY,ITALY,Headquarter
3958,,,,,,,,
3959,TOTAL MARKETING SUPPORT LIMITED,,7th Floor 350 Euston Road,              NW1 3AX,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3960,ELBA ITALY SPA,,VIA MATTEO FABBIAN 7,              31030,BORSO DEL GRAPPA,ITALY,ITALY,Headquarter
3961,,,,,,,,
3962,BE II INVESTMENTS (GP) LIMITED,,95 WIGMORE STREET,              W1U 1FB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
3963,SUPPLY@ME SRL,,VIA GIOSUE' CARDUCCI 36,              20123,MILANO,ITALY,ITALY,Headquarter
3964,REGAL REXNORD CORPORATION,,200 STATE ST,              535116254,BELOIT,Wisconsin(WI),UNITED STATES,Headquarter
3965,BRIDGEPOINT ADVISERS EUROPE LIMITED,,5 Marble Arch,              W1H 7EJ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3966,HOWDEN ITALIA SPA,,VIA DELLA POSTA 7,              20123,MILANO,ITALY,ITALY,Headquarter
3967,SIMPSON STRONG-TIE COMPANY INC.,,5956 W LAS POSITOS BLVD,              945888540,PLEASANTON,California(CA),UNITED STATES,Headquarter
3968,CNH INDUSTRIAL OLDCO CAPITAL LIMITED,,32/521 Cranes Farm Road,              SS14 3AD,BASILDON,UNITED KINGDOM,UNITED KINGDOM,Single address
3969,BARILLA HOLDING SRL,,VIA MANTOVA 166,              43122,PARMA,ITALY,ITALY,Headquarter
3970,,,,,,,,
3971,CNH U.K. LIMITED,CNH INDUSTRIAL CAPITAL,Cranes Farm Road,              SS14 3AD,BASILDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3972,BARILLA G. E R. FRATELLI SPA,,VIA MANTOVA 166,              43122,PARMA,ITALY,ITALY,Headquarter
3973,,,,,,,,
3974,IC FINANCIAL SERVICES UK LIMITED,,Cranes Farm Road,              SS14 3AD,BASILDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3975,FIRST SPA,GRUPPO BARILLA,VIA MANTOVA 166,              43122,PARMA,ITALY,ITALY,Headquarter
3976,,,,,,,,
3977,CNH INDUSTRIAL N.V.,,25 St. James's Street,              SW1A 1HA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3978,INTEGRA DOCUMENT MANAGEMENT SRL,,STRADA PROVINCIALE 11 PADANA SUPERIORE 2/B,              20063,CERNUSCO SUL NAVIGLIO,ITALY,ITALY,Headquarter
3979,COBHAM ADVANCED ELECTRONIC SOLUTIONS INC.,,305 RICHARDSON RD,              194461495,LANSDALE,Pennsylvania(PA),UNITED STATES,Headquarter
3980,NATIXIS,,Cannon Bridge House 25 Dowgate Hill,              EC4R 2YA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
3981,,,,,,,,
3982,AVSC HOLDING CORP.,,5100 RIVER RD STE 300,              601761058,SCHILLER PARK,Illinois(IL),UNITED STATES,Headquarter
3983,NATIXIS INVESTMENT MANAGERS UK LIMITED,,1 Carter Lane,              EC4V 5ER,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3984,ARISTON HOLDING N.V.,,VIA BROLETTO 44,              20121,MILANO,ITALY,ITALY,Headquarter
3985,,,,,,,,
3986,PRAMEX INTERNATIONAL LTD,,11 Old Jewry 8Th Floor South,              EC2R 8DU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3987,CEMENTIR HOLDING N.V.,,CORSO DI FRANCIA 200,              00191,ROMA,ITALY,ITALY,Headquarter
3988,HORSESHOE ENTERTAINMENT,,711 HORSESHOE BLVD,              711114472,BOSSIER CITY,Louisiana(LA),UNITED STATES,Single address
3989,,,,,,,,
3990,ITALCER SPA,,VIA EMILIA OVEST 53/A,              42048,RUBIERA,ITALY,ITALY,Headquarter
3991,ISLE OF CAPRI LAKE CHARLES,,100 WESTLAKE AVE,              706695716,WESTLAKE,Louisiana(LA),UNITED STATES,Single address
3992,DHL SUPPLY CHAIN LIMITED,,251 MIDSUMMER BOULEVARD,              MK9 1EA,MILTON KEYNES,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3993,POMELLATO SPA,,VIA ANNA NEERA 37,              20141,MILANO,ITALY,ITALY,Headquarter
3994,,,,,,,,
3995,GOOGLE UK LIMITED,,Belgrave House 76 Buckingham Palace Road,              SW1W 9TQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3996,POMELLATO EUROPA SPA,,VIA ANNA NEERA 37,              20141,MILANO,ITALY,ITALY,Headquarter
3997,DISNEY PUBLISHING WORLDWIDE,,500 S BUENA VISTA ST,              915210001,BURBANK,California(CA),UNITED STATES,Headquarter
3998,ACCOR (U.K.) LIMITED,,10 Hammersmith Grove,              W6 7AP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3999,GENERAL ELECTRIC INTERNATIONAL INC.,,VIA CLAUDIO GALENO 36,              20126,MILANO,ITALY,ITALY,Headquarter
4000,,,,,,,,
4001,ACCOR UK BUSINESS & LEISURE HOTELS LIMITED,,10 Hammersmith Grove,              W6 7AP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4002,PRYSMIAN POWERLINK SRL,,VIA CHIESE 6,              20126,MILANO,ITALY,ITALY,Headquarter
4003,,,,,,,,
4004,ACCOR UK ECONOMY HOTELS LIMITED,,10 Hammersmith Grove,              W6 7AP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4005,PRYSMIAN SPA,,VIA CHIESE 6,              20126,MILANO,ITALY,ITALY,Headquarter
4006,RIVERSIDE PARTNERS L.L.C.,,45 ROCKEFELLER CTR,              101110501,NEW YORK,New York(NY),UNITED STATES,Headquarter
4007,GB3 LIMITED,,The Root House Clifton Fields Lytham Road,              PR4 0XG,PRESTON,UNITED KINGDOM,UNITED KINGDOM,Single address
4008,PRYSMIAN ELECTRONICS SRL,,VIA CHIESE 6,              20126,MILANO,ITALY,ITALY,Headquarter
4009,,,,,,,,
4010,,,,,,,,
4011,TREVES ITALIA SRL,,VIA CAVALIER PIETRO RADICI 19,              24026,CAZZANO SANT'ANDREA,ITALY,ITALY,Headquarter
4012,MICROSOFT CORPORATION,,1 MICROSOFT WAY,              980528300,REDMOND,Washington(WA),UNITED STATES,Headquarter
4013,LUCECO PLC,,Caparo House 101-103 Baker Street,              W1U 6LN,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4014,COVA MONTENAPOLEONE SRL,,VIA MONTE NAPOLEONE 8,              20121,MILANO,ITALY,ITALY,Headquarter
4015,,,,,,,,
4016,LUCECO LIGHTING LIMITED,,BUILDING E.  STAFFORD PARK 1 STAFFORD PARK,              TF3 3BD,TELFORD,UNITED KINGDOM,UNITED KINGDOM,Single address
4017,PASTICCERIA CONFETTERIA COVA SRL,,VIA PIETRO COSSA 2,              20122,MILANO,ITALY,ITALY,Headquarter
4018,,,,,,,,
4019,BRE GLOBAL LIMITED,,Bucknalls Lane,              WD25 9NH,WATFORD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4020,SALDI PRIVATI SRL,,VIA VINCENZO FORCELLA 3,              20144,MILANO,ITALY,ITALY,Headquarter
4021,,,,,,,,
4022,ALLIANCE PHARMA PLC,,Avonbridge House Bath Road,              SN15 2BB,CHIPPENHAM,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4023,GIANNI VERSACE SRL,,PIAZZA LUIGI EINAUDI 4,              20124,MILANO,ITALY,ITALY,Headquarter
4024,,,,,,,,
4025,CORPORATE TRAVEL MANAGEMENT (UNITED KINGDOM) LIMITED,,One Carter Lane,              EC4V 5ER,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4026,MICROBIAL CONTROL ITALY SRL,,VIA SAN BOVIO 1/3,              20054,SEGRATE (SEGREEN BUSINESS PARK PAL. Y ),ITALY,ITALY,Single address
4027,VT SERVICES INC.,VTG,3601 EISENHOWER AVE STE 220,              223046457,ALEXANDRIA,Virginia(VA),UNITED STATES,Headquarter
4028,KEYLINE TRAVEL MANAGEMENT LIMITED,,Wellington House 39A Piccadilly,              M1 1LQ,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4029,ITALIA T1 RONCOLO SRL,,PIAZZA WALTHER VON DER VOGELWEIDE 8,              39100,BOLZANO,ITALY,ITALY,Headquarter
4030,PROGRESS SOFTWARE CORPORATION,PROGRESS,15 WAYSIDE RD STE 400,              018034521,BURLINGTON,Massachusetts(MA),UNITED STATES,Headquarter
4031,CORPORATE TRAVEL MANAGEMENT (EUROPE) LIMITED,,Senator House 85 Queen Victoria Street,              EC4V 4AB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4032,AUTODIS ITALIA SRL,,VIA ISACCO NEWTON 12,              20016,PERO,ITALY,ITALY,Headquarter
4033,LOON LLC,,1600 AMPHITHEATRE PKWY,              940431351,MOUNTAIN VIEW,California(CA),UNITED STATES,Headquarter
4034,EGENCIA UK LTD,,3 Piccadilly Place,              M1 3BN,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4035,LUXOTTICA GROUP SPA,BULGARI,PIAZZALE LUIGI CADORNA 3,              20123,MILANO,ITALY,ITALY,Headquarter
4036,,,,,,,,
4037,DE AGOSTINI UK LIMITED,,C/O Rwk Goodman LLP 69 Carter Lane,              EC4V 5EQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4038,BULGARI SPA,,VIA MONTE NAPOLEONE 27,              20121,MILANO,ITALY,ITALY,Headquarter
4039,,,,,,,,
4040,COMPUTERSHARE INVESTOR SERVICES PLC,COMPUTERSHARE,THE PAVILIONS BRIDGEWATER ROAD,              BS99 6ZZ,BRISTOL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4041,BULGARI ROMA SRL,,LUNGOTEVERE MARZIO 11,              00186,ROMA,ITALY,ITALY,Single address
4042,,,,,,,,
4043,COMPUTERSHARE LIMITED,,The Pavilions Bridgwater Road,              BS13 8AE,BRISTOL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4044,MASCHIO GASPARDO SPA,MASCHIO,VIA MARCELLO 73,              35011,CAMPODARSEGO,ITALY,ITALY,Headquarter
4045,,,,,,,,
4046,COMPUTERSHARE VOUCHER SERVICES LIMITED,,The Pavilions Bridgwater Road,              BS13 8AE,BRISTOL,UNITED KINGDOM,UNITED KINGDOM,Single address
4047,UNIVERSITA' DEGLI STUDI DI FOGGIA,,VIA ANTONIO GRAMSCI 89/91,              71122,FOGGIA,ITALY,ITALY,Headquarter
4048,COMPRESSOR CONTROLS LLC,CCC,4745 121ST ST,              503232316,DES MOINES,Iowa(IA),UNITED STATES,Headquarter
4049,COMPUTERSHARE MORTGAGE SERVICES LIMITED,Computershare,The Pavilions Bridgwater Road,              BS13 8AE,BRISTOL,UNITED KINGDOM,UNITED KINGDOM,Single address
4050,DATA FLOW SRL,,VIA LUIGI NATALE VERNAZZI 26/A,              43122,PARMA,ITALY,ITALY,Headquarter
4051,,,,,,,,
4052,,,,,,,,
4053,MADIC ITALIA SPA,,VIA ALESSANDRO VOLTA 39,              21010,CARDANO AL CAMPO,ITALY,ITALY,Single address
4054,AIRBUS DS GEO INC.,,2550 WASSER TER STE 9100,              201716381,HERNDON,Virginia(VA),UNITED STATES,Single address
4055,HOMELOAN MANAGEMENT LIMITED,Computershare,Gateway House,              BD23 2HL,SKIPTON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4056,PIRELLI & C. SPA,,VIALE PIERO E ALBERTO PIRELLI 25,              20126,MILANO,ITALY,ITALY,Headquarter
4057,,,,,,,,
4058,TAG WORLDWIDE GROUP LIMITED,,1-5 Poland Street,              W1F 8PR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4059,SKF INDUSTRIE SPA,,VIA PINEROLO 44,              10060,AIRASCA,ITALY,ITALY,Headquarter
4060,,,,,,,,
4061,THE APPOINTMENT GROUP LIMITED,TAG GROUP,THE LINEN HOUSE 253 KILBURN LANE,              W10 4BQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4062,SKF SEALS ITALY SPA,,STRADA PER POIRINO 41,              14019,VILLANOVA D'ASTI,ITALY,ITALY,Headquarter
4063,,,,,,,,
4064,NASSAU INDUSTRIAL DOORS LIMITED,,Jubilee House Dewsbury Road,              ST4 2TE,STOKE-ON-TRENT,UNITED KINGDOM,UNITED KINGDOM,Single address
4065,U.C.I.T. SRL,,VIALE GIUSEPPE DUODO 5,              33100,UDINE,ITALY,ITALY,Single address
4066,,,,,,,,
4067,ORAPI APPLIED LIMITED,,Spring Road,              B66 1PT,SMETHWICK,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4068,WOOD ITALIANA SRL,,VIA SEBASTIANO CABOTO 15,              20094,CORSICO,ITALY,ITALY,Headquarter
4069,HYUNDAI MOTOR AMERICA,,10550 TALBERT AVE,              927086032,FOUNTAIN VALLEY,California(CA),UNITED STATES,Headquarter
4070,GENESIS OIL & GAS CONSULTANTS LIMITED,,One St Pauls Churchyard,              EC4M 8AP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4071,GEODIS HOLDING ITALIA SPA,,PIAZZALE GIORGIO AMBROSOLI SNC,              27015,LANDRIANO,ITALY,ITALY,Headquarter
4072,,,,,,,,
4073,GENESIS ENERGIES CONSULTANTS LTD,,ONE ST. PAUL'S CHURCHYARD,              EC4M 8AP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4074,KAYSER FILTERTECH ITALY SRL,,STRADA COMMENDA 4/B,              10072,CASELLE TORINESE,ITALY,ITALY,Single address
4075,,,,,,,,
4076,BMB GROUP LIMITED,THE BAIRD GROUP,2100 Century Way Thorpe Park,              LS15 8ZB,LEEDS,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4077,ABOVE COMPARISON SRL,,VIA FELICE CASATI 1 A,              20124,MILANO,ITALY,ITALY,Single address
4078,LIBERTY INTERNATIONAL HOLDINGS INC,,175 BERKELEY ST,              021165066,BOSTON,Massachusetts(MA),UNITED STATES,Headquarter
4079,,,,,,,,
4080,MAGNAKI SRL,,VIA AURELIO SAFFI 21,              20123,MILANO,ITALY,ITALY,Single address
4081,,,,,,,,
4082,BAIRD GROUP LIMITED,,2100 Century Way Thorpe Park,              LS15 8ZB,LEEDS,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4083,MAGNAKI HOLDING SRL,,VIA AURELIO SAFFI 21,              20123,MILANO,ITALY,ITALY,Headquarter
4084,MAZAK CORPORATION,,8025 PRODUCTION DR,              410423092,FLORENCE,Kentucky(KY),UNITED STATES,Headquarter
4085,BAIRD GROUP (HOLDINGS) LIMITED,,2100 Century Way Thorpe Park,              LS15 8ZB,LEEDS,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4086,GL EVENTS ITALIA EXPO SRL,,VIA NIZZA 294,              10126,TORINO,ITALY,ITALY,Single address
4087,,,,,,,,
4088,HILTON WORLDWIDE MANAGE LIMITED,,MAPLE COURT CENTRAL PARK REEDS CRESCENT,              WD24 4QQ,WATFORD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4089,GL EVENTS ITALIA SPA,,VIA NIZZA 294,              10126,TORINO,ITALY,ITALY,Single address
4090,,,,,,,,
4091,JPF API LAMINATES UK LIMITED,,Second Avenue Poynton,              SK12 1ND,STOCKPORT,UNITED KINGDOM,UNITED KINGDOM,Single address
4092,FALCONERI SRL,,VIA DEL LAVORO 18,              38063,AVIO,ITALY,ITALY,Headquarter
4093,,,,,,,,
4094,THE DORCHESTER LIMITED,,53 Park Lane,              W1K 1QA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4095,DUCATI MOTOR HOLDING SPA,,VIA ANTONIO CAVALIERI DUCATI 3,              40132,BOLOGNA,ITALY,ITALY,Headquarter
4096,NORFOLK SOUTHERN CORPORATION,,650 W PEACHTREE ST NW,              303081925,ATLANTA,Georgia(GA),UNITED STATES,Headquarter
4097,DORCHESTER GROUP LIMITED,,57 Berkeley Square,              W1J 6ER,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4098,ALBERGHI GOLD SRL,,VIA FRANCESCO CARACCIOLO 14,              80122,NAPOLI,ITALY,ITALY,Headquarter
4099,MILTOPE CORPORATION,VT MILTOPE,3800 RICHARDSON RD,              360434017,HOPE HULL,Alabama(AL),UNITED STATES,Headquarter
4100,DORCHESTER SERVICES LIMITED,The Dorchester,45 Park Lane,              W1K 1PN,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4101,SDF SPA,,VIALE FRANCESCO CASSANI 14,              24047,TREVIGLIO,ITALY,ITALY,Headquarter
4102,,,,,,,,
4103,,,,,,,,
4104,SAME DEUTZ FAHR ITALIA SPA,,VIALE FRANCESCO CASSANI 15,              24047,TREVIGLIO,ITALY,ITALY,Headquarter
4105,,,,,,,,
4106,BLACKROCK GROUP LIMITED,,12 Throgmorton Avenue,              EC2N 2DL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4107,CD 24121 SRL,,VIA UMBERTO BARBARO 24,              00139,ROMA,ITALY,ITALY,Headquarter
4108,,,,,,,,
4109,MERRILL LYNCH EUROPE LIMITED,,20 Giltspur Street,              EC1A 9DD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4110,C&D SPA,GHIOTTELLI,VIA CASAMASSIMA ZONA INDUSTRIALE 3,              70010,CAPURSO,ITALY,ITALY,Single address
4111,,,,,,,,
4112,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,,12 Throgmorton Avenue,              EC2N 2DL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4113,METSA BOARD ITALIA SRL,,PIAZZA DON ENRICO MAPELLI 1,              20099,SESTO SAN GIOVANNI,ITALY,ITALY,Single address
4114,DASH FINANCIAL TECHNOLOGIES LLC,,311 S WACKER DR STE 1000,              606066699,CHICAGO,Illinois(IL),UNITED STATES,Headquarter
4115,MERRILL LYNCH INTERNATIONAL,,2 King Edward Street,              EC1A 1HQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4116,METSO SPA,,VIA VITTOR PISANI 20,              20124,MILANO,ITALY,ITALY,Single address
4117,LIMELIFE BY ALCONE (UK) LTD,,Procession House 55 Ludgate Hill,              EC4M 7JW,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4118,FAMECCANICA.DATA SPA,,VIA ATERNO 136,              66020,SAN GIOVANNI TEATINO (SAMBUCETO ),ITALY,ITALY,Headquarter
4119,LIONS GATE ENTERTAINMENT INC.,LIONS GATE,2700 COLORADO AVE STE 200,              904045502,SANTA MONICA,California(CA),UNITED STATES,Headquarter
4120,NTT EUROPE LTD.,,1 King William Street,              EC4N 7AR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4121,GIVE BACK BEAUTY SRL,,CORSO ITALIA 13,              20122,MILANO,ITALY,ITALY,Headquarter
4122,LIONS GATE FILMS INC.,,2700 COLORADO AVE,              904043553,SANTA MONICA,California(CA),UNITED STATES,Single address
4123,,,,,,,,
4124,ENDEMOL SHINE ITALY SPA,,VIA MONTE ZEBIO 32,              00195,ROMA,ITALY,ITALY,Headquarter
4125,RGA REINSURANCE COMPANY,,16600 SWINGLEY RIDGE RD,              630171706,CHESTERFIELD,Missouri(MO),UNITED STATES,Headquarter
4126,NTT LIMITED,,1 King William Street,              EC4N 7AR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4127,NOVATRANS ITALIA SRL,,VIA TORINO 61,              20123,MILANO,ITALY,ITALY,Headquarter
4128,,,,,,,,
4129,BUDGET GROUP LIMITED,Nig Skandia,Crown House 145 City Road,              EC1V 1JY,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4130,MASHFROG GROUP SRL,,VIA GIACOMO PERONI 400/402,              00131,ROMA,ITALY,ITALY,Headquarter
4131,,,,,,,,
4132,SUTTONS TANKERS LIMITED,,Gorsey Lane,              WA8 0GG,WIDNES,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4133,SBG HOLDING SPA IN FORMA ABBREVIATO SBG HOLDING SPA,,PIAZZA SISTO ROSA BADALOCCHIO 5/A,              43126,PARMA,ITALY,ITALY,Headquarter
4134,,,,,,,,
4135,ANOTECH ENERGY GLOBAL SOLUTIONS LIMITED,,1st Floor 41 Moorgate,              EC2R 6PP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4136,UNIFLAIR SPA,,VIALE DELLA TECNICA 2,              35026,CONSELVE,ITALY,ITALY,Headquarter
4137,,,,,,,,
4138,ANOTECH ENERGY SERVICES LIMITED,,1st Floor 41 Moorgate,              EC2R 6PP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4139,TEKSID ALUMINUM SRL,,VIA UMBERTO II 5,              10022,CARMAGNOLA,ITALY,ITALY,Headquarter
4140,,,,,,,,
4141,AVIVA INSURANCE LIMITED,,Pitheavlis,              PH2 0NH,PERTH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4142,GETTI SPECIALI SRL,,VIA BERNARDI RONDO' 15,              10092,BEINASCO,ITALY,ITALY,Single address
4143,,,,,,,,
4144,WE ARE SOCIAL LTD,,Alphabeta 14-18 Finsbury Square,              EC2A 1BR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4145,FIVES INTRALOGISTICS SPA,,VIALE TICINO 2,              21015,LONATE POZZOLO,ITALY,ITALY,Headquarter
4146,,,,,,,,
4147,ONE51 ES PLASTICS (UK) LIMITED,IPL GLOBAL,BARBOT HALL INDUSTRIAL ESTATE MANGHAM ROAD,              S61 4RJ,ROTHERHAM,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4148,FIVES OTO SPA,,VIA DOMENICO MARCHESI 4,              42022,BORETTO (ZONA INDUSTRIALE RONDELLO ),ITALY,ITALY,Headquarter
4149,,,,,,,,
4150,SPEYSIDE COOPERAGE LIMITED,,Dufftown Road Craigellachie,              AB38 9RS,ABERLOUR,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4151,FIVES ITALY SRL,,VIALE TICINO 2,              21015,LONATE POZZOLO,ITALY,ITALY,Headquarter
4152,NETFLIX GLOBAL HOLDINGS C.V.,,100 WINCHESTER CIR,              950321815,LOS GATOS,California(CA),UNITED STATES,Single address
4153,ISLA COOPERAGE COMPANY LIMITED,,Isla Road,              AB55 5DQ,KEITH,UNITED KINGDOM,UNITED KINGDOM,Single address
4154,FIVES ITAS SPA,,VIA METAURO 5,              20900,MONZA,ITALY,ITALY,Headquarter
4155,,,,,,,,
4156,,,,,,,,
4157,FIVES GIUSTINA SRL,,CORSO LOMBARDIA 79,              10099,SAN MAURO TORINESE,ITALY,ITALY,Single address
4158,,,,,,,,
4159,ORANO UK LIMITED,,Suite 7 Hitching Court Abingdon Business Park,              OX14 1RA,ABINGDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4160,COMAU SPA,,VIA RIVALTA 30,              10095,GRUGLIASCO,ITALY,ITALY,Headquarter
4161,,,,,,,,
4162,RAYMOND GUBBAY LIMITED,,1 Ely Place,              EC1N 6RY,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4163,ETHOSENERGY ITALIA SPA,,CORSO ROMANIA 661,              10156,TORINO,ITALY,ITALY,Single address
4164,,,,,,,,
4165,MARKEL INTERNATIONAL INSURANCE COMPANY LIMITED,Markel Direct,20 Fenchurch Street,              EC3M 3AZ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4166,VOMM IMPIANTI E PROCESSI SPA,,VIA EUGENIO CURIEL 252,              20089,ROZZANO,ITALY,ITALY,Headquarter
4167,,,,,,,,
4168,MARKEL EUROPE LIMITED,,20 Fenchurch Street,              EC3M 3AZ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
4169,AMBIENTE E NUTRIZIONE SRL,,VIA EUGENIO CURIEL 252,              20089,ROZZANO,ITALY,ITALY,Headquarter
4170,,,,,,,,
4171,MARKEL CAPITAL HOLDINGS LIMITED,,20 Fenchurch Street,              EC3M 3AZ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4172,SOFTLAB HOLDING SRL,,VIALE PIERO E ALBERTO PIRELLI 6,              20126,MILANO,ITALY,ITALY,Headquarter
4173,ITRON MANUFACTURING INC,,2818 N SULLIVAN RD,              992165198,SPOKANE VALLEY,Washington(WA),UNITED STATES,Single address
4174,MARKEL INTERNATIONAL SERVICES LIMITED,MARKEL,20 Fenchurch Street,              EC3M 3AZ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4175,CLUB DEL SOLE SRL,,VIA BIONDINI 27,              47121,FORLI',ITALY,ITALY,Headquarter
4176,,,,,,,,
4177,,,,,,,,
4178,LUXURY GOODS ITALIA SPA,,VIA DEI TORNABUONI 73/R,              50123,FIRENZE,ITALY,ITALY,Headquarter
4179,,,,,,,,
4180,CLIPPER LOGISTICS PLC,CLIPPER,CLIPPER LOGISTICS GROUP GELDERD ROAD,              LS12 6LT,LEEDS,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4181,CMA ROBOTICS SPA,,VIALE DEL LAVORO 41,              33050,PAVIA DI UDINE,ITALY,ITALY,Headquarter
4182,FINASTRA USA CORPORATION,FINASTRA,555 SW MORRISON ST #300,              972041442,PORTLAND,Oregon(OR),UNITED STATES,Headquarter
4183,EUROPE DOMAINS LTD,,DEPT 886 43 OWSTON ROAD CARCROFT,              DN6 8DA,DONCASTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4184,ENI SPA,,PIAZZALE ENRICO MATTEI 1,              00144,ROMA,ITALY,ITALY,Headquarter
4185,,,,,,,,
4186,INTEL CORPORATION (UK) LIMITED,Intel,Pipers Way,              SN3 1RJ,SWINDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4187,OLMAR AND MIRTA SPA,CHRISTIES,STRADA CORTESA 12/A,              46026,QUISTELLO,ITALY,ITALY,Headquarter
4188,,,,,,,,
4189,CREW CLOTHING CO. LIMITED,,20 Lydden Road,              SW18 4LR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
4190,CHRISTIES SRL,,VIA CORTESA 12/A,              46026,QUISTELLO,ITALY,ITALY,Single address
4191,,,,,,,,
4192,OPTICAL EXPRESS (HOLDINGS) LIMITED,,5 Deerdykes Road,              G68 9HF,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,Headquarter
