,INDEX,URL,Name,Trade Name,Address Name,Postalcode,City,State,Country,Location type
3656,3656,https://www.info-clipper.com/en/company/italy/advice-technology-petroleum-srl.itd73uza5.html,ADVICE TECHNOLOGY PETROLEUM SRL,,VIA GIORGIO PERLASCA 20/C 13,              43036,FIDENZA,ITALY,ITALY,Headquarter
3657,3657,https://www.info-clipper.com/en/company/estonia/balmerk-distribution-ou.eed8vczmg.html,BALMERK DISTRIBUTION OU,,Lootsa tn 8a,              11415,Tallinn,ESTONIA,ESTONIA,Single address
3658,3658,https://www.info-clipper.com/en/company/united-states/mylan-inc.usdzayql.html,MYLAN INC.,VIATRIS,1000 MYLAN BLVD,              153175853,CANONSBURG,Pennsylvania(PA),UNITED STATES,Headquarter
3659,3659,https://www.info-clipper.com/en/company/united-kingdom/uml-bondi-limited.gbd3pr05g.html,UML BONDI LIMITED,,Portland House 69-71 Wembley Hill Road,              HA9 8BU,WEMBLEY,UNITED KINGDOM,UNITED KINGDOM,Single address
3660,3660,https://www.info-clipper.com/en/company/italy/gruppo-torinese-trasporti-spa.itdaezslk.html,GRUPPO TORINESE TRASPORTI SPA,GTT SPA,CORSO FILIPPO TURATI 19/6,              10128,TORINO,ITALY,ITALY,Headquarter
3661,3661,https://www.info-clipper.com/en/company/estonia/feb-as.eedao6dkz.html,FEB AS,,Forelli tn 4,              10621,Tallinn,ESTONIA,ESTONIA,Single address
3662,3662,https://www.info-clipper.com/en/company/united-states/viatris-inc.usd1xzcda.html,VIATRIS INC.,,1000 MYLAN BLVD,              153175853,CANONSBURG,Pennsylvania(PA),UNITED STATES,Headquarter
3663,3663,https://www.info-clipper.com/en/company/united-kingdom/cranfield-university.gbd3hp09x.html,CRANFIELD UNIVERSITY,,College Road Cranfield,              MK43 0AL,BEDFORD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3664,3664,https://www.info-clipper.com/en/company/italy/gtt-communications-srl.itd5lo02m.html,GTT COMMUNICATIONS SRL,,PIAZZA GIOVANNI AMENDOLA 1,              09125,CAGLIARI,ITALY,ITALY,Headquarter
3665,3665,https://www.info-clipper.com/en/company/estonia/santa-monica-networks-as.eed8uixdu.html,SANTA MONICA NETWORKS AS,,Lootsa tn 8,              11415,Tallinn,ESTONIA,ESTONIA,Single address
3666,3666,https://www.info-clipper.com/en/company/united-states/apg-asset-management-us-inc.usd8228l.html,APG ASSET MANAGEMENT US INC.,,666 3RD AVE,              100174011,NEW YORK,New York(NY),UNITED STATES,Headquarter
3667,3667,https://www.info-clipper.com/en/company/united-kingdom/red-bull-technology-limited.gbdc8a4sw.html,RED BULL TECHNOLOGY LIMITED,,"Building 1 Bradbourne Drive, Tilbrook",              MK7 8BJ,MILTON KEYNES,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3668,3668,https://www.info-clipper.com/en/company/italy/gtt-italy-srl.itd78g1yl.html,GTT ITALY SRL,,VIA CORNELIA 498,              00166,ROMA,ITALY,ITALY,Headquarter
3669,3669,https://www.info-clipper.com/en/company/estonia/pernod-ricard-estonia-ou.eed615x68.html,PERNOD RICARD ESTONIA OU,,Parnu mnt 160e,              11317,Tallinn,ESTONIA,ESTONIA,Single address
3670,3670,https://www.info-clipper.com/en/company/united-states/abm-industry-groups-llc.usd1bzcd5.html,"ABM INDUSTRY GROUPS, LLC",,14141 SOUTHWEST FWY STE 477,              774784630,SUGAR LAND,Texas(TX),UNITED STATES,Headquarter
3671,3671,https://www.info-clipper.com/en/company/united-kingdom/bell-truck-sales-limited.gbd3iv8z4.html,BELL TRUCK SALES LIMITED,,Bellway Industrial Estate Whitley Road Longbenton,              NE12 9SW,NEWCASTLE-UPON-TYNE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3672,3672,https://www.info-clipper.com/en/company/italy/gtt-communications-italy-srl.itd7a8lt1.html,GTT COMMUNICATIONS ITALY SRL,,VIA CORNELIA 498,              00166,ROMA,ITALY,ITALY,Single address
3673,3673,https://www.info-clipper.com/en/company/estonia/magnum-logistics-ou.eed9cmisd.html,MAGNUM LOGISTICS OU,,Vae tn 16,              76401,"Laagri alevik, Saue vald",ESTONIA,ESTONIA,Single address
3674,3674,https://www.info-clipper.com/en/company/united-states/marlin-business-services-corp.usd2ae5h5.html,MARLIN BUSINESS SERVICES CORP.,,300 FELLOWSHIP RD,              080541201,MOUNT LAUREL,New Jersey(NJ),UNITED STATES,Headquarter
3675,3675,https://www.info-clipper.com/en/company/united-kingdom/odfjell-technology-ltd.gbd70seaq.html,ODFJELL TECHNOLOGY (UK) LTD.,,"Bergen House Crawpeel Road, Altens Industrial Estate",              AB12 3LG,ABERDEEN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3676,3676,https://www.info-clipper.com/en/company/italy/johnson-controls-italia-srl.itd72wh92.html,JOHNSON CONTROLS ITALIA SRL,,VIA MILANESE 124,              20092,CINISELLO BALSAMO,ITALY,ITALY,Headquarter
3677,3677,https://www.info-clipper.com/en/company/estonia/threod-systems-ou.eed8d5h7k.html,THREOD SYSTEMS OU,,"Kaare tee 3, Lubja kula",              74010,Viimsi vald,ESTONIA,ESTONIA,Headquarter
3678,3678,https://www.info-clipper.com/en/company/united-states/greenbrier-companies-inc-the.usdevxge.html,"GREENBRIER COMPANIES, INC., THE",,1 CENTERPOINTE DR STE 200,              970358612,LAKE OSWEGO,Oregon(OR),UNITED STATES,Headquarter
3679,3679,https://www.info-clipper.com/en/company/united-kingdom/elsevier-limited.gbd4wk939.html,ELSEVIER LIMITED,,Langford Lane The Boulevard,              OX5 1GB,KIDLINGTON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3680,3680,https://www.info-clipper.com/en/company/italy/johnson-matthey-italia-srl.itde6bjrb.html,JOHNSON MATTHEY ITALIA SRL,,CORSO TRAPANI 16,              10139,TORINO,ITALY,ITALY,Headquarter
3681,3681,https://www.info-clipper.com/en/company/estonia/symantec-estonia-ou.eed61whv8.html,SYMANTEC ESTONIA OU,,Aiandi tn 13,              12918,Tallinn,ESTONIA,ESTONIA,Single address
3682,3682,https://www.info-clipper.com/en/company/united-states/payoneer-inc.usdd8bxt0.html,PAYONEER INC.,,150 W 30TH ST STE 500,              100014118,NEW YORK,New York(NY),UNITED STATES,Headquarter
3683,3683,https://www.info-clipper.com/en/company/united-kingdom/relx-plc.gbd3h69ro.html,RELX PLC,,Grand Buildings 1-3 Strand,              WC2N 5JR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3684,3684,https://www.info-clipper.com/en/company/italy/namirial-spa.itd7ab97q.html,NAMIRIAL SPA,,VIA CADUTI SUL LAVORO 4,              60019,SENIGALLIA,ITALY,ITALY,Headquarter
3685,3685,https://www.info-clipper.com/en/company/estonia/creditinfo-eesti-as.eedan66or.html,CREDITINFO EESTI AS,,Narva mnt 5,              10117,Tallinn,ESTONIA,ESTONIA,Single address
3686,3686,https://www.info-clipper.com/en/company/united-states/aptiv-services-us-llc.usddrf9ad.html,"APTIV SERVICES US, LLC",,5725 INNOVATION DR,              480982852,TROY,Michigan(MI),UNITED STATES,Headquarter
3687,3687,https://www.info-clipper.com/en/company/united-kingdom/relx-limited.gbd3tlx2m.html,RELX (UK) LIMITED,,Tolley House 2 Addiscombe Road,              CR0 5TT,CROYDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3688,3688,https://www.info-clipper.com/en/company/italy/marcegaglia-plates-spa.itd77i6sv.html,MARCEGAGLIA PLATES SPA,,VIA BRESCIANI 16,              46040,GAZOLDO DEGLI IPPOLITI,ITALY,ITALY,Headquarter
3689,3689,https://www.info-clipper.com/en/company/estonia/krm-advisor-ou.eed9cp4kg.html,KRM ADVISOR OU,,Roosikrantsi tn 2-KRM,              10119,Tallinn,ESTONIA,ESTONIA,Headquarter
3690,3690,https://www.info-clipper.com/en/company/united-states/azuga-inc.usdlqb1j.html,"AZUGA, INC.",,42840 CHRISTY ST STE 205,              945383154,FREMONT,California(CA),UNITED STATES,Headquarter
3691,3691,https://www.info-clipper.com/en/company/united-kingdom/relx-limited.gbdcvt7pt.html,RELX (HOLDINGS) LIMITED,,Grand Buildings 1-3 Strand,              WC2N 5JR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3692,3692,https://www.info-clipper.com/en/company/italy/palletways-italia-spa.itdaf1mdc.html,PALLETWAYS ITALIA SPA,,VIA PRADAZZO 7,              40012,CALDERARA DI RENO,ITALY,ITALY,Headquarter
3693,3693,https://www.info-clipper.com/en/company/estonia/fiesta-real-estate-as.eedah1176.html,FIESTA REAL ESTATE AS,,Tartu mnt 13,              10145,Tallinn,ESTONIA,ESTONIA,Single address
3694,3694,https://www.info-clipper.com/en/company/united-states/1-800-flowerscom-inc.usdddnn4j.html,"1-800-FLOWERS.COM, INC.",1-800-FLOWERS.COM,2 JERICHO PLZ STE 200,              117531681,JERICHO,New York(NY),UNITED STATES,Headquarter
3695,3695,https://www.info-clipper.com/en/company/united-kingdom/womad-limited.gbd5pxxz1.html,WOMAD LIMITED,,"Mill La, Box",              SN13 8PN,CORSHAM,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3696,3696,https://www.info-clipper.com/en/company/italy/coim-spa-chimica-organica-industriale-milanese.itd737e4a.html,C.O.I.M. SPA - CHIMICA ORGANICA INDUSTRIALE MILANESE,C.O.I.M. SPA,VIA DELLE AZALEE 19,              20090,BUCCINASCO,ITALY,ITALY,Headquarter
3697,3697,https://www.info-clipper.com/en/company/estonia/lpd-ou.eed9cofp9.html,LPD OU,,Punane tn 73,              13619,Tallinn,ESTONIA,ESTONIA,Single address
3698,3698,https://www.info-clipper.com/en/company/united-states/kinetik-holdings-inc.usd1bz7t0.html,KINETIK HOLDINGS INC.,,2700 POST OAK BLVD STE 300,              770565748,HOUSTON,Texas(TX),UNITED STATES,Headquarter
3699,3699,https://www.info-clipper.com/en/company/united-kingdom/vibrant-brands-limited.gbd3mgh0j.html,VIBRANT BRANDS LIMITED,,East End House Kenrick Way,              B71 4EA,WEST BROMWICH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3700,3700,https://www.info-clipper.com/en/company/italy/mecomer-srl.itd7bwfnf.html,MECOMER SRL,,VIA DEL TECCHIONE 46,              20098,SAN GIULIANO MILANESE,ITALY,ITALY,Headquarter
3701,3701,https://www.info-clipper.com/en/company/estonia/hestia-hotel-group-ou.eed8d6gw1.html,HESTIA HOTEL GROUP OU,,Paadi tn 5,              10151,Tallinn,ESTONIA,ESTONIA,Headquarter
3702,3702,https://www.info-clipper.com/en/company/united-states/federated-investment-management-company.usddng08p.html,FEDERATED INVESTMENT MANAGEMENT COMPANY,,1001 LIBERTY AVE,              152223714,PITTSBURGH,Pennsylvania(PA),UNITED STATES,Headquarter
3703,3703,https://www.info-clipper.com/en/company/united-kingdom/saga-shipholding-limited.gbd3lhnyu.html,Saga Shipholding (IOM) Limited,,"2nd Floor 60circular Rd, Douglas",              IM1 1SA,ISLE OF MAN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3704,3704,https://www.info-clipper.com/en/company/italy/saviola-holding-srl.itd74j5uv.html,SAVIOLA HOLDING SRL,,VIALE LOMBARDIA 29,              46019,VIADANA,ITALY,ITALY,Headquarter
3705,3705,https://www.info-clipper.com/en/company/estonia/karatchange-ou.eed8vct66.html,KARATCHANGE OU,,Roosikrantsi tn 2-647K,              10119,Tallinn,ESTONIA,ESTONIA,Single address
3706,3706,https://www.info-clipper.com/en/company/united-states/federated-hermes-inc.usdsp1yk.html,"FEDERATED HERMES, INC.",,1001 LIBERTY AVE,              152223714,PITTSBURGH,Pennsylvania(PA),UNITED STATES,Headquarter
3707,3707,https://www.info-clipper.com/en/company/united-kingdom/wood-group-engineering-operations-support-limited.gbd8450uz.html,WOOD GROUP ENGINEERING & OPERATIONS SUPPORT LIMITED,,Sir Ian Wood House Hareness Road,              AB12 3LE,ABERDEEN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3708,3708,https://www.info-clipper.com/en/company/italy/rimax-technology-srl.itd74iohf.html,RIMAX TECHNOLOGY SRL,,VIA FRATELLI DI DIO 1,              21052,BUSTO ARSIZIO,ITALY,ITALY,Headquarter
3709,3709,https://www.info-clipper.com/en/company/estonia/greiner-packaging-as.eed8986z1.html,GREINER PACKAGING AS,GREINER PACKAGING ESTONIA AKTSIASELTS,"Tammi tee 42, Rannamoisa kula",              76901,Harku vald,ESTONIA,ESTONIA,Single address
3710,3710,https://www.info-clipper.com/en/company/united-states/federated-investment-counseling.usdd36szm.html,FEDERATED INVESTMENT COUNSELING,,FEDERATED INVESTORS TOWER,              15222,PITTSBURGH,Pennsylvania(PA),UNITED STATES,Single address
3711,3711,https://www.info-clipper.com/en/company/united-kingdom/jcb-service.gbd3ly24h.html,J.C.B. SERVICE,JCB,LAKESIDE WORKS ROCESTER,              ST14 5JP,UTTOXETER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3712,3712,https://www.info-clipper.com/en/company/italy/studio-boost-srl.itd778hpt.html,STUDIO BOOST SRL,,VIA NAZIONALE 110/6,              40065,PIANORO,ITALY,ITALY,Single address
3713,3713,https://www.info-clipper.com/en/company/estonia/krm-agent-ou.eed8d5x2d.html,KRM AGENT OU,,Roosikrantsi tn 2-KRM2,              10119,Tallinn,ESTONIA,ESTONIA,Single address
3714,3714,https://www.info-clipper.com/en/company/united-states/stein-roe-investment-counsel-inc.usd4s4lq.html,"STEIN ROE INVESTMENT COUNSEL, INC.",,181 W MADISON ST STE 3600,              606024641,CHICAGO,Illinois(IL),UNITED STATES,Headquarter
3715,3715,https://www.info-clipper.com/en/company/united-kingdom/jcb-finance-ltd.gbd3rjj30.html,JCB FINANCE LTD,,"The Mill High Street, Rocester",              ST14 5JW,UTTOXETER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3716,3716,https://www.info-clipper.com/en/company/italy/elifriulia-spa.itd74xiwn.html,ELIFRIULIA SPA,,PIAZZETTA LUIGI COLOATTO 1,              34077,RONCHI DEI LEGIONARI,ITALY,ITALY,Headquarter
3717,3717,https://www.info-clipper.com/en/company/estonia/alexela-energia-as.eed61wie9.html,ALEXELA ENERGIA AS,,Roseni tn 11,              10111,Tallinn,ESTONIA,ESTONIA,Headquarter
3718,3718,https://www.info-clipper.com/en/company/united-states/dynetics-inc.usd18xc47.html,"DYNETICS, INC.",,1002 EXPLORER BLVD,              358062806,HUNTSVILLE,Alabama(AL),UNITED STATES,Headquarter
3719,3719,https://www.info-clipper.com/en/company/united-kingdom/shell-uk-limited.gbd3h8qcy.html,SHELL U.K. LIMITED,,SHELL CENTRE,              SE1 7NA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3720,3720,https://www.info-clipper.com/en/company/italy/a-menarini-diagnostics-srl.itde670sz.html,A. MENARINI DIAGNOSTICS SRL,,VIA LUNGO L'EMA 7,              50012,BAGNO A RIPOLI (PONTE A EMA ),ITALY,ITALY,Headquarter
3721,3721,https://www.info-clipper.com/en/company/estonia/trigon-capital-as.eed8z26q6.html,TRIGON CAPITAL AS,,Parnu mnt 18,              10141,Tallinn,ESTONIA,ESTONIA,Headquarter
3722,3722,https://www.info-clipper.com/en/company/united-states/atlas-air-inc.usdd6yzv9.html,"ATLAS AIR, INC.",,2000 WESTCHESTER AVE,              105772543,PURCHASE,New York(NY),UNITED STATES,Headquarter
3723,3723,https://www.info-clipper.com/en/company/united-kingdom/lightsource-simba-limited.gbd3nlp66.html,LIGHTSOURCE SIMBA LIMITED,,7th Floor 33 Holborn,              EC1N 2HU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3724,3724,https://www.info-clipper.com/en/company/italy/sidel-spa.itd7a08v2.html,SIDEL SPA,,VIA LA SPEZIA 241/A,              43126,PARMA,ITALY,ITALY,Headquarter
3725,3725,https://www.info-clipper.com/en/company/estonia/matchit-ou.eed8d5gf3.html,MATCHIT OU,,Roseni tn 13,              10111,Tallinn,ESTONIA,ESTONIA,Single address
3726,3726,https://www.info-clipper.com/en/company/united-states/block-inc.usdfxqp5y.html,"BLOCK, INC.",,1455 MARKET ST STE 600,              941031332,SAN FRANCISCO,California(CA),UNITED STATES,Headquarter
3727,3727,https://www.info-clipper.com/en/company/united-kingdom/legalzoom-international-holdings-ltd.gbd3orpgu.html,LEGALZOOM INTERNATIONAL HOLDINGS LTD,,20 St. Thomas Street,              SE1 9BF,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3728,3728,https://www.info-clipper.com/en/company/italy/evp-ii-cavallino-srl.itd7behsd.html,EVP II CAVALLINO SRL,,VIA FABIO FILZI 25/A,              20124,MILANO,ITALY,ITALY,Single address
3729,3729,https://www.info-clipper.com/en/company/estonia/sl34-ou.eed8vcple.html,SL34 OU,,Kakumae tee 37,              13516,Tallinn,ESTONIA,ESTONIA,Single address
3730,3730,https://www.info-clipper.com/en/company/united-states/netcracker-technology-corporation.usde1ij59.html,NETCRACKER TECHNOLOGY CORPORATION,,95 SAWYER RD UNIVERSITY OFFICE PARK III,              024533464,WALTHAM,Massachusetts(MA),UNITED STATES,Headquarter
3731,3731,https://www.info-clipper.com/en/company/united-kingdom/liverpool-football-club-limited.gbd8vcd39.html,LIVERPOOL FOOTBALL CLUB LIMITED,,Anfield Road,              L4 0TH,LIVERPOOL,UNITED KINGDOM,UNITED KINGDOM,Single address
3732,3732,https://www.info-clipper.com/en/company/italy/ferrero-spa.itd74bzys.html,FERRERO SPA,,PIAZZALE PIETRO FERRERO 1,              12051,ALBA,ITALY,ITALY,Headquarter
3733,3733,https://www.info-clipper.com/en/company/estonia/kawe-puit-ou.eed9cnhsz.html,KAWE PUIT OU,,Parnu mnt 15,              10141,Tallinn,ESTONIA,ESTONIA,Single address
3734,3734,https://www.info-clipper.com/en/company/united-states/ck-franchising-inc.usd1z1j1k.html,"CK FRANCHISING, INC.",,1 PARK PLZ STE 300,              926142510,IRVINE,California(CA),UNITED STATES,Headquarter
3735,3735,https://www.info-clipper.com/en/company/united-kingdom/rubix-uk-limited.gbd3iuaer.html,RUBIX U.K. LIMITED,RUBIX,DAKOTA HOUSE CONCORD BUSINESS PARK,              M22 0RR,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3736,3736,https://www.info-clipper.com/en/company/italy/ca-indosuez-wealth.itd7chpo7.html,CA INDOSUEZ WEALTH (ITALY) SPA IN FORMA ABBREVIATO CA INDOSUEZ WEALTH (ITALY),,PIAZZA CONTE CAMILLO BENSO DI CAVOUR 2,              20121,MILANO,ITALY,ITALY,Single address
3737,3737,https://www.info-clipper.com/en/company/estonia/ericsson-eesti-as.eedao2k89.html,ERICSSON EESTI AS,,Valukoja tn 8,              11415,Tallinn,ESTONIA,ESTONIA,Single address
3738,3738,https://www.info-clipper.com/en/company/united-states/ps-holdco-llc.usd1cfxm8.html,"PS HOLDCO, LLC",,1810 AVE C,              352181552,BIRMINGHAM,Alabama(AL),UNITED STATES,Headquarter
3739,3739,https://www.info-clipper.com/en/company/united-kingdom/rubix-international-limited.gbd3yetyh.html,RUBIX INTERNATIONAL LIMITED,,Accurist House 44 Baker Street,              W1U 7AL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3740,3740,https://www.info-clipper.com/en/company/italy/ca-indosuez-fiduciaria-spa.itd748is5.html,CA INDOSUEZ FIDUCIARIA SPA,,PIAZZA CONTE CAMILLO BENSO DI CAVOUR 2,              20121,MILANO,ITALY,ITALY,Headquarter
3741,3741,https://www.info-clipper.com/en/company/estonia/enefit-energiatootmine-as.eedao7sd2.html,ENEFIT ENERGIATOOTMINE AS,,"Keskterritooriumi, Auvere kula",              40107,Narva-Joesuu,ESTONIA,ESTONIA,Headquarter
3742,3742,https://www.info-clipper.com/en/company/united-states/block-usa.usdej27w4.html,BLOCK USA,,715 TWITCHELL RD,              363032847,DOTHAN,Alabama(AL),UNITED STATES,Headquarter
3743,3743,https://www.info-clipper.com/en/company/united-kingdom/rubix-group-international-limited.gbd3l8eu8.html,RUBIX GROUP INTERNATIONAL LIMITED,,Accurist House 44 Baker Street,              W1U 7AL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3744,3744,https://www.info-clipper.com/en/company/italy/ca-indosuez-wealth-europe.itd774ubz.html,CA INDOSUEZ WEALTH EUROPE,,PIAZZA CAVOUR 2,              20121,MILANO,ITALY,ITALY,Single address
3745,3745,https://www.info-clipper.com/en/company/estonia/swetrak-as.eedaphitc.html,SWETRAK AS,,"Ehitusbetooni, Roodevalja kula",              44207,Rakvere vald,ESTONIA,ESTONIA,Headquarter
3746,3746,https://www.info-clipper.com/en/company/united-states/aurora-capital-partners-lp.usd97770r.html,"AURORA CAPITAL PARTNERS, L.P.",,11611 SAN VICENTE BLVD STE 800,              900496508,LOS ANGELES,California(CA),UNITED STATES,Headquarter
3747,3747,https://www.info-clipper.com/en/company/united-kingdom/virtus-ltd.gbd3hwaop.html,VIRTUS (DATA CENTRES) LTD,,4TH FLOOR 20 BALDERTON STREET,              W1K 6TL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
3748,3748,https://www.info-clipper.com/en/company/italy/hra-pharma-italia-srl.itd74vn8e.html,HRA PHARMA ITALIA SRL,,VIA GIORGIONE 59/63,              00147,ROMA,ITALY,ITALY,Single address
3749,3749,https://www.info-clipper.com/en/company/estonia/etra-balti-as.eed61z3ax.html,ETRA BALTI AS,,Peterburi tee 101a,              11415,Tallinn,ESTONIA,ESTONIA,Single address
3750,3750,https://www.info-clipper.com/en/company/united-states/kallidus-inc.usd2ym4q4.html,"KALLIDUS, INC.",,"555 MISSION ST., SUITE 1950",              941050924,SAN FRANCISCO,California(CA),UNITED STATES,Single address
3751,3751,https://www.info-clipper.com/en/company/united-kingdom/lombard-odier-asset-management-limited.gbd3ksedz.html,LOMBARD ODIER ASSET MANAGEMENT (EUROPE) LIMITED,LOMBARD ODIER INVESTMENT MANAGERS,Queensberry House 3 Old Burlington Street,              W1S 3AB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
3752,3752,https://www.info-clipper.com/en/company/italy/advanz-pharma-italia-srl.itd741qfa.html,ADVANZ PHARMA ITALIA SRL,,VIA CALDERA 21,              20153,MILANO,ITALY,ITALY,Headquarter
3753,3753,https://www.info-clipper.com/en/company/estonia/levira-as.eed61wh61.html,LEVIRA AS,,Kloostrimetsa tee 58a,              15026,Tallinn,ESTONIA,ESTONIA,Headquarter
3754,3754,https://www.info-clipper.com/en/company/united-states/william-morris-endeavor-entertainment-llc.usd17ms5f.html,"WILLIAM MORRIS ENDEAVOR ENTERTAINMENT, LLC",WME,9601 WILSHIRE BLVD,              902105213,BEVERLY HILLS,California(CA),UNITED STATES,Headquarter
3755,3755,https://www.info-clipper.com/en/company/united-kingdom/quilter-international-holdings-limited.gbd3td344.html,QUILTER INTERNATIONAL HOLDINGS LIMITED,,King Edward Bay House King Edward Road Onchan,              IM99 1NU,ISLE OF MAN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3756,3756,https://www.info-clipper.com/en/company/italy/advanz-pharma-specialty-medicine-italia-srl.itd5lkuk9.html,ADVANZ PHARMA SPECIALTY MEDICINE ITALIA SRL,,VIA GIOSUE' CARDUCCI 24,              20123,MILANO,ITALY,ITALY,Single address
3757,3757,https://www.info-clipper.com/en/company/estonia/pharaon-holding-ou.eed9cptjg.html,PHARAON HOLDING OU,,Kai tn 1,              10111,Tallinn,ESTONIA,ESTONIA,Single address
3758,3758,https://www.info-clipper.com/en/company/united-states/wme-img-llc.usddqs0xz.html,"WME IMG, LLC",,9601 WILSHIRE BLVD,              902105213,BEVERLY HILLS,California(CA),UNITED STATES,Headquarter
3759,3759,https://www.info-clipper.com/en/company/united-kingdom/ineos-limited.gbd3ok7uv.html,INEOS LIMITED,,"FIRST NAMES HOUSE VICTORIA ROAD, DOUGLAS",              IM2 4DF,ISLE OF MAN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3760,3760,https://www.info-clipper.com/en/company/italy/sit-spa.itd72xswm.html,SIT SPA,,VIALE ALESSANDRO VOLTA 2,              20047,CUSAGO,ITALY,ITALY,Headquarter
3761,3761,https://www.info-clipper.com/en/company/estonia/maristech-ou.eed604df1.html,MARISTECH OU,,Kai tn 1,              10111,Tallinn,ESTONIA,ESTONIA,Single address
3762,3762,https://www.info-clipper.com/en/company/united-states/lucasfilm-ltd-llc.usdzt0a2.html,LUCASFILM LTD. LLC,,1110 GORGAS AVE BLDG C HR,              941291406,SAN FRANCISCO,California(CA),UNITED STATES,Headquarter
3763,3763,https://www.info-clipper.com/en/company/united-kingdom/gf-financial-markets-limited.gbd3hyp0u.html,GF FINANCIAL MARKETS (UK) LIMITED,,Milbank House 1 Finsbury Square,              EC2A 1AE,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
3764,3764,https://www.info-clipper.com/en/company/italy/aeffe-spa.itd79ptgw.html,AEFFE SPA,MOSCHINO,VIA DELLE QUERCE 51,              47842,SAN GIOVANNI IN MARIGNANO,ITALY,ITALY,Headquarter
3765,3765,https://www.info-clipper.com/en/company/estonia/dsv-transport-as.eed62bxt8.html,DSV TRANSPORT AS,,"Parnu mnt 535, Jalgimae kula",              76401,Saku vald,ESTONIA,ESTONIA,Headquarter
3766,3766,https://www.info-clipper.com/en/company/united-states/lucasfilm-entertainment-company-ltd-llc.usda5ye1g.html,LUCASFILM ENTERTAINMENT COMPANY LTD. LLC,,1110 GORGAS AVE,              941291406,SAN FRANCISCO,California(CA),UNITED STATES,Headquarter
3767,3767,https://www.info-clipper.com/en/company/united-kingdom/sumitomo-mitsui-trust-bank-limited.gbd3hyai4.html,"SUMITOMO MITSUI TRUST BANK, LIMITED",,155 Bishopsgate,              EC2M 3XU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
3768,3768,https://www.info-clipper.com/en/company/italy/moschino-spa.itd7a36kx.html,MOSCHINO SPA,,VIA DELLE QUERCE 51,              47842,SAN GIOVANNI IN MARIGNANO,ITALY,ITALY,Headquarter
3769,3769,https://www.info-clipper.com/en/company/united-states/duvaltex-inc.usdngdh.html,"DUVALTEX (US), INC.",,9 OAK ST,              044436367,GUILFORD,Maine(ME),UNITED STATES,Headquarter
3770,3770,https://www.info-clipper.com/en/company/united-kingdom/mitsui-co-europe-plc.gbd6kwrlt.html,MITSUI & CO. EUROPE PLC,,9Th Floor 1 St. Martin's Le Grand,              EC1A 4AS,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3771,3771,https://www.info-clipper.com/en/company/italy/in-out-spa.itd9bhsvs.html,IN & OUT SPA,,VIALE DONATO BRAMANTE 29,              00054,FIUMICINO,ITALY,ITALY,Headquarter
3772,3772,https://www.info-clipper.com/en/company/united-states/sony-corporation-of-america.usd9yhx3e.html,SONY CORPORATION OF AMERICA,SONY MUSIC ENTERTAINMENT,25 MADISON AVE FL 27,              100108601,NEW YORK,New York(NY),UNITED STATES,Headquarter
3773,3773,https://www.info-clipper.com/en/company/united-kingdom/smbc-bank-international-plc.gbdc52gzu.html,SMBC BANK INTERNATIONAL PLC,,100 LIVERPOOL STREET,              EC2M 2AT,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
3774,3774,https://www.info-clipper.com/en/company/italy/out-in-spa.itd7780q7.html,OUT IN SPA,,VIA GALVANI 1,              35011,CAMPODARSEGO,ITALY,ITALY,Headquarter
3775,3775,https://www.info-clipper.com/en/company/united-states/dynegy-north-america-inc.usdwezp8.html,"DYNEGY NORTH AMERICA, INC.",,1990 POST OAK BLVD STE 1900,              770563831,HOUSTON,Texas(TX),UNITED STATES,Single address
