,index,address_name,city,country,name,location_type,postalcode,state,trade_name
4014,4014,via monte napoleone 8,milano,italy,cova montenapoleone srl,headquarter,              20121,italy,
4015,4015,200 e randolph st,chicago,united states,"aon consulting, inc.",headquarter,              606016440,illinois(il),ALEXANDER & ALEXANDER BENEFITS SERVICES
4016,4016,building e.  stafford park 1 stafford park,telford,united kingdom,luceco lighting limited,single address,              tf3 3bd,united kingdom,
4017,4017,via pietro cossa 2,milano,italy,pasticceria confetteria cova srl,headquarter,              20122,italy,
4018,4018,4 westbrook corporate ctr ste 500,westchester,united states,"assuredpartners of illinois, llc",headquarter,              601545753,illinois(il),CENTRAL ILLINOIS BENEFIT CONSULTANTS
4019,4019,bucknalls lane,watford,united kingdom,bre global limited,headquarter,              wd25 9nh,united kingdom,
4020,4020,via vincenzo forcella 3,milano,italy,saldi privati srl,headquarter,              20144,italy,
4021,4021,800 capitol st ste 3000,houston,united states,"waste management national services, inc.",headquarter,              770022945,texas(tx),
4022,4022,avonbridge house bath road,chippenham,united kingdom,alliance pharma plc,headquarter,              sn15 2bb,united kingdom,
4023,4023,piazza luigi einaudi 4,milano,italy,gianni versace srl,headquarter,              20124,italy,
4024,4024,800 capitol st ste 3000,houston,united states,"waste management, inc.",headquarter,              770022945,texas(tx),
4025,4025,one carter lane,london,united kingdom,corporate travel management (united kingdom) limited,headquarter,              ec4v 5er,united kingdom,
4026,4026,via san bovio 1/3,segrate (segreen business park pal. y ),italy,microbial control italy srl,single address,              20054,italy,
4027,4027,3601 eisenhower ave ste 220,alexandria,united states,vt services inc.,headquarter,              223046457,virginia(va),VTG
4028,4028,wellington house 39a piccadilly,manchester,united kingdom,keyline travel management limited,headquarter,              m1 1lq,united kingdom,
4029,4029,piazza walther von der vogelweide 8,bolzano,italy,italia t1 roncolo srl,headquarter,              39100,italy,
4030,4030,15 wayside rd ste 400,burlington,united states,progress software corporation,headquarter,              018034521,massachusetts(ma),PROGRESS
4031,4031,senator house 85 queen victoria street,london,united kingdom,corporate travel management (europe) limited,headquarter,              ec4v 4ab,united kingdom,
4032,4032,via isacco newton 12,pero,italy,autodis italia srl,headquarter,              20016,italy,
4033,4033,1600 amphitheatre pkwy,mountain view,united states,loon llc,headquarter,              940431351,california(ca),
4034,4034,3 piccadilly place,manchester,united kingdom,egencia uk ltd,headquarter,              m1 3bn,united kingdom,
4035,4035,piazzale luigi cadorna 3,milano,italy,luxottica group spa,headquarter,              20123,italy,BULGARI
4036,4036,51 e 42nd st fl 53,new york,united states,"sentinel capital partners, l.l.c.",headquarter,              100175404,new york(ny),
4037,4037,c/o rwk goodman llp 69 carter lane,london,united kingdom,de agostini uk limited,headquarter,              ec4v 5eq,united kingdom,
4038,4038,via monte napoleone 27,milano,italy,bulgari spa,headquarter,              20121,italy,
4039,4039,701 veterans dr,scottsboro,united states,southern newspapers of alabama inc,single address,              357682132,alabama(al),"DAILY SENTINEL, THE"
4040,4040,the pavilions bridgewater road,bristol,united kingdom,computershare investor services plc,headquarter,              bs99 6zz,united kingdom,COMPUTERSHARE
4041,4041,lungotevere marzio 11,roma,italy,bulgari roma srl,single address,              00186,italy,
4042,4042,55 s washington st,donora,united states,"retal pa, llc",single address,              150331393,pennsylvania(pa),
4043,4043,the pavilions bridgwater road,bristol,united kingdom,computershare limited,headquarter,              bs13 8ae,united kingdom,
4044,4044,via marcello 73,campodarsego,italy,maschio gaspardo spa,headquarter,              35011,italy,MASCHIO
4045,4045,4530 richmond rd,cleveland,united states,"embrace pet insurance agency, llc",single address,              441285757,ohio(oh),EMBRACE PET INSURANCE
4046,4046,the pavilions bridgwater road,bristol,united kingdom,computershare voucher services limited,single address,              bs13 8ae,united kingdom,
4047,4047,via antonio gramsci 89/91,foggia,italy,universita' degli studi di foggia,headquarter,              71122,italy,
4048,4048,4745 121st st,des moines,united states,compressor controls llc,headquarter,              503232316,iowa(ia),CCC
4049,4049,the pavilions bridgwater road,bristol,united kingdom,computershare mortgage services limited,single address,              bs13 8ae,united kingdom,Computershare
4050,4050,via luigi natale vernazzi 26/a,parma,italy,data flow srl,headquarter,              43122,italy,
4051,4051,11215 n community house rd,charlotte,united states,"xpo nat solutions, llc",single address,              282774960,north carolina(nc),
4052,4052,"queensway house hilgrove street, st helier",jersey,united kingdom,computershare trustees (c.i.) limited,single address,              je1 1es,united kingdom,COMPUTERSHARE
4053,4053,via alessandro volta 39,cardano al campo,italy,madic italia spa,single address,              21010,italy,
4054,4054,2550 wasser ter ste 9100,herndon,united states,airbus ds geo inc.,single address,              201716381,virginia(va),
4055,4055,gateway house,skipton,united kingdom,homeloan management limited,headquarter,              bd23 2hl,united kingdom,Computershare
4056,4056,viale piero e alberto pirelli 25,milano,italy,pirelli & c. spa,headquarter,              20126,italy,
4057,4057,2550 wasser ter ste 9000,herndon,united states,"airbus americas, inc.",headquarter,              201716128,virginia(va),
4058,4058,1-5 poland street,london,united kingdom,tag worldwide group limited,headquarter,              w1f 8pr,united kingdom,
4059,4059,via pinerolo 44,airasca,italy,skf industrie spa,headquarter,              10060,italy,
4060,4060,21780 filigree ct,ashburn,united states,"airbus group supply & services, inc.",single address,              201476216,virginia(va),
4061,4061,the linen house 253 kilburn lane,london,united kingdom,the appointment group limited,headquarter,              w10 4bq,united kingdom,TAG GROUP
4062,4062,strada per poirino 41,villanova d'asti,italy,skf seals italy spa,headquarter,              14019,italy,
4063,4063,2550 wasser ter ste 9100,herndon,united states,"airbus americas customer services, inc.",headquarter,              201716381,virginia(va),
4064,4064,jubilee house dewsbury road,stoke-on-trent,united kingdom,nassau industrial doors limited,single address,              st4 2te,united kingdom,
4065,4065,viale giuseppe duodo 5,udine,italy,u.c.i.t. srl,single address,              33100,italy,
4066,4066,2550 wasser ter ste 9000,herndon,united states,"airbus group, inc.",single address,              201716128,virginia(va),
4067,4067,spring road,smethwick,united kingdom,orapi applied limited,headquarter,              b66 1pt,united kingdom,
4068,4068,via sebastiano caboto 15,corsico,italy,wood italiana srl,headquarter,              20094,italy,
4069,4069,10550 talbert ave,fountain valley,united states,hyundai motor america,headquarter,              927086032,california(ca),
4070,4070,one st pauls churchyard,london,united kingdom,genesis oil & gas consultants limited,headquarter,              ec4m 8ap,united kingdom,
4071,4071,piazzale giorgio ambrosoli snc,landriano,italy,geodis holding italia spa,headquarter,              27015,italy,
4072,4072,111 peters canyon rd,irvine,united states,"kia america, inc.",headquarter,              926061790,california(ca),
4073,4073,one st. paul's churchyard,london,united kingdom,genesis energies consultants ltd,single address,              ec4m 8ap,united kingdom,
4074,4074,strada commenda 4/b,caselle torinese,italy,kayser filtertech italy srl,single address,              10072,italy,
4075,4075,6400 katella ave,cypress,united states,"mitsubishi motors credit of america, inc.",headquarter,              906305208,california(ca),
4076,4076,2100 century way thorpe park,leeds,united kingdom,bmb group limited,headquarter,              ls15 8zb,united kingdom,THE BAIRD GROUP
4077,4077,via felice casati 1 a,milano,italy,above comparison srl,single address,              20124,italy,
4078,4078,175 berkeley st,boston,united states,liberty international holdings inc,headquarter,              021165066,massachusetts(ma),
4079,4079,"greystone press greystone road, newpark industrial estate",antrim,united kingdom,bailie group limited,headquarter,              bt41 2rs,united kingdom,Bairds
4080,4080,via aurelio saffi 21,milano,italy,magnaki srl,single address,              20123,italy,
4081,4081,200 ballardvale st fl 4 bldg 1,wilmington,united states,"sovos compliance, llc",headquarter,              018871074,massachusetts(ma),
4082,4082,2100 century way thorpe park,leeds,united kingdom,baird group limited,headquarter,              ls15 8zb,united kingdom,
4083,4083,via aurelio saffi 21,milano,italy,magnaki holding srl,headquarter,              20123,italy,
4084,4084,8025 production dr,florence,united states,mazak corporation,headquarter,              410423092,kentucky(ky),
4085,4085,2100 century way thorpe park,leeds,united kingdom,baird group (holdings) limited,headquarter,              ls15 8zb,united kingdom,
4086,4086,via nizza 294,torino,italy,gl events italia expo srl,single address,              10126,italy,
4087,4087,702 marshall st ste 280,redwood city,united states,"epic! creations, inc.",single address,              940631823,california(ca),
4088,4088,maple court central park reeds crescent,watford,united kingdom,hilton worldwide manage limited,headquarter,              wd24 4qq,united kingdom,
4089,4089,via nizza 294,torino,italy,gl events italia spa,single address,              10126,italy,
4090,4090,1808 eye st nw ste 600,washington,united states,"stagwell group llc, the",headquarter,              200065429,district of columbia(dc),
4091,4091,second avenue poynton,stockport,united kingdom,jpf api laminates uk limited,single address,              sk12 1nd,united kingdom,
4092,4092,via del lavoro 18,avio,italy,falconeri srl,headquarter,              38063,italy,
4093,4093,200 park ave,new york,united states,"metlife assignment company, inc. (de)",single address,              101660005,new york(ny),
4094,4094,53 park lane,london,united kingdom,the dorchester limited,single address,              w1k 1qa,united kingdom,
4095,4095,via antonio cavalieri ducati 3,bologna,italy,ducati motor holding spa,headquarter,              40132,italy,
4096,4096,650 w peachtree st nw,atlanta,united states,norfolk southern corporation,headquarter,              303081925,georgia(ga),
4097,4097,57 berkeley square,london,united kingdom,dorchester group limited,headquarter,              w1j 6er,united kingdom,
4098,4098,via francesco caracciolo 14,napoli,italy,alberghi gold srl,headquarter,              80122,italy,
4099,4099,3800 richardson rd,hope hull,united states,miltope corporation,headquarter,              360434017,alabama(al),VT MILTOPE
4100,4100,45 park lane,london,united kingdom,dorchester services limited,headquarter,              w1k 1pn,united kingdom,The Dorchester
4101,4101,viale francesco cassani 14,treviglio,italy,sdf spa,headquarter,              24047,italy,
4102,4102,6915 high tech dr ste a,midvale,united states,"onyx graphics, inc.",single address,              840473712,utah(ut),
4103,4103,2 king edward street,london,united kingdom,"bank of america, national association",headquarter,              ec1a 1hq,united kingdom,BANK OF AMERICA MERRILL LYNCH
4104,4104,viale francesco cassani 15,treviglio,italy,same deutz fahr italia spa,headquarter,              24047,italy,
4105,4105,55 e 52nd st fl 17,new york,united states,"kroll, llc",headquarter,              100550029,new york(ny),DUFF & PHELPS
4106,4106,12 throgmorton avenue,london,united kingdom,blackrock group limited,headquarter,              ec2n 2dl,united kingdom,
4107,4107,via umberto barbaro 24,roma,italy,cd 24121 srl,headquarter,              00139,italy,
4108,4108,5055 n greeley ave,portland,united states,"adidas promotional retail operations, inc.",single address,              972173524,oregon(or),ADIDAS
4109,4109,20 giltspur street,london,united kingdom,merrill lynch europe limited,headquarter,              ec1a 9dd,united kingdom,
4110,4110,via casamassima zona industriale 3,capurso,italy,c&d spa,single address,              70010,italy,GHIOTTELLI
4111,4111,5055 n greeley ave,portland,united states,"adidas international, inc.",headquarter,              972173524,oregon(or),
4112,4112,12 throgmorton avenue,london,united kingdom,blackrock investment management (uk) limited,headquarter,              ec2n 2dl,united kingdom,
4113,4113,piazza don enrico mapelli 1,sesto san giovanni,italy,metsa board italia srl,single address,              20099,italy,
4114,4114,311 s wacker dr ste 1000,chicago,united states,dash financial technologies llc,headquarter,              606066699,illinois(il),
4115,4115,2 king edward street,london,united kingdom,merrill lynch international,headquarter,              ec1a 1hq,united kingdom,
4116,4116,via vittor pisani 20,milano,italy,metso spa,single address,              20124,italy,
4117,4117,procession house 55 ludgate hill,london,united kingdom,limelife by alcone (uk) ltd,single address,              ec4m 7jw,united kingdom,
4118,4118,via aterno 136,san giovanni teatino (sambuceto ),italy,fameccanica.data spa,headquarter,              66020,italy,
4119,4119,2700 colorado ave ste 200,santa monica,united states,lions gate entertainment inc.,headquarter,              904045502,california(ca),LIONS GATE
4120,4120,1 king william street,london,united kingdom,ntt europe ltd.,headquarter,              ec4n 7ar,united kingdom,
4121,4121,corso italia 13,milano,italy,give back beauty srl,headquarter,              20122,italy,
4122,4122,2700 colorado ave,santa monica,united states,lions gate films inc.,single address,              904043553,california(ca),
4123,4123,"building 2m siskin drive, middlemarch business park",coventry,united kingdom,ntt data business solutions limited,headquarter,              cv3 4fj,united kingdom,
4124,4124,via monte zebio 32,roma,italy,endemol shine italy spa,headquarter,              00195,italy,
4125,4125,16600 swingley ridge rd,chesterfield,united states,rga reinsurance company,headquarter,              630171706,missouri(mo),
4126,4126,1 king william street,london,united kingdom,ntt limited,headquarter,              ec4n 7ar,united kingdom,
4127,4127,via torino 61,milano,italy,novatrans italia srl,headquarter,              20123,italy,
4128,4128,250 parkway dr ste 270,lincolnshire,united states,"freedomroads, llc",headquarter,              600694346,illinois(il),CAMPING WORLD RV SALES
4129,4129,crown house 145 city road,london,united kingdom,budget group limited,headquarter,              ec1v 1jy,united kingdom,Nig Skandia
4130,4130,via giacomo peroni 400/402,roma,italy,mashfrog group srl,headquarter,              00131,italy,
4131,4131,250 parkway dr ste 270,lincolnshire,united states,"camping world holdings, inc.",headquarter,              600694346,illinois(il),CAMPING WORLD
4132,4132,gorsey lane,widnes,united kingdom,suttons tankers limited,headquarter,              wa8 0gg,united kingdom,
4133,4133,piazza sisto rosa badalocchio 5/a,parma,italy,sbg holding spa in forma abbreviato sbg holding spa,headquarter,              43126,italy,
4134,4134,"250 pkwy dr, ste 270",lincolnshire,united states,"cwgs enterprises, llc",single address,              600694346,illinois(il),CAMPING WORLD
4135,4135,1st floor 41 moorgate,london,united kingdom,anotech energy global solutions limited,single address,              ec2r 6pp,united kingdom,
4136,4136,viale della tecnica 2,conselve,italy,uniflair spa,headquarter,              35026,italy,
4137,4137,301 e 57th st,new york,united states,"finn partners, inc.",headquarter,              100225997,new york(ny),
4138,4138,1st floor 41 moorgate,london,united kingdom,anotech energy services limited,headquarter,              ec2r 6pp,united kingdom,
4139,4139,via umberto ii 5,carmagnola,italy,teksid aluminum srl,headquarter,              10022,italy,
4140,4140,80 sw 8th st ste 2350,miami,united states,"acams north america chapters, inc.",single address,              331303013,florida(fl),
4141,4141,pitheavlis,perth,united kingdom,aviva insurance limited,headquarter,              ph2 0nh,united kingdom,
4142,4142,via bernardi rondo' 15,beinasco,italy,getti speciali srl,single address,              10092,italy,
4143,4143,3800 citigroup center a1-03,tampa,united states,"citigroup technology, inc.",single address,              33610,florida(fl),
4144,4144,alphabeta 14-18 finsbury square,london,united kingdom,we are social ltd,single address,              ec2a 1br,united kingdom,
4145,4145,viale ticino 2,lonate pozzolo,italy,fives intralogistics spa,headquarter,              21015,italy,
4146,4146,530 herman o west dr,exton,united states,"west pharmaceutical services, inc.",headquarter,              193411147,pennsylvania(pa),
4147,4147,barbot hall industrial estate mangham road,rotherham,united kingdom,one51 es plastics (uk) limited,headquarter,              s61 4rj,united kingdom,IPL GLOBAL
4148,4148,via domenico marchesi 4,boretto (zona industriale rondello ),italy,fives oto spa,headquarter,              42022,italy,
4149,4149,4150 international plz ste 300,fort worth,united states,"elevate credit, inc.",headquarter,              761094819,texas(tx),ELEVATE
4150,4150,dufftown road craigellachie,aberlour,united kingdom,speyside cooperage limited,headquarter,              ab38 9rs,united kingdom,
4151,4151,viale ticino 2,lonate pozzolo,italy,fives italy srl,headquarter,              21015,italy,
4152,4152,100 winchester cir,los gatos,united states,netflix global holdings c.v.,single address,              950321815,california(ca),
4153,4153,isla road,keith,united kingdom,isla cooperage company limited,single address,              ab55 5dq,united kingdom,
4154,4154,via metauro 5,monza,italy,fives itas spa,headquarter,              20900,italy,
4155,4155,5701 se columbia way,vancouver,united states,"consolidated metco, inc.",headquarter,              986615963,washington(wa),
4156,4156,"unit r clyde workshops, fullarton road, glasgow east investment park",glasgow,united kingdom,camlachie cooperage limited,single address,              g32 8yl,united kingdom,
4157,4157,corso lombardia 79,san mauro torinese,italy,fives giustina srl,single address,              10099,italy,
4158,4158,2 international pl,boston,united states,"taurus investment holdings, llc",headquarter,              021104102,massachusetts(ma),
4159,4159,suite 7 hitching court abingdon business park,abingdon,united kingdom,orano uk limited,single address,              ox14 1ra,united kingdom,
4160,4160,via rivalta 30,grugliasco,italy,comau spa,headquarter,              10095,italy,
4161,4161,4 limited pkwy e,reynoldsburg,united states,"victoria's secret stores, llc",headquarter,              430685300,ohio(oh),VICTORIA'S SECRET
4162,4162,1 ely place,london,united kingdom,raymond gubbay limited,headquarter,              ec1n 6ry,united kingdom,
4163,4163,corso romania 661,torino,italy,ethosenergy italia spa,single address,              10156,italy,
4164,4164,1 kaiser plz,oakland,united states,"kaiser foundation health plan, inc.",headquarter,              946123604,california(ca),
4165,4165,20 fenchurch street,london,united kingdom,markel international insurance company limited,headquarter,              ec3m 3az,united kingdom,Markel Direct
4166,4166,via eugenio curiel 252,rozzano,italy,vomm impianti e processi spa,headquarter,              20089,italy,
4167,4167,599 lexington ave ste 1800,new york,united states,"welsh, carson, anderson & stowe vi, l.p.",headquarter,              100226030,new york(ny),
4168,4168,20 fenchurch street,london,united kingdom,markel europe limited,single address,              ec3m 3az,united kingdom,
4169,4169,via eugenio curiel 252,rozzano,italy,ambiente e nutrizione srl,headquarter,              20089,italy,
4170,4170,2111 north molter road,liberty lake,united states,"itron international, inc.",single address,              990199469,washington(wa),
4171,4171,20 fenchurch street,london,united kingdom,markel capital holdings limited,headquarter,              ec3m 3az,united kingdom,
4172,4172,viale piero e alberto pirelli 6,milano,italy,softlab holding srl,headquarter,              20126,italy,
4173,4173,2818 n sullivan rd,spokane valley,united states,itron manufacturing inc,single address,              992165198,washington(wa),
4174,4174,20 fenchurch street,london,united kingdom,markel international services limited,headquarter,              ec3m 3az,united kingdom,MARKEL
4175,4175,via biondini 27,forli',italy,club del sole srl,headquarter,              47121,italy,
4176,4176,1393 veterans memorial hwy ste 310n,hauppauge,united states,"total defense, inc.",single address,              117883068,new york(ny),
4177,4177,"2 furze groundway, stockley park",uxbridge,united kingdom,apple (uk) limited,headquarter,              ub11 1bb,united kingdom,APPLE
4178,4178,via dei tornabuoni 73/r,firenze,italy,luxury goods italia spa,headquarter,              50123,italy,
4179,4179,1393 veteran memorial hwy,hauppauge,united states,"total defense, llc",single address,              11788,new york(ny),
4180,4180,clipper logistics group gelderd road,leeds,united kingdom,clipper logistics plc,headquarter,              ls12 6lt,united kingdom,CLIPPER
4181,4181,viale del lavoro 41,pavia di udine,italy,cma robotics spa,headquarter,              33050,italy,
4182,4182,555 sw morrison st rank_300,portland,united states,finastra usa corporation,headquarter,              972041442,oregon(or),FINASTRA
4183,4183,dept 886 43 owston road carcroft,doncaster,united kingdom,europe domains ltd,headquarter,              dn6 8da,united kingdom,
4184,4184,piazzale enrico mattei 1,roma,italy,eni spa,headquarter,              00144,italy,
4185,4185,385 e waterfront dr fl 1,homestead,united states,"g-a-i consultants, inc.",headquarter,              151205070,pennsylvania(pa),
4186,4186,pipers way,swindon,united kingdom,intel corporation (uk) limited,headquarter,              sn3 1rj,united kingdom,Intel
4187,4187,strada cortesa 12/a,quistello,italy,olmar and mirta spa,headquarter,              46026,italy,CHRISTIES
4188,4188,1 strawberry ln,orrville,united states,"j. m. smucker company, the",headquarter,              446671298,ohio(oh),
4189,4189,20 lydden road,london,united kingdom,crew clothing co. limited,headquarter,              sw18 4lr,united kingdom,
4190,4190,via cortesa 12/a,quistello,italy,christies srl,single address,              46026,italy,
4191,4191,3280 peachtree rd ne rank_ 2400,atlanta,united states,"ta connections de, llc",single address,              303052453,georgia(ga),
4192,4192,5 deerdykes road,glasgow,united kingdom,optical express (holdings) limited,headquarter,              g68 9hf,united kingdom,
4193,4193,piazza ezio vanoni 1,san donato milanese,italy,eni plenitude spa societa\' benefit,headquarter,              20097,italy,
4194,4194,3695b boardman canfield rd ste 200,canfield,united states,"bajco global management, llc",headquarter,              444067007,ohio(oh),
4195,4195,victoria road hyde industrial estate,dukinfield,united kingdom,north west (aerotooling) ltd.,single address,              sk16 4up,united kingdom,
4196,4196,via vittorio locchi 19,trieste,italy,finanziaria regionale friuli venezia giulia spa,headquarter,              34143,italy,
4197,4197,3695 boardman canfield rd ste 200,canfield,united states,"bajco, llc",single address,              444069009,ohio(oh),
4198,4198,"unit g, perram works merrow lane",guildford,united kingdom,kalon biological limited,headquarter,              gu4 7bn,united kingdom,
4199,4199,via pietro paleocapa 1,milano,italy,anacap fp srl,single address,              20121,italy,
4200,4200,1 church st,burlington,united states,aero assurance ltd.,single address,              054014451,vermont(vt),
4201,4201,3000 aviator way manchester business park,manchester,united kingdom,cuadrilla resources limited,headquarter,              m22 5tg,united kingdom,
4202,4202,via benigno crespi 23,milano,italy,zurich italy bank spa,single address,              20159,italy,
4203,4203,501 little falls rd,cedar grove,united states,precision manufacturing group llc,headquarter,              070091239,new jersey(nj),
4204,4204,stamford bridge fulham road,london,united kingdom,chelsea limited,single address,              sw6 1hs,united kingdom,
4205,4205,viale vincenzo lancetti 43,milano,italy,integrated device technology srl,single address,              20158,italy,
4206,4206,401 congress ave ste 3100,austin,united states,"vista equity partners management, llc",headquarter,              787013707,texas(tx),
4207,4207,"nautilus house, la cour des casernes st. helier",jersey,united kingdom,epoch properties limited,single address,              je1 3nh,united kingdom,
4208,4208,piazza filippo meda 3,milano,italy,cgi italia srl,headquarter,              20121,italy,
4209,4209,227 fayetteville st fl 9 ste,raleigh,united states,"swissport usa, inc.",headquarter,              276011574,north carolina(nc),
4210,4210,farnham lane farnham,knaresborough,united kingdom,treves uk limited,headquarter,              hg5 9jr,united kingdom,
4211,4211,via enrico mattei 21/23,vittorio veneto (san giacomo ),italy,permasteelisa spa,headquarter,              31029,italy,
4212,4212,227 fayetteville st fl 9 ste,raleigh,united states,"swissport north america, inc.",headquarter,              276011574,north carolina(nc),
4213,4213,surrey house 20 lavington street,london,united kingdom,citizenm london bankside operations b.v.,single address,              se1 0nz,united kingdom,CITIZEN M HOTEL
4214,4214,via xxv aprile 56,cambiago,italy,stm pharma pro srl,headquarter,              20040,italy,
4215,4215,1350 timberlake manor pkwy ste 300,chesterfield,united states,"edgewell personal care, llc",headquarter,              630176042,missouri(mo),
4216,4216,124 theobalds road,london,united kingdom,mediacom uk limited,single address,              wc1x 8rx,united kingdom,
4217,4217,via domenico scarlatti 30,milano,italy,union gas metano spa,headquarter,              20124,italy,
4218,4218,6 research dr,shelton,united states,edgewell personal care company,headquarter,              064846228,connecticut(ct),
4219,4219,124 theobalds road,london,united kingdom,mediacom group limited,headquarter,              wc1x 8rx,united kingdom,
4220,4220,via piacenza snc,lugagnano val d'arda,italy,emerson automation solutions final control italia srl,headquarter,              29018,italy,
4221,4221,6 research dr,shelton,united states,"edgewell personal care brands, llc",headquarter,              064846228,connecticut(ct),
4222,4222,1 hardman street,manchester,united kingdom,mediacom north limited,single address,              m3 3hf,united kingdom,
4223,4223,via montello 71/73,seregno,italy,emerson process management srl,headquarter,              20831,italy,
4224,4224,28925 fountain pkwy,solon,united states,mri software llc,headquarter,              441394356,ohio(oh),
4225,4225,20 triton street,london,united kingdom,ricoh europe plc,headquarter,              nw1 3bf,united kingdom,
4226,4226,viale della stazione 5,bolzano,italy,lanserhof srl,single address,              39100,italy,
4227,4227,712 5th ave fl 43,new york,united states,cvc advisors (u.s.) inc.,headquarter,              100194108,new york(ny),
4228,4228,20 triton street,london,united kingdom,ricoh europe holdings plc,headquarter,              nw1 3bf,united kingdom,
4229,4229,via de' cattani 220/g,firenze,italy,gilbarco srl,single address,              50145,italy,
4230,4230,25825 science park dr,beachwood,united states,"current lighting solutions, llc",headquarter,              441227323,ohio(oh),
4231,4231,20 triton street,london,united kingdom,ricoh uk limited,headquarter,              nw1 3bf,united kingdom,
4232,4232,via dei cattani 220/g,firenze,italy,gilbarco italia srl,headquarter,              50145,italy,
4233,4233,750 3rd ave ste 1500,new york,united states,krauter & company llc,headquarter,              100172703,new york(ny),
4234,4234,20 triton street,london,united kingdom,ricoh europe finance limited,single address,              nw1 3bf,united kingdom,
4235,4235,via borelli 18/20,montecchio maggiore,italy,elettromaule component srl,headquarter,              36075,italy,
4236,4236,600 n 18th st,birmingham,united states,alabama power company,headquarter,              352032200,alabama(al),
4237,4237,ealing studios ealing green,london,united kingdom,met film limited,headquarter,              w5 5ep,united kingdom,
4238,4238,via xi settembre 2001 5/a,scandiano (arceto ),italy,pre gel spa,headquarter,              42019,italy,
4239,4239,70 pine st fl 1,new york,united states,american home assurance company,headquarter,              100051522,new york(ny),
4240,4240,east port house,dunfermline,united kingdom,canvas holidays limited,headquarter,              ky12 7jg,united kingdom,
4241,4241,zona industriale villanova 16,longarone,italy,the'lios spa,headquarter,              32013,italy,
4242,4242,10801 n mopac expy bldg 1-100,austin,united states,"bittitan, inc.",headquarter,              787595460,texas(tx),
4243,4243,boulevard de la woluwe,dunfermline,united kingdom,canvas holdings limited,headquarter,              ky11 8py,united kingdom,Canvas Holidays
4244,4244,via john fitzgerald kennedy 10,zola predosa,italy,officine maccaferri spa,headquarter,              40069,italy,
4245,4245,10343 sam houston park dr ste 200,houston,united states,brock holdings i llc,headquarter,              770644656,texas(tx),
4246,4246,2 gresham street,london,united kingdom,investec 1 limited,headquarter,              ec2v 7qp,united kingdom,
4247,4247,via john fitzgerald kennedy 10,zola predosa,italy,officine maccaferri italia srl,headquarter,              40069,italy,
4248,4248,3015 s southeast loop 323,tyler,united states,"cequel communications holdings i, llc",headquarter,              757017320,texas(tx),
4249,4249,30 gresham street,london,united kingdom,investec bank plc,headquarter,              ec2v 7qp,united kingdom,
4250,4250,via ipazia 2,bolzano,italy,maccaferri innovation center srl,headquarter,              39100,italy,
4251,4251,601 lexington ave fl 55,new york,united states,centre partners management llc,headquarter,              100226062,new york(ny),
4252,4252,30 gresham street,london,united kingdom,investec group investments (uk) limited,headquarter,              ec2v 7qp,united kingdom,INVESTEC
4253,4253,piazza lina bo bardi 3,milano,italy,bnp paribas securities services,headquarter,              20124,italy,
4254,4254,1000 asylum ave fl 5,hartford,united states,"trinity health of new england corporation, inc.",headquarter,              061051770,connecticut(ct),
4255,4255,4th floor 5 george square,glasgow,united kingdom,investec wealth & investment limited,headquarter,              g2 1dy,united kingdom,
4256,4256,via suore 11,castello d'argile,italy,bio habitat italia spa,headquarter,              40050,italy,
4257,4257,100 brodhead rd ste 230,bethlehem,united states,rc lonestar inc.,headquarter,              180178935,pennsylvania(pa),
4258,4258,55 gresham street,london,united kingdom,ninety one uk limited,headquarter,              ec2v 7el,united kingdom,
4259,4259,largo maurizio vitale 1,torino,italy,basic net spa,headquarter,              10152,italy,
4260,4260,1 coca-cola plz,atlanta,united states,"coca-cola company, the",headquarter,              303132499,georgia(ga),
4261,4261,marsh trees house marsh parade,newcastle,united kingdom,richard baker harrison limited,headquarter,              st5 1bt,united kingdom,RBH
4262,4262,strada provinciale arceviese 139/a,fabriano (ca' maiano ),italy,whirlpool emea spa,headquarter,              60044,italy,
4263,4263,1 coca cola plaza nw,atlanta,united states,"refreshment product services, inc.",headquarter,              303132420,georgia(ga),COCA-COLA
4264,4264,"endsleigh park shurdington road, shurdington",cheltenham,united kingdom,endsleigh insurance services limited,headquarter,              gl51 4ue,united kingdom,
4265,4265,via carlo pisacane 1,pero,italy,whirlpool italia srl,headquarter,              20016,italy,
4266,4266,330 mt auburn st,cambridge,united states,mount auburn hospital,headquarter,              021385597,massachusetts(ma),
4267,4267,"5 floor zig zag building, 70 victoria street",london,united kingdom,ttt moneycorp limited,headquarter,              sw1e 6sq,united kingdom,moneycorp
4268,4268,via carlo pisacane 1,pero,italy,whirlpool management emea srl,headquarter,              20016,italy,
4269,4269,516 high st,bellingham,united states,western washington university,headquarter,              982255996,washington(wa),
4270,4270,91 seedlee road walton summit cent,preston,united kingdom,fumex installations limited,headquarter,              pr5 8ae,united kingdom,
4271,4271,piazza velasca 4,milano,italy,belenergia mezz finance srl,headquarter,              20122,italy,
4272,4272,3605 warrensville ctr rd,shaker heights,united states,"university hospitals health system, inc.",headquarter,              441225203,ohio(oh),UNIVERSITY HOSPITALS
4273,4273,7 lyric square,london,united kingdom,candy kittens limited,headquarter,              w6 0ed,united kingdom,
4274,4274,via gabrio serbelloni 5,milano,italy,belenergia spa,headquarter,              20122,italy,
4275,4275,1500 e medical center dr,ann arbor,united states,university of michigan health system,headquarter,              481095000,michigan(mi),MICHIGAN MEDICINE
