_id,ltable_id,rtable_id,ltable_name,ltable_country,ltable_revenue_2022,ltable_profit,ltable_assets,ltable_market_value,rtable_name,rtable_country,rtable_revenue_2022,rtable_profit,rtable_assets,rtable_market_value
1808,951,1605,shanghai rural commercial bank,china,doll_5.77 b,,,doll_9.28 b,commercial bank for investment & development of vietnam,vietnam,doll_5.37 b,doll_463.2 m,doll_77.3 b,doll_8.48 b
1809,953,1605,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,commercial bank for investment & development of vietnam,vietnam,doll_5.37 b,doll_463.2 m,doll_77.3 b,doll_8.48 b
1810,999,1605,union bank of india,india,doll_11.28 b,,,doll_3.62 b,commercial bank for investment & development of vietnam,vietnam,doll_5.37 b,doll_463.2 m,doll_77.3 b,doll_8.48 b
1811,256,1618,kb financial group,south korea,doll_33.86 b,,,doll_19.29 b,kyushu financial group,japan,doll_1.63 b,doll_132.1 m,doll_120.65 b,doll_1.36 b
1812,278,1618,shinhan financial group,south korea,doll_29.27 b,,,doll_18.17 b,kyushu financial group,japan,doll_1.63 b,doll_132.1 m,doll_120.65 b,doll_1.36 b
1813,440,1618,principal financial group,united states,doll_14.26 b,,,doll_18.25 b,kyushu financial group,japan,doll_1.63 b,doll_132.1 m,doll_120.65 b,doll_1.36 b
1814,482,1618,hana financial group,south korea,doll_13.75 b,,,doll_11.47 b,kyushu financial group,japan,doll_1.63 b,doll_132.1 m,doll_120.65 b,doll_1.36 b
1815,562,1618,svb financial group,united states,doll_6.08 b,,,doll_31.82 b,kyushu financial group,japan,doll_1.63 b,doll_132.1 m,doll_120.65 b,doll_1.36 b
1816,571,1618,citizens financial group,united states,doll_6.88 b,,,doll_20.76 b,kyushu financial group,japan,doll_1.63 b,doll_132.1 m,doll_120.65 b,doll_1.36 b
1817,594,1618,woori financial group,south korea,doll_11.47 b,,,doll_9.51 b,kyushu financial group,japan,doll_1.63 b,doll_132.1 m,doll_120.65 b,doll_1.36 b
1818,7,1623,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1819,8,1623,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1820,12,1623,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1821,29,1623,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1822,61,1623,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1823,88,1623,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1824,105,1623,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1825,116,1623,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1826,265,1623,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1827,294,1623,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1828,353,1623,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1829,355,1623,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1830,389,1623,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1831,423,1623,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1832,433,1623,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1833,644,1623,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1834,731,1623,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1835,733,1623,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1836,866,1623,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1837,949,1623,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1838,953,1623,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1839,999,1623,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of tianjin,china,doll_5.5 b,doll_494.1 m,doll_112.95 b,doll_1.55 b
1840,762,1626,abu dhabi commercial bank,united arab emirates,doll_4.23 b,,,doll_19.45 b,commercial international bank,egypt,doll_3.23 b,doll_847.1 m,doll_31.71 b,doll_4.48 b
1841,796,1626,raiffeisen bank international,austria,doll_9.05 b,,,doll_3.98 b,commercial international bank,egypt,doll_3.23 b,doll_847.1 m,doll_31.71 b,doll_4.48 b
1842,949,1626,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,commercial international bank,egypt,doll_3.23 b,doll_847.1 m,doll_31.71 b,doll_4.48 b
1843,951,1626,shanghai rural commercial bank,china,doll_5.77 b,,,doll_9.28 b,commercial international bank,egypt,doll_3.23 b,doll_847.1 m,doll_31.71 b,doll_4.48 b
1844,291,1631,baoshan iron & steel,china,doll_55.52 b,,,doll_23.35 b,xinyu iron & steel,china,doll_16.23 b,doll_652 m,doll_9.14 b,doll_2.83 b
1845,7,1642,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1846,8,1642,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1847,12,1642,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1848,29,1642,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1849,61,1642,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1850,88,1642,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1851,105,1642,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1852,116,1642,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1853,265,1642,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1854,294,1642,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1855,353,1642,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1856,355,1642,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1857,389,1642,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1858,423,1642,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1859,433,1642,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1860,644,1642,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1861,731,1642,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1862,733,1642,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1863,866,1642,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1864,949,1642,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1865,953,1642,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1866,999,1642,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of kyoto,japan,doll_1.16 b,doll_195.7 m,doll_109.08 b,doll_3.12 b
1867,4,1645,china construction bank,china,doll_202.07 b,,,doll_181.32 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1868,7,1645,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1869,12,1645,bank of china,china,doll_152.43 b,,,doll_117.83 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1870,23,1645,china merchants bank,china,doll_71.07 b,,,doll_167.32 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1871,29,1645,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1872,147,1645,china citic bank,china,doll_56.99 b,,,doll_25.26 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1873,205,1645,china everbright bank,china,doll_42.38 b,,,doll_20.11 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1874,238,1645,china minsheng bank,china,doll_50.08 b,,,doll_16.74 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1875,558,1645,china zheshang bank,china,doll_15.99 b,,,doll_9 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1876,681,1645,china development financial,taiwan,doll_12.76 b,,,doll_10.52 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1877,782,1645,china bohai bank,china,doll_10.56 b,,,doll_3.01 b,china development bank financial leasing,china,doll_3.51 b,doll_608.3 m,doll_53.63 b,doll_1.84 b
1878,245,1648,china communications construction,china,doll_108.41 b,,,doll_19.1 b,china communications services,china,doll_20.78 b,doll_489.2 m,doll_15.7 b,doll_2.97 b
1879,265,1652,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,new york community bancorp,united states,doll_1.75 b,doll_587.8 m,doll_59.64 b,doll_4.7 b
1880,730,1660,simon property group,united states,doll_5.12 b,,,doll_41.33 b,cpi property group,luxembourg,doll_792 m,doll_1.53 b,doll_16.34 b,doll_8 b
1881,840,1660,jinke property group,china,doll_15.58 b,,,doll_3.73 b,cpi property group,luxembourg,doll_792 m,doll_1.53 b,doll_16.34 b,doll_8 b
1882,7,1673,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1883,8,1673,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1884,12,1673,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1885,29,1673,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1886,61,1673,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1887,88,1673,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1888,105,1673,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1889,116,1673,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1890,265,1673,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1891,294,1673,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1892,353,1673,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1893,355,1673,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1894,389,1673,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1895,423,1673,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1896,433,1673,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1897,644,1673,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1898,731,1673,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1899,733,1673,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1900,866,1673,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1901,949,1673,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1902,953,1673,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1903,999,1673,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of zhengzhou,china,doll_4.43 b,doll_500.2 m,doll_90.22 b,doll_1.63 b
1904,23,1674,china merchants bank,china,doll_71.07 b,,,doll_167.32 b,china merchants port holdings,hong kong,doll_1.52 b,doll_1.05 b,doll_22.92 b,doll_6.59 b
1905,395,1674,china merchants shekou industrial zone holdings,china,doll_23.41 b,,,doll_19.42 b,china merchants port holdings,hong kong,doll_1.52 b,doll_1.05 b,doll_22.92 b,doll_6.59 b
1906,462,1674,sunac china holdings,china,doll_38.49 b,,,doll_3.18 b,china merchants port holdings,hong kong,doll_1.52 b,doll_1.05 b,doll_22.92 b,doll_6.59 b
1907,898,1674,china merchants securities,china,doll_5.7 b,,,doll_9.86 b,china merchants port holdings,hong kong,doll_1.52 b,doll_1.05 b,doll_22.92 b,doll_6.59 b
1908,308,1676,boe technology group,china,doll_33.78 b,,,doll_23.25 b,sunny optical technology group,china,doll_5.81 b,doll_773.1 m,doll_6.08 b,doll_15.15 b
1909,216,1683,china resources land,hong kong,doll_33.61 b,,,doll_32.45 b,china resources beer (holdings),hong kong,doll_5.17 b,doll_708.5 m,doll_8.01 b,doll_18.75 b
1910,395,1683,china merchants shekou industrial zone holdings,china,doll_23.41 b,,,doll_19.42 b,china resources beer (holdings),hong kong,doll_5.17 b,doll_708.5 m,doll_8.01 b,doll_18.75 b
1911,462,1683,sunac china holdings,china,doll_38.49 b,,,doll_3.18 b,china resources beer (holdings),hong kong,doll_5.17 b,doll_708.5 m,doll_8.01 b,doll_18.75 b
1912,29,1696,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,shanghai commercial & savings bank,taiwan,doll_1.72 b,doll_510.4 m,doll_77.33 b,doll_7.59 b
1913,389,1696,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,shanghai commercial & savings bank,taiwan,doll_1.72 b,doll_510.4 m,doll_77.33 b,doll_7.59 b
1914,762,1696,abu dhabi commercial bank,united arab emirates,doll_4.23 b,,,doll_19.45 b,shanghai commercial & savings bank,taiwan,doll_1.72 b,doll_510.4 m,doll_77.33 b,doll_7.59 b
1915,949,1696,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,shanghai commercial & savings bank,taiwan,doll_1.72 b,doll_510.4 m,doll_77.33 b,doll_7.59 b
1916,951,1696,shanghai rural commercial bank,china,doll_5.77 b,,,doll_9.28 b,shanghai commercial & savings bank,taiwan,doll_1.72 b,doll_510.4 m,doll_77.33 b,doll_7.59 b
1917,256,1698,kb financial group,south korea,doll_33.86 b,,,doll_19.29 b,daishi hokuetsu financial group,japan,doll_1.2 b,doll_123.5 m,doll_90.37 b,doll_893 m
1918,278,1698,shinhan financial group,south korea,doll_29.27 b,,,doll_18.17 b,daishi hokuetsu financial group,japan,doll_1.2 b,doll_123.5 m,doll_90.37 b,doll_893 m
1919,440,1698,principal financial group,united states,doll_14.26 b,,,doll_18.25 b,daishi hokuetsu financial group,japan,doll_1.2 b,doll_123.5 m,doll_90.37 b,doll_893 m
1920,482,1698,hana financial group,south korea,doll_13.75 b,,,doll_11.47 b,daishi hokuetsu financial group,japan,doll_1.2 b,doll_123.5 m,doll_90.37 b,doll_893 m
1921,562,1698,svb financial group,united states,doll_6.08 b,,,doll_31.82 b,daishi hokuetsu financial group,japan,doll_1.2 b,doll_123.5 m,doll_90.37 b,doll_893 m
1922,571,1698,citizens financial group,united states,doll_6.88 b,,,doll_20.76 b,daishi hokuetsu financial group,japan,doll_1.2 b,doll_123.5 m,doll_90.37 b,doll_893 m
1923,594,1698,woori financial group,south korea,doll_11.47 b,,,doll_9.51 b,daishi hokuetsu financial group,japan,doll_1.2 b,doll_123.5 m,doll_90.37 b,doll_893 m
1924,395,1712,china merchants shekou industrial zone holdings,china,doll_23.41 b,,,doll_19.42 b,china industrial securities,china,doll_3.25 b,doll_735.4 m,doll_34.12 b,doll_7 b
1925,898,1712,china merchants securities,china,doll_5.7 b,,,doll_9.86 b,china industrial securities,china,doll_3.25 b,doll_735.4 m,doll_34.12 b,doll_7 b
1926,7,1731,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1927,8,1731,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1928,12,1731,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1929,29,1731,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1930,61,1731,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1931,88,1731,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1932,105,1731,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1933,116,1731,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1934,265,1731,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1935,294,1731,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1936,353,1731,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1937,355,1731,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1938,389,1731,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1939,423,1731,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1940,433,1731,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1941,644,1731,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1942,731,1731,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1943,733,1731,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1944,866,1731,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1945,949,1731,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1946,953,1731,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1947,999,1731,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of qingdao,china,doll_3.4 b,doll_452.7 m,doll_81.94 b,doll_2.52 b
1948,346,1737,first abu dhabi bank,united arab emirates,doll_8.25 b,,,doll_69.08 b,abu dhabi islamic bank,united arab emirates,doll_1.69 b,doll_564.7 m,doll_37.26 b,doll_8.76 b
1949,762,1737,abu dhabi commercial bank,united arab emirates,doll_4.23 b,,,doll_19.45 b,abu dhabi islamic bank,united arab emirates,doll_1.69 b,doll_564.7 m,doll_37.26 b,doll_8.76 b
1950,963,1737,qatar islamic bank,qatar,doll_1.82 b,,,doll_16.4 b,abu dhabi islamic bank,united arab emirates,doll_1.69 b,doll_564.7 m,doll_37.26 b,doll_8.76 b
1951,990,1737,dubai islamic bank,united arab emirates,doll_3.16 b,,,doll_12.38 b,abu dhabi islamic bank,united arab emirates,doll_1.69 b,doll_564.7 m,doll_37.26 b,doll_8.76 b
1952,256,1762,kb financial group,south korea,doll_33.86 b,,,doll_19.29 b,juroku  financial group,japan,doll_1.04 b,doll_138.8 m,doll_74.5 b,doll_626 m
1953,278,1762,shinhan financial group,south korea,doll_29.27 b,,,doll_18.17 b,juroku  financial group,japan,doll_1.04 b,doll_138.8 m,doll_74.5 b,doll_626 m
1954,440,1762,principal financial group,united states,doll_14.26 b,,,doll_18.25 b,juroku  financial group,japan,doll_1.04 b,doll_138.8 m,doll_74.5 b,doll_626 m
1955,482,1762,hana financial group,south korea,doll_13.75 b,,,doll_11.47 b,juroku  financial group,japan,doll_1.04 b,doll_138.8 m,doll_74.5 b,doll_626 m
1956,562,1762,svb financial group,united states,doll_6.08 b,,,doll_31.82 b,juroku  financial group,japan,doll_1.04 b,doll_138.8 m,doll_74.5 b,doll_626 m
1957,571,1762,citizens financial group,united states,doll_6.88 b,,,doll_20.76 b,juroku  financial group,japan,doll_1.04 b,doll_138.8 m,doll_74.5 b,doll_626 m
1958,594,1762,woori financial group,south korea,doll_11.47 b,,,doll_9.51 b,juroku  financial group,japan,doll_1.04 b,doll_138.8 m,doll_74.5 b,doll_626 m
1959,7,1770,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of jiujiang,hong kong,doll_3.29 b,doll_267.7 m,doll_72.41 b,doll_3.25 b
1960,8,1770,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of jiujiang,hong kong,doll_3.29 b,doll_267.7 m,doll_72.41 b,doll_3.25 b
1961,12,1770,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of jiujiang,hong kong,doll_3.29 b,doll_267.7 m,doll_72.41 b,doll_3.25 b
1962,29,1770,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of jiujiang,hong kong,doll_3.29 b,doll_267.7 m,doll_72.41 b,doll_3.25 b
1963,61,1770,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of jiujiang,hong kong,doll_3.29 b,doll_267.7 m,doll_72.41 b,doll_3.25 b
1964,88,1770,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of jiujiang,hong kong,doll_3.29 b,doll_267.7 m,doll_72.41 b,doll_3.25 b
1965,105,1770,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of jiujiang,hong kong,doll_3.29 b,doll_267.7 m,doll_72.41 b,doll_3.25 b
1966,116,1770,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of jiujiang,hong kong,doll_3.29 b,doll_267.7 m,doll_72.41 b,doll_3.25 b
