,name,world_rank,marketValue,marketCap,CEO,country
9833,WeWork,"9,186",,,,USA
9834,ORTHOPEDIATRICS,"9,187",1.038 Billion USD,1.379 Billion USD,,USA
9835,NATIONAL RESEARCH CORPORATION,"9,188",1.037 Billion USD,1.374 Billion USD,,USA
9836,"STREAMAX TECHNOLOGY CO., LTD.","9,189",1.038 Billion USD,1.292 Billion USD,,China
9837,DAEWOONG,"9,190",1.038 Billion USD,1.274 Billion USD,,South Korea
9838,CHILDREN'S PLACE,"9,191",1.037 Billion USD,1.274 Billion USD,,USA
9839,TOHO HOLDINGS,"9,192",1.040 Billion USD,1.226 Billion USD,,Japan
9840,XINJIANG MACHINERY RESEARCH INSTITUTE,"9,193",1.042 Billion USD,1.207 Billion USD,,China
9841,SHOEI,"9,194",1.041 Billion USD,1.178 Billion USD,,Japan
9842,AMERICAN WOODMARK CORPORATION,"9,195",1.037 Billion USD,1.170 Billion USD,,USA
9843,STERLITE TECHNOLOGIES,"9,195","9,195","9,195",,India
9844,TPI POLENE POWER PUBLIC COMPANY,"9,196",1.038 Billion USD,1.141 Billion USD,,Thailand
9845,ETERNITY TECHNOLOGY HOLDINGS,"9,197",1.040 Billion USD,1.139 Billion USD,,China
9846,XIANGTAN ELECTROCHEMICAL SCIENTIFIC,"9,198",1.035 Billion USD,1.134 Billion USD,,China
9847,YUJIAHUI,"9,199",1.038 Billion USD,1.126 Billion USD,,China
9848,SUN HUNG KAI & CO,"9,200",1.042 Billion USD,1.112 Billion USD,,Hong Kong
9849,BEFIMMO SA,"9,201",1.041 Billion USD,1.110 Billion USD,,Belgium
9850,CERUS CORPORATION,"9,202",1.035 Billion USD,1.107 Billion USD,,USA
9851,GUGGENHEIM STRATEGIC OPPORTUNITIES FUND,"9,203",1.039 Billion USD,1.099 Billion USD,,USA
9852,CAN FIN HOMES,"9,204",1.042 Billion USD,1.084 Billion USD,,India
9853,KNOWIT AB (PUBL),"9,205",1.038 Billion USD,1.082 Billion USD,,Sweden
9854,ALLIANCEBERNSTEIN GLOBAL HIGH INCOME FUND,"9,206",1.038 Billion USD,1.071 Billion USD,,USA
9855,GRUPO KUO,"9,207",1.038 Billion USD,1.068 Billion USD,,Mexico
9856,MORTGAGE ADVICE BUREAU (HOLDINGS),"9,208",1.041 Billion USD,1.056 Billion USD,,UK
9857,SHANGHAI KINLITA CHEMICAL,"9,209",1.040 Billion USD,1.046 Billion USD,,China
9858,NANFANG ZHONGJIN ENVIRONMENT,"9,210",1.037 Billion USD,1.030 Billion USD,,China
9859,RICOH LEASING COMPANY,"9,211",1.035 Billion USD,1.027 Billion USD,,Japan
9860,IES HOLDINGS,"9,212",1.042 Billion USD,1.020 Billion USD,,USA
9861,HECLA MINING COMPANY,"9,213",1.035 Billion USD,1.002 Billion USD,,USA
9862,NETENT AB (PUBL),"9,213","9,213","9,213",,Sweden
9863,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,"9,214",1.043 Billion USD,0.998 Billion USD,,Australia
9864,GENOMMA LAB INTERNACIONAL,"9,215",1.038 Billion USD,0.989 Billion USD,,Mexico
9865,CHINA UNION HOLDINGS,"9,216",1.042 Billion USD,0.988 Billion USD,,China
9866,JOHN B. SANFILIPPO & SON,"9,217",1.040 Billion USD,0.975 Billion USD,,USA
9867,EUROHOLD BULGARIA AD,"9,218","9,218",,,Bulgaria
9868,"XIAMEN LEADING OPTICS CO., LTD.","9,218",1.036 Billion USD,0.973 Billion USD,,China
9869,NORINCO INTERNATIONAL COOPERATION,"9,219",1.040 Billion USD,0.954 Billion USD,,China
9870,STO SE & CO. KGAA,"9,220",1.041 Billion USD,0.934 Billion USD,,Germany
9871,HIAG IMMOBILIEN HOLDING AG,"9,221",1.044 Billion USD,0.928 Billion USD,,Switzerland
9872,SPIC YUANDA ENVIRONMENTAL-PROTECTION,"9,222",1.038 Billion USD,0.922 Billion USD,,China
9873,KUNSHAN KERSEN SCIENCE & TECHNOLOGY,"9,223",1.040 Billion USD,0.891 Billion USD,,China
9874,PROTECTOR FORSIKRING ASA,"9,224",1.043 Billion USD,0.867 Billion USD,,Norway
9875,"GUIZHOU SANLI PHARMACEUTICAL CO., LTD.","9,225",1.044 Billion USD,0.845 Billion USD,,China
9876,NINGXIA WESTERN VENTURE INDUSTRIAL,"9,226",1.038 Billion USD,0.833 Billion USD,,China
9877,"COSONIC INTELLIGENT TECHNOLOGIES CO., LTD.","9,227",1.043 Billion USD,0.629 Billion USD,,China
9878,URANIUM ENERGY,"9,228",1.037 Billion USD,0.585 Billion USD,,USA
9879,ZHEJIANG SHENGYANG SCIENCE AND TECHNOLOGY,"9,229",1.036 Billion USD,0.505 Billion USD,,China
9880,OPTO TECH CORPORATION,"9,230",1.035 Billion USD,0.466 Billion USD,,Taiwan
9881,SABUY TECHNOLOGY PUBLIC COMPANY LIMITED,"9,231",1.044 Billion USD,0.356 Billion USD,,Thailand
9882,HENAN HUAYING AGRICULTURAL DEVELOPMENT,"9,232",1.043 Billion USD,0.237 Billion USD,,China
9883,ATAI LIFE SCIENCES N.V.,"9,233",1.029 Billion USD,2.536 Billion USD,,Germany
9884,PEIJIA MEDICAL LIMITED,"9,234",1.034 Billion USD,1.948 Billion USD,,China
9885,"ZYLOX-TONBRIDGE MEDICAL TECHNOLOGY CO., LTD.","9,235",1.027 Billion USD,1.720 Billion USD,,China
9886,FIRSTGROUP,"9,236",1.030 Billion USD,1.533 Billion USD,,UK
9887,YIXIN GROUP,"9,237",1.028 Billion USD,1.404 Billion USD,,China
9888,CHONG KUN DANG PHARMACEUTICAL,"9,238",1.025 Billion USD,1.283 Billion USD,,South Korea
9889,"GUANGDONG HUIYUN TITANIUM INDUSTRY CO., LTD.","9,239",1.031 Billion USD,1.236 Billion USD,,China
9890,NLIGHT,"9,240",1.029 Billion USD,1.207 Billion USD,,USA
9891,POLAR CAPITAL HOLDINGS,"9,241",1.034 Billion USD,1.207 Billion USD,,UK
9892,BOMBAY BURMAH TRADING CORPORATION,"9,242",1.028 Billion USD,1.190 Billion USD,,India
9893,JINSHANG BANK,"9,243",1.033 Billion USD,1.177 Billion USD,,China
9894,TSUBAKIMOTO CHAIN,"9,244",1.027 Billion USD,1.169 Billion USD,,Japan
9895,FEDERAL NATIONAL MORTGAGE ASSOCIATION,"9,245",1.025 Billion USD,1.166 Billion USD,,USA
9896,LOTTE TOUR DEVELOPMENT,"9,246",1.026 Billion USD,1.158 Billion USD,,South Korea
9897,ANDHRA BANK,"9,246","9,246","9,246",,India
9898,DAISHI HOKUETSU FINANCIAL GROUP,"9,247",1.029 Billion USD,1.139 Billion USD,,Japan
9899,FINNAIR OYJ,"9,248",1.033 Billion USD,1.125 Billion USD,,Finland
9900,"JIANGSU GDK BIOTECHNOLOGY CO., LTD.","9,249",1.034 Billion USD,1.123 Billion USD,,China
9901,KNOLL,"9,250","9,250",0.744 Billion USD,,USA
9902,INDUS HOLDING AG,"9,250",1.033 Billion USD,1.109 Billion USD,,Germany
9903,BANK OF GEORGIA GROUP,"9,251",1.034 Billion USD,1.099 Billion USD,,UK
9904,SHENZHEN RONGDA PHOTOSENSITIVE SCIENCE & TECHNOLOGY,"9,252",1.027 Billion USD,1.080 Billion USD,,China
9905,AVANTI FEEDS,"9,253",1.030 Billion USD,1.076 Billion USD,,India
9906,CAFE DE CORAL HOLDINGS,"9,254",1.026 Billion USD,1.072 Billion USD,,China
9907,DIGITAL 9 INFRASTRUCTURE PLC,"9,255","9,255",,,Jersey
9908,"HENAN YUGUANG GOLD&LEAD CO., LTD.","9,255",1.030 Billion USD,1.056 Billion USD,,China
9909,RETAIL ESTATES,"9,256",1.031 Billion USD,1.046 Billion USD,,Belgium
9910,FARMERS & MERCHANTS BANK OF LONG BEACH,"9,257",1.026 Billion USD,1.038 Billion USD,,USA
9911,EPOXY BASE ELECTRONIC MATERIAL CORPORATION LIMITED,"9,258",1.025 Billion USD,1.030 Billion USD,,China
9912,CHANGZHOU ALMADEN,"9,259",1.026 Billion USD,1.016 Billion USD,,China
9913,"QIAOYIN CITY MANAGEMENT CO.,LTD.","9,260",1.025 Billion USD,1.014 Billion USD,,China
9914,SUNDARAM-CLAYTON,"9,261",1.028 Billion USD,1.011 Billion USD,,India
9915,KAYNE ANDERSON MLP/MIDSTREAM INVESTMENT COMPANY,"9,262",1.033 Billion USD,1.003 Billion USD,,USA
9916,MAGIC SOFTWARE ENTERPRISES,"9,263",1.027 Billion USD,1.002 Billion USD,,Israel
9917,RDC SEMICONDUCTOR,"9,264",1.032 Billion USD,0.999 Billion USD,,Taiwan
9918,KEARNY FINANCIAL,"9,265",1.027 Billion USD,0.977 Billion USD,,USA
9919,ZHEJIANG ZHONGXIN FLUORIDE MATERIALS,"9,266",1.033 Billion USD,0.968 Billion USD,,China
9920,XIANDAI INVESTMENT,"9,267",1.025 Billion USD,0.959 Billion USD,,China
9921,ENERGIEKONTOR AG,"9,268",1.032 Billion USD,0.955 Billion USD,,Germany
9922,MITSUBISHI LOGISNEXT,"9,269",1.025 Billion USD,0.943 Billion USD,,Japan
9923,HOKUETSU CORPORATION,"9,270",1.025 Billion USD,0.940 Billion USD,,Japan
9924,EEKA FASHION HOLDINGS,"9,271",1.029 Billion USD,0.935 Billion USD,,China
9925,BEIJING FOREVER TECHNOLOGY,"9,272",1.027 Billion USD,0.930 Billion USD,,China
9926,HUALING XINGMA AUTOMOBILE (GROUP),"9,273",1.029 Billion USD,0.927 Billion USD,,China
9927,CULTURAL INVESTMENT HOLDINGS,"9,274",1.026 Billion USD,0.913 Billion USD,,China
9928,WHIRLPOOL CHINA,"9,275",1.033 Billion USD,0.913 Billion USD,,China
9929,LITALICO,"9,276",1.034 Billion USD,0.910 Billion USD,,Japan
9930,VIP INDUSTRIES,"9,277",1.027 Billion USD,0.910 Billion USD,,India
9931,FOSHAN NATIONSTAR OPTOELECTRONICS,"9,278",1.028 Billion USD,0.909 Billion USD,,China
9932,LAKELAND BANCORP,"9,279",1.030 Billion USD,0.854 Billion USD,,USA
9933,SYNDAX PHARMACEUTICALS,"9,280",1.031 Billion USD,0.851 Billion USD,,USA
9934,HUAMI CORPORATION,"9,281","9,281",0.739 Billion USD,,China
9935,SPROTT,"9,281",1.026 Billion USD,0.837 Billion USD,,Canada
9936,TRAFFIC CONTROL TECHNOLOGY,"9,282",1.032 Billion USD,0.820 Billion USD,,China
9937,SURUGA BANK,"9,283",1.031 Billion USD,0.784 Billion USD,,Japan
9938,SHENZHEN DEREN ELECTRONIC,"9,284",1.031 Billion USD,0.729 Billion USD,,China
9939,CITIC OFFSHORE HELICOPTER,"9,285",1.026 Billion USD,0.711 Billion USD,,China
9940,GUANGXI GUIDONG ELECTRIC POWER,"9,286",1.032 Billion USD,0.642 Billion USD,,China
9941,GLOBAL FASHION GROUP,"9,287",1.018 Billion USD,2.705 Billion USD,,Singapore
9942,JUMIA TECHNOLOGIES AG,"9,288",1.015 Billion USD,1.973 Billion USD,,Germany
9943,"BERKSHIRE GREY, INC.","9,289",1.022 Billion USD,1.959 Billion USD,,USA
9944,CHANGE,"9,290",1.019 Billion USD,1.650 Billion USD,,Japan
9945,"HIECISE PRECISION EQUIPMENT CO.,LTD.","9,291",1.020 Billion USD,1.420 Billion USD,,China
9946,"SICHUAN HONGDA CO.,LTD","9,292",1.019 Billion USD,1.359 Billion USD,,China
9947,BELLRING BRANDS,"9,293",1.022 Billion USD,1.334 Billion USD,,USA
9948,HAITONG UNITRUST INTERNATIONAL LEASING,"9,294",1.024 Billion USD,1.317 Billion USD,,China
9949,ARKO HOLDINGS,"9,295",1.017 Billion USD,1.298 Billion USD,,USA
9950,BANCA MONTE DEI PASCHI DI SIENA,"9,296",1.017 Billion USD,1.290 Billion USD,,Italy
9951,RESTAURANT GROUP,"9,297",1.022 Billion USD,1.282 Billion USD,,UK
9952,"FUJIAN FOXIT SOFTWARE DEVELOPMENT JOINT STOCK CO.,LTD","9,298",1.019 Billion USD,1.260 Billion USD,,China
9953,NOJIMA CORPORATION,"9,299",1.023 Billion USD,1.239 Billion USD,,Japan
9954,LEMAITRE VASCULAR,"9,300",1.021 Billion USD,1.232 Billion USD,,USA
9955,MODEL N,"9,301",1.024 Billion USD,1.213 Billion USD,,USA
9956,CHINA GOLD INTERNATIONAL RESOURCES,"9,302",1.016 Billion USD,1.203 Billion USD,,Canada
9957,MANNKIND CORPORATION,"9,303",1.023 Billion USD,1.198 Billion USD,,USA
9958,SANYO CHEMICAL INDUSTRIES,"9,304",1.017 Billion USD,1.184 Billion USD,,Japan
9959,ARABIAN CEMENT,"9,305",1.021 Billion USD,1.181 Billion USD,,Saudi Arabia
9960,SIGDO KOPPERS S.A.,"9,306",1.015 Billion USD,1.171 Billion USD,,Chile
9961,COGECO,"9,307",1.015 Billion USD,1.154 Billion USD,,Canada
9962,SILVERCREST METALS,"9,308",1.019 Billion USD,1.153 Billion USD,,Canada
9963,FASTIGHETS AB TRIANON (PUBL),"9,309",1.017 Billion USD,1.137 Billion USD,,Sweden
9964,TOYOBO,"9,310",1.022 Billion USD,1.114 Billion USD,,Japan
9965,CANNY ELEVATOR,"9,311",1.017 Billion USD,1.095 Billion USD,,China
9966,PROPERTY FOR INDUSTRY,"9,312",1.017 Billion USD,1.083 Billion USD,,New Zealand
9967,"SHANGHAI URBAN ARCHITECTURE DESIGN CO., LTD.","9,313",1.024 Billion USD,1.077 Billion USD,,China
9968,ANTERIX,"9,314",1.020 Billion USD,1.069 Billion USD,,USA
9969,"JIANGSU AIDEA PHARMACEUTICAL CO., LTD.","9,315",1.024 Billion USD,1.068 Billion USD,,China
9970,EASTERN POLYMER GROUP PUBLIC COMPANY,"9,316",1.015 Billion USD,1.068 Billion USD,,Thailand
9971,DESIGNER BRANDS,"9,317",1.024 Billion USD,1.057 Billion USD,,USA
9972,WING TAI HOLDINGS,"9,318",1.017 Billion USD,1.043 Billion USD,,Singapore
9973,MAISONS DU MONDE,"9,319",1.017 Billion USD,1.038 Billion USD,,France
9974,NUVEEN PREFERRED & INCOME OPPORTUNITIES FUND,"9,320",1.023 Billion USD,1.037 Billion USD,,USA
9975,GDI INTEGRATED FACILITY SERVICES,"9,321",1.023 Billion USD,1.033 Billion USD,,Canada
9976,GOHIGH DATA NETWORKS TECHNOLOGY,"9,322",1.024 Billion USD,1.033 Billion USD,,China
9977,CAIRN HOMES,"9,323",1.017 Billion USD,1.033 Billion USD,,Ireland
9978,BRISCOE GROUP,"9,324",1.016 Billion USD,1.027 Billion USD,,New Zealand
9979,IRISH CONTINENTAL GROUP,"9,325",1.023 Billion USD,1.026 Billion USD,,Ireland
9980,"GUANGDONG SANHE PILE CO.,LTD.","9,326",1.017 Billion USD,1.021 Billion USD,,China
9981,AKTIA PANKKI OYJ,"9,327",1.017 Billion USD,1.021 Billion USD,,Finland
9982,361 DEGREES INTERNATIONAL,"9,328",1.020 Billion USD,1.016 Billion USD,,China
9983,"PLBY GROUP, INC.","9,329",1.020 Billion USD,1.014 Billion USD,,USA
9984,COHN ROBBINS HOLDINGS CORP.,"9,330",1.017 Billion USD,1.010 Billion USD,,USA
9985,SHANTUI CONSTRUCTION MACHINERY,"9,331",1.017 Billion USD,1.010 Billion USD,,China
9986,PRINCE PIPES AND FITTINGS,"9,332",1.022 Billion USD,1.006 Billion USD,,India
9987,YUEXIU TRANSPORT INFRASTRUCTURE,"9,333",1.023 Billion USD,1.003 Billion USD,,Hong Kong
9988,UOB-KAY HIAN HOLDINGS,"9,334",1.019 Billion USD,1.003 Billion USD,,Singapore
9989,WUXI XINJE ELECTRIC,"9,335",1.017 Billion USD,0.984 Billion USD,,China
9990,AEROSPACE INDUSTRIAL DEVELOPMENT CORPORATION,"9,336",1.021 Billion USD,0.983 Billion USD,,Taiwan
9991,NANJING QUANXIN CABLE TECHNOLOGY,"9,337",1.018 Billion USD,0.982 Billion USD,,China
9992,W.T.B. FINANCIAL CORPORATION,"9,338",1.024 Billion USD,0.981 Billion USD,,USA
9993,SHENZHEN JIESHUN SCIENCE AND TECHNOLOGY INDUSTRY,"9,339",1.021 Billion USD,0.974 Billion USD,,China
9994,HUBEI JIUZHIYANG INFRARED SYSTEM,"9,340",1.023 Billion USD,0.963 Billion USD,,China
9995,SHANDONG LUKANG PHARMACEUTICAL,"9,341",1.018 Billion USD,0.932 Billion USD,,China
9996,HAINAN HAIYAO,"9,342",1.019 Billion USD,0.926 Billion USD,,China
9997,PERMANENT TSB GROUP HOLDINGS,"9,343",1.015 Billion USD,0.885 Billion USD,,Ireland
9998,OAKLEY CAPITAL INVESTMENTS LIMITED,"9,344",1.017 Billion USD,0.869 Billion USD,,Bermuda
9999,AUSTRALIAN ETHICAL INVESTMENT LTD,"9,345",1.022 Billion USD,0.850 Billion USD,,Australia
10000,NOW,"9,346",1.020 Billion USD,0.849 Billion USD,,USA
10001,NET263,"9,347",1.019 Billion USD,0.822 Billion USD,,China
10002,NOBINA AB (PUBL),"9,348",1.019 Billion USD,0.810 Billion USD,,Sweden
10003,HEIDELBERGER DRUCKMASCHINEN,"9,349",1.017 Billion USD,0.806 Billion USD,,Germany
10004,SUNRISE GROUP COMPANY,"9,350",1.019 Billion USD,0.802 Billion USD,,China
10005,BEML,"9,351",1.018 Billion USD,0.787 Billion USD,,India
10006,WUXI BEST PRECISION MACHINERY,"9,352",1.021 Billion USD,0.642 Billion USD,,China
10007,ELEKTRO REDES,"9,353",1.023 Billion USD,"6,764",,Brazil
10008,MARKFORGED HOLDING CORPORATION,"9,354",1.005 Billion USD,1.589 Billion USD,,USA
10009,HYLIION HOLDINGS CORP.,"9,355",1.009 Billion USD,1.528 Billion USD,,USA
10010,ESTACIO PARTICIPACOES,"9,356",1.008 Billion USD,1.468 Billion USD,,Brazil
10011,CAVERION OYJ,"9,357",1.012 Billion USD,1.252 Billion USD,,Finland
10012,INFOCOM CORPORATION,"9,358",1.014 Billion USD,1.247 Billion USD,,Japan
10013,HEFEI URBAN CONSTRUCTION DEVELOPMENT CO. LTD,"9,359",1.012 Billion USD,1.218 Billion USD,,China
10014,"PT BANK BISNIS INTERNASIONAL, TBK","9,360",1.006 Billion USD,1.197 Billion USD,,Indonesia
10015,WEIHAI GUANGTAI AIRPORT EQUIPMENT,"9,361",1.014 Billion USD,1.194 Billion USD,,China
10016,DENBURY RESOURCES,"9,362","9,362","9,362",,USA
10017,C-MER EYE CARE HOLDINGS,"9,362",1.006 Billion USD,1.193 Billion USD,,Hong Kong
10018,CHUDENKO CORPORATION,"9,363",1.007 Billion USD,1.160 Billion USD,,Japan
10019,CONDUIT HOLDINGS LIMITED,"9,364",1.013 Billion USD,1.153 Billion USD,,Bermuda
10020,US ECOLOGY,"9,365",1.011 Billion USD,1.130 Billion USD,,USA
10021,HNAC TECHNOLOGY,"9,366",1.012 Billion USD,1.114 Billion USD,,China
10022,ASTRAZENECA PHARMA INDIA,"9,367",1.010 Billion USD,1.091 Billion USD,,India
10023,COSTA GROUP HOLDINGS,"9,368",1.013 Billion USD,1.073 Billion USD,,Australia
10024,KATO SANGYO,"9,369",1.009 Billion USD,1.069 Billion USD,,Japan
10025,DENNY'S CORPORATION,"9,370",1.007 Billion USD,1.062 Billion USD,,USA
10026,TUS ENVIRONMENTAL SCIENCE AND TECHNOLOGY DEVELOPMENT,"9,371",1.011 Billion USD,1.062 Billion USD,,China
10027,ATLANTICUS HOLDINGS CORPORATION,"9,372",1.012 Billion USD,1.062 Billion USD,,USA
10028,HAWAIIAN HOLDINGS,"9,373",1.011 Billion USD,1.035 Billion USD,,USA
10029,PVR,"9,374",1.010 Billion USD,1.031 Billion USD,,India
10030,BEXIMCO PHARMACEUTICALS LIMITED,"9,375",1.006 Billion USD,1.028 Billion USD,,Bangladesh
10031,KH NEOCHEM,"9,376",1.010 Billion USD,1.027 Billion USD,,Japan
10032,NETSTREIT CORP.,"9,377",1.005 Billion USD,1.025 Billion USD,,USA
10033,APOLLO STRATEGIC GROWTH CAPITAL,"9,378",1.007 Billion USD,0.993 Billion USD,,Cayman Islands
10034,GREAT LAKES DREDGE & DOCK CORPORATION,"9,379",1.014 Billion USD,0.992 Billion USD,,USA
10035,FIBRA MACQUARIE MEXICO,"9,380",1.008 Billion USD,0.990 Billion USD,,Mexico
10036,KELI MOTOR GROUP,"9,381",1.013 Billion USD,0.980 Billion USD,,China
10037,BAIN CAPITAL SPECIALTY FINANCE,"9,382",1.011 Billion USD,0.977 Billion USD,,USA
10038,ZHEJIANG ZHONGCHENG PACKING MATERIAL,"9,383",1.008 Billion USD,0.966 Billion USD,,China
10039,FINEOS CORPORATION HOLDINGS,"9,384",1.005 Billion USD,0.962 Billion USD,,Australia
10040,CENTURIA OFFICE REIT,"9,385",1.014 Billion USD,0.960 Billion USD,,Australia
10041,IRISH RESIDENTIAL PROPERTIES REIT,"9,386",1.010 Billion USD,0.953 Billion USD,,Ireland
10042,DIMA HOLDINGS LTD,"9,387",1.011 Billion USD,0.938 Billion USD,,China
10043,HEARTLAND GROUP HOLDINGS,"9,388",1.013 Billion USD,0.936 Billion USD,,New Zealand
10044,SINOPEC KANTONS HOLDINGS,"9,389",1.007 Billion USD,0.934 Billion USD,,Hong Kong
10045,GUANGZHOU GUANGRI STOCK,"9,390",1.007 Billion USD,0.925 Billion USD,,China
10046,INDIABULLS REAL ESTATE,"9,391",1.013 Billion USD,0.917 Billion USD,,India
10047,CHANGJIANG RUNFA HEALTH INDUSTRY,"9,392",1.013 Billion USD,0.908 Billion USD,,China
10048,TIANJIN TEDA,"9,393",1.010 Billion USD,0.899 Billion USD,,China
10049,SIMULATIONS PLUS,"9,394",1.006 Billion USD,0.898 Billion USD,,USA
10050,SII (SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE) SOCIETE ANONYME,"9,395",1.007 Billion USD,0.895 Billion USD,,France
10051,RYERSON HOLDING CORPORATION,"9,396",1.010 Billion USD,0.891 Billion USD,,USA
10052,SHANGHAI TIANCHEN CO. LTD,"9,397",1.005 Billion USD,0.882 Billion USD,,China
10053,NANCAL TECHNOLOGY,"9,398",1.008 Billion USD,0.879 Billion USD,,China
10054,GOCO GROUP,"9,399","9,399",0.721 Billion USD,,UK
10055,LOGWIN AG,"9,399",1.009 Billion USD,0.843 Billion USD,,Luxembourg
10056,GUODIAN NANJING AUTOMATION,"9,400",1.009 Billion USD,0.837 Billion USD,,China
10057,YANTAI NORTH ANDRE JUICE COMPANY,"9,401",1.006 Billion USD,0.816 Billion USD,,China
10058,WABASH NATIONAL CORPORATION,"9,402",1.012 Billion USD,0.777 Billion USD,,USA
10059,THE HOUR GLASS LIMITED,"9,403",1.011 Billion USD,0.776 Billion USD,,Singapore
10060,"LIHE TECHNOLOGY (HUNAN) CO., LTD.","9,404",1.005 Billion USD,0.772 Billion USD,,China
10061,FUJIAN APEX SOFTWARE,"9,405",1.005 Billion USD,0.763 Billion USD,,China
10062,JAPAN ASSET MARKETING,"9,406",1.012 Billion USD,0.707 Billion USD,,Japan
10063,MEIKO ELECTRONICS,"9,407",1.013 Billion USD,0.657 Billion USD,,Japan
10064,"ZHEJIANG CHUNHUI INTELLIGENT CONTROL CO., LTD.","9,408",1.011 Billion USD,0.536 Billion USD,,China
10065,HENGTAI SECURITIES CO. LTD,"9,409",1.012 Billion USD,"8,426",,China
10066,CHINA YOUZAN,"9,410",0.996 Billion USD,2.536 Billion USD,,Hong Kong
10067,GROWW,"9,410",,,,India
10068,"ASCEND WELLNESS HOLDINGS, INC.","9,411",1.003 Billion USD,1.782 Billion USD,,USA
10069,MULTILASER INDUSTRIAL S.A.,"9,412",1.003 Billion USD,1.434 Billion USD,,Brazil
10070,BLINK CHARGING,"9,413",1.000 Billion USD,1.367 Billion USD,,USA
10071,ELEKTRO REDES S.A.,"9,414",0.999 Billion USD,1.307 Billion USD,,Brazil
10072,KOREA PETROCHEMICAL IND,"9,415",0.999 Billion USD,1.230 Billion USD,,South Korea
10073,F45 TRAINING HOLDINGS INC.,"9,416",1.000 Billion USD,1.228 Billion USD,,USA
10074,VALOR HOLDINGS,"9,417",0.995 Billion USD,1.223 Billion USD,,Japan
10075,FUNAI SOKEN HOLDINGS,"9,418",0.997 Billion USD,1.221 Billion USD,,Japan
10076,PNC INFRATECH,"9,419",0.999 Billion USD,1.218 Billion USD,,India
10077,XANO INDUSTRI AB (PUBL),"9,420",1.001 Billion USD,1.207 Billion USD,,Sweden
10078,ALKYL AMINES CHEMICALS,"9,421",1.000 Billion USD,1.202 Billion USD,,India
10079,EASTERN PROVINCE CEMENT COMPANY,"9,422",0.997 Billion USD,1.198 Billion USD,,Saudi Arabia
10080,CLIPPER LOGISTICS,"9,423",1.003 Billion USD,1.192 Billion USD,,UK
10081,GLENMARK LIFE SCIENCES LIMITED,"9,424",0.999 Billion USD,1.190 Billion USD,,India
10082,BELC,"9,425",0.997 Billion USD,1.109 Billion USD,,Japan
10083,KAMAZ PUBLICLY TRADED COMPANY,"9,426",1.002 Billion USD,1.099 Billion USD,,Russia
10084,TOKAI HOLDINGS CORPORATION,"9,427",0.999 Billion USD,1.095 Billion USD,,Japan
10085,CEWE STIFTUNG & CO. KGAA,"9,428",0.999 Billion USD,1.089 Billion USD,,Germany
10086,YOUNG & CO'S BREWERY ,"9,429",0.999 Billion USD,1.081 Billion USD,,UK
10087,KENDA RUBBER INDUSTRIAL,"9,430",1.002 Billion USD,1.080 Billion USD,,Taiwan
10088,SYNERGIE SE,"9,431",0.996 Billion USD,1.048 Billion USD,,France
10089,DAH SING FINANCIAL HOLDINGS,"9,432",1.004 Billion USD,1.039 Billion USD,,Hong Kong
10090,DIGITAL CHINA HOLDINGS,"9,433",1.004 Billion USD,1.037 Billion USD,,Hong Kong
10091,FORESTAR GROUP,"9,434",1.001 Billion USD,1.036 Billion USD,,USA
10092,OENEO SA,"9,435",1.002 Billion USD,1.012 Billion USD,,France
10093,POLY PROPERTY GROUP,"9,436",1.004 Billion USD,1.004 Billion USD,,Hong Kong
10094,ADTRAN,"9,437",0.995 Billion USD,1.003 Billion USD,,USA
10095,TAV HAVALIMANLARI HOLDING A.S.,"9,438",1.003 Billion USD,0.989 Billion USD,,Turkey
10096,SHIHLIN ELECTRIC & ENGINEERING CORPORATION,"9,439",1.001 Billion USD,0.981 Billion USD,,Taiwan
10097,CITIC PRESS CORPORATION,"9,440",0.996 Billion USD,0.972 Billion USD,,China
10098,PASONA GROUP,"9,441",0.996 Billion USD,0.967 Billion USD,,Japan
10099,MAEDA KOSEN,"9,442",1.004 Billion USD,0.965 Billion USD,,Japan
10100,NISHI-NIPPON FINANCIAL HOLDINGS,"9,443",0.998 Billion USD,0.946 Billion USD,,Japan
10101,MAOYE COMMERCIAL,"9,444",0.999 Billion USD,0.938 Billion USD,,China
10102,RUNNER (XIAMEN) CORP.,"9,445",1.002 Billion USD,0.933 Billion USD,,China
10103,SDI CORPORATION,"9,446",0.996 Billion USD,0.931 Billion USD,,Taiwan
10104,SHANGHAI METERSBONWE FASHION AND ACCESSORIES,"9,447",1.004 Billion USD,0.931 Billion USD,,China
10105,ELLINGTON FINANCIAL,"9,448",0.998 Billion USD,0.928 Billion USD,,USA
10106,ONESPAWORLD HOLDINGS,"9,449",0.995 Billion USD,0.926 Billion USD,,Bahamas
10107,SINOSTEEL ANHUI TIANYUAN TECHNOLOGY,"9,450",1.002 Billion USD,0.922 Billion USD,,China
10108,ANHUI GUOFENG PLASTIC INDUSTRY,"9,451",1.002 Billion USD,0.895 Billion USD,,China
10109,GUOMAI TECHNOLOGIES,"9,452",1.003 Billion USD,0.890 Billion USD,,China
10110,TULLOW OIL,"9,453",0.995 Billion USD,0.879 Billion USD,,UK
10111,GMM PFAUDLER,"9,454",0.999 Billion USD,0.874 Billion USD,,India
