id,name,rank,market_cap,country,share_price,change_1_day,change_1_year,categories
fdc371bed3cd4773ba0dee399f03c476,Fastly,4401,$1.25 B,USA,$10.24,3.64%,-63.56%,"['Software', 'Tech', 'IT security']"
eab692e24abf4253b6e0586df39df9b6,Integrafin,4384,$1.27 B,UK,$3.84,2.08%,-45.30%,"['Investment', 'Financial services']"
d785827082f24a89a2cf49e7771c2ac8,Volaris,4383,$1.27 B,Mexico,$11.01,-0.45%,-37.62%,"['Airlines', 'Travel', 'Transportation']"
b16b12426c964faf965a4fc3c5926a73,Cincor Pharma,4382,$1.27 B,USA,$29.09,0.62%,59.84%,"['Pharmaceuticals', 'Biotech']"
808bd1ff81654803acd4d4dd68cc2b9d,Corecivic,4381,$1.27 B,USA,$11.09,0.82%,11.01%,
44378339c0f5442eb11f0d8b4b34be96,Paya,4380,$1.28 B,USA,$9.68,0.00%,66.90%,"['Financial services', 'Internet', 'Tech']"
8c39016021984a1280a706885255aade,Hipgnosis Songs Fund,4379,$1.28 B,UK,$1.06,0.81%,-35.76%,"['Entertainment', 'Investment']"
541947b913374cfa8099b1aa83ebb1fc,Berkshire Hills Bancorp,4378,$1.28 B,USA,$28.46,1.39%,-3.69%,"['Banks', 'Financial services']"
5d634120a27c44eda81cf9786e15c949,Precinct Properties,4377,$1.28 B,New Zealand,$0.81,-0.39%,-26.36%,"['Real estate', 'Investment', 'REITs']"
40d316277dbc4a65b531f13e657aebdf,Standex,4376,$1.28 B,USA,$107.01,0.03%,4.65%,"['Manufacturing', 'Conglomerate']"
0446aca400ec477f9fc46fa3b05fd3e4,The North West Company,4375,$1.28 B,Canada,$26.89,-0.17%,-0.85%,"['Supermarket Chains', 'Retail']"
63c2f6d26af94653a1b3b2debe52d0d8,Deutsche Pfandbriefbank,4374,$1.28 B,Germany,$9.29,1.60%,-24.66%,"['Banks', 'Financial services']"
e98ce87a54e745e7b84b2fa962006f93,Enova International,4373,$1.28 B,USA,$40.96,3.12%,3.04%,['Financial services']
0c5c1cb4e90a4d89b4dec24ceef93e23,Polenergia,4372,$1.28 B,Poland,$19.30,0.60%,17.83%,"['Utility companies', 'Energy', 'Electricity']"
e8e673799d2248c0b07d20cf1d59f83e,Waterdrop Inc.,4371,$1.29 B,China,$3.28,9.33%,156.25%,"['Insurance', 'Healthcare']"
4db0c6e8b3a9406094346945accf8ae3,Uponor,4370,$1.29 B,Finland,$17.76,0.86%,-20.47%,
64c4563e85ed48cb9b06f1528c9bed89,Eurocommercial Properties,4369,$1.29 B,Netherlands,$24.76,0.53%,9.41%,"['REITs', 'Real estate', 'Investment']"
82abc2f5e9bc4e048a9262b51decca2d,Medifast,4368,$1.29 B,USA,$118.22,1.42%,-38.44%,"['Multi-level marketing', 'Dietary supplements']"
53c74cf2ac4447d4b9b1e7146bffc175,Nikola,4367,$1.29 B,USA,$2.52,5.44%,-65.48%,"['Automakers', 'Hydrogen fuel cell', 'Electric Vehicles', 'Specialty Vehicles']"
f78267d23c7548bfaedc2b50b9ccd4a0,Corticeira Amorim,4366,$1.29 B,Portugal,$9.58,0.00%,-19.83%,
704746c8b7e04e43ac052f1ca441b631,John Wood Group,4365,$1.29 B,UK,$1.81,3.10%,-43.44%,"['Professional services', 'Engineering']"
33f9045a9f454d51ac3a4108844ecdfb,Paysafe,4364,$1.29 B,USA,$21.33,1.52%,518.26%,"['Financial services', 'Internet', 'Tech']"
a08f729cbf364407b740d5d5abfc74ac,Eih Limited,4363,$1.29 B,India,$2.07,-0.39%,10.70%,"['Hotels', 'Travel']"
bd35ecaec32f4be4b78cf06f4bdea95a,First Commonwealth Financial Corp,4362,$1.29 B,USA,$13.89,1.39%,-14.31%,"['Banks', 'Financial services']"
5014ebb4597247f98aa1ec9d35e3fd44,Utz Brands,4361,$1.30 B,USA,$16.09,0.81%,2.88%,['Food']
1e999ac1086842429eca3e07fbb6b3e3,Avid Technology,4360,$1.30 B,USA,$29.80,2.30%,2.48%,
81e4ab5f95d6487a9a126e3d85f30796,Fresh Del Monte Produce,4359,$1.30 B,,$27.25,0.22%,-2.96%,['Food']
d85d9fed2a1e490fa8accba7cdad58b0,Allcargo Logistics,4358,$1.30 B,India,$5.31,1.90%,13.46%,
974e9defae374efa8430eefa69d80493,Blucora,4357,$1.30 B,USA,$27.24,1.64%,71.21%,['Financial services']
4a9a00c7dde94cb3b133db48a51d3b91,Sinclair Broadcast,4356,$1.30 B,USA,$18.74,1.79%,-30.36%,['Telecommunication']
64318d24b5f7404288452966d03ab16b,Outset Medical,4355,$1.30 B,USA,$27.06,0.22%,-29.46%,['Medical devices']
1cd66f9d59344947afd873c7bf1c3e19,Iamgold,4354,$1.30 B,Canada,$2.72,2.64%,5.43%,
5672f1ae5dfe4aebb9032ddbf8ba7e2e,Federal Agricultural Mortgage,4353,$1.30 B,USA,$123.93,1.76%,0.62%,['Financial services']
30480a69b42e4f8ba2572561f90bdd34,V2x,4352,$1.31 B,USA,$43.02,1.61%,-7.78%,['Defense contractors']
030e64ac1179432e93df8cc66392a6d2,Pc Connection,4351,$1.31 B,USA,$49.87,0.18%,19.76%,
5730333d680a44069510d709edcfe409,Ofg Bancorp,4350,$1.31 B,USA,$27.59,1.06%,2.03%,"['Banks', 'Financial services']"
75ed31cf758041bca2a5274ee72910ac,Altus Power,4349,$1.31 B,USA,$8.20,3.80%,5.40%,"['Energy', 'Electricity', 'Renewable energy']"
fcbb8323023a4a158b014862fdb45e09,Adaptive Biotechnologies,4348,$1.31 B,USA,$9.20,1.88%,-43.87%,"['Biotech', 'Pharmaceuticals']"
a1c66e85004345bc92e4880794bc79af,Himax,4347,$1.31 B,Taiwan,$7.55,1.48%,-31.24%,"['Semiconductors', 'Tech', 'Tech Hardware']"
048d0f71618941c3a4a18643bbdfb811,Atea Asa,4346,$1.31 B,Norway,$11.90,2.26%,-32.00%,"['IT services', 'Professional services']"
6e28b75bc3b74cc9a6108210b45d8124,Gag Immobilien,4345,$1.31 B,Germany,$81.45,-3.85%,-37.40%,['Real estate']
5e897336f5dc4a2dafdfdf2c1eb2c3e7,Heartland Express,4344,$1.31 B,USA,$16.68,1.34%,6.11%,['Transportation']
4d0a329c7b3a4003bc9dfe21c4829ed2,Diagnosticos Da America,4343,$1.31 B,Brazil,$2.34,0.34%,-57.84%,['Healthcare']
a12059076acc46dc828fa316dfc29a50,P10,4342,$1.31 B,USA,$11.26,-0.09%,-8.08%,"['Financial services', 'Asset Management', 'Investment']"
c99e15a68ed74e33b97d373251c0c910,Pennymac Mortgage Investment Trust,4341,$1.31 B,USA,$14.83,1.92%,-13.78%,"['REITs', 'Real estate', 'Investment']"
615451df5c8f4b5c96055c243c61cb1f,Bénéteau,4340,$1.32 B,France,$15.88,-1.08%,-5.14%,
78cca5123d6047a7924d8e1391476476,Magnite,4338,$1.32 B,USA,$9.92,5.70%,-21.91%,['Advertising']
595c0ca4a43640b0b6ae67b3b75c6cdb,Oceanfirst Financial,4337,$1.32 B,USA,$22.42,7.84%,-0.13%,"['Financial services', 'Banks']"
6f18ae2ec32240bcb7e6711e0bb4edc4,Xometry,4336,$1.32 B,USA,$27.97,3.59%,-46.01%,
cd9f792ff00641e28a9e67b9b350b464,First Busey,4335,$1.32 B,USA,$24.03,0.59%,-12.71%,"['Banks', 'Financial services']"
02a0fb2d0efb455cb78f3d4540a2ca6e,Rsa Insurance Group,4334,$1.32 B,UK,$1.30,0.00%,-24.42%,['Insurance']
41929ecb5a884785a64be521a57e9659,Qt Group,4333,$1.32 B,Finland,$52.35,2.03%,-53.54%,"['Software', 'Tech']"
0b54aa46398d47c69b7ca620c66bac71,Cinemark Theatres,4332,$1.32 B,USA,$11.04,3.18%,-31.00%,['Entertainment']
a897ae11852a4c0e9b410b5125af087c,Finolex Industries,4331,$1.32 B,India,$2.14,0.69%,-17.69%,
fa27b0bfc5944326982c88bc0b9de75a,City Holding Company,4330,$1.33 B,USA,$89.52,0.39%,12.22%,"['Banks', 'Financial services']"
fa3ea7a2825b4966ba707eca5537a0bd,Verve Therapeutics,4329,$1.33 B,USA,$21.59,3.70%,-33.61%,"['Biotech', 'Pharmaceuticals', 'Gene therapy', 'Genomics']"
3da355fe4c4c4d739f292f0767adcd9a,Ecovyst,4328,$1.33 B,USA,$10.22,-2.20%,3.44%,['Chemicals']
8085dcdad0de46d78bfec16fb4958cda,Sovos Brands,4327,$1.33 B,USA,$13.19,0.30%,-3.01%,['Food']
b9939cf2247c459b84181e00486cdf2a,Calumet Specialty Products Partners,4326,$1.33 B,USA,$16.83,-0.94%,20.21%,"['Oil&Gas', 'Chemicals']"
0ed8e66253814d4e89c5afe57e4a3547,Meridianlink,4325,$1.33 B,USA,$16.50,2.68%,-1.55%,"['Software', 'Tech', 'Financial services']"
ca322355e0e943ec81e5648bd353c2f5,Kratos Defense & Security Solutions,4324,$1.33 B,USA,$10.60,1.15%,-37.54%,['Defense contractors']
f2b0840965ee4862923350d22318f1d1,Universal Corporation,4323,$1.33 B,USA,$54.40,0.95%,-2.81%,['Tobacco']
adb611f7f1e041c0b0b0b1bf0f52aaec,Eplus,4322,$1.33 B,USA,$49.72,0.77%,8.46%,"['Professional services', 'Software', 'Tech']"
019a692ba8d348289e9bdb5d466fc617,V-guard Industries,4321,$1.33 B,India,$3.10,-0.67%,4.38%,"['Home & Kitchen Appliances', 'Electronics']"
6f0c4d09147a45ffaa69c266fdde5190,Shop Apotheke Europe,4320,$1.34 B,Netherlands,$69.92,6.41%,-43.51%,"['Drugstore', 'Internet', 'E-Commerce', 'Retail']"
a78fcfb3ead34fbca87531936923bcaa,Tuya,4319,$1.34 B,China,$2.41,6.17%,-53.74%,"['IoT', 'Software', 'Tech']"
821c55cd36154292bc91c5ab95c2a76f,Planet Labs,4318,$1.34 B,USA,$4.93,3.14%,-17.97%,['Aerospace']
a0b04900546e4ed2b2944ad6e07ea7ad,Alembic Pharmaceuticals,4317,$1.34 B,India,$6.83,-0.68%,-34.33%,['Pharmaceuticals']
9d06d0d7073c486e980c1a37f51f8558,Primoris Services Corporation,4316,$1.34 B,USA,$25.28,2.22%,0.44%,['Construction']
f47a4bbf6791458891a7da17cf9422af,Service Properties Trust,4315,$1.34 B,USA,$8.12,3.18%,-6.02%,"['Real estate', 'Investment', 'REITs']"
57dc7698befa4b25afecb8968bf8cc79,Nevro,4314,$1.34 B,USA,$37.92,0.56%,-55.84%,
864f407aa8904a34b41a7eb56f55a0cc,Amag Austria Metall,4313,$1.34 B,,$36.92,1.19%,-20.60%,
c4f5f30be70a46829bc9c915e7f4e414,Green Brick Partners,4312,$1.34 B,USA,$29.23,5.22%,25.99%,['Construction']
13358216e631498b9a30c68af358cc0e,Perion Network,4311,$1.34 B,Israel,$29.70,4.10%,59.16%,"['Advertising', 'Tech']"
16ce23bc9ea642a3b673c34bf57fb842,Wework,4310,$1.34 B,USA,$1.70,10.39%,-80.79%,['Real estate']
f9420c8f76664f43aafbca6e6b26855d,Sparebank 1,4309,$1.34 B,Norway,$11.64,0.35%,-30.51%,"['Banks', 'Financial services']"
01d894a3392043ebabb7d222efef3283,Kcc Corp,4308,$1.35 B,South Korea,$183.88,2.48%,-39.93%,"['Automotive Suppliers', 'Chemicals']"
81e15425c6334bb5b1db172858cded0f,Cdsl,4307,$1.35 B,India,$12.95,-0.16%,-39.09%,['Financial services']
64a7e69bdac946d1b31a031496e5aec2,Centerra Gold,4306,$1.35 B,Canada,$6.15,3.02%,-24.07%,"['Mining', 'Gold mining']"
18ac93ac677d4de08c88b980e5d6205a,Zentalis Pharmaceuticals,4305,$1.35 B,USA,$23.75,2.50%,-57.60%,"['Pharmaceuticals', 'Biotech']"
6fbdbfdde639456c99c82148f0d8c43a,Wacker Neuson,4304,$1.35 B,Germany,$19.33,-1.11%,-27.85%,
7048993f412f42a2abd6f1e042d1a987,Embecta,4303,$1.35 B,USA,$23.72,1.63%,,['Medical devices']
e9d15e303fe44384ac719a254612e898,Borr Drilling,4302,$1.35 B,,$5.90,0.85%,183.65%,"['Oil&Gas', 'Energy']"
51b18fcfd6014303a5223563ae41561e,Equinox Gold,4301,$1.35 B,Canada,$4.45,1.14%,-35.69%,
1ec88b4e1b2e412a95f8fb9386d9819e,Enerpac Tool Group,4284,$1.37 B,USA,$24.13,-1.03%,31.86%,"['Tool manufacturers', 'Manufacturing']"
6b753e87209d47be8a426851fd5077ba,Maytronics,4283,$1.37 B,Israel,$12.57,-4.48%,-43.22%,['Robotics']
9637366d625644108d1f36c3b94f38d7,Secunet,4282,$1.37 B,Germany,$212.64,-3.78%,-40.33%,"['IT security', 'Tech']"
2e42ea64674f4266b73f92cd887c2d6d,Mixi,4281,$1.37 B,Japan,$18.97,-1.17%,-1.86%,"['Video games', 'Entertainment', 'Tech']"
34161dc271b04e4fadc51348bb88d8f5,Construction Partners,4280,$1.37 B,USA,$26.14,1.67%,13.85%,"['Construction', 'Infrastructure']"
8c0dc912828c4d59a8553c8036a413a7,K92 Mining,4279,$1.37 B,Canada,$5.91,-1.74%,6.10%,"['Mining', 'Gold mining']"
1cd546f07de9423292d09692fdd198ab,Afya,4278,$1.37 B,Brazil,$15.33,0.26%,22.44%,['Education']
e4092eeb267740ad814b7ca39b7429d5,Bilfinger,4277,$1.37 B,Germany,$33.86,2.03%,-2.39%,['Engineering']
104b7820912146a1b2af124298208ad5,K12,4276,$1.38 B,USA,$32.08,0.72%,19.43%,['Education']
3dbe4f16e7074d91a4b93c782e403bf9,Sfl Corp,4275,$1.38 B,,$9.97,1.32%,24.16%,"['Transportation', 'Maritime transportation', 'Container shipping']"
a69a4ecf88824684b1372130ad5a632e,Ottogi,4274,$1.38 B,South Korea,$369.78,-1.19%,1.13%,['Food']
6cf8dc6485864ee0a844c2cc709c1f04,Nlc India,4273,$1.38 B,India,$1.00,-0.49%,11.11%,"['Mining', 'Electricity', 'Energy']"
a8f877374bd0474b9f54f68559f27583,Now Inc.,4272,$1.38 B,USA,$12.52,1.54%,42.43%,"['Oil&Gas', 'Oil & Gas Equipment & Services', 'Energy']"
a1f7208297754ce99a3bcf52135fb33a,Ourpalm,4271,$1.38 B,China,$0.50,0.60%,-29.58%,"['Video games', 'Entertainment']"
02d0bf8ab31b4d04bc2c5591baaef271,The Chefs' Warehouse,4270,$1.38 B,USA,$36.16,1.69%,18.36%,['Food']
0cd537fdd3e4459c9ccf108ee9403129,Telephone And Data Systems,4269,$1.38 B,USA,$12.20,5.26%,-37.08%,
b99d3830da3a47bd978d79d93d36f132,Ladder Capital,4268,$1.38 B,USA,$10.95,1.20%,-5.85%,"['Real estate', 'Investment', 'REITs']"
8a6accb8941a49cca4b279858d0a7ed4,Uranium Energy,4267,$1.38 B,USA,$3.75,2.74%,37.36%,"['Mining', 'Energy', 'Uranium']"
8e9c35039f104e82802ae2163a35c97e,Atoss,4266,$1.38 B,Germany,$173.76,0.76%,-5.78%,"['Software', 'Tech']"
428f44f3837847df9cc9ffd237900f3e,Basf India,4265,$1.39 B,India,$32.11,-0.88%,-25.89%,['Chemicals']
63d24f17949e485398c48f9428d21a04,Alexander & Baldwin,4264,$1.39 B,USA,$19.17,-0.05%,-15.88%,"['Real estate', 'Investment', 'REITs']"
68279036b8594ebfa893dd958fe2e7b2,Dht Holdings,4263,$1.39 B,,$8.55,0.00%,73.43%,"['Oil&Gas', 'Transportation', 'Maritime transportation']"
04a75bf3139b4c449e4af8be25920421,Keros Therapeutics,4262,$1.39 B,USA,$50.55,1.28%,9.18%,"['Biotech', 'Pharmaceuticals']"
cb07281d2fee4d47a69fc675254755a1,Figs,4261,$1.39 B,USA,$8.39,7.15%,-59.97%,"['Clothing', 'Healthcare']"
e03fc09ca6074e9bac02ec8e36adb774,Veidekke,4260,$1.39 B,Norway,$10.46,0.39%,-29.56%,['Construction']
844e3c799734457b84cab8d121c81c05,Alkami Technology,4259,$1.39 B,USA,$15.25,2.97%,9.16%,"['Software', 'Tech', 'Financial services']"
beb0cb0f21ba4fd09ce4117db3a7f7e8,Gamma Communications,4258,$1.39 B,UK,$14.29,0.69%,-32.82%,['Telecommunication']
a645c404c3c5446291881fc51b76860c,Asseco,4257,$1.39 B,Poland,$16.77,-0.32%,-19.49%,"['Software', 'Tech']"
18d2e798dcc5418491f6cf91e8c6fee3,Mativ Holdings,4256,$1.39 B,USA,$25.45,-0.47%,-13.85%,"['Pulp and paper', 'Packaging']"
b5f98abfc07e4a3b99f80fa24e7c704f,Amphastar Pharmaceuticals,4255,$1.40 B,USA,$28.97,0.28%,17.05%,"['Pharmaceuticals', 'Biotech']"
244c99023d9e445f97cf8dfa21f6ae6a,Russel Metals,4254,$1.40 B,Canada,$22.43,2.04%,-9.96%,
6c5b057e5a9f43f7bd28e04707a951d8,Ready Capital,4253,$1.40 B,USA,$12.54,1.46%,-10.75%,"['Real estate', 'Financial services']"
ed9b4bc9dffb4cf18a6bc1f6f3d3046c,Bank Islam Malaysia,4252,$1.40 B,Malaysia,$0.78,-0.29%,-3.70%,"['Banks', 'Financial services']"
1a7389eb6f6f4af1bc5e42cb670d550c,Evgo,4251,$1.41 B,USA,$5.32,2.70%,-33.42%,"['EV charging', 'Electricity', 'Energy']"
0dce3830179347a7a92780b39a3b7099,Neogenomics,4250,$1.41 B,USA,$11.18,0.81%,-48.22%,"['Genomics', 'Biotech', 'Diagnostics and Testing']"
a2074559a8e841799eaf0ad58428792d,Upstart,4249,$1.41 B,USA,$17.29,11.05%,-81.35%,"['Financial services', 'Tech']"
5a3e4545028b452ba9d9d6176179ce45,Genesis Energy L.p.,4248,$1.41 B,USA,$11.55,3.96%,7.14%,"['Oil&Gas', 'Transportation', 'Energy']"
ef533fb6f78c46e1b9aa353870bdbc2b,Hornbach Holding,4247,$1.41 B,Germany,$88.84,0.37%,-40.87%,['Retail']
721eccc60eaa468c8694bf3796cb26eb,Poshmark,4246,$1.41 B,USA,$17.90,0.00%,27.40%,"['E-Commerce', 'Tech', 'Internet']"
fa9594c035fb4c41921cf174fbabb7ba,Geo Group,4245,$1.42 B,USA,$11.44,2.05%,58.45%,"['Real estate', 'Investment', 'REITs']"
520de9344e9740b3b36d254bba55e1b5,Acv Auctions,4244,$1.42 B,USA,$8.98,1.13%,-40.13%,"['Used car retailer', 'Car retail']"
bea7378443cc4329b0e300ab975eeb14,Freyr Battery,4243,$1.42 B,,$10.18,4.41%,11.26%,"['Batteries', 'Electricity']"
1e78c73ace3e45deaae0199afcf35fca,Middlesex Water Company,4242,$1.42 B,USA,$80.64,1.03%,-17.61%,['Utility companies']
d3c7dfc53efb46b79384f4c39c18bb9d,Summerset Holdings,4241,$1.42 B,New Zealand,$6.13,2.56%,-27.37%,['Medical Care Facilities']
45c03d86f553463199f87fd9b5321ac1,Reata Pharmaceuticals,4240,$1.42 B,USA,$38.85,1.52%,48.40%,"['Pharmaceuticals', 'Biotech']"
d33b4ed2a9cf4bcca4597760c5b27535,Pra Group,4239,$1.42 B,USA,$36.54,0.88%,-22.94%,['Financial services']
6c56c3d49657461d87bc3730ddc1f5e9,Virgin Galactic,4238,$1.42 B,USA,$5.19,6.79%,-38.72%,['Aerospace']
0854fd3656404f58b97e56091bee5d63,Goosehead Insurance,4237,$1.42 B,USA,$36.66,-2.50%,-60.37%,
44114ac702c14e07a483f0284a08a1d6,Goeasy,4236,$1.42 B,Canada,$86.72,5.00%,-29.08%,['Financial services']
44771b8db1c74c1f8d6cb22c6bddd131,Kinetik,4235,$1.42 B,USA,$31.21,-0.29%,-0.86%,"['Oil&Gas', 'Energy']"
0a8d9188b30047a482fccf6cc50dddaf,Casino Guichard-perrachon,4234,$1.42 B,France,$12.67,3.27%,-51.38%,['Retail']
9db7b08219bc4c0499232a3a1ec1646d,Guaranty Trust Bank,4233,$1.43 B,,$2.43,0.00%,-11.31%,"['Banks', 'Financial services']"
3159bf3edffd4a4bb77f313609cb856b,Geron,4232,$1.43 B,USA,$3.19,3.91%,203.81%,"['Pharmaceuticals', 'Biotech']"
fe85ffef60a842a7bd7efa1921ddbfbc,Adtran,4231,$1.43 B,USA,$18.36,-3.06%,5.28%,['Telecommunications equipment']
8b467a12569545828714c8c5416065b3,Vista Oil & Gas,4230,$1.43 B,Mexico,$16.23,0.62%,185.24%,"['Oil&Gas', 'Energy']"
8c75acb1ec284a08a75bdf1a29166028,Angi Homeservices,4229,$1.43 B,USA,$2.85,1.06%,-64.15%,
36e09ceb23f845e5b931d992c008a898,Techtarget,4228,$1.43 B,USA,$49.08,5.71%,-38.33%,"['Internet', 'Advertising', 'Tech']"
67dffd48d7a44b9db71784b364c4ca44,Treace Medical Concepts,4227,$1.43 B,USA,$25.94,0.93%,40.14%,['Medical devices']
a6bdbe8b117b42e2a38a634878959545,Dynavax Technologies,4226,$1.44 B,USA,$11.30,1.35%,-12.13%,"['Pharmaceuticals', 'Biotech']"
0964dd70446e4ce0b12d794487544733,Blue Star,4225,$1.44 B,India,$14.97,-1.88%,12.47%,
3ffe62e055e1426ca30af1fc0702c3d1,First National Of Nebraska,4224,$1.44 B,USA,"$13,500",-4.93%,-2.17%,"['Banks', 'Financial services']"
9718235cb314449f95209ef7b30ab5cd,Aris Water Solutions,4223,$1.44 B,USA,$16.20,5.06%,24.14%,
cd3ed6f3c3bf46f59a4b832ef7dfd679,Ytl Corporation Berhad,4222,$1.44 B,Malaysia,$0.13,0.00%,0.00%,
a94bd10b4dfe426b937e9b6c9c4c5ace,Perimeter Solutions,4221,$1.44 B,USA,$9.18,-0.43%,-28.67%,['Chemicals']
7a4d1629dc9143fbb66fd29096861312,Siam City Cement (insee),4220,$1.44 B,Thailand,$4.85,-0.63%,2.11%,"['Cement', 'Building materials']"
02d9e5272cbd4b4ca538f2751e66d00a,Scandinavian Tobacco Group,4219,$1.44 B,Denmark,$16.60,-0.18%,-20.73%,['Tobacco']
1ea090a1bc2f48acba0b533e92613a93,Oyak Çimento,4218,$1.44 B,Turkey,$1.25,-0.76%,104.92%,"['Cement', 'Building materials']"
46f95954ddc94855982e312296983ed9,Viridian Therapeutics,4217,$1.44 B,USA,$35.96,0.50%,105.60%,"['Pharmaceuticals', 'Biotech']"
c304b7c8606f4aa6bdf2dc787747e6ce,Fiskars,4216,$1.44 B,Finland,$17.96,0.12%,-31.87%,
e23e344d1d1348df94bbb992f84046fd,Corsair Gaming,4215,$1.44 B,USA,$14.41,1.84%,-29.98%,"['Video games', 'Tech', 'Tech Hardware']"
1a1f6781bc2a45b6b959adc6fa3b0fc2,Paramount Group,4214,$1.44 B,USA,$6.15,1.99%,-29.47%,"['Real estate', 'Investment', 'REITs']"
c5181704288f474384dfcd913add935a,Dice Therapeutics,4213,$1.44 B,USA,$30.41,-0.36%,109.15%,"['Pharmaceuticals', 'Biotech']"
16fcd786f93f4616aada5bc3a7de7ff4,Rhi Magnesita,4212,$1.45 B,,$30.30,0.36%,-37.42%,
499e7968a1f54257bed3f755fe58d4fa,Xd Inc.,4211,$1.45 B,China,$3.07,-1.03%,-34.26%,"['Video games', 'Entertainment']"
4fef36079ef64fd1924888d1a8921a52,Glenmark Pharmaceuticals,4210,$1.45 B,India,$5.14,-0.81%,-20.80%,['Pharmaceuticals']
4b660dee3eb8439ba21561fae77292b7,Archrock,4209,$1.45 B,USA,$9.33,0.32%,16.77%,
71ce1e29dc0945a0a2f9a7aa82bb4454,Hitejinro,4208,$1.45 B,South Korea,$20.93,1.77%,-17.08%,"['Beverages', 'Alcoholic beverages']"
6813d6f4d2d54df5aeab6212c0acdd34,Cassava Sciences,4207,$1.45 B,USA,$34.84,5.38%,-4.10%,"['Diagnostics and Testing', 'Biotech']"
30077424e95642078110197e315e143a,City Union Bank,4206,$1.45 B,India,$1.97,0.16%,4.23%,"['Banks', 'Financial services']"
dd9ac49ef68b44288b184e75e518881d,Meliá Hotels International,4205,$1.45 B,Spain,$6.61,3.22%,-10.43%,"['Hotels', 'Travel']"
09c553f6bc3247f39d8034095771bb56,China Gold International Resources,4204,$1.45 B,Canada,$3.67,-1.01%,29.68%,"['Mining', 'Gold mining']"
1404929e72584d81a92d070f2709f2a7,Monarch Casino & Resort,4203,$1.46 B,USA,$77.02,1.77%,23.47%,"['Gambling', 'Entertainment']"
04f86049c0af4331b958fe6387022ed8,Hudson Pacific Properties,4202,$1.46 B,USA,$10.23,0.69%,-56.93%,
d6b2a3b99eb2487cb0cf3ffd17fb2850,Everi Holdings,4201,$1.46 B,USA,$16.34,1.49%,-12.24%,['Gambling']
d5b26fc9933b407e96233a230f40a1c8,Patrick Industries,4184,$1.47 B,USA,$65.09,2.34%,3.19%,
b1e9eee400e24c9b8a035aa3f152e302,Deutsche Euroshop,4183,$1.47 B,Germany,$23.61,1.49%,27.48%,
8ffc82931d454af0971b4f25ffd62307,Cargojet,4182,$1.47 B,Canada,$85.93,2.18%,-38.00%,"['Airlines', 'Transportation']"
1ed2d60fcc5248c6946009f46ddefe00,Meridian Bioscience,4181,$1.47 B,USA,$33.74,0.27%,58.78%,['Diagnostics and Testing']
ca20ed70e7df4d979b518c52c0aea663,At&s Austria Technologie & Systemtechnik,4180,$1.47 B,,$38.07,1.59%,-14.81%,"['Semiconductors', 'Electronics', 'Tech', 'Tech Hardware']"
a8f89677848f4f168401b4b1c042371f,Compass,4179,$1.48 B,USA,$3.41,10.00%,-57.69%,"['Real estate', 'Software', 'Tech']"
6d4e3159dbc64f7281d5b2e259444c43,Modivcare,4178,$1.48 B,USA,$104.83,-0.78%,-8.94%,['Healthcare']
b5a8a5096a534d5682e82fb5fee37bed,The Beauty Health Company,4177,$1.48 B,USA,$11.23,2.56%,-17.67%,['Cosmetics and Beauty']
a4492408b1f94dd991ab1d59646bb3a4,Cytek Biosciences,4176,$1.48 B,USA,$11.01,0.00%,-22.57%,"['Medical devices', 'Manufacturing']"
c138a50a6d444db5afa7b095dcbb82e9,Interrent Real Estate Investment Trust,4175,$1.48 B,Canada,$10.49,0.57%,-16.41%,"['REITs', 'Real estate', 'Investment']"
e0eeb9e2230246ffaa29e71a3e6a361c,Triumph Bancorp,4174,$1.48 B,USA,$58.74,-1.71%,-39.20%,"['Banks', 'Financial services']"
a82f36452c3848f4818d81e3489ebe73,Amplitude,4173,$1.48 B,USA,$13.16,4.94%,-64.60%,"['Software', 'Tech']"
059c4b7f6094472fba7a8499151a92df,Uct (ultra Clean Holdings),4172,$1.48 B,USA,$32.73,1.99%,-33.00%,"['Semiconductors', 'Tech', 'Tech Hardware']"
2fcd7e27c3184d24ba61c7373520ea1a,Elgi Equipments,4171,$1.48 B,India,$4.70,-1.51%,-5.43%,
194a922f09f748aea088ebfa5f6d8169,Formosa Taffeta,4170,$1.49 B,Taiwan,$0.89,0.00%,-14.42%,"['Oil&Gas', 'Energy']"
a6746fabc9c54dc185f9655a0838a924,C3 Ai,4169,$1.49 B,USA,$13.54,3.36%,-46.80%,"['Software', 'Tech']"
bd482bf086594af2a36079a90e9656d5,Avidity Biosciences,4168,$1.49 B,USA,$22.47,4.90%,58.02%,"['Pharmaceuticals', 'Biotech']"
bb9a89e22818458383832c9e47e89016,Eagle Bancorp,4167,$1.49 B,USA,$47.67,2.38%,-19.54%,"['Banks', 'Financial services']"
16958adb771b4f2f8edab7e32103a837,Avi Limited,4166,$1.49 B,South Africa,$4.52,-1.74%,0.44%,['Food']
5186d673dc1a4df3814c4a371aeccd66,Global Net Lease,4165,$1.49 B,USA,$14.08,1.59%,-0.07%,"['REITs', 'Real estate', 'Investment']"
6cb76ea8575846a3ad40c55fbdea0868,Yoozoo Interactive,4164,$1.49 B,China,$1.63,-1.26%,-21.26%,"['Video games', 'Entertainment']"
cf13ffd40c884cb0ae419d995ee6c18e,Tag Immobilien,4163,$1.49 B,Germany,$8.50,-1.14%,-67.56%,['Real estate']
