name,market_capitalization_USD,price,country
Canoo,370000000,1,USA
HomeTrust Bancshares,370000000,24,USA
Ottakringer Getränke,370000000,167,Austria
374Water,370000000,3,USA
Chennai Petroleum,370000000,3,India
Xperi,370000000,9,USA
Farmers & Merchants Bancorp,370000000,27,USA
BRT Apartments,370000000,20,USA
Gold Royalty Corp,370000000,3,Canada
El Pollo Loco,370000000,10,USA
Hippo,370000000,16,USA
JCI Hitachi India,370000000,14,India
Regencell Bioscience,370000000,29,Hong Kong
Despegar,370000000,6,Argentina
Bahnhof AB,370000000,3,Sweden
Power Mech Projects,370000000,25,India
Dynamic Materials Corporation,370000000,19,USA
PDS Biotechnology,370000000,11,USA
PennantPark Investment,370000000,6,USA
NanoString Technologies,370000000,8,USA
NexPoint Real Estate Finance,370000000,17,USA
Liquidia Technologies,360000000,6,USA
Hong Kong Ferry,360000000,1,Hong Kong
Build-A-Bear,360000000,25,USA
Hailiang Education,360000000,14,China
Regal Hotels International,360000000,0,Hong Kong
Bright Health,360000000,1,USA
Tredegar,360000000,11,USA
Hathway,360000000,0,India
Sun Corp,360000000,16,Japan
Sichuan Xunyou Network Technology,360000000,2,China
Automotive Axles,360000000,24,India
Digimarc,360000000,18,USA
Rimini Street,360000000,4,USA
Surya Roshni,360000000,7,India
Penseco Financial Services,360000000,51,USA
Citizens & Northern Corp,360000000,23,USA
Baozun,360000000,6,China
SeaSpine,360000000,10,USA
Utah Medical Products,350000000,99,USA
India Tourism Development Corp,350000000,4,India
Adicet Bio,350000000,8,USA
Concert Pharmaceuticals,350000000,7,USA
Unisys,350000000,5,USA
Velo3D,350000000,2,USA
RxSight,350000000,13,USA
North American Construction Group,350000000,13,Canada
Arqit Quantum,350000000,3,UK
Tucows,350000000,33,Canada
TuSimple,350000000,2,USA
Blend Labs,350000000,2,USA
Southern First Bancshares,350000000,45,USA
Deep Yellow,350000000,0,Australia
PepGen,350000000,15,USA
ESS Tech,350000000,2,USA
Allbirds,350000000,2,USA
CarParts.com,350000000,7,USA
The Manitowoc Company,350000000,10,USA
Red River Bancshares,350000000,49,USA
Adaptimmune Therapeutics,350000000,2,UK
Cyxtera Technologies,350000000,2,USA
OraSure Technologies,350000000,5,USA
Codexis,350000000,5,USA
Solid Power,350000000,2,USA
Safe Bulkers,350000000,3,Monaco
Shriram Pistons & Rings,350000000,16,India
SciPlay,350000000,16,USA
Alpine Immune Sciences,350000000,8,USA
Arizona Metals,350000000,3,Canada
Precigen,350000000,2,USA
American Realty Investors,350000000,22,USA
CS Disco,350000000,6,USA
Omega Therapeutics,350000000,7,USA
Civista Bancshares,350000000,22,USA
Braemar Hotels & Resorts,340000000,4,USA
NL Industries,340000000,7,USA
Inox Wind,340000000,1,India
Kaveri Seed,340000000,6,India
Gilat Telecom,340000000,6,Israel
LSI Industries,340000000,13,USA
Shore Bancshares,340000000,18,USA
HCI Group,340000000,40,USA
Rain Therapeutics,340000000,10,USA
Columbia Care,340000000,1,USA
Digital Bros,340000000,24,Italy
Comtech Telecommunications,340000000,12,USA
Mammoth Energy Services,340000000,7,USA
Postal Realty Trust,340000000,15,USA
Gladstone Capital,340000000,10,USA
Organogenesis,340000000,3,USA
Nilkamal,340000000,23,India
Argonaut Gold,340000000,0,USA
Astronics Corporation,340000000,11,USA
HBL Power Systems,340000000,1,India
GasLog Partners,340000000,6,Greece
fuboTV,340000000,2,USA
Aviat Networks,340000000,30,USA
Corby Spirit and Wine,340000000,12,Canada
Orient Cement,340000000,2,India
McEwen Mining,340000000,7,Canada
Village Super Market,340000000,23,USA
Inspired Entertainment,330000000,13,USA
Belpointe OZ,330000000,96,USA
T’way Air,330000000,2,S. Korea
Mirza International,330000000,3,India
Jumia,330000000,3,Germany
Sanara MedTech,330000000,41,USA
Marathon Gold,330000000,1,Canada
Hersha Hospitality Trust,330000000,8,USA
Devolver Digital,330000000,1,USA
Stoke Therapeutics,330000000,9,USA
Torrid,330000000,3,USA
NVE Corporation,330000000,69,USA
Northwest Pipe Company,330000000,34,USA
Arlo Technologies,330000000,4,USA
City Office REIT,330000000,8,Canada
Gannett,330000000,2,USA
Ooma,330000000,13,USA
Traeger,330000000,3,USA
Home Bancorp,330000000,40,USA
Atara Biotherapeutics,330000000,4,USA
Bushiroad,330000000,5,Japan
Black Rifle Coffee (BRC),330000000,6,USA
Rani Therapeutics,320000000,7,USA
Quotient Technology,320000000,3,USA
C4 Therapeutics,320000000,7,USA
Telos,320000000,5,USA
ACNB Corporation,320000000,39,USA
Pizza Pizza,320000000,10,Canada
First Bancorp,320000000,30,USA
Vasta Platform,320000000,4,Brazil
Diana Shipping,320000000,4,Greece
Cosmo Films,320000000,12,India
Gabriel India,320000000,2,India
SkyWater Technology,320000000,8,USA
American Battery Technology Company,320000000,1,USA
11 bit studios,320000000,137,Poland
Velocity Financial,320000000,10,USA
NextNav,320000000,3,USA
Soft-World International,320000000,3,Taiwan
ReneSola,320000000,5,USA
Voltamp Transformers,320000000,32,India
Sierra Bancorp,320000000,21,USA
AFC Gamma,320000000,16,USA
Luna Innovations,320000000,10,USA
Happinet,320000000,15,Japan
MeiraGTx,310000000,7,USA
NeoGames,310000000,12,Israel
Saratoga Investment,310000000,27,USA
Hallador Energy Company,310000000,10,USA
Summit Financial Group,310000000,25,USA
Sudarshan Chemical,310000000,5,India
Amplify Energy,310000000,8,USA
Centessa Pharmaceuticals,310000000,3,UK
Remedy Entertainment,310000000,23,Finland
Weight Watchers,310000000,4,USA
Red Violet,310000000,23,USA
Miller Industries,310000000,27,USA
Phathom Pharmaceuticals,310000000,8,USA
Cerberus Cyber Sentinel,310000000,2,USA
Clarus,310000000,8,USA
Gritstone bio,310000000,4,USA
COMPASS Pathways,310000000,7,UK
Autolus Therapeutics,310000000,2,UK
Northeast Bank,310000000,42,USA
Arctic Paper,310000000,4,Poland
Satellogic,310000000,3,USA
The Pennant Group,310000000,10,USA
OneConnect,310000000,7,China
Northrim BanCorp,300000000,55,USA
Grindrod Shipping,300000000,16,Singapore
BioAtla,300000000,8,USA
DBV Technologies,300000000,2,France
Casa Systems,300000000,3,USA
Qiwi,300000000,5,Cyprus
Forge Global,300000000,2,USA
BCB Bancorp,300000000,18,USA
Trean Insurance Group,300000000,6,USA
Marvelous,300000000,5,Japan
WhiteHorse Finance,300000000,13,USA
Gran Tierra Energy,300000000,1,Canada
Sterling Bancorp,300000000,6,USA
Loop Media,300000000,5,USA
Aadi Bioscience,300000000,12,USA
Focus Entertainment,300000000,48,France
Jaypee Group,300000000,0,India
Greenlight Reinsurance,300000000,9,Cayman Islands
First Business Financial Services,300000000,36,USA
eGain,300000000,9,USA
Kyokuyo,300000000,28,Japan
Atai Life Sciences,300000000,2,Germany
ASA Gold and Precious Metals,300000000,16,USA
Bakhu Holdings,300000000,1,USA
Generation Bio,300000000,5,USA
PetIQ,300000000,10,USA
Granite Point Mortgage Trust,290000000,6,USA
Silicom,290000000,45,Israel
Oyster Point Pharma,290000000,11,USA
Heron Therapeutics,290000000,3,USA
Zevia,290000000,5,USA
PTC India,290000000,1,India
Green Plains Partners,290000000,13,USA
Astra Microwave,290000000,3,India
Viemed Healthcare,290000000,8,USA
The Restaurant Group plc,290000000,0,UK
Aeroporto G. Marconi Bologna,290000000,8,Italy
Karat Packaging,290000000,15,USA
Gatos Silver,290000000,4,USA
Investors Title Company,290000000,156,USA
The Original BARK Company,290000000,2,USA
Gravity Co.,290000000,42,S. Korea
MBM Resources,290000000,1,Malaysia
Ashoka Buildcon,290000000,1,India
Wheels Up,290000000,1,USA
PCSB Financial,290000000,19,USA
Richardson Electronics,290000000,21,USA
Siyaram Silk Mills,290000000,6,India
Pulmonx,290000000,8,USA
Tidewater Renewables,290000000,8,Canada
Clipper Realty,290000000,7,USA
Azure Power,290000000,5,India
Cue Health,280000000,2,USA
Media and Games Invest,280000000,2,Malta
eMudhra,280000000,4,India
Forum Energy Technologies,280000000,28,USA
Aurora Cannabis,280000000,1,Canada
Seer,280000000,5,USA
Qudian,280000000,1,China
MVB Financial,280000000,23,USA
Western Copper and Gold,280000000,2,Canada
Weave Communications,280000000,4,USA
Franklin Street Properties,280000000,3,USA
Transphorm,280000000,5,USA
Ethos Watches,280000000,12,India
Regional Management,280000000,30,USA
LumiraDx,280000000,1,UK
Ocugen,280000000,1,USA
Ocular Therapeutix,280000000,4,USA
Marksans Pharma,280000000,1,India
LendingTree,280000000,22,USA
Burning Rock Biotech,280000000,3,China
Nkarta,280000000,6,USA
Kinnate Biopharma,280000000,6,USA
NI Holdings,280000000,13,USA
Timberland Bancorp,280000000,34,USA
Unity Bancorp,280000000,27,USA
India Glycols,280000000,9,India
Sonder Holdings,270000000,1,USA
Lands' End,270000000,8,USA
Aeva Technologies,270000000,1,USA
People Can Fly,270000000,9,Poland
ADC Therapeutics,270000000,4,Switzerland
SpiceJet,270000000,0,India
Park Aerospace,270000000,13,USA
Rubicon Technologies,270000000,2,USA
Fire Rock,270000000,0,China
Neuland Laboratories,270000000,21,India
Electrosteel Castings,270000000,0,India
SRA Holdings,270000000,22,Japan
FriendTimes,270000000,0,China
Arvind,270000000,1,India
Rupa Company,270000000,3,India
The Honest Company,270000000,3,USA
J.Jill,270000000,27,USA
Prime Focus,270000000,1,India
Ur Energy,270000000,1,USA
NACCO Industries,270000000,37,USA
Foghorn Therapeutics,270000000,6,USA
Sify,270000000,1,India
Air Busan,270000000,2,S. Korea
Ranger Energy Services,270000000,11,USA
PolyMet,260000000,3,Canada
Voyager Therapeutics,260000000,7,USA
Innate Pharma,260000000,3,France
Performant Financial,260000000,4,USA
Outlook Therapeutics,260000000,1,USA
Genie Energy,260000000,10,USA
Daseke,260000000,6,USA
Tillys,260000000,9,USA
Confidence Petroleum,260000000,1,India
Chicago Atlantic Real Estate Finance,260000000,15,USA
Hovnanian Enterprises,260000000,45,USA
Full House Resorts,260000000,8,USA
LiveVox,260000000,3,USA
Honda Siel Power Products,260000000,26,India
Dakota Gold,260000000,4,USA
G1 Therapeutics,260000000,5,USA
Sequent Scientific,260000000,1,India
Workhorse Group,260000000,2,USA
Nouveau Monde Graphite,260000000,5,Canada
F45 Training,260000000,3,USA
Holley,260000000,2,USA
Overseas Shipholding Group,260000000,3,USA
enCore Energy,260000000,2,Canada
Noodles & Company,260000000,6,USA
DHI Group,260000000,5,USA
Kimball International,260000000,7,USA
Addiko Bank,250000000,13,Austria
First Western Financial,250000000,27,USA
Landec,250000000,9,USA
Stellus Capital,250000000,13,USA
Lesaka Technologies,250000000,4,South Africa
GigaCloud Technology,250000000,6,China
SKYX Platforms,250000000,3,USA
OrganiGram Holdings,250000000,1,Canada
First Guaranty Bancshares,250000000,24,USA
Tactile Medical,250000000,13,USA
Somany Ceramics,250000000,6,India
Puravankara,250000000,1,India
Eastman Kodak Company,250000000,3,USA
Nacon,250000000,3,France
tinyBuild,250000000,1,USA
Time Technoplast,250000000,1,India
GrowGeneration,250000000,4,USA
ProQR,250000000,4,Netherlands
Accelya,250000000,17,India
RattanIndia Power,250000000,0,India
Gulf Oil Lubricants,250000000,5,India
American Public Education,250000000,13,USA
Aenza,250000000,3,Peru
XOMA,250000000,22,USA
Pure Cycle (water),250000000,11,USA
Third Coast Bancshares,250000000,19,USA
Groupon,250000000,8,USA
Eargo,250000000,1,USA
LianBio,250000000,2,USA
Radiant Logistics,250000000,5,USA
Jagran Prakashan,250000000,1,India
Actinium Pharmaceuticals,250000000,10,USA
Upland Software,250000000,8,USA
HireQuest,250000000,17,USA
Enad Global 7,250000000,3,Sweden
Gati,250000000,2,India
Uranium Royalty,250000000,2,Canada
Kaltura,250000000,2,USA
MSTC Limited,250000000,4,India
Alpine Income Property Trust,250000000,19,USA
Zengame Technology,240000000,0,China
VA Tech Wabag,240000000,4,India
Homeland Interactive Technology,240000000,0,China
Betterware de Mexico,240000000,7,Mexico
Focus Universal,240000000,6,USA
TransGlobe Energy,240000000,4,Canada
Solo Brands,240000000,4,USA
Parke Bancorp,240000000,21,USA
Oil-Dri Corporation Of America,240000000,35,USA
Cantabil Retail India,240000000,15,India
Orrstown Financial Services,240000000,23,USA
Fabasoft,240000000,22,Austria
Sundaram Finance,240000000,1,India
BayCom (United Business Bank),240000000,19,USA
Central Valley Community Bancorp,240000000,21,USA
Immersion Corporation,240000000,8,USA
Blade Air Mobility,240000000,3,USA
SEACOR Marine,240000000,9,USA
Motorcar Parts of America,240000000,13,USA
Subros,240000000,4,India
Southern States Bancshares,240000000,28,USA
Apollo Pipes,240000000,6,India
Ocwen,240000000,32,USA
Vadilal Industries,240000000,34,India
Hindustan Sanitaryware & Industries,240000000,4,India
Willdan Group,240000000,18,USA
Vuzix,240000000,4,USA
Hyderabad Industries Limited,240000000,32,India
Vicarious Surgical,240000000,2,USA
Acrivon Therapeutics,240000000,12,USA
Bank7,240000000,27,USA
Ponce Financial Group,240000000,10,USA
Backblaze,240000000,7,USA
MM Forgings,240000000,10,India
Aytu BioScience,240000000,4,USA
Quantum-Si,240000000,2,USA
Force Motors,240000000,18,India
Asiasoft,230000000,0,Thailand
TrueCar,230000000,3,USA
Quad,230000000,5,USA
Markforged,230000000,1,USA
Skillsoft,230000000,1,USA
NACL Industries,230000000,1,India
Vst Tillers Tractors,230000000,28,India
Cian,230000000,3,Russia
Emerald Holding,230000000,4,USA
Urban One,230000000,5,USA
The Container Store,230000000,5,USA
IsoEnergy,230000000,2,Canada
Commercial Vehicle Group (CVG),230000000,7,USA
Cognyte Software,230000000,3,Israel
Humacyte,230000000,2,USA
Eurobio Scientific,230000000,21,France
Atlas Technical Consultants,230000000,6,USA
Information Services Group,230000000,5,USA
Rent the Runway,230000000,4,USA
Molecular Partners,230000000,6,Switzerland
Brightcove,230000000,6,USA
Jain Irrigation Systems,230000000,0,India
908 Devices,230000000,7,USA
AirSculpt Technologies,230000000,4,USA
ZimVie,230000000,9,USA
Alpha Tau Medical,230000000,3,Israel
Filatex India,230000000,1,India
TELA Bio,230000000,12,USA
Marinus Pharmaceuticals,230000000,5,USA
Homepoint,220000000,2,USA
Semler Scientific,220000000,34,USA
Zomedica Pharmaceuticals,220000000,0,USA
First Internet Bancorp,220000000,25,USA
AMMO,220000000,2,USA
Territorial Bancorp,220000000,25,USA
Annexon,220000000,5,USA
Rallybio,220000000,6,USA
HF Foods Group,220000000,4,USA
Texmaco Rail & Engineering,220000000,1,India
Codorus Valley Bancorp,220000000,24,USA
Maruzen,220000000,14,Japan
Prenetics,220000000,2,Hong Kong
Nerdy,220000000,2,USA
Absci,220000000,2,USA
Vidhi Specialty Food,220000000,4,India
Lineage Cell Therapeutics,220000000,1,USA
Consolidated Water,220000000,15,Cayman Islands
ORIC Pharmaceuticals,220000000,6,USA
Weyco Group,220000000,23,USA
TMC the metals company,220000000,1,Canada
Caesarstone,220000000,6,Israel
Ten Square Games,220000000,30,Poland
Akatsuki Inc,220000000,16,Japan
Community Financial Corporation,220000000,39,USA
CompX International,220000000,18,USA
Nautilus Biotechnology,220000000,2,USA
Absa Bank,220000000,49,South Africa
RGC Resources,220000000,23,USA
Alto Ingredients,220000000,3,USA
Gallantt Ispat,220000000,1,India
Century Casinos,220000000,7,USA
Arbe Robotics,220000000,4,Israel
Appen,220000000,2,Australia
GEOX,220000000,1,Italy
Bankwell Financial Group,220000000,29,USA
Prelude Therapeutics,220000000,5,USA
Troops,220000000,2,Hong Kong
Alembic Limited,220000000,1,India
Limoneira,210000000,12,USA
Vaxxinity,210000000,2,USA
Hooker Furniture,210000000,19,USA
Middlefield Banc,210000000,28,USA
Skillz,210000000,1,USA
Greenhill,210000000,12,USA
Landsea Homes,210000000,5,USA
Hindustan Oil Exploration Company,210000000,2,India
scPharmaceuticals,210000000,6,USA
CARE's Ratings,210000000,7,India
Nordic Paper,210000000,3,Sweden
Vizsla Silver,210000000,1,Canada
Rigel Pharmaceuticals,210000000,1,USA
Voxx International,210000000,9,USA
ESSA Bancorp,210000000,21,USA
Plumas Bancorp,210000000,37,USA
Investar Holding,210000000,22,USA
EMX Royalty,210000000,2,Canada
Ames National Corp.,210000000,24,USA
Acumen Pharmaceuticals,210000000,5,USA
Portman Ridge,210000000,22,USA
Sanghi Industries,210000000,1,India
Conn's,210000000,9,USA
Babylon Holdings,210000000,9,UK
gumi,210000000,7,Japan
Shalby,210000000,2,India
The Joint Corp.,210000000,15,USA
Western New England Bancorp,210000000,10,USA
SoundHound AI,210000000,1,USA
Evans Bancorp,210000000,38,USA
Tide Water Oil,210000000,12,India
AXT Inc,210000000,5,USA
Assertio Therapeutics,210000000,4,USA
Ellomay Capital,210000000,16,Israel
Matrix Service,210000000,8,USA
BlackSky Technology,200000000,2,USA
Méliuz,200000000,0,Brazil
Federal-Mogul Goetze,200000000,4,India
Duluth Holdings,200000000,6,USA
Y-mAbs Therapeutics,200000000,5,USA
Greenply,200000000,2,India
Gossamer Bio,200000000,2,USA
FuRyu,200000000,8,Japan
Innovid,200000000,2,USA
UBM Development,200000000,28,Austria
Tupperware Brands,200000000,5,USA
VersaBank,200000000,8,Canada
Rocky Brands,200000000,28,USA
The ONE Group Hospitality,200000000,6,USA
Fiesta Restaurant Group,200000000,8,USA
1stdibs.Com,200000000,5,USA
Cato Fashion,200000000,10,USA
Kamada,200000000,5,Israel
C&F Financial Corporation,200000000,59,USA
LCNB,200000000,18,USA
Lordstown Motors,200000000,1,USA
Kandi Technologies Group,200000000,3,China
Big 5 Sporting Goods,200000000,9,USA
Tamil Nadu Newsprint and Papers Limited,200000000,3,India
Asure Software,200000000,10,USA
MainStreet Bancshares,190000000,27,USA
Planet13,190000000,1,USA
Quipt Home Medical,190000000,6,USA
Savara Pharmaceuticals,190000000,2,USA
AgileThought,190000000,4,USA
AN2 Therapeutics,190000000,10,USA
Terran Orbital,190000000,1,USA
KVH Industries,190000000,10,USA
Alpine Summit Energy Partners,190000000,5,USA
Fathom Digital Manufacturing,190000000,1,USA
Thorne HealthTech,190000000,4,USA
Accuray,190000000,2,USA
Rite Aid,190000000,3,USA
So-Young International,190000000,2,China
22nd Century Group,190000000,1,USA
Cepton,190000000,1,USA
Hill International,190000000,3,USA
Cooper Standard,190000000,11,USA
"PLAID,Inc.",190000000,5,Japan
Southern Petrochemical Industries Corp,190000000,1,India
Faraday Future,190000000,0,USA
Penns Woods Bancorp,190000000,27,USA
PlayAGS,190000000,5,USA
Kingsway Financial Services,190000000,8,Canada
I.g. Petrochemicals,190000000,6,India
Maiden Holdings,190000000,2,Bermuda
Kamux,190000000,5,Finland
Limestone Bancorp,190000000,25,USA
Virginia National Bankshares,190000000,36,USA
Jakks Pacific,190000000,20,USA
Aptech,190000000,5,India
Cipher Mining,190000000,1,USA
Kingfa Science & Technology,190000000,16,India
Cormedix,190000000,5,USA
Dhampur Sugar Mills,180000000,3,India
GTPL Hathway,180000000,2,India
UroGen Pharma,180000000,8,USA
InfuSystem,180000000,9,USA
Vintage Wine Estates,180000000,3,USA
Lumax Industries,180000000,20,India
WM Technology,180000000,1,USA
Digital Domain,180000000,0,Hong Kong
Selecta Biosciences,180000000,1,USA
Mahanagar Telephone Nigam,180000000,0,India
Bank of Innovation,180000000,47,Japan
Velodyne Lidar,180000000,1,USA
Nelco,180000000,8,India
"View, Inc.",180000000,1,USA
Veritone,180000000,5,USA
GTL Infrastructure,180000000,0,India
MPS Limited,180000000,11,India
Rottneros,180000000,1,Sweden
Tethys Oil,180000000,6,Sweden
ReconAfrica,180000000,1,Canada
Cigniti Technologies,180000000,7,India
Shankara Building,180000000,8,India
INNOVATE Corp.,180000000,2,USA
Indorama Synthetics,180000000,1,India
Hut 8 Mining,180000000,1,Canada
Hester Biosciences,180000000,22,India
Huhtamaki India,180000000,2,India
Porch Group,180000000,2,USA
Peoples Bancorp of North Carolina,180000000,32,USA
Alico,180000000,24,USA
Beyond Air,180000000,6,USA
Invivyd,180000000,2,USA
CSI Compressco,180000000,1,USA
AC Immune,180000000,2,Switzerland
KLX Energy Services,180000000,15,USA
Yiren Digital,170000000,2,China
Affimed,170000000,1,Germany
Great Ajax,170000000,8,USA
Drecom,170000000,6,Japan
Wendt India,170000000,89,India
Excel Industries,170000000,14,India
Ashiana Housing,170000000,2,India
Indian Metals & Ferro Alloys,170000000,3,India
Olympique Lyonnais Groupe,170000000,3,France
Summit Midstream,170000000,17,USA
UNITED,170000000,9,Japan
Immutep,170000000,2,Australia
InterCure,170000000,4,Israel
Ceragon Networks,170000000,2,Israel
Hurco Companies,170000000,27,USA
FingerMotion,170000000,4,USA
Ouster,170000000,1,USA
Danimer Scientific,170000000,2,USA
KCP Limited,170000000,1,India
Applied Blockchain,170000000,2,USA
Repco Home Finance,170000000,3,India
Battalion Oil,170000000,11,USA
INEOS Styrolution,170000000,10,India
Berkeley Lights,170000000,3,USA
CalAmp,170000000,5,USA
a.k.a. Brands,170000000,1,USA
Alaunos Therapeutics,170000000,1,USA
Silvercrest Asset Management Group,170000000,18,USA
Incannex Healthcare,170000000,3,Australia
China Automotive Systems,170000000,6,China
William Penn Bancorp,170000000,12,USA
Acacia Research,170000000,4,USA
Cadiz,170000000,3,USA
Avita Medical,170000000,7,USA
Bannerman Energy,170000000,1,Australia
NGL Energy Partners,170000000,1,USA
Oriental Aromatics,170000000,5,India
Softstar Entertainment,170000000,2,Taiwan
PlaySide Studios,170000000,0,Australia
Third Harmonic Bio,170000000,4,USA
Real Good Food plc,160000000,7,UK
Nature's Sunshine Products,160000000,9,USA
Wheels India,160000000,7,India
Platinum Group Metals,160000000,2,Canada
Liberty TripAdvisor Holdings,160000000,1,USA
Lifetime Brands,160000000,8,USA
Intevac,160000000,7,USA
Andrew Peller,160000000,4,Canada
Sandhar,160000000,3,India
BAIOO Family Interactive,160000000,0,China
Genius Brands,160000000,1,USA
Biodesix,160000000,2,USA
AFC Energy,160000000,0,UK
G5 Entertainment,160000000,20,Sweden
CytomX Therapeutics,160000000,3,USA
AlphaPolis,160000000,17,Japan
Nam Tai Property,160000000,4,China
RPG Life Sciences,160000000,10,India
Nusantara Pelabuhan Handal,160000000,0,Indonesia
ShiftPixy,160000000,17,USA
Spok Holdings,160000000,8,USA
XL Fleet,160000000,1,USA
KalVista Pharmaceuticals,160000000,7,USA
Akoustis Technologies,160000000,3,USA
Oxford Square Capital,160000000,3,USA
The Beachbody Company,160000000,1,USA
Pear Therapeutics,160000000,1,USA
Riverview Bancorp,160000000,8,USA
BG Staffing,160000000,15,USA
Identiv,160000000,7,USA
Whole Earth Brands,160000000,4,USA
Lantronix,160000000,4,USA
Merrimack Pharmaceuticals,160000000,12,USA
Sasken Technologies,160000000,11,India
Angel Oak REIT,150000000,6,USA
StarTek,150000000,4,USA
SmileDirectClub,150000000,0,USA
GreenLight Biosciences,150000000,1,USA
Bassett Furniture,150000000,17,USA
Mister Spex,150000000,5,Germany
Unifi,150000000,9,USA
LL Flooring,150000000,5,USA
KemPharm,150000000,5,USA
Kossan Rubber Industries,150000000,0,Malaysia
Sequans Communications,150000000,3,France
Gencor Industries,150000000,11,USA
Stratus Properties,150000000,19,USA
Potbelly Corporation,150000000,5,USA
First Northwest Bancorp,150000000,16,USA
AgroFresh,150000000,3,USA
RADCOM,150000000,11,Israel
Yatra,150000000,2,India
Ashford Hospitality Trust,150000000,4,USA
Omaxe,150000000,1,India
Alithya Group,150000000,2,Canada
Cardlytics,150000000,5,USA
Igarashi Motors India,150000000,5,India
Vera Bradley,150000000,5,USA
Aveanna Healthcare,150000000,1,USA
Richmond Mutual Bancorporation,150000000,13,USA
Escalade Sports,150000000,11,USA
Rane Holdings,150000000,11,India
eHealth,150000000,6,USA
Bed Bath & Beyond,150000000,1,USA
The Arena Group,150000000,8,USA
Hawthorn Bancshares,150000000,23,USA
Yunji,150000000,1,China
Kitex Garments,150000000,2,India
ADS-TEC Energy,150000000,3,Ireland
HIVE Blockchain Technologies,150000000,2,Canada
Vera Therapeutics,150000000,5,USA
Pkp Cargo,150000000,3,Poland
Precision BioSciences,150000000,1,USA
CleanSpark,150000000,2,USA
ProPhase Labs,150000000,9,USA
Westport Fuel Systems,150000000,1,Canada
Sunlight Financial,150000000,1,USA
X-Legend Entertainment,150000000,1,Taiwan
MISTRAS Group,140000000,5,USA
ECB Bancorp,140000000,16,USA
İşbir Holding,140000000,5,Turkey
Zentek,140000000,1,Canada
Kuantum Papers,140000000,2,India
BBX Capital Corporation,140000000,9,USA
Atomera,140000000,6,USA
GlycoMimetics,140000000,3,USA
Skipper Limited,140000000,1,India
Cazoo,140000000,0,UK
Iteris,140000000,3,USA
JOANN,140000000,4,USA
Foseco India,140000000,23,India
Gracell Biotechnologies,140000000,2,China
Republic First Bancorp,140000000,2,USA
Kopin Corporation,140000000,2,USA
Hanover Bancorp,140000000,20,USA
Parag Milk Foods,140000000,1,India
Vroom,140000000,1,USA
Singular Genomics Systems,140000000,2,USA
Benessere Capital Acquisition,140000000,10,USA
Serverworks,140000000,18,Japan
Xeris Pharmaceuticals,140000000,1,USA
kneat.com,140000000,2,Ireland
X4 Pharmaceuticals,140000000,1,USA
Sachem Capital,140000000,3,USA
Paysign,140000000,3,USA
E INC (E Automotive),140000000,3,Canada
Oconee Federal Financial,140000000,25,USA
Chinese Gamer International,130000000,2,Taiwan
Nyxoah,130000000,5,Belgium
MICT,130000000,1,USA
Pardes Biosciences,130000000,2,USA
ThredUp,130000000,1,USA
Celularity,130000000,1,USA
Spire Global,130000000,1,USA
Geojit Financial Services,130000000,1,India
PyroGenesis Canada,130000000,1,Canada
KULR Technology,130000000,1,USA
Starbox Group,130000000,3,Malaysia
XOS,130000000,1,USA
Doma,130000000,0,USA
Xunlei,130000000,2,China
MariMed,130000000,0,USA
Aemetis,130000000,4,USA
SML Isuzu,130000000,9,India
Arteris,130000000,4,USA
AdTheorent,130000000,2,USA
BankFinancial,130000000,10,USA
Malvern Bancorp,130000000,18,USA
Lazydays Holdings,130000000,13,USA
Heliogen,130000000,1,USA
Turtle Beach Corp,130000000,8,USA
Redwire,130000000,2,USA
Rico Auto Industries,130000000,1,India
Milestone Pharmaceuticals,130000000,4,Canada
ARC Document Solutions,130000000,3,USA
Smith Micro Software,130000000,2,USA
Euroseas,130000000,19,Greece
Ovid Therapeutics,130000000,2,USA
Daktronics,130000000,3,USA
Capacit'e Infraprojects,130000000,2,India
Provident Bancorp,130000000,7,USA
Twin Disc,130000000,10,USA
Supermax Corporation Berhad,130000000,0,Malaysia
Inotiv,130000000,5,USA
Altisource Portfolio,130000000,8,Luxembourg
Athira Pharma,130000000,3,USA
O2Micro,130000000,4,Cayman Islands
Martin Midstream Partners,130000000,3,USA
AG Mortgage Investment Trust,120000000,6,USA
Village Farms International,120000000,1,Canada
Americas Gold and Silver Corp,120000000,1,Canada
Tabula Rasa HealthCare,120000000,5,USA
Cellectis,120000000,3,France
KLab,120000000,3,Japan
Loop Industries,120000000,3,Canada
Citius Pharmaceuticals,120000000,1,USA
Superior Industries International,120000000,5,USA
Remark Holdings,120000000,1,USA
Glatfelter,120000000,3,USA
Sesen Bio,120000000,1,USA
Vaxart,120000000,1,USA
Arrival,120000000,0,UK
SOPHiA GENETICS,120000000,2,Switzerland
Hycroft Mining,120000000,1,USA
PTC Financial Services,120000000,0,India
Northern Dynasty Minerals,120000000,0,Canada
Quantum,120000000,1,USA
Allot,120000000,3,Israel
SelectQuote,120000000,1,USA
Old Point Financial,120000000,25,USA
Yellow Corporation,120000000,2,USA
Ohio Valley Banc Corp,120000000,26,USA
PLBY Group (Playboy),120000000,3,USA
Frequency Therapeutics,120000000,4,USA
Taysha Gene Therapies,120000000,2,USA
Anixa Biosciences,120000000,4,USA
Latch,120000000,1,USA
Nucleus Software Exports,120000000,5,India
Prakash Industries,120000000,1,India
Townsquare Media,120000000,7,USA
Local Bounti,120000000,1,USA
