_id,ltable_id,rtable_id,ltable_name,ltable_country,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_categories,rtable_ceo,label
30075,61153,54320,ocular therapeutix,united states,,,,doll_0.31 b,,,,,ocular therapeutix,united states,,,,doll_0.22 b,,,,,1
63908,64632,49448,edenred,,,,8.847,doll_13.36 b,doll_1.84 b,doll_0.59 b,,,edenred,france,,,,doll_13.99 b,,,,,1
41350,55499,60895,vertex pharmaceuticals,united states,,,,doll_79.53 b,,,,,vanda pharmaceuticals,united states,,,,doll_0.42 b,,,,,0
69121,118411,118268,q & s developments ltd,,,,,,,,,,q anne developments limited,,,,,,,,,,0
37086,150769,37992,livent corporation,united states,,,,doll_3.85 b,,0.0,,,lindsay corporation,united states,,,,doll_1.65 b,,,,,0
3962,120684,123467,xodus group limited,united kingdom,,,,,,,,,xodus group limited,united kingdom,,,,,,,,,1
4352,148041,137361,xinyi solar holdings,china,,,,doll_13.72 b,,doll_628.0 m,,,xinyi solar holdings,china,,,,doll_20.64 m,,,,,1
2049,59973,31469,youdao,china,,,,doll_10 b,,,,,youdao,china,,,,doll_0.96 b,,,,,1
55885,65940,55455,diageo,,,,28.558,doll_103.84 b,doll_16.23 b,-doll_0.89 b,,,diageo,uk,,,,doll_105.37 b,,,,,1
1268,20830,1629,ormat technologies,united states,,,,doll_5.14 b,,,energy renewable-energy ,,opentext technologies,,,1991,,,,,,,0
57026,20587,58123,luzerner kantonalbank,switzerland,,,,doll_3.80 b,,,banks financial-services ,,luzerner kantonalbank,switzerland,,,,doll_3.82 b,,,,,1
273179,34159,154929,union pacific corporation,united states,,,,doll_130.34 b,,,,,universal corporation,united states,,,,doll_1.38 b,,doll_86.0 m,,,0
6186,30650,2333,helios technologies,united states,,,,doll_1.95 b,,,,,henkel adhesives technologies,,,1990,,,,,,,0
786929,115565,115510,bad boy cleaners ltd,,,,,,,,,,bad associates ltd,,,,,,,,,,0
2198,28006,628,indian oil,india,,,,doll_14.29 b,,,,,indian railways,,,1853,,,,,,,0
527,151642,5832,quakesafe technologies,china,,,,doll_2.99 b,,0.0,,,quest global technologies,,,2013,,,,,,,0
66843,48540,34285,fiserv,united states,,,,doll_64.71 b,,,,,fiserv,united states,,,,doll_64.88 b,,,,,1
38570,118264,118193,q & t trading limited,,,,,,,,,,q & d multimedia limited,,,,,,,,,,0
4088,40321,54632,yatra,india,,,,doll_150.0 m,,,,,yatra,india,,,,doll_0.13 b,,,,,1
93384,149848,149848,kingboard holdings,hong kong,,,,doll_5.19 b,,doll_1.37 b,,,kingboard holdings,hong kong,,,,doll_5.19 b,,doll_1.37 b,,,1
75814,59030,178662,orange polska,poland,,,,doll_2.08 b,,,,,orange slovensko,,,1997,,,,,,,0
23781,60770,17295,greenpanel industries,india,,,,doll_0.48 b,,,,,greenpanel industries,india,,,,doll_0.48 b,,,,,1
11163,27864,22440,keycorp (keybank),united states,,,,doll_16.96 b,,,,,keycorp (keybank),united states,,,,doll_16.66 b,,,financial-services banks ,,1
234131,136575,71009,nibe industrier ab (publ),sweden,,,,doll_29.89 m,,,,hans linnarson,nibe industrier ab,sweden,,,,doll_21.93 b,,,,,1
549568,118845,111880,p & a medical limited,,,,,,,,,,p & a services limited,,unit4titanhouselowickclose hazelgrove stockport england sk75ed,,,,,,,,0
27649,151812,43510,kainos group,uk,,,,doll_2.86 b,,doll_41 m,,,knights group,uk,,,,doll_0.10 b,,,['professionalservices'],,0
2383,58913,63006,xenon pharmaceuticals,canada,,,,doll_2.28 b,,,,,xeris pharmaceuticals,,,,294.0,doll_0.17 b,doll_98.77 m,-doll_0.13 b,,,0
25130,31016,18318,hornbach holding,germany,,,,doll_1.44 b,,,,,hornbach holding,germany,,,,doll_1.41 b,,,['retail'],,1
4867,49041,64735,yum china,china,,,,doll_23.86 b,,,,,yum china,,,,147.0,doll_25.20 b,doll_9.77 b,doll_1.24 b,,,1
224041,31086,31086,twist bioscience,united states,,,,doll_1.47 b,,,,,twist bioscience,united states,,,,doll_1.47 b,,,,,1
68330,65864,66144,lloyds banking group,,,,57.955,doll_40.54 b,doll_21.51 b,doll_7.59 b,,,lloyds banking group,,,,57.955,doll_40.54 b,doll_21.51 b,doll_7.59 b,,,1
2951,16362,3829,u.s. xpress enterprises,united states,,,,doll_0.10 b,,,['transportation'],,ushodaya enterprises,,,1974,,,,,,,0
421540,67794,54905,avanos medical,,,,4.555,doll_1.25 b,doll_0.79 b,doll_64.7 m,,,apyx medical,united states,,,,doll_70.92 m,,,,,0
47360,139261,36578,ryman hospitality properties,united states,,,,doll_4.58 m,,,,,ryman hospitality properties,united states,,,,doll_4.4 b,,,,,1
585454,142260,178557,grupo lamosa,mexico,,,,doll_1.23 m,,,,,grupo lo monaco,,,1996,,,,,,,0
112768,115917,116071,z & a motors ltd,,,,,,,,,,z & s stores ltd,,,,,,,,,,0
132509,55389,48379,nextera energy,united states,,,,doll_162.58 b,,,,,nextera energy,united states,,,,doll_172.98 b,,,,,1
10482,53521,17620,via s.a.,brazil,,,,doll_0.58 b,,,,,via s.a.,brazil,,,,doll_0.71 b,,,['retail'],,1
819209,118642,118823,p a fire limited,,,,,,,,,,p & aj limited,,,,,,,,,,0
45582,137493,63913,westrock company,united states,,,,doll_13.89 m,,,,,westrock coffee,,,,,doll_12 b,doll_0.83 b,-doll_33.41 m,,,0
2392,54735,63015,xos,united states,,,,doll_0.11 b,,,,,xos,,,,289.0,doll_0.16 b,doll_31.1 m,-doll_0.15 b,,,1
6006,172141,150462,xinhu zhongbao,china,,not found,,,doll_2.458 m,,,not found,xinhu zhongbao,china,,,,doll_4.18 b,,doll_325.0 m,,,1
16299,63311,31563,orthopediatrics,,,,133.0,doll_13 b,doll_0.11 b,doll_6.92 m,,,orthopediatrics,united states,,,,doll_13 b,,,,,1
37974,23013,64578,orange,france,,,,doll_27.87 b,,,telecommunication cac-40 ,,orange,,,,136.566,doll_28.62 b,doll_69.46 b,-doll_6.7 b,,,1
101809,115923,116046,z & c care ltd,,,,,,,,,,z & s carpentry ltd,,,,,,,,,,0
223843,23995,157053,international petroleum,canada,,,,doll_1.49 b,,,oil-gas energy ,,international petroleum corporation,canada,,,,doll_932.0 m,,0.0,,,1
362104,67591,147996,hasbro,,,,6.640,doll_8.74 b,doll_6.19 b,doll_0.68 b,,,hasbro,united states,,,,doll_14.18 b,,doll_428.0 m,,rich stoddart,1
30268,1079,35657,united spirits,,,1997,,,,,,,united utilities,uk,,,,doll_8.59 b,,,,,0
59298,178941,36607,ing group,,,1991,,,,,,,iida group,japan,,,,doll_4.32 b,,,,,0
937559,155339,138452,p.t. bank pan indonesia tbk,indonesia,,,,doll_1.27 b,,doll_139.0 m,,,pt charoen pokphand indonesia tbk,indonesia,,,,doll_7.26 m,,,,,0
196936,116851,116938,u c consulting limited,,,,,,,,,,u e onishi limited,,,,,,,,,,0
158604,45963,142821,energizer holdings,united states,,,,doll_2.44 b,,,[],,everi holdings,united states,,,,doll_2.05 m,,,,,0
6442,21188,14988,oshkosh corporation,united states,,,,doll_6.16 b,,,none,,oshkosh corporation,united states,,,,doll_6.18 b,,,,,1
51838,24149,52273,dcm shriram,india,,,,doll_1.67 b,,,chemicals agriculture ,,dcm shriram,india,,,,doll_1.64 b,,,,,1
104728,9,56951,genpact,,,1997,,,,,,,genpact,,,,,doll_8.75 b,,,,,1
141887,118160,118448,q & a legal services limited,,,,,,,,,,q d film services limited,,,,,,,,,,0
10506,31563,23636,orthopediatrics,united states,,,,doll_13 b,,,,,orthopediatrics,united states,,,,doll_11 b,,,medical-devices ,,1
617963,114624,114543,beauty basis ltd,,,,,,,,,,beauty angels spa ltd,,,,,,,,,,0
10010,64003,2910,magna international,,,,161,doll_18.32 b,doll_37.38 b,doll_1.43 b,,,miot international,,,1999,,,,,,,0
588554,58335,181437,gn store nord,denmark,,,,doll_3.30 b,,,,,gn store nord,,,1869,,,,,,,1
17009,144793,29688,kaman corporation,united states,,,,doll_19 m,,,,,kirby corporation,united states,,,,doll_3.79 b,,,,,0
189626,54999,179577,emcore corporation,united states,,,,doll_50.69 m,,,,,eaton corporation,,,1911,,,,,,,0
258873,24291,92981,nustar energy,united states,,,,doll_1.87 b,,,none,,nrg energy,united states,,,,doll_9.18 b,doll_26.9 b,doll_2.19 b,,,0
71506,36618,46517,imi plc,uk,,,,doll_4.3 b,,,,,imi plc,uk,,,,doll_4.25 b,,,['engineering'],,1
1370,144075,12447,quintoandar,brazil,,,,doll_0.007693 t,,,,,quintoandar,brazil,,2012,,,,,,,1
71010,25524,38156,gencor industries,united states,,,,doll_0.15 b,,,none,,gibraltar industries,united states,,,,doll_1.46 b,,,,,0
179414,146781,70455,marvell technology group,bermuda,,,,doll_70.13 b,,doll_-421 m,,matthew murphy,marvell technology group ltd.,bermuda,,,,doll_58.36 b,,,,,1
917501,113850,111121,t & a surveying limited,,,,,,,,,,t a grant limited,,sterlinghouse 31/32highstreet wellingborough northants unitedkingdom nn84hl,,,,,,,,0
103603,115973,116050,z & i solution ltd,,,,,,,,,,z & s holdings ltd,,,,,,,,,,0
414149,114947,115001,new age hemp limited,,,,,,,,,,new age resource limited,,,,,,,,,,0
323148,180846,180935,rotax,,,1920,,,,,,,rotax,,,1920,,,,,,,1
97166,36766,62407,independence realty trust,united states,,,,doll_3.87 b,,,,,independence realty trust,,,,937.0,doll_4.08 b,doll_0.54 b,doll_0.18 b,,,1
77602,116997,116648,u h m limited,,,,,,,,,,u limited,,,,,,,,,,0
406979,56681,49660,cna financial,united states,,,,doll_11.35 b,,,,,cna financial,united states,,,,doll_11.15 b,,,,,1
510370,148750,154012,first american financial corporation,united states,,,,doll_8.51 b,,doll_1.24 b,,,first commonwealth financial corporation,united states,,,,doll_1.64 b,,doll_138.0 m,,,0
98139,104726,99231,laca trade,italy,,,5,,doll_24.74 m,,,,laca trade,italy,,,5.0,,doll_24.74 m,,,,1
283117,113881,113881,v & sm investment limited,,,,,,,,,,v & sm investment limited,,,,,,,,,,1
787511,94368,74287,china shenhua energy,china,,,,doll_62.81 b,doll_52.02 b,,,,china shenhua energy company ltd,china,,,,doll_95.34 b,,,,,1
177667,74885,69925,public joint stock company polyus,russia,,,,,,,,,public joint stock company polyus,russia,,,,,,,,,1
236054,44901,31586,ceres power,uk,,,,doll_0.89 b,,,['hydrogenfuelcell'],,ceres power,uk,,,,doll_0.90 b,,,,,1
86546,136118,62905,eaton corporation,ireland,,,,doll_67.11 m,,,,craig arnold,emcore corporation,,,,365.0,doll_45.12 m,doll_0.12 b,-doll_23.22 m,,,0
40818,20310,42665,lhc group,united states,,,,doll_5.05 b,,,healthcare ,,latham group,united states,,,,doll_0.38 b,,,[],,0
83533,118223,118304,q & m limited,,,,,,,,,,q b a s limited,,,,,,,,,,0
36475,56691,35407,dlf,india,,,,doll_11.25 b,,,,,dlf,india,,,,doll_119 b,,,,,1
155063,138405,62005,post holdings,united states,,,,doll_7.13 m,,,,,prog holdings,,,,2.023,doll_0.99 b,doll_2.63 b,doll_0.14 b,,,0
63865,118375,118255,q claydene farm limited,,,,,,,,,,q and s pharma limited,,,,,,,,,,0
167914,98129,98129,giglio.com,italy,,,53,,doll_25.36 m,,,,giglio.com,italy,,,53,,doll_25.36 m,,,,1
1449415,29732,146124,china lesso group,china,,,,doll_3.66 b,,,,,china design group,china,,,,doll_0.83 m,,,,,0
1668041,72992,117074,tata motors limited,india,,,,doll_22.38 b,,,,,t a advisory limited,,,,,,,,,,0
58956,17358,44394,ecn capital,canada,,,,doll_0.52 b,,,['financial services'],,ecn capital,canada,,,,doll_0.51 b,,,['financialservices'],,1
2433,64813,35295,yonyou,,,,20.998,doll_12.23 b,doll_1.45 b,doll_48.61 m,,,yonyou,china,,,,doll_12.24 b,,,,,1
5217,60408,53159,quess,india,,,,doll_0.69 b,,,,,quess,india,,,,doll_0.81 b,,,,,1
80244,151809,49927,hang lung group,hong kong,,,,doll_2.86 b,,doll_330.0 m,,,hang lung properties,hong kong,,,,doll_8.69 b,,,,,1
47784,144861,37178,replimune group,united states,,,,doll_1.49 m,,,,,radian group,united states,,,,doll_2.93 b,,,,,0
11004,19015,19015,uniqa insurance group,,,,,doll_2.57 b,,,['insurance'],,uniqa insurance group,,,,,doll_2.57 b,,,['insurance'],,1
103801,146766,14079,the southern company,united states,,,,doll_72.75 b,,doll_2.41 b,,thomas a. fanning,the hershey company,united states,,,,doll_48.13 b,,,['food'],,0
131518,19661,35061,bank of china,china,,,,doll_133.02 b,,,banks financial-services ,,bank of jiangsu,china,,,,doll_16.25 b,,,,,0
179977,35547,153120,east west bancorp,united states,,,,doll_9.63 b,,,,,eagle bancorp,united states,,,,doll_2.01 b,,doll_176.0 m,,,0
4850,50565,64320,yamana gold,canada,,,,doll_5.39 b,,,,,yamana gold,,,,,doll_5.87 b,doll_1.85 b,doll_0.41 b,,,1
268387,31638,34198,american woodmark,united states,,,,doll_0.89 b,,,,,american tower,united states,,,,doll_101.73 b,,,,,0
4400,66960,138133,xpo logistics,,,,43.000,doll_4.29 b,doll_13.10 b,doll_1.24 b,,,xpo logistics,united states,,,,doll_10.07 m,,,,,1
68383,141706,73343,ultra clean holdings,united states,,,,doll_2.07 m,,,,,ultra electronics holdings plc,united kingdom,,,,doll_3.10 b,,,,,0
57195,94462,55988,deutsche bank,germany,,,,doll_24.54 b,doll_36.7 b,,,,deutsche bank,germany,,,,doll_26.86 b,,,,,1
37837,43834,43834,ubm development,austria,,,,doll_0.22 b,,,['realestate'],,ubm development,austria,,,,doll_0.22 b,,,['realestate'],,1
214050,112447,112282,food attraction limited,,,,,,,,,,food alchemy limited,,,,,,,,,,0
51722,35176,93459,jerónimo martins,portugal,,,,doll_13.98 b,,,,,jeronimo martins,portugal,,,,doll_13.7 b,doll_24.69 b,doll_547.1 m,,,1
158298,92589,92589,gree electric appliances,china,,,,doll_27.82 b,doll_27.88 b,doll_3.71 b,,,gree electric appliances,china,,,,doll_27.82 b,doll_27.88 b,doll_3.71 b,,,1
21742,38976,38976,old second bancorp,united states,,,,doll_750.0 m,,,,,old second bancorp,united states,,,,doll_750.0 m,,,,,1
37474,66494,66270,john wood group,,,,33.1,doll_1.32 b,doll_6.40 b,-doll_80.6 m,,,john wood group,,,,33.1,doll_1.32 b,doll_6.40 b,-doll_80.6 m,,,1
838491,112174,111902,software safety limited,,,,,,,,,,software alchemy limited,,,,,,,,,,0
1021,30928,30928,xenia hotels & resorts,united states,,,,doll_1.60 b,,,,,xenia hotels & resorts,united states,,,,doll_1.60 b,,,,,1
7895,11959,11959,uplight,united states,,2019,,,,,,,uplight,united states,,2019,,,,,,,1
111679,145182,155862,jiangshan oupai door industry co. ltd,china,,,,doll_1.17 m,,,,,jiangshan oupai door industry co. ltd,china,,,,doll_1.15 b,,0.0,,,0
278752,111587,111560,p a cox trading limited,,70newburyroadnewburyroad ipswich suffolk england ip45ey,,,,,,,,p a catering limited,,3conquerorcourt sittingbourne kent me105bh,,,,,,,,0
1677446,113810,117081,t & a media properties ltd,,,,,,,,,,t a & sons properties ltd,,,,,,,,,,0
6143,94058,94058,yunnan copper co. ltd.,china,,,,doll_2.94 b,doll_19.63 b,doll_100.7 m,,,yunnan copper co. ltd.,china,,,,doll_2.94 b,doll_19.63 b,doll_100.7 m,,,1
788,26164,26164,xoma,united states,,,,doll_0.25 b,,,pharmaceuticals biotech ,,xoma,united states,,,,doll_0.25 b,,,pharmaceuticals biotech ,,1
18319,33584,33584,jounce therapeutics,united states,,,,doll_63.58 m,,,,,jounce therapeutics,united states,,,,doll_63.58 m,,,,,1
1179,147546,2593,waters corporation,united states,,,,doll_21.18 b,,doll_692.0 m,,udit batra,writer corporation,,,1953,,,,,,,0
90860,118204,118322,q & i limited,,,,,,,,,,q best times limited,,,,,,,,,,0
3196,28425,74963,xp inc.,brazil,,,,doll_9.32 b,,,,,xp inc.,brazil,,,,,,,,,1
44804,48500,28702,icici bank,india,,,,doll_77.63 b,,,,,idbi bank,india,,,,doll_7.35 b,,,,,0
628160,124795,124371,valintry careers,,,2013,,,,,,,voyager careers,,,2017,,,,,,,0
50377,37351,37351,ermenegildo zegna,italy,,,,doll_2.62 b,,,,,ermenegildo zegna,italy,,,,doll_2.62 b,,,,,1
6543,100843,100843,ywc,japan,,,600,,doll_40.69 m,,,,ywc,japan,,,600,,doll_40.69 m,,,,1
5642,69582,146849,xiaomi corp,china,,,,doll_43.10 b,,,,,xiaomi corporation,china,,,,doll_58.45 b,,doll_3.04 b,,lei jun,1
162887,29959,65747,mr. cooper group,united states,,,,doll_3.14 b,,,,,mr price group,,,,20.443,doll_2.55 b,doll_1.89 b,doll_0.31 b,,,0
49987,18120,31346,hollysys automation technologie,china,,,,doll_1.18 b,,,,,hollysys automation technologie,china,,,,doll_1.17 b,,,,,1
69572,65976,66368,lloyds banking group,,,,57.955,doll_40.54 b,doll_21.51 b,doll_7.59 b,,,lloyds banking group,,,,57.955,doll_40.54 b,doll_21.51 b,doll_7.59 b,,,1
328768,114930,114856,new age firm limited,,,,,,,,,,new adyan limited,,,,,,,,,,0
20555,41127,24948,ll lucky games,sweden,,,,doll_7.35 m,,,,,ll lucky games,sweden,,,,doll_6.28 m,,,video-games entertainment ,,1
66436,55134,33801,fun yours technology,taiwan,,,,doll_26.95 m,,,,,fun yours technology,taiwan,,,,doll_26.47 m,,,,,1
87671,28718,57205,itt,united states,,,,doll_7.29 b,,,,,itt,united states,,,,doll_7.11 b,,,,,1
32061,49741,32085,deckers brands,united states,,,,doll_10.32 b,,,,,designer brands,united states,,,,doll_0.61 b,,,,,0
11489,137635,22524,juniper networks,united states,,,,doll_9.42 m,,,,,juniper networks,united states,,,,doll_10.68 b,,,networking-hardware telecommunications-equipment tech tech-hardware ,,0
76435,151105,140425,kyushu electric power company,japan,,,,doll_3.49 b,,doll_50.0 m,,,kyushu electric power company,japan,,,,doll_3.62 m,,,,,1
70031,64989,136734,kt corporation,,,,20.158,doll_7.18 b,doll_20.13 b,doll_1.67 b,,,kao corporation,japan,,,,doll_28.83 m,,,,michitaka sawada,0
598746,113816,116631,v & r cooling services ltd,,,,,,,,,,v & s management services ltd,,,,,,,,,,0
30297,13981,13981,bharti airtel,india,,,,doll_61.78 b,,,['telecommunication'],,bharti airtel,india,,,,doll_61.78 b,,,['telecommunication'],,1
55663,42670,42670,rxsight,united states,,,,doll_0.38 b,,,['medicaldevices'],,rxsight,united states,,,,doll_0.38 b,,,['medicaldevices'],,1
21683,94677,26196,l3harris technologies,united states,,,,doll_47.86 b,doll_17.81 b,,,,liquidia technologies,united states,,,,doll_0.42 b,,,biotech pharmaceuticals ,,0
96559,58242,62155,independent bank,united states,,,,doll_3.51 b,,,,,independent bank group,,,,1.543,doll_2.53 b,doll_0.60 b,doll_0.26 b,,,1
772183,74891,94182,steris plc,ireland,,,,doll_23.93 b,,,,,steris,ireland,,,,doll_23.38 b,doll_4.25 b,doll_280.5 m,,,0
28539,31317,52766,orion engineered carbons,united states,,,,doll_1.20 b,,,,,orion engineered carbons,united states,,,,doll_1.12 b,,,,,1
8039,50495,4625,first american,united states,,,,doll_5.58 b,,,,,first american title,,,1889,,,,,,,1
66985,115966,115966,z & i ltd,,,,,,,,,,z & i ltd,,,,,,,,,,1
208262,116827,116965,u bnb ltd,,,,,,,,,,u gene ltd,,,,,,,,,,0
580742,118726,118541,p a lettings limited,,,,,,,,,,p a blackburn limited,,,,,,,,,,0
298749,17257,39567,tutor perini,united states,,,,doll_0.45 b,,,['construction'],,tutor perini,united states,,,,doll_410.0 m,,,,,1
28268,32653,24401,rani therapeutics,united states,,,,doll_0.33 b,,,,,revance therapeutics,united states,,,,doll_2.39 b,,,none,,0
24311,66659,7226,melrose industries,,,,37.336,doll_7.47 b,doll_9.29 b,-doll_0.62 b,,,meghmani industries,,,1986,,,,,,,0
73240,140319,67375,lakala payment corporation,china,,,,doll_3.3 m,,,,,lincoln national corporation,,,,10.848,doll_6.61 b,doll_19.27 b,-doll_2.27 b,,,0
4269,23716,38408,qt group,finland,,,,doll_1.39 b,,,software tech ,,qt group,finland,,,,doll_1.22 b,,,,,1
27991,48490,24240,regeneron pharmaceuticals,united states,,,,doll_81.67 b,,,,,rhythm pharmaceuticals,united states,,,,doll_1.77 b,,,pharmaceuticals biotech ,,0
107159,116042,116058,z & s (brighton) ltd,,,,,,,,,,z & s (poets) ltd,,,,,,,,,,0
7259,156407,135041,yixin group,china,,,,doll_13 b,,doll_4.0 m,,,yixin group,china,,,,,,4 million usd,,,1
