,link,name,industry,founded,country,ceo,employees,revenue
1562,https://www.forbes.com/companies/china-everbright-international,china everbright international,business services & supplies,1961,hong kong,zu sheng luan,"11,330",doll_6.4b
1563,https://www.forbes.com/companies/hoa-phat-group,hoa phat group,materials,1992,vietnam,duong tuan tran,"27,651",doll_6.5b
1564,https://www.forbes.com/companies/nine-dragons-paper-holdings,nine dragons paper holdings,materials,2005,hong kong,ming chung liu,"19,576",doll_10.2b
1565,https://www.forbes.com/companies/adani-ports-special-economic-zone,adani ports & special economic zone,transportation,1998,india,karan gautambhai adani,"2,863",doll_2.1b
1566,https://www.forbes.com/companies/bank-of-guizhou,bank of guizhou,banking,2012,china,not found,"5,255",doll_3.6b
1567,https://www.forbes.com/companies/new-residential-investment,new residential investment,diversified financials,2011,united states,michael nierenberg,"12,296",doll_3b
1568,https://www.forbes.com/companies/kingdom-holding,kingdom holding,diversified financials,1996,saudi arabia,talal bin ibrahim al-maiman,not found,doll_477m
1569,https://www.forbes.com/companies/adani-green-energy,adani green energy,utilities,2015,india,not found,"2,343",doll_419m
1570,https://www.forbes.com/companies/fortive,fortive,technology hardware & equipment,2015,united states,james a. lico,"18,000",doll_5.3b
1571,https://www.forbes.com/companies/rocket-companies,rocket companies,business services & supplies,1985,united states,jay farner,not found,doll_10b
1572,https://www.forbes.com/companies/banca-mps,banca mps,banking,1472,italy,luigi lovaglio,"21,244",doll_3.9b
1573,https://www.forbes.com/companies/knorr-bremse,knorr-bremse,consumer durables,1905,germany,frank markus weber,"30,544",doll_7.9b
1574,https://www.forbes.com/companies/hna-technology,hna technology,transportation,not found,china,hai hong gui,"36,992",doll_41.8b
1575,https://www.forbes.com/companies/oriental-land,oriental land,media,1960,japan,toshio kagami,"8,782",doll_2b
1576,https://www.forbes.com/companies/news-corp,news corp,media,1922,united states,robert james thomson,"24,000",doll_10b
1577,https://www.forbes.com/companies/china-resources-gas-group,china resources gas group,oil & gas operations,1905,hong kong,ping yang,"52,354",doll_10.1b
1578,https://www.forbes.com/companies/momentum-metropolitan-holdings,momentum metropolitan holdings,diversified financials,1989,south africa,hilgard pieter meyer,"16,483",doll_9b
1579,https://www.forbes.com/companies/royalty-pharma,royalty pharma,drugs & biotechnology,2020,united states,pablo gerardo legorreta,66,doll_2.3b
1580,https://www.forbes.com/companies/avantor,avantor,chemicals,1904,united states,michael stubblefield,"13,500",doll_7.4b
1581,https://www.forbes.com/companies/onemain-holdings,onemain holdings,business services & supplies,2013,united states,douglas h. shulman,"8,800",doll_5b
1582,https://www.forbes.com/companies/vulcan-materials,vulcan materials,construction,1909,united states,j. thomas hill,"11,437",doll_5.6b
1583,https://www.forbes.com/companies/hokuhoku-financial-group,hokuhoku financial group,banking,2003,japan,eishin ihori,"4,943",doll_1.6b
1584,https://www.forbes.com/companies/kiwoom-securities,kiwoom securities,diversified financials,2000,south korea,hyun-soon hwang,941,doll_2b
1585,https://www.forbes.com/companies/palo-alto-networks,palo alto networks,technology hardware & equipment,2005,united states,nikesh arora,"10,473",doll_4.9b
1586,https://www.forbes.com/companies/chugoku-electric-power,chugoku electric power,utilities,1951,japan,tomohide karita,"13,050",doll_10.3b
1587,https://www.forbes.com/companies/dxc-technology,dxc technology,business services & supplies,2017,united states,michael j. salvino,"134,000",doll_16.6b
1588,https://www.forbes.com/companies/metro-group,metro group,food markets,2008,germany,steffen greubel,"92,694",doll_30.8b
1589,https://www.forbes.com/companies/shionogi,shionogi,drugs & biotechnology,1919,japan,motozo shiono,"5,485",doll_2.7b
1590,https://www.forbes.com/companies/snowflake,snowflake,it software & services,2012,united states,frank slootman,"3,992",doll_1.2b
1591,https://www.forbes.com/companies/owens-corning,owens corning,construction,1938,united states,brian d. chambers,"20,000",doll_8.5b
1592,https://www.forbes.com/companies/harel-insurance-investments-financial-services,harel insurance investments & financial services,insurance,1982,israel,michel siboni,"4,635",doll_8.5b
1593,https://www.forbes.com/companies/inner-mongolia-yitai-coal,inner mongolia yitai coal,materials,1997,china,jian liu,"5,241",doll_7.5b
1594,https://www.forbes.com/companies/nh-investment-securities,nh investment & securities,diversified financials,not found,south korea,young-chae jeong,"3,044",doll_5.1b
1595,https://www.forbes.com/companies/quilter,quilter,diversified financials,2007,united kingdom,paul w. feeney,"4,343",doll_6.4b
1596,https://www.forbes.com/companies/hf-sinclair,hf sinclair,oil & gas operations,1947,united states,michael c. jennings,"4,208",doll_18.4b
1597,https://www.forbes.com/companies/korea-shipbuilding-offshore-engineering,korea shipbuilding & offshore engineering,capital goods,1973,south korea,sam-hyeon gah,649,doll_13.5b
1598,https://www.forbes.com/companies/samsung-electro-mechanics,samsung electro-mechanics,technology hardware & equipment,1973,south korea,duck-hyun chang,"11,866",doll_8.4b
1599,https://www.forbes.com/companies/invitation-homes,invitation homes,diversified financials,2012,united states,dallas b. tanner,"1,240",doll_1.8b
1600,https://www.forbes.com/companies/zto-express-cayman,zto express (cayman),transportation,2002,china,mei song lai,not found,doll_4.7b
1601,https://www.forbes.com/companies/tingyi-holding,tingyi holding,"food, drink & tobacco",1991,china,richard chen,"62,107",doll_11.5b
1602,https://www.forbes.com/companies/workday,workday,it software & services,2005,united states,aneel bhuri,"15,200",doll_5.1b
1603,https://www.forbes.com/companies/shizuoka-bank,shizuoka bank,banking,1943,japan,hisashi shibata,"3,288",doll_2b
1604,https://www.forbes.com/companies/check-point-software,check point software,it software & services,1993,israel,gil shwed,"5,805",doll_2.2b
1605,https://www.forbes.com/companies/commercial-bank-for-investment-development-of-vietnam,commercial bank for investment & development of vietnam,banking,1957,vietnam,lam ngoc le,"27,223",doll_5.4b
1606,https://www.forbes.com/companies/qorvo-inc,qorvo,semiconductors,1991,united states,robert a. bruggeworth,"8,400",doll_4.6b
1607,https://www.forbes.com/companies/kaspikz-jsc,kaspi.kz jsc,diversified financials,2008,kazakhstan,mikhail lomtadze,not found,doll_2.2b
1608,https://www.forbes.com/companies/stifel-financial,stifel financial,diversified financials,1890,united states,ronald james kruszewski,"8,600",doll_4.8b
1609,https://www.forbes.com/companies/ypf,ypf ,oil & gas operations,1977,argentina,sergio pablo antonio,not found,doll_13b
1610,https://www.forbes.com/companies/bank-albilad,bank albilad,banking,2004,saudi arabia,abdul aziz bin mohammed al-onaizan,"4,291",doll_1.2b
1611,https://www.forbes.com/companies/evolution-gaming-group-ab,evolution gaming group ab,"hotels, restaurants & leisure",2006,sweden,martin olof carlesund,"13,410",doll_1.3b
1612,https://www.forbes.com/companies/lg-innotek-co,"lg innotek co.,",technology hardware & equipment,1976,south korea,cheol-dong jeong,"12,415",doll_13.1b
1613,https://www.forbes.com/companies/nisource,nisource,oil & gas operations,1847,united states,lloyd m. yates,"7,272",doll_4.9b
1614,https://www.forbes.com/companies/ab-sagax,ab sagax,construction,1995,sweden,david gustaf mindus,87,doll_377m
1615,https://www.forbes.com/companies/sdic-capital,sdic capital,household & personal products,not found,china,ying li,"6,975",doll_3.2b
1616,https://www.forbes.com/companies/hachijuni-bank,hachijuni bank,banking,1931,japan,shoichi yumoto,"3,689",doll_1.3b
1617,https://www.forbes.com/companies/sumitomo-forestry-co,"sumitomo forestry co.,",construction,1948,japan,not found,"21,254",doll_12.6b
1618,https://www.forbes.com/companies/kyushu-financial-group,kyushu financial group,banking,2015,japan,takahiro kai,"4,578",doll_1.6b
1619,https://www.forbes.com/companies/trip-group,trip.com group,business services & supplies,1999,china,jane jie sun,"33,400",doll_3.1b
1620,https://www.forbes.com/companies/china-northern-rare-earth-high-tech,china northern rare earth high-tech,materials,1961,china,ye dong qu,"9,511",doll_4.7b
1621,https://www.forbes.com/companies/snap,snap,it software & services,2010,united states,evan thomas spiegel,"5,661",doll_4.4b
1622,https://www.forbes.com/companies/k-plus-s,k+s,chemicals,1889,germany,burkhard lohr,"10,711",doll_3.8b
1623,https://www.forbes.com/companies/bank-of-tianjin,bank of tianjin,banking,1996,china,philip eric rene,"6,852",doll_5.5b
1624,https://www.forbes.com/companies/investec,investec,diversified financials,1998,united kingdom,fani titi,"8,200",doll_3.9b
1625,https://www.forbes.com/companies/nishi-nippon-financial-holdings,nishi-nippon financial holdings,banking,not found,japan,isao kubota,"4,018",doll_1.2b
1626,https://www.forbes.com/companies/commercial-international-bank,commercial international bank,banking,1975,egypt,hussein majid abaza,"7,308",doll_3.2b
1627,https://www.forbes.com/companies/nortonlifelock,nortonlifelock,it software & services,1988,united states,vincent pilette,"2,800",doll_2.8b
1628,https://www.forbes.com/companies/crowdstrike,crowdstrike,it software & services,2011,united states,george p. kurtz,"4,965",doll_1.5b
1629,https://www.forbes.com/companies/japan-securities,japan securities,business services & supplies,1927,japan,minoru masubuchi,272,doll_274m
1630,https://www.forbes.com/companies/clal-insurance-enterprises,clal insurance enterprises ,insurance,not found,israel,yoram naveh,"4,198",doll_8b
1631,https://www.forbes.com/companies/xinyu-iron-steel,xinyu iron & steel,capital goods,not found,china,cai tang guan,"16,755",doll_16.2b
1632,https://www.forbes.com/companies/interactive-brokers-group,interactive brokers group,diversified financials,1977,united states,milan galik,"2,571",doll_2.7b
1633,https://www.forbes.com/companies/sino-biopharmaceutical,sino biopharmaceutical,drugs & biotechnology,2000,hong kong,yi li,"25,579",doll_3.8b
1634,https://www.forbes.com/companies/lg-household-health-care,lg household & health care,household & personal products,2001,south korea,suk-yong cha,"4,469",doll_7.1b
1635,https://www.forbes.com/companies/dai-nippon-printing,dai nippon printing,business services & supplies,1876,japan,yoshitoshi kitajima,"37,062",doll_12.3b
1636,https://www.forbes.com/companies/north-pacific-bank,north pacific bank,banking,1917,japan,mitsuharu yasuda,"3,106",doll_1.1b
1637,https://www.forbes.com/companies/aena,aena,transportation,1991,spain,maurici lucena betriu,"8,811",doll_2.7b
1638,https://www.forbes.com/companies/nitto-denko,nitto denko,chemicals,1918,japan,hideo takasaki,"25,424",doll_7.7b
1639,https://www.forbes.com/companies/world-fuel-services,world fuel services,trading companies,1984,united states,michael j. kasbar,"4,414",doll_54.8b
1640,https://www.forbes.com/companies/akelius-residential-property,akelius residential property,construction,1994,sweden,ralf spann,865,doll_429m
1641,https://www.forbes.com/companies/hong-leong-financial,hong leong financial,business services & supplies,1963,malaysia,kong khoon tan,"7,803",doll_1.9b
1642,https://www.forbes.com/companies/bank-of-kyoto,bank of kyoto,banking,1941,japan,nobuhiro doi,"3,553",doll_1.2b
1643,https://www.forbes.com/companies/meritz-securities,meritz securities,diversified financials,not found,south korea,hi-moon choi,"1,501",doll_2.4b
1644,https://www.forbes.com/companies/shinsei-bank,shinsei bank,banking,1952,japan,hideyuki kudo,"5,605",doll_2.6b
1645,https://www.forbes.com/companies/china-development-bank-financial-leasing,china development bank financial leasing,banking,1984,china,xue dong wang,533,doll_3.5b
1646,https://www.forbes.com/companies/bok-financial,bok financial,banking,1908,united states,stacy c. kymes,"4,711",doll_2b
1647,https://www.forbes.com/companies/yamaguchi-financial,yamaguchi financial,banking,1878,japan,keisuke mukunashi,"4,415",doll_1.6b
1648,https://www.forbes.com/companies/china-communications-services,china communications services,telecommunications services,2006,china,zhang zhiyong,"93,087",doll_20.8b
1649,https://www.forbes.com/companies/ganfeng-lithium,ganfeng lithium,chemicals,2000,china,not found,"7,870",doll_1.7b
1650,https://www.forbes.com/companies/usiminas,usiminas,materials,1953,brazil,sérgio leite de andrade,not found,doll_6.5b
1651,https://www.forbes.com/companies/banco-comercial-portugues,banco comercial portugues,banking and financial services,1985,portugal,miguel maya dias pinheiro,"17,331",doll_3.2b
1652,https://www.forbes.com/companies/new-york-community-bancorp,new york community bancorp,banking,1993,united states,thomas robert cangemi,"2,815",doll_1.8b
1653,https://www.forbes.com/companies/castellum,castellum,construction,not found,sweden,hans jarl rutger arnhult,427,doll_738m
1654,https://www.forbes.com/companies/wacker-chemie,wacker chemie,chemicals,1914,germany,christian hartel,"14,406",doll_7.3b
1655,https://www.forbes.com/companies/rajesh-exports,rajesh exports,consumer durables,not found,india,prashant jasvantrai mehta,181,doll_30b
1656,https://www.forbes.com/companies/bawag-group,bawag group,banking,2005,austria,anas abuzaakouk,"3,716",doll_2b
1657,https://www.forbes.com/companies/sinotrans,sinotrans ltd.,transportation,2002,china,rong song,"33,794",doll_19.2b
1658,https://www.forbes.com/companies/will-semiconductor,will semiconductor,semiconductors,2007,china,jian qiu ma,"4,493",doll_3.7b
1659,https://www.forbes.com/companies/dexcom,dexcom,health care equipment & services,1999,united states,kevin ronald sayer,"6,300",doll_2.4b
1660,https://www.forbes.com/companies/cpi-property-group,cpi property group,construction,2004,luxembourg,martin nemecek,"3,485",doll_792m
1661,https://www.forbes.com/companies/harbin-bank,harbin bank,banking,1997,china,zhi wen guo,"6,910",doll_4.4b
1662,https://www.forbes.com/companies/kingboard-holdings,kingboard holdings,chemicals,1988,hong kong,wing yiu chang,"36,000",doll_7.3b
1663,https://www.forbes.com/companies/autodesk,autodesk,"it, internet, software & services",1982,united states,andrew anagnost,"12,600",doll_4.4b
1664,https://www.forbes.com/companies/china-shipbuilding-industry,china shipbuilding industry,capital goods,2008,china,liang wang,"33,141",doll_5.3b
1665,https://www.forbes.com/companies/ceconomy,ceconomy,retail and wholesale,2017,germany,karsten wildberger,"52,000",doll_24.5b
1666,https://www.forbes.com/companies/hirogin-holdings,hirogin holdings,banking,not found,japan,not found,"3,813",doll_1.2b
1667,https://www.forbes.com/companies/twitter,twitter,it software & services,2006,united states,jack patrick dorsey,"7,500",doll_5.1b
1668,https://www.forbes.com/companies/jyske-bank,jyske bank,banking,1967,denmark,anders christian dam,"3,242",doll_2.1b
1669,https://www.forbes.com/companies/hengyi-petrochemical,hengyi petrochemical ,chemicals,not found,china,yi bo qiu,"18,154",doll_18.7b
1670,https://www.forbes.com/companies/cerner,cerner,health care equipment & services,1979,united states,david t. feinberg,"25,150",doll_5.8b
1671,https://www.forbes.com/companies/gunma-bank,gunma bank,banking,1932,japan,kazuo saito,"3,175",doll_1.3b
1672,https://www.forbes.com/companies/sahara-international-petrochemical,sahara international petrochemical,chemicals,1999,saudi arabia,abdullah saif al-saadoon,not found,doll_2.8b
1673,https://www.forbes.com/companies/bank-of-zhengzhou,bank of zhengzhou,banking,1996,china,xue qing shen,"5,526",doll_4.4b
1674,https://www.forbes.com/companies/china-merchants-port-holdings,china merchants port holdings,transportation,1872,hong kong,xiu feng wang,"8,495",doll_1.5b
1675,https://www.forbes.com/companies/wpg-holdings,wpg holdings,trading companies,2005,taiwan,fu hai yeh,not found,doll_27.9b
1676,https://www.forbes.com/companies/sunny-optical-technology-group,sunny optical technology group,technology hardware & equipment,1984,china,yang sun,"24,664",doll_5.8b
1677,https://www.forbes.com/companies/zheshang-development-group,zheshang development group,construction,not found,china,duan qing zhang,"1,865",doll_27.8b
1678,https://www.forbes.com/companies/bank-pekao,bank pekao,banking,1929,poland,leszek skiba,"14,702",doll_2.4b
1679,https://www.forbes.com/companies/singapore-airlines,singapore airlines,transportation,1971,singapore,choon phong goh,"25,547",doll_3.7b
1680,https://www.forbes.com/companies/united-natural-foods,united natural foods,food markets,1976,united states,j. alexander m.,"28,300",doll_27.8b
1681,https://www.forbes.com/companies/uniqa,uniqa,insurance,1922,austria,andreas brandstetter,"12,818",doll_8.2b
1682,https://www.forbes.com/companies/next,next,"clothing, shoes, sports equipment",1864,united kingdom,simon adam wolfson,"44,626",doll_6.4b
1683,https://www.forbes.com/companies/china-resources-beer-holdings,china resources beer (holdings),food markets,1992,hong kong,xiao hai hou,"25,000",doll_5.2b
1684,https://www.forbes.com/companies/strabag,strabag,construction,1835,austria,thomas birtel,"73,606",doll_17.8b
1685,https://www.forbes.com/companies/asian-paints,asian paints,chemicals,1945,india,amit syngle,"23,514",doll_3.8b
1686,https://www.forbes.com/companies/chang-hwa-bank,chang hwa bank,banking,1905,taiwan,chao-chung chou,not found,doll_1.3b
1687,https://www.forbes.com/companies/huntsman,huntsman,chemicals,1970,united states,peter r. huntsman,"9,000",doll_8.5b
1688,https://www.forbes.com/companies/doosan,doosan,trading companies,1896,south korea,"hyeon-su dong, min-cheol kim","2,034",doll_12.6b
1689,https://www.forbes.com/companies/sba-communications,sba communications,diversified financials,1989,united states,jeffrey a. stoops,"1,596",doll_2.3b
1690,https://www.forbes.com/companies/datadog,datadog,it software & services,2010,united states,olivier pomel,"3,200",doll_1b
1691,https://www.forbes.com/companies/lg-uplus,lg uplus,telecommunications services,1996,south korea,hyun-he ha,"10,187",doll_12.1b
1692,https://www.forbes.com/companies/organon,organon,drugs & biotechnology,not found,united states,kevin ali,"9,300",doll_6.5b
1693,https://www.forbes.com/companies/pbf-energy,pbf energy,oil & gas operations,2008,united states,thomas j. nimbley,"3,418",doll_27.3b
1694,https://www.forbes.com/companies/iveco-group,iveco group,consumer durables,not found,italy,gerrit andreas marx,3,doll_15b
1695,https://www.forbes.com/companies/arca-continental,arca continental,"food, drink & tobacco",2001,mexico,arturo gutiérrez hernández,"62,857",doll_9b
1696,https://www.forbes.com/companies/shanghai-commercial-savings-bank,shanghai commercial & savings bank,banking,not found,taiwan,shan chung chen,not found,doll_1.7b
1697,https://www.forbes.com/companies/piraeus-financial-holdings,piraeus financial holdings,banking,1916,greece,christos ioanni megalou,"9,493",doll_3.3b
1698,https://www.forbes.com/companies/daishi-hokuetsu-financial-group,daishi hokuetsu financial group,banking,not found,japan,not found,"3,774",doll_1.2b
1699,https://www.forbes.com/companies/resmed,resmed,health care equipment & services,1989,united states,michael j. farrell,"7,970",doll_3.4b
1700,https://www.forbes.com/companies/bjs-wholesale-club,bj's wholesale club,retailing,1984,united states,robert w. eddy,"34,000",doll_16.7b
1701,https://www.forbes.com/companies/pvh,pvh,household & personal products,1881,united states,stefan larsson,"31,000",doll_9.2b
1702,https://www.forbes.com/companies/77-bank,77 bank,banking,1878,japan,hidefumi kobayashi,"2,812",doll_967m
1703,https://www.forbes.com/companies/petro-rabigh,petro rabigh,oil & gas operations,2005,saudi arabia,othman bin ali al ghamdi,not found,doll_12.2b
1704,https://www.forbes.com/companies/adani-transmission,adani transmission,utilities,2013,india,anil kumar sardana,"11,922",doll_1.5b
1705,https://www.forbes.com/companies/zalando,zalando,"clothing, shoes, sports equipment",2008,germany,robert gentz david schneider,"17,000",doll_12.2b
1706,https://www.forbes.com/companies/eurobank-ergasias,eurobank ergasias,banking,not found,greece,fokion c. karavias,"8,617",doll_2.9b
1707,https://www.forbes.com/companies/pool,pool,trading companies,1993,united states,peter d. arvan,"5,500",doll_5.6b
1708,https://www.forbes.com/companies/chugoku-bank,chugoku bank,banking,1930,japan,masato miyanaga,"3,171",doll_1.1b
1709,https://www.forbes.com/companies/m3,m3,health care equipment & services,2000,japan,itaru tanimura,"8,249",doll_1.8b
1710,https://www.forbes.com/companies/sumec,sumec corporation,conglomerates,not found,china,wei lin zhao,"22,609",doll_26.1b
1711,https://www.forbes.com/companies/aramark,aramark,"hotels, restaurants & leisure",1936,united states,john j. zillmer,"248,300",doll_13.3b
1712,https://www.forbes.com/companies/china-industrial-securities,china industrial securities,diversified financials,2000,china,wen tan,"10,200",doll_3.3b
1713,https://www.forbes.com/companies/focus-media-information-technology,focus media information technology,media,1997,china,nan chun jiang,"6,779",doll_2.3b
1714,https://www.forbes.com/companies/ramsay-health-care,ramsay health care,health care equipment & services,1964,australia,craig ralph mcnally,"80,000",doll_9.8b
1715,https://www.forbes.com/companies/cullen-frost-bankers,cullen/frost bankers,banking,1868,united states,phillip d. green,"4,553",doll_1.4b
1716,https://www.forbes.com/companies/live-nation-entertainment,live nation entertainment,media,2010,united states,michael rapino,"10,200",doll_6.3b
1717,https://www.forbes.com/companies/emera,emera,utilities,1998,canada,scott carlyle balfour,"7,140",doll_4.7b
1718,https://www.forbes.com/companies/hoshine-silicon-industry,hoshine silicon industry,chemicals,2005,china,li guo luo,"8,893",doll_2.5b
1719,https://www.forbes.com/companies/qinghai-salt-lake-industry,qinghai salt lake industry,chemicals,1958,china,kang min xie,"6,337",doll_2.1b
1720,https://www.forbes.com/companies/starwood-property-trust,starwood property trust,diversified financials,2009,united states,barry stuart sternlicht,277,doll_1.2b
1721,https://www.forbes.com/companies/nexi-spa,nexi s.p.a.,it software & services,1939,italy,paolo bertoluzzo,"9,929",doll_3.6b
1722,https://www.forbes.com/companies/aecom-technology,aecom technology,construction,1980,united states,w. troy rudd,"51,000",doll_13.3b
1723,https://www.forbes.com/companies/alpha-bank,alpha bank,banking,1879,greece,vassilios e. psaltis,"8,939",doll_398m
1724,https://www.forbes.com/companies/baywa,baywa,"construction, oil & gas operations, mining and chemicals",1923,germany,klaus josef lutz,"3,300",doll_23.4b
1725,https://www.forbes.com/companies/sqm,sqm,chemicals,1968,chile,ricardo ramos rodríguez,"6,081",doll_2.9b
1726,https://www.forbes.com/companies/fmc,fmc,chemicals,1883,united states,mark a. douglas,"6,400",doll_5b
1727,https://www.forbes.com/companies/shaw-communications,shaw communications,media,1966,canada,bradley s. shaw,"9,400",doll_4.4b
1728,https://www.forbes.com/companies/bausch-health-companies,bausch health companies,health care equipment & services,1959,canada,joseph c. papa,"19,600",doll_8.4b
1729,https://www.forbes.com/companies/tech-mahindra,tech mahindra,it software & services,1986,india,chander prakash gurnani,"106,177",doll_5.7b
1730,https://www.forbes.com/companies/var-energi-asa,var energi asa,oil & gas operations,1965,norway,torger rød,950,doll_6b
1731,https://www.forbes.com/companies/bank-of-qingdao,bank of qingdao,banking,1996,china,shao quan guo,"4,117",doll_3.4b
1732,https://www.forbes.com/companies/mitsubishi-motors,mitsubishi motors,consumer durables,1970,japan,takao kato,"30,091",doll_17.5b
1733,https://www.forbes.com/companies/moscow-exchange,moscow exchange,diversified financials,1992,russia,yuriy olegovich denisov,"2,208",doll_761m
1734,https://www.forbes.com/companies/rite-aid,rite aid,retailing,1968,united states,heyward r. donigan,"50,000",doll_24.6b
1735,https://www.forbes.com/companies/waters,waters,health care equipment & services,1958,united states,udit batra,"7,800",doll_2.8b
1736,https://www.forbes.com/companies/li-ning,li ning,household & personal products,1989,china,"takeshi kosaka, ning li","4,019",doll_3.5b
1737,https://www.forbes.com/companies/abu-dhabi-islamic-bank,abu dhabi islamic bank,banking,1997,united arab emirates,nasser al awadhi,not found,doll_1.7b
1738,https://www.forbes.com/companies/jiangxi-bank,jiangxi bank,banking,1998,china,xiao ming chen,"5,365",doll_3.5b
1739,https://www.forbes.com/companies/mercuries-associates,mercuries & associates,insurance,1954,taiwan,hsiang li chen,"20,000",doll_6.3b
1740,https://www.forbes.com/companies/beigene,beigene,drugs & biotechnology,2010,china,john v. oyler,"8,200",doll_1.2b
1741,https://www.forbes.com/companies/pan-pacific-international-holdings,pan pacific international holdings,retailing,1980,japan,naoki yoshida,"16,838",doll_16.1b
1742,https://www.forbes.com/companies/exor,exor,diversified financials,2015,netherlands,john jacob philip,10,doll_1.8b
1743,https://www.forbes.com/companies/daito-trust-construction,daito trust construction,construction,1974,japan,naomi kumakiri,"17,422",doll_14.2b
1744,https://www.forbes.com/companies/synnex-tech-intl,synnex technology intl,trading companies,1988,taiwan,shu tu,not found,doll_14.6b
1745,https://www.forbes.com/companies/adani-total-gas,adani total gas,oil & gas operations,2005,india,suresh p. manglani,517,doll_353m
1746,https://www.forbes.com/companies/wuxi-biologics,wuxi biologics,drugs & biotechnology,2010,china,zhi sheng chen,"9,864",doll_1.6b
1747,https://www.forbes.com/companies/johnson-matthey,johnson matthey,chemicals,1817,united kingdom,liam condon,"14,582",doll_23.6b
1748,https://www.forbes.com/companies/bayan-resources,bayan resources,materials,2004,indonesia,tuck kwong low,"2,876",doll_2.9b
1749,https://www.forbes.com/companies/burlington-stores,burlington stores,retailing,1972,united states,michael b. o'sullivan,"62,395",doll_9.3b
1750,https://www.forbes.com/companies/credito-emiliano,credito emiliano,banking,1910,italy,roberto frignani,"6,219",doll_2.6b
1751,https://www.forbes.com/companies/alfresa-holdings,alfresa holdings,drugs & biotechnology,2003,japan,hiroyuki kanome,"12,045",doll_23.5b
1752,https://www.forbes.com/companies/bandai-namco-holdings,bandai namco holdings,consumer durables,2005,japan,", hideo tanaka","9,550",doll_7.5b
1753,https://www.forbes.com/companies/faw-jiefang-group,faw jiefang group,consumer durables,1997,china,bi lei wu,"20,684",doll_15.3b
1754,https://www.forbes.com/companies/constellation-software,constellation software,"it, internet, software & services",1995,canada,not found,"25,000",doll_5.1b
1755,https://www.forbes.com/companies/bajaj-auto,bajaj auto,consumer durables,1945,india,rajivnayan rahulkumar bajaj,"10,052",doll_4.5b
1756,https://www.forbes.com/companies/chewy,chewy,retail and wholesale,2011,united states,sumit singh,"20,000",doll_8.9b
1757,https://www.forbes.com/companies/shandong-hualu-hengsheng-chemical,shandong hualu-hengsheng chemical,chemicals,2000,china,huai chun chang,"4,476",doll_4.1b
1758,https://www.forbes.com/companies/avenue-supermarts,avenue supermarts,retailing,2000,india,ignatius navil noronha,"47,044",doll_4b
1759,https://www.forbes.com/companies/lindt-sprungli,lindt & sprungli,"food, soft beverages, alcohol & tobacco",1845,switzerland,dieter r. weisskopf,"14,000",doll_5b
1760,https://www.forbes.com/companies/skf-group,skf group,"engineering, manufacturing",1907,sweden,rickard gustafson,"42,602",doll_9.5b
1761,https://www.forbes.com/companies/iyo-bank,iyo bank,banking,1878,japan,kenji miyoshi,"3,071",doll_1.2b
1762,https://www.forbes.com/companies/juroku-financial-group,juroku  financial group,banking,1877,japan,yukio murase,"2,839",doll_1b
1763,https://www.forbes.com/companies/akamai-technologies,akamai technologies,it software & services,1998,united states,frank thomson leighton,"8,700",doll_3.5b
1764,https://www.forbes.com/companies/ems-chemie-holding,ems-chemie holding,drugs & biotechnology,1936,switzerland,magdalena martullo-blocher,"2,646",doll_2.5b
1765,https://www.forbes.com/companies/medical-properties-trust,medical properties trust,diversified financials,2003,united states,edward k. aldag,112,doll_1.5b
1766,https://www.forbes.com/companies/taiwan-business-bank,taiwan business bank,banking,1950,taiwan,chien an shih,"5,483",doll_1.1b
1767,https://www.forbes.com/companies/zhejiang-chint-electrics,zhejiang chint electrics,capital goods,1997,china,not found,"28,127",doll_5.9b
1768,https://www.forbes.com/companies/newell-brands,newell brands,consumer durables,1903,united states,ravi saligram,"32,000",doll_10.6b
1769,https://www.forbes.com/companies/first-pacific,first pacific,diversified financials,1981,hong kong,manuel velez pangilinan,"100,120",doll_9.1b
1770,https://www.forbes.com/companies/bank-of-jiujiang,bank of jiujiang,banking,2000,hong kong,not found,"4,624",doll_3.3b
1771,https://www.forbes.com/companies/dgb-financial-group,dgb financial group,banking,1967,south korea,tae-o kim,"4,606",doll_3.2b
1772,https://www.forbes.com/companies/power-assets-holdings,power assets holdings,utilities,1889,hong kong,chao chung tsai,13,doll_164m
1773,https://www.forbes.com/companies/xinyi-glass-holdings,xinyi glass holdings,consumer durables,1988,hong kong,ching sai tung,"13,117",doll_3.9b
1774,https://www.forbes.com/companies/toll-brothers,toll brothers,construction,1986,united states,douglas c. yearley,"5,100",doll_9b
1775,https://www.forbes.com/companies/pik-group,pik group,diversified financials,1994,russia,sergey eduardovich gordeev,not found,doll_5.8b
1776,https://www.forbes.com/companies/foot-locker,foot locker,retail and wholesale,1974,united states,richard johnson,"16,555",doll_9b
1777,https://www.forbes.com/companies/bank-of-suzhou,bank of suzhou,banking,2004,china,not found,"4,919",doll_3.1b
1778,https://www.forbes.com/companies/hyundai-engineering,hyundai engineering,construction,1950,south korea,dong-wook park,"6,324",doll_15.5b
1779,https://www.forbes.com/companies/american-equity-investment,american equity investment,insurance,1995,united states,anant bhalla,900,doll_4b
1780,https://www.forbes.com/companies/advantest,advantest,semiconductors,1946,japan,yoshiaki yoshida,"5,261",doll_3.6b
1781,https://www.forbes.com/companies/avnet,avnet,trading companies,1921,united states,philip r. gallagher,"14,500",doll_21.6b
