,name,valuation,dateJoined,country,city,industry,investors,founded,stage,totalRaised
553,Juma Peisong,$1.45B,11/26/2018,China,Chengdu,"Supply chain, logistics, & delivery","Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",2011,Series C,$281.38M
554,5ire, $1.50 B,7/15/2022,United Kingdom,London,Internet software & services,"Global Emerging Markets, Sram & Mram Group, Marshland Capital",2021,Series A,$210M
555,Coocaa,$1.45B,3/16/2018,China,Shenzhen,Hardware,"Baidu, Tencent Holdings",2006,Corporate Minority - IV,$226.6M
556,Prometheus, $1.50 B,9/23/2021,United States,Santa Cruz,Other,"BMW i Ventures, Metaplanet, Maersk Growth",2018,Series B,$150K
557,Einride,$1.44B,12/31/2021,Sweden,Stockholm,Auto & transportation,"Temasek,	BUILD Capital Partners, 	Northzone Ventures",2016,Series C,$650.82M
558,Gymshark,$1.45B,8/14/2020,United Kingdom,Solihull,E-commerce & direct-to-consumer,General Atlantic,2012,Growth Equity,$300M
559,Fabric,$1.5B,2/24/2022,United States,Bellevue,E-commerce & direct-to-consumer,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",2017,Series C,$292.58M
560,Mashgin,$1.5B,5/9/2022,United States,Palo Alto,Artificial intelligence,"New Enterprise Associates, Matrix Partmers, Susa Ventures",2014,Series B,$62.67M
561,Veriff,$1.5B,1/26/2022,Estonia,Tallinn,Artificial intelligence,"Accel, Institutional Venture Partners, Tiger Global Management",2015,Series C,$192.32M
562,Zeta,$1.5B,5/24/2021,United States,San Francisco,Fintech,"Sodexo Ventures, SoftBank Group",2015,Series C - II,$303M
563,Spendesk,$1.5B,1/18/2022,France,Paris,Fintech,"Index Ventures, Eight Roads Ventures, General Atlantic",2015,Series C - II,$300.34M
564,Il Makiage,$1.5B,1/10/2022,United States,New York,E-commerce & direct-to-consumer,"L Catterton, Franklin Templeton, First Light Capital Group",2018,Secondary Market,$29M
565,Airbyte,$1.5B,12/17/2021,United States,San Francisco,Internet software & services,"Accel, Benchmark, SV Angel",2020,None,None
566,StoreDot,$1.5B,1/4/2022,Israel,Herzliya,Other,"Samsung Ventures, SingulariTeam, BP Ventures",2012,Series D - II,$206M
567,Athelas,$1.5B,1/31/2022,United States,Mountain View,Health,"Sequoia Capital, General Catalyst, 	Human Capital",2016,Series B,$136.08M
568,Olist,$1.5B,12/15/2021,Brazil,Curitiba,E-commerce & direct-to-consumer,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",2015,Series E,$318.75M
569,CureFit,$1.5B,11/10/2021,India,Bengaluru,Health,"Chiratae Ventures, Accel, Kalaari Capital",2016,Series F,$679.4M
570,Lusha,$1.5B,11/10/2021,United States,New York,Internet software & services,"PSG, ION Crossover Partners",2016,Series B,$245M
571,CoinList,$1.5B,10/15/2021,United States,San Francisco,Fintech,"Accomplice, Polychain Capital, GoldenTree Asset Management",2017,Series A - II,$169.2M
572,candy.com,$1.5B,10/21/2021,United States,New York,Internet software & services,"Insight Partners, Softbank Group, Connect Ventures",2021,Series A - II,$100M
573,Paradox,$1.5B,12/27/2021,United States,Scottsdale,Internet software & services,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",2016,Series C,$253.46M
574,Built,$1.5B,9/30/2021,United States,Nashville,Internet software & services,"Nyca Partners, Index Ventures, Technology Crossover Ventures",2015,Unattributed VC,$291.74M
575,Ascend Money,$1.5B,9/27/2021,Thailand,Bangkok,Fintech,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",2013,Series C,$150M
576,Andela,$1.5B,9/29/2021,United States,New York,Internet software & services,"Spark Capital, Google Ventures, CRE Venture Capital",2014,Series E,$374.61M
577,1047 Games,$1.5B,9/14/2021,United States,Zephyr Cove,Internet software & services,"VGames, Lakestar, Galaxy Interactive",2017,Series B,$126.5M
578,Matillion,$1.5B,9/15/2021,United Kingdom,Altrincham,Data management & analytics,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",2011,Series E - IV,$310.32M
579,Persona,$1.5B,9/15/2021,United States,San Francisco,Cybersecurity,"Coatue Management, Index Ventures, Founders Fund",2018,Series C,$217.5M
580,Culture Amp,$1.5B,7/29/2021,Australia,Richmond,Internet software & services,"Felicis Ventures, Index Ventures, Blackbird Ventures",2011,Series F,$258.3M
581,TaxBit,$1.5B,8/4/2021,United States,Draper,Fintech,"Insight Partners, Coinbase Ventures, PayPal Ventures",2018,Series B - II,$235.75M
582,Pacaso,$1.5B,3/24/2021,United States,Cincinnati,Fintech,"Global Founders Capital, Shea Ventures, Greycroft",2020,Option/Warrant,$1.482B
583,impact.com,$1.5B,7/13/2021,United States,Santa Barbara,Internet software & services,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",2008,Secondary Market,$274.15M
584,YunQuNa,$1.5B,6/29/2021,China,Shanghai,"Supply chain, logistics, & delivery","Source Code Capital, Coatue Management, DCM Ventures",2015,Series D - II,$342.37M
585,NotCo,$1.5B,7/26/2021,Chile,Santiago,Consumer & retail,"Kaszek Ventures, SOSV, Tiger Global Management",2015,Series D - II,$465.84M
586,Next Silicon,$1.5B,6/14/2021,Israel,Tel Aviv,Hardware,"Amiti Ventures, Playground Global, Aleph",2018,Series B,$226.6M
587,Snapdocs,$1.5B,5/25/2021,United States,San Francisco,Fintech,"Sequoia Capital, Y Combinator, F-Prime Capital",2012,Series D,$250M
588,SmartRecruiters,$1.5B,7/20/2021,United States,San Francisco,Internet software & services,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",2010,Series E,$214.55M
589,Chipper Cash,$2B,5/31/2021,United States,San Francisco,Fintech,"Deciens Capital, Bezos Expeditions, 500 Startups",2017,Series C - II,$302.6M
590,ID.me,$1.5B,3/19/2021,United States,McLean,Cybersecurity,"Moonshots Capital, BoxGroup, Blu Venture Investors",2010,Debt - II,$273.07M
591,Uplight,$1.5B,3/3/2021,United States,Boulder,Other,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",2019,Unattributed - II,$72.31M
592,K Health,$1.5B,1/19/2021,United States,New York,Health,"Max Ventures, Mangrove Capital Partners, 14W",2016,Series E,$278M
593,Strava,$1.5B,11/16/2020,United States,San Francisco,Internet software & services,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",2009,Series F,$179.85M
594,Zenoti,$1.5B,12/15/2020,United States,Bellevue,Internet software & services,"Norwest Venture Partners, Accel, Tiger Global Management",2010,Series D - II,$341.68M
595,Ledger,$1.5B,6/10/2021,France,Paris,Hardware,"Digital Currency Group, Draper Esprit, Korelya Capital",2014,Series C,$466.38M
596,Collective Health,$1.5B,6/17/2019,United States,San Francisco,Fintech,"New Enterprise Associates, Founders Fund, Google Ventures",2013,Series F,$714M
597,Yijiupi,$1.5B,9/20/2018,China,Beijing,Consumer & retail,"Source Code Capital, Meituan Dianping, Tencent Holdings",2014,Series D - IV,$547.27M
598,DT Dream,$1.5B,6/8/2017,China,Hangzhou,Data management & analytics,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",2015,Series B,$260.35M
599,Cambridge Mobile Telematics,$1.5B,12/19/2018,United States,Cambridge,Auto & transportation,SoftBank Group,2010,Corporate Minority,$502.5M
600,XiaoZhu,$1.5B,11/1/2017,China,Beijing,Travel,"Morningside Ventures, Capital Today, JOY Capital",2012,Series F - II,$500M
601,JOLLY Information Technology,$1.5B,5/29/2018,China,Hangzhou,E-commerce & direct-to-consumer,"Legend Capital, CDH Investments, Sequoia Capital China",2008,Series C - II,$100.12M
602,Changingedu,$1.5B,10/30/2017,China,Shanghai,Edtech,"Trustbridge Partners, IDG Capital, Sequoia Capital China",None,Series D,$188M
603,TuJia,$1.5B,6/17/2015,China,Beijing,Travel,"GGV Capital, QiMing Venture Partnersl",2015,Seed VC,None
604,Mu Sigma,$1.5B,2/7/2013,United States,Northbrook,Data management & analytics,"Sequoia Capital, General Atlantic",2004,Corporate Minority,$208M
605,Gett,$1.5B,5/24/2016,United Kingdom,London,Auto & transportation,"Volkswagen, Access Industries, Vostok New Ventures",2010,Series G,$1.057B
606,Mofang Living,$1.5B,4/13/2016,China,Shanghai,E-commerce & direct-to-consumer,"Warburg Pincus, Aviation Industry Corporation of China",2009,Series D,$710M
607,Orna Therapeutics,$1.5B,8/16/2022,United States,Cambridge,Health,"MPM Capital, Astellas Venture Management, F2 Ventures",2019,Series B,$321M
608,First Mode,$1.5B,12/7/2022,United States,Seattle,Other,Anglo American,2018,Corporate Minority,$208.5M
609,Kushki,$1.5B,6/7/2022,Ecuador,Quito,Fintech,"Clocktower Technology Ventures, DILA Capital, Kaszek Ventures",2015,Series B - II,$186M
610,OpenWeb,$1.5B,11/9/2021,United States,New York,Internet software & services,"Insight Partners, AltaIR Capital, Norma Investments",2012,Series F,$383M
611,Carzone,$1.52B,3/1/2019,China,Jiangsu,E-commerce & direct-to-consumer,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital",None,Series D - III,$946.49M
612,Jasper,$1.5B,10/17/2022,United States,Austin,Artificial intelligence,"Foundation Capital, Institutional Venture Partners, Founders Capital",2020,Other Investors,None
613,Bilt Rewards,$1.5B,10/25/2022,United States,New York,Fintech,"Camber Creek, Kairos HQ, Fifth Wall Ventures",2021,Series B,$210.3M
614,Wenheyou,$1.55B,4/17/2021,China,Hunan,Other,"Sequoia Capital China, Warburg Pincus, IDG Capital",2013,Series B,$92.44M
615,Fresh Life Style Supply Chain Management, $1.57 B,3/11/2022,China,Chengdu,"Supply chain, logistics, & delivery","Guiyang Venture Capital, Longfor Capital, CAOGENZHIBEN GROUP",2016,Series B,$92.61M
616,Baiwang,$1.55B,3/25/2019,China,Beijing,Fintech,"Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital",2015,Series D,$224.35M
617,Loom,$1.53B,5/20/2021,United States,San Francisco,Internet software & services,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst",2016,Series C,$198.58M
618,ICON 3D, $1.57 B,2/18/2022,United States,Austin,Hardware,"Moderne Ventures, Oakhouse Partners, Bjarke Ingels Group",2018,Grant,$500.22M
619,Ximalaya FM,$1.52B,9/22/2017,China,Shanghai,Mobile & telecommunications,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",2012,Series D,$70.59M
620,GalaxySpace,$1.58B,11/17/2020,China,Beijing,Mobile & telecommunications,"Shunwei Capital Partners, 5Y Capital, Legend Capital",2016,Series B - III,None
621,Iluvatar CoreX,$1.55B,3/1/2021,China,Shanghai,Hardware,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital",2015,Series C - III,$185.52M
622,Alloy,$1.55B,9/30/2021,United States,New York,Fintech,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",2015,Series C - II,$207.92M
623,Promasidor Holdings,$1.59B,11/8/2016,South Africa,Bryanston,Consumer & retail,"IFC, Ajinomoto",1979,Corporate Minority,$556M
624,Nord Security,$1.6B,4/7/2022,Lithuania,Vilnius,Cybersecurity,"General Catalyst, BaltCap, Novator Partners",2012,Series A,$100M
625,Pave,$1.6B,6/28/2022,United States,San Francisco,Internet software & services,"Y Combinator, 	Andreessen Horowitz, Bessemer Venture Partners",2019,Series C,$162.98M
626,Kitopi,$1.55B,7/1/2021,United Arab Emirates,Dubai,"Supply chain, logistics, & delivery","CE-Ventures, BECO Capital, Nordstar",2018,Series C - II,$802.2M
627,Vanta,$1.6B,6/7/2022,United States,San Francisco,Cybersecurity,"Craft Ventures, Sequoia Capital, Verissimo Ventures",2016,Series B - III,$203M
628,Truepill,$1.6B,10/27/2021,United States,Hayward,Health,"Initialized Capital, Sound Ventures, TI Platform Management",2016,Unattributed,$256.06M
629,Wayflyer,$1.6B,2/1/2022,Ireland,Dublin,Fintech,"QED Investors, DST Global, Left Lane Capital",2019,Mezzanine,$889.2M
630,Mercury,$1.6B,7/3/2021,United States,San Francisco,Fintech,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",2019,Series B,$150.93M
631,ASAPP,$1.6B,5/19/2021,United States,New York,Artificial intelligence,"March Capital Partners, HOF Capital, Emergence Capital Partners",2014,Series C,$312.57M
632,Generate Biomedicines,$1.36B,11/18/2021,United States,Cambridge,Health,"Altitude Life Science Ventures. T. Rowe Price, Morningside Venture Partners",2018,Series B,$370M
633,Magic Eden,$1.6B,6/21/2022,United States,San Francisco,Fintech,"Sequoia Capital, Lightspeed Venture Partners, Paradigm",2021,Unattributed,$164.06M
634,ezCater,$1.6B,4/2/2019,United States,Boston,"Supply chain, logistics, & delivery","Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",2007,Series D - III,$420.16M
635,HomeLight,$1.7B,9/2/2021,United States,San Francisco,Fintech,"Zeev Ventures, Menlo Ventures,Crosslink Capital",2012,Series D - II,$654.6M
636,SmartHR,$1.6B,6/8/2021,Japan,Tokyo,Fintech,"BEENEXT, World Innovation Lab, Light Street Capital",2013,Series D,$222.34M
637,Cognite,$1.5B,5/19/2021,Norway,Lysaker,Data management & analytics,"Technology Crossover Ventures, Accel, Aker",2016,Secondary Market,$233.8M
638,Cresta,$1.6B,3/17/2022,United States,San Francisco,Artificial Intelligence,"Andreessen Horowitz, Greylock Partners, Sequoia Capital",2017,Series C,$151M
639,Extend,$1.36B,5/18/2021,United States,San Francisco,Fintech,"GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures",2021,None,None
640,Clio,$1.6B,4/27/2021,Canada,Burnaby,Internet software & services,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",2008,Series E - II,$415.79M
641,SafetyCulture,$1.6B,5/3/2021,Australia,Sydney,Internet software & services,"Blackbird Ventures, IndexVentures, Tiger Global Management",2004,Series D,$222.81M
642,Monte Carlo,$1.6B,5/24/2022,United States,San Francisco,Artificial intelligence,"GGV Capital, Accel, Redpoint Ventures",2019,Series D,$236M
643,Capitolis,$1.6B,3/22/2022,United States,New York,Fintech,"Sequoia Capital, Index Ventures, S Capital",2017,Series D,$281.84M
644,Clari,$2.6B,3/3/2021,United States,Sunnyvale,Internet software & services,"Sequoia Capital, Bain Capital Ventures, enaya Capital",2012,Series F,$496M
645,Cao Cao Mobility,$1.6B,1/17/2018,China,Hangzhou,Auto & transportation,"People Electrical Appliance Group China, Zhongrong International Trust",2015,Series B,$968.86M
646,Afiniti,$1.6B,4/14/2017,Bermuda,Hamilton,Artificial intelligence,GAM Holding,2006,Debt - II,$327.2M
647,Infinidat,$1.6B,4/29/2015,United States,Waltham,Hardware,"TPG Growth, Goldman Sachs",2011,Series D,$325M
648,Tonal,$1.6B,3/31/2021,United States,San Francisco,E-commerce & direct-to-consumer,"Mayfield Fund, Shasta Ventures, L Catterton",2015,Angel,$431.4M
649,DealShare,$1.7B,1/27/2022,India,Bengaluru,E-commerce & direct-to-consumer,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",2018,Series E - II,$391.52M
650,Transcarent,$1.62B,1/11/2022,United States,San Francisco,Health,"Alta Partners, General Catalyst, Jove Equity Partners",2020,Series C,$298M
651,solarisBank,$1.65B,7/13/2021	,Germany,Berlin,Fintech,"Yabeo Capital, SBI Investment, Vulcan Capital",2016,Series D,$402.46M
652,Jusfoun Big Data,$1.62B,7/9/2018,China,Beijing,Data management & analytics,"Boxin Capital, DT Capital Partners, IDG Capital",2010,Unattributed,$137.13M
653,Optimism,$1.65B,3/17/2022,United States,San Francisco,Internet software & services,"Paradigm, Huobi Ventures, Andreessen Horowitz",2019,Series B,$179.18M
654,Spotter,$1.7B,2/16/2022,United States,Los Angeles,Fintech,"SoftBank Group, Access Industries, Crossbeam Venture Partners",2019,Unattributed VC - II,$229.99M
655,ZenBusiness,$1.7B,11/9/2021,United States,Austin,Fintech,"Greycroft, Lerer Hippeau, Geekdom Fund",2015,Unattributed VC - III,$278.21M
656,H2O.ai,$1.7B,11/7/2021,United States,Mountain View,Artificial intelligence,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",2012,None,None
657,Reltio,$1.7B,11/4/2021,United States,Redwood City,Data management & analytics,"Crosslink Capital, .406 Ventures, Sapphire Ventures",2011,Series E,$240.5M
658,CircleCI,$1.7B,5/11/2021,United States,San Francisco,Internet software & services,"Threshold Ventures, Baseline Ventures, Harrison Metal",2011,Series F,$312.5M
659,Dragos,$1.7B,10/28/2021,United States,Hanover,Cybersecurity,"DataTribe, Energy Impact Partners, AllegisCyber Capital",2016,Series D,$364.2M
660,FinAccel,$1.66B,8/15/2022,Singapore,,Fintech,"Jungle Ventures, Square Peg Capital, OpenSpace Ventures",2015,Series D,$551M
661,Redesign Health,$1.7B,9/13/2022,United States,New York,Health,"General Catalyst, Samsung NEXT, CVS Health Partners",2018,Series C,$315M
662,Multiverse,$1.7B,6/8/2022,United Kingdom,London,Edtech,"Lightspeed Venture Partners, Google Ventures, General Catalyst",2016,Series D,$414M
663,Zhubajie,$1.61B,6/16/2015,China,Chongqing,Internet software & services,"Cybernaut Growth Fund, IDG Capital",None,Series C,$429.6M
664,Front,$1.7B,6/28/2022,United States,San Francisco,Internet software & services,"Sequoia Capital, Uncork Capital, Salesforce Ventures",2013,Series D,$203.12M
665,Unite Us,$1.6B,3/16/2021,United States,New York,Health,"Insight Partners, Sequoia Capital, Index Ventures",2014,Series C,$195.3M
666,Incredible Health,$1.65B,8/17/2022,United States,San Francisco,Health,"Obvious Ventures, Andreessen Horowitz, NFX",2017,Series B,$98.08M
667,PAX,$1.7B,10/22/2018,United States,San Francisco,Consumer & retail,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",2007,Series E,$544.93M
668,DispatchHealth,$1.7B,3/3/2021,United States,Denver,Health,"Alta Partners, Questa Capital, Echo Health Ventures",2013,Series E,$740.96M
669,Carsome,$1.7B,7/12/2021,Malaysia,Selangor,E-commerce & direct-to-consumer,"Gobi Partners, 500 Startups, Ondine Capital",2015,Other Investors,None
670,Harry's,$1.7B,2/16/2018,United States,New York,Consumer & retail,"Thrive Capital, Tiger Global Management, Temasek",2013,Series E,$659.1M
671,AlphaSense,$1.7B,6/15/2022,United States,New York,Artificial intelligence,"Viking Global Investors, GS Growth, BlackRock",2011,Debt,$497.36M
672,Crusoe,$1.75B,4/21/2022,United States,Denver,Internet software & services,"Bain Capital Ventures, Founders Fund, Winklevoss Capital",2018,Unattributed,$747.5M
673,Orca Security,$1.8B,3/23/2021,United States,Portland,Cybersecurity,"YL Ventures, Redpoint Ventures, GGV Capital",2019,Series C - II,$632M
674,Wave,$1.7B,9/7/2021,Senegal,Dakar,Fintech,"Stripe, Founders Fund, Partech Partners",None,Corporate Minority,None
675,Uniswap,$1.66B,10/13/2022,United States,New York,Fintech,"A16z Crypto, Variant Fund, Paradigm",2018,Series B,$178.83M
676,Productboard,$1.73B,2/2/2022,United States,San Francisco,Internet software & services,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",2014,Series D,$261.3M
677,Tessera Therapeutics,$1.69B,4/19/2022,United States,Cambridge,Health,"Altitude Life Science Ventures, SoftBank Group, Alaska Permanent Fund",2018,Series C,$530M
678,Trulioo,$1.75B,6/7/2021,Canada,Vancouver,Cybersecurity,"Blumberg Capital, American Express Ventures, BDC Venture Capital",2011,Series D,$469.74M
679,Vestiaire Collective,$1.7B,3/1/2021,France,Paris,E-commerce & direct-to-consumer,"Eurazeo, IDInvest Partners, Balderton Capital",2009,Line of Credit,$743.55M
680,Spinny,$1.75B,11/24/2021,India,Gurugram,E-commerce & direct-to-consumer,"General Catalyst, Eleation Capital, Avenir Growth Capital",2015,Series E - II,$515.9M
681,Cambrian BioPharma,$1.79B,10/26/2021,United States,Brooklyn,Health,"Future Ventures, Apeiron Investment Group, Moore Capital Management",2019,Series C,$164.75M
682,AIWAYS,$1.78B,4/16/2018,China,Shanghai,Auto & transportation,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",2017,Acq - Pending,$330.93M
683,DataStax,$1.6B,5/26/2021	,United States,Santa Clara,Data management & analytics,"Crosslink Capital, Meritech Capital Partners, Lightspeed Venture Partners",2010,Series F - II,$342.27M
684,FullStory,$1.8B,8/4/2021,United States,Atlanta,Internet software & services,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group",2014,Series E,$195.2M
685,Slice,$1.8B,11/28/2021,India,Bengaluru,Fintech,"Gunosy Capital, Blume Ventures, Das Capital",2020,Angel,$370K
686,MEGAZONE,$1.83B,8/16/2022,South Korea,Seoul,Internet software & services,"Salesforce Ventures, ATP Investment, kt investment",1998,Series C - II,$660.35M
687,Material Bank,$1.9B,5/6/2022,United States,Boca Raton,E-commerce & direct-to-consumer,"Bain Capital Ventures, SoftBank Group, Fifth Wall Ventures",2018,Series D,$310.19M
688,Diamond Foundry,$1.8B,3/29/2021,United States,San Francisco,Other,"Fashion Tech Lab, Fidelity Investments, Vast Ventures",2012,Series C,$300M
689,ZocDoc,$1.8B,8/20/2015,United States,New York,Health,"Founders Fund, Khosla Ventures, Goldman Sachs",2007,Series E,$383.02M
690,Acorns,$1.9B,3/9/2022,United States,Irvine,Fintech,"e.ventures, Bain Capital Ventures, Greycroft",2012,Series F,$563.82M
691,CoinSwitch Kuber,$1.9B,10/6/2021,India,Bangalore,Fintech,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",2017,Series C,$300M
692,eDaili,$1.9B,2/1/2019,China,Shanghai,E-commerce & direct-to-consumer,"K2VC, Lightspeed China Partners, Sky9 Capital",None,Series D,$1M
693,MX Technologies,$1.9B,1/13/2021,United States,Lehi,Fintech,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures",None,None,None
694,ConcertAI,$1.9B,3/29/2022,United States,Boston,Artificial Intelligence,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel",2017,Series C,$320M
695,Ankorstore,$1.98B,1/10/2022	,France,Paris,E-commerce & direct-to-consumer,"Global Founders Capital, Aglae Ventures, Alven Capital",2019,Series C,$420.89M
696,Solugen,$2B,9/10/2021,United States,Houston,Other,"Fifty Years Fund, Refactor Capital, Temasek",2016,Series D,$643.07M
697,Geek+,$2B,11/21/2018,China,Beijing,Hardware,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",2015,Series E,$533.61M
698,Rimac Automobili,$2B,6/1/2022,Croatia,Sveta Nedelja,Auto & transportation,"Porsche, 	InvestIndustrial, SoftBank Group",2009,Series D,$917.18M
699,Hugging Face,$2B,5/9/2022,United States,New York,Artificial intelligence,"Betaworks Ventures, Addition, Lux Capital",2016,Series C,$163.92M
700,ROX Motor,$2B,4/29/2022,China,Shanghai,Auto & transportation,"Sequoia Capital China, IDG Capital, Qiming Venture Partners",2021,Series D,$420M
701,UpGrad,$2.25B,8/9/2021,India,Mumbai,Edtech,"Qualcomm Ventures, Accel, Canaan Partners",2015,Private Equity - III,$796.23M
702,Opentrons,$1.8B,9/23/2021,United States,New York,Hardware,"SOSV, Khosla Ventures, Lerer Hippeau",2016,Series C,$250.83M
703,Cloudinary,$2B,2/15/2022,United States,Santa Clara,Internet software & services,"Blackstone, Bessemer Venture Partners",2011,Secondary Market,None
704,Pax8,$1.7B,4/11/2022,United States,Greenwood Village,Internet software & services,"Liberty Global Ventures, Sageview Capital, Blue Cloud Ventures",2012,Option/Warrant - III,$354.14M
705,thatgamecompany, $1.94 B,3/3/2022,United States,Los Angeles,Internet software & services,"Benchmark, Sequoia Capital, TPG Capital",2006,Series D,$172.5M
706,Apus Group,$1.73B,1/16/2015,China,Beijing,Mobile & telecommunications,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",2014,Series C,$116.3M
707,Lunar,$2B,7/12/2021,Denmark,Aarhus,Fintech,"SEED Capital, Greyhound Capital, Socii Capital",2015,Series E - II,$480.34M
708,ENOVATE,$1.85B,4/15/2019,China,Shanghai,Auto & transportation,Automobile Industry Guidance Fund,2015,Series B - II,$1.333B
709,Lightricks,$1.8B,7/31/2019,Israel,Jerusalem,Artificial intelligence,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs",2013,Angel,$335M
710,Dremio,$2B,1/6/2021,United States,Santa Clara,Data management & analytics,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",2015,Series E,$405M
711,Roofstock,$1.94B,3/10/2022,United States,Oakland,Fintech,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners",2015,Series E,$365.25M
712,Fenbi Education,$1.95B,	2/7/2021,China,Beijing,Edtech,"Trustbridge Partners, Hony Capital, IDG Capital",2015,IPO,$390M
713,Volocopter,$1.87B,3/4/2022,Germany,Bruchsal,Auto & transportation,"btov Partners, Geely, Intel Capital",2011,Series E - II,$725.21M
714,ZigBang, $1.93B,6/7/2022,South Korea,Seoul,Mobile & telecommunications,"Black Pearl Ventures, Stonebridge Ventures, Yuanta Investment Korea",2010,Series E,$271.71M
715,Exotec,$2B,1/17/2022,France,Croix,Hardware,"Breega Capital, Iris Capital, 360 Capital Partners",2015,Series D,$446.7M
716,Trax,$2B,7/22/2019,Singapore,,Artificial intelligence,"Hopu Investment Management, Boyu Capital, DC Thomson Ventures",2010,Unattributed VC,$1.013B
717,Devo Technology,$2B,10/26/2021,United States,Cambridge,Data management & analytics,"Insight Partners, Kibo Ventures, Bessemer Venture Partners",2011,Series F,$481M
718,CertiK,$2B,3/31/2022,United States,New York,Cybersecurity,"Tiger Global Management, Lightspeed Venture Partners, Hillhouse Capital Management",2018,Series B - IV,$296.85M
719,Salsify,$2B,4/13/2022,United States,Boston,Internet software & services,"Matrix Partners, North Bridge Venture Partners, Venrock",2012,Series F,$452.6M
720,Akulaku,$2B,2/15/2022,Indonesia,Jakarta,E-commerce & direct-to-consumer,"DCM Ventures, IDG Capital, Siam Commercial Bank",2014,Unattributed,$665M
721,LTK,$2B,11/22/2021,United States,Dallas,Internet software & services,"SoftBank Group, Maverick Capital",2011,Series B,$315M
722,VerbIT,$2B,6/8/2021,United States,New York,Artificial intelligence,"ClalTech, Vertex Ventures, Oryzn Capital",2016,Series E,$532M
723,Everlaw,$2B,3/10/2020,United States,Oakland,Internet software & services,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",2010,Series D,$314.61M
724,Tier,$2B,10/25/2021,Germany,Berlin,Travel,"Northzone Ventures, White Star Capital, Novator Partners",2018,Series D,$667.38M
725,Netlify,$2B,11/17/2021,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures",None,Series D,$211.87M
726,SWORD Health,$2B,11/22/2021,United States,New York,Health,"Khosla Ventures, Green Innovations, Founders Fund",2015,Series D,$322.16M
727,StarkWare,$8B,11/17/2021,Israel,Netanya,Cybersecurity,"Sequoia Capital, Paradigm, Pantera Capital",2017,Series D,$267.7M
728,Zilch,$2B,11/10/2021,United Kingdom,London,Fintech,"Gauss Ventures, Ventura Capital, dmg ventures",2018,Incubator/Accelerator,None
729,ClickHouse,$2B,10/28/2021,United States,Portola Valley,Data management & analytics,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",2021,Series B - II,$300M
730,Modern Treasury,$2B,10/6/2021,United States,San Francisco,Fintech,"Benchmark, Altimeter Capital, Quiet Capital",2018,Series C - II,$183.12M
731,Misfits Market,$2B,4/21/2021,United States,Pennsauken,"Supply chain, logistics, & delivery","Accel, D1 Capita Partners, Greenoaks Capital Management",2018,Series C - II,$526.5M
732,Advance Intelligence Group,$2B,9/23/2021,Singapore,,Artificial intelligence,"Vision Plus Capital, GSR Ventures, ZhenFund",2016,Series D,$536M
733,Magic Leap,$2B,10/21/2014,United States,Plantation,Hardware,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",2010,Convertible Note,$3.934B
734,Spring Health,$2B,9/16/2021,United States,New York,Health,"Rethink Impact, Work-Bench, RRE Ventures",2016,Series C,$296.2M
