,name,industry,sector,headquarters,founded
2081,hummel,consumer goods,clothing & accessories,aarhus,1923
2082,ic group,consumer goods,clothing & accessories,copenhagen,2001
2083,io interactive,technology,software,copenhagen,1990
2084,iss a/s,industrials,business support services,copenhagen,1901
2085,jet time,consumer services,airlines,copenhagen,2006
2086,jorgensen engineering,industrials,business support services,odense,1933
2087,jysk,consumer services,specialty retailers,aarhus,1979
2088,jyske bank,financials,banks,silkeborg,1967
2089,kemp & lauritzen,industrials,business support services,copenhagen,1882
2090,kopenhagen fur,consumer goods,clothing & accessories,copenhagen,1930
2091,lastobject,consumer goods,personal products,copenhagen,2016
2092,leo pharma,health care,pharmaceuticals,copenhagen,1908
2093,lm glasfiber,industrials,industrial machinery,lunderskov,1940
2094,louis poulsen,industrials,building materials & fixtures,copenhagen,1874
2095,lundbeck,health care,pharmaceuticals,copenhagen,1915
2096,lundgaard & tranberg,industrials,business support services,copenhagen,1983
2097,maersk,conglomerates,ocean and inland freight transportation,copenhagen,1904
2098,martin professional,industrials,building materials & fixtures,aarhus,1987
2099,matas,consumer services,drug retailers,allerød,1949
2100,netcompany,technology,software,copenhagen,1999
2101,nkt holding,conglomerates,-,copenhagen,1891
2102,nnit,technology,software,gladsaxe,1994
2103,nordic adult entertainment,consumer goods,recreational products,copenhagen,1972
2104,nordisk film,consumer services,broadcasting & entertainment,copenhagen,1906
2105,north media,consumer services,publishing,gladsaxe,1978
2106,north sea capital,financials,financial services,copenhagen,2001
2107,novo nordisk,health care,pharmaceuticals,copenhagen,1923
2108,novozymes,health care,biotechnology,copenhagen,2000
2109,nykredit,financials,financial services,copenhagen,1985
2110,ørsted,utilities,conventional electricity,fredericia,2006
2111,parken sport & entertainment,consumer services,recreational services,copenhagen,1992
2112,pharma nord,health care,pharmaceuticals,vejle,1981
2113,pharmacosmos,health care,pharmaceuticals,holbæk,1965
2114,phase one,consumer goods,recreational products,copenhagen,1993
2115,plesner,industrials,business support services,copenhagen,1918
2116,post danmark,industrials,delivery services,copenhagen,1624
2117,ramboll,industrials,business support services,copenhagen,1945
2118,roskilde forsyning,utilities,conventional electricity,roskilde,2000
2119,royal copenhagen,consumer goods,durable household products,copenhagen,1775
2120,royal unibrew,consumer goods,brewers,faxe,1989
2121,sampension,financials,asset managers,copenhagen,1945
2122,santa fe group,industrials,logistics,copenhagen,1897
2123,saxo bank,financials,banks,copenhagen,1992
2124,scandinavian tobacco group,consumer goods,tobacco,copenhagen,1961
2125,schmidt hammer lassen,industrials,business support services,copenhagen,1986
2126,select sport,consumer goods,recreational products,copenhagen,1947
2127,simonsen & weel,health care,medical equipment,vallensbæk,1817
2128,stylepit,consumer services,apparel retailers,copenhagen,2000
2129,stibo,technology,enterprise software,århus,1794
2130,tdc a/s,telecommunications,fixed line telecommunications,copenhagen,1879
2131,terma a/s,industrials,aerospace,lystrup,1949
2132,the lego group,consumer goods,toys,billund,1932
2133,thorco shipping,industrials,marine transportation,copenhagen,2003
2134,tuborg brewery,consumer goods,brewers,fredericia,1873
2135,united shipping & trading company,industrials,marine transportation,middelfart,1876
2136,velux,industrials,building materials & fixtures,hørsholm,1941
2137,vestas,industrials,industrial machinery,aarhus,1945
2138,welltec,oil & gas,oil equipment & services,allerød,1994
2139,widex,health care,medical equipment,lynge,1956
2140,william demant,health care,health care providers,ledøje-smørum,1904
2141,zentropa,consumer services,broadcasting & entertainment,hvidovre,1992
2142,aero vodochody,industrials,aerospace,odolena voda,1919
2143,ahold czech republic,consumer services,food retailers & wholesalers,prague,1991
2144,asix s.r.o.,industrials,electronic equipment,prague,1991
2145,avast,technology,software,prague,1988
2146,barrandov studios,consumer services,broadcasting & entertainment,prague,1921
2147,budweiser bier bürgerbräu,consumer goods,brewers,české budějovice,1795
2148,budweiser budvar brewery,consumer goods,brewers,české budějovice,1785
2149,česká pošta,industrials,delivery services,prague,1918
2150,česká spořitelna,financials,banks,prague,1825
2151,česká zbrojovka firearms,industrials,defense,uherský brod,1936
2152,české dráhy,industrials,railroads,prague,2003
2153,české radiokomunikace,telecommunications,fixed line telecommunications,prague,1963
2154,československá obchodní banka,financials,banks,prague,1964
2155,cetin,telecommunications,fixed line telecommunications,prague,2015
2156,cinema city czech republic,consumer services,recreational services,prague,1999
2157,čkd,industrials,commercial vehicles & trucks,prague,1927
2158,cs link,telecommunications,mobile telecommunications,prague,2006
2159,czech airlines,consumer services,airlines,prague,1923
2160,czech national bank,financials,banks,prague,1919
2161,dominant cz,consumer goods,farming & fishing,studenec,1989
2162,indies records,consumer services,broadcasting & entertainment,brno,1990
2163,jablotron,consumer goods,consumer electronics,jablonec nad nisou,1990
2164,jan becher,consumer goods,distillers & vintners,karlovy vary,1807
2165,jihostroj,industrials,aerospace,velešín,1919
2166,josef lidl,consumer goods,recreational products,brno,1892
2167,kaden models,consumer goods,toys,nový hrádek,1950
2168,kenvelo,consumer services,apparel retailers,prague,1991
2169,kofola,consumer goods,soft drinks,ostrava,1960
2170,komerční banka,financials,banks,prague,1990
2171,leo express,industrials,railroads,prague,2010
2172,liaz,industrials,commercial vehicles & trucks,jablonec nad nisou,1951
2173,mafra,consumer services,publishing,prague,1992
2174,meopta,industrials,electronic equipment,přerov,1933
2175,metrostav,industrials,heavy construction,prague,1971
2176,moser,consumer goods,furnishings,karlovy vary,1857
2177,o2 czech republic,telecommunications,telecommunications,prague,2006
2178,okd,basic materials,coal,ostrava,1952
2179,petrof,consumer goods,recreational products,hradec králové,1864
2180,pilsner urquell brewery,consumer goods,brewers,plzeň,1842
2181,preciosa,consumer goods,furnishings,jablonec nad nisou,1948
2182,racom,consumer goods,consumer electronics,nové město na moravě,1989
2183,red hat czech,technology,software,brno,2006
2184,royal brewery of krušovice,consumer goods,brewers,krušovice,1581
2185,rudolf kämpf,consumer goods,furnishings,nové sedlo,1907
2186,škoda transportation,industrials,commercial vehicles & trucks,plzeň,1995
2187,škoda works,industrials,diversified industrials,plzeň,1859
2188,skylink,telecommunications,mobile telecommunications,prague,2007
2189,student agency,consumer services,travel & tourism,brno,1996
2190,supraphon,consumer services,broadcasting & entertainment,prague,1932
2191,tatra,industrials,commercial vehicles & trucks,kopřivnice,1850
2192,telekom austria czech republic,telecommunications,fixed line telecommunications,prague,1995
2193,toyota peugeot citroën automobile czech,consumer goods,automobiles,kolín,2002
2194,trinec iron and steel works,basic materials,iron & steel,třinec,1836
2195,unicredit bank czech republic and slovakia,financials,banks,prague,2006
2196,via chem group,basic materials,specialty chemicals,české budějovice,2002
2197,vodafone czech republic,telecommunications,mobile telecommunications,prague,1982
2198,walter aircraft engines,industrials,industrial machinery,prague,1911
2199,zetor,industrials,commercial vehicles & trucks,brno,1946
2200,živnostenská banka,financials,banks,prague,1868
2201,ac omonia,consumer services,sports,nicosia,1948
2202,aek larnaca fc,consumer services,sports,larnaca,1994
2203,ael f.c.,consumer services,sports,limassol,1930
2204,allbiz,industrials,business support services,nicosia,1999
2205,anorthosis f.c.,consumer services,sports,larnaca,1911
2206,apoel b.c.,consumer services,sports,nicosia,1947
2207,apoel fc,consumer services,sports,nicosia,1926
2208,apoel v.c.,consumer services,sports,nicosia,1928
2209,apollon limassol,consumer services,sports,limassol,1954
2210,armida publications,consumer services,publishing,nicosia,1997
2211,asbis,technology,computer hardware,limassol,1990
2212,austrian lloyd ship management,industrials,marine transportation,limassol,1991
2213,bank of cyprus,financials,banks,nicosia,1899
2214,celestyal cruises,consumer services,travel & tourism,limassol,1986
2215,central bank of cyprus,financials,banks,nicosia,1963
2216,charlie airlines,consumer services,travel & leisure,larnaca,2016
2217,cyprus broadcasting corporation,consumer services,broadcasting,nicosia,1953
2218,cyprus civil aviation authority,consumer services,air traffic management,nicosia,1955
2219,cyprus college,consumer services,education,nicosia,1961
2220,cyprus college of art,consumer services,education,paphos,1969
2221,cyprus development bank,financials,banks,nicosia,1963
2222,cyprus institute of marketing,consumer services,education,nicosia,1978
2223,cyprus int. instit. for environ. & public health,technology,research,limassol,2004
2224,cyprus internet exchange,telecommunications,fixed line telecom,nicosia,1999
2225,cyprus mail,consumer services,publishing,nicosia,1945
2226,cyprus mines corporation,basic materials,general mining,nicosia,1916
2227,cyprus neuroscience and technology institute,technology,research,nicosia,1991
2228,cyprus news agency,consumer services,media,nicosia,1976
2229,cyprus ports authority,consumer services,ship traffic management,nicosia,1973
2230,cyprus postal services,industrials,delivery services,nicosia,-
2231,cyprus state fairs authority,consumer services,general retailers,nicosia,1968
2232,cyprus stock exchange,financials,investment services,nicosia,1996
2233,cyprus university of technology,consumer services,education,limassol,2004
2234,cyprus weekly,consumer services,publishing,nicosia,1979
2235,cyta,telecommunications,fixed line telecom,nicosia,1961
2236,doxa katokopias fc,consumer services,sports,peristerona,1954
2237,electricity authority of cyprus,utilities,conventional electricity,nicosia,1952
2238,elias neocleous & co llc,consumer services,legal,limassol,2017
2239,euroafrica interconnector,utilities,electricity,nicosia,2017
2240,euroasia interconnector,utilities,electricity,nicosia,2010
2241,european university cyprus,consumer services,education,nicosia,1961
2242,financial mirror,consumer services,publishing,nicosia,1993
2243,frederick university,consumer services,education,limassol,1965
2244,joannou & paraskevaides,industrials,heavy construction,guernsey,1961
2245,health insurance organisation,financials,full line insurance,nicosia,-
2246,hellenic bank,financials,banks,nicosia,1976
2247,imperio properties,financials,real estate development,limassol,2003
2248,ironfx,financials,investment services,limassol,2010
2249,keo,consumer goods,soft drinks,limassol,1927
2250,larnaca international airport,consumer services,travel & leisure,larnaca,1975
2251,leon beer,consumer goods,brewers,nicosia,1937
2252,leptos estates,financials,real estate development,paphos,1960
2253,lois builders,industrials,heavy construction,nicosia,1977
2254,medochemie,health care,pharmaceuticals,limassol,1976
2255,metro foods trading,consumer services,food retailers & wholesalers,nicosia,1982
2256,moufflon publications,consumer services,publishing,nicosia,1967
2257,neapolis university paphos,consumer services,education,paphos,2007
2258,nova cyprus,consumer services,media,nicosia,2004
2259,omega tv cyprus,consumer services,media,nicosia,1992
2260,open university of cyprus,consumer services,education,nicosia,2002
2261,pafos fc,consumer services,sports,pafos,2014
2262,paphos general hospital,consumer services,health,paphos,1992
2263,paphos international airport,consumer services,travel & leisure,paphos,2008
2264,petrolina,oil & gas,exploration & production,larnaca,1959
2265,pevex management,financials,investment services,nicosia,2008
2266,port of limassol,industrials,industrial transportation,limassol,1956
2267,primetel plc,telecommunications,fixed line telecom,nicosia,2003
2268,rcb bank,financials,banks,limassol,1995
2269,rusal,basic materials,industrial metals & mining,nicosia,2007
2270,sat-7,consumer services,broadcasting & entertainment,nicosia,1995
2271,telepassport telecommunications,telecommunications,fixed line telecom,nicosia,2002
2272,the american heart institute,consumer services,health,strovolos,1999
2273,the cyprus institute,technology,research,nicosia,2005
2274,the muscular dystropy research foundation,technology,research,nicosia,1987
2275,the cyprus institute of neurology and genetics,technology,research,nicosia,1990
2276,tsokkos,consumer services,hospitality,ayia napa,1979
2277,tus airways,consumer services,travel & leisure,larnaca,2015
2278,universal life,financials,life insurance,nicosia,1970
2279,university of cyprus,consumer services,education,nicosia,1989
2280,university of nicosia,consumer services,education,nicosia,1980
2281,wargaming,technology,software,nicosia,1998
2282,woolworths,consumer services,broadline retailers,nicosia,1950
2283,xhamster,technology,software,nicosia,2007
2284,3. maj,industrials,commercial vehicles & trucks,rijeka,1892
2285,3lhd,industrials,business support services,zagreb,1994
2286,a1 hrvatska,telecommunications,mobile telecommunications,zagreb,1999
2287,lng hrvatska,oil & gas,exploration & production,omišalj,2013
2288,adriatic croatia international club,consumer services,travel & tourism,opatija,1983
2289,adris grupa,consumer goods,tobacco,rovinj,2003
2290,agrokor,consumer goods,food products,zagreb,1976
2291,aquarius records,consumer services,broadcasting & entertainment,zagreb,1995
2292,atlantic grupa,consumer goods,food products,zagreb,1991
2293,atlantska plovidba,industrials,marine transportation,dubrovnik,1955
2294,badel 1862,consumer goods,distillers & vintners,zagreb,1862
2295,biognost,health care,pharmaceuticals,zagreb,1990
2296,blue line international,industrials,marine transportation,split,2003
2297,bonbon,telecommunications,mobile telecommunications,zagreb,2010
2298,brodosplit,industrials,commercial vehicles & trucks,split,1922
2299,čakovečki mlinovi,consumer goods,food products,čakovec,1893
2300,carlsberg croatia,consumer goods,brewers,koprivnica,2004
2301,cedevita,consumer goods,soft drinks,zagreb,1929
2302,croatia airlines,consumer services,airlines,zagreb,1989
2303,croatia film,consumer services,broadcasting & entertainment,zagreb,1946
2304,croatia osiguranje,financials,full line insurance,zagreb,1884
2305,croatia records,consumer services,broadcasting & entertainment,zagreb,1947
2306,croatian national bank,financials,banks,zagreb,1990
2307,croatian radiotelevision,consumer services,broadcasting & entertainment,zagreb,1926
2308,croatian railways,industrials,railroads,zagreb,1991
2309,croteam,technology,software,zagreb,1993
2310,crotram,industrials,commercial vehicles & trucks,zagreb,1994
2311,dalekovod,industrials,electrical components & equipment,zagreb,1949
2312,dallas records,consumer services,broadcasting & entertainment,zagreb,1994
2313,digitron,industrials,electronic equipment,buje,1971
2314,dok-ing,industrials,diversified industrials,zagreb,1992
2315,ðuro ðaković,industrials,diversified industrials,slavonski brod,1991
2316,ericsson nikola tesla,telecommunications,mobile telecommunications,zagreb,1949
2317,european coastal airlines,consumer services,airlines,split,2000
2318,fortenova group,consumer goods,food products,zagreb,2019
2319,franck,consumer goods,soft drinks,zagreb,1892
2320,geofoto,technology,software,zagreb,1993
2321,hanza media,consumer services,publishing,zagreb,1990
2322,hit records,consumer services,broadcasting & entertainment,zagreb,2003
2323,hönigsberg & deutsch,industrials,business support services,zagreb,1889
2324,hrvatska elektroprivreda,utilities,conventional electricity,zagreb,1895
2325,hrvatska pošta,industrials,delivery services,zagreb,1999
2326,hrvatska poštanska banka,financials,banks,zagreb,1991
2327,hrvatske autoceste,industrials,transportation services,zagreb,2001
2328,hrvatski telekom,telecommunications,fixed line telecommunications,zagreb,1998
2329,hs produkt,industrials,defense,ozalj,1991
2330,in2,technology,software,zagreb,1992
2331,ina,oil & gas,exploration & production,zagreb,1964
2332,infobip,technology,software,vodnjan,2006
2333,ingra,industrials,heavy construction,zagreb,1955
2334,institut igh,industrials,heavy construction,zagreb,1949
2335,iskon internet,technology,internet,zagreb,1997
2336,jadran film,consumer services,broadcasting & entertainment,zagreb,1946
2337,jadranski naftovod,oil & gas,pipelines,zagreb,1974
2338,jadrolinija,industrials,marine transportation,rijeka,1947
2339,jamnica,consumer goods,soft drinks,zagreb,1828
2340,jugoton,consumer services,broadcasting & entertainment,zagreb,1947
2341,karlovačka pivovara,consumer goods,brewers,karlovac,1854
2342,kandit,consumer goods,food products,osijek,1920
2343,koestlin,consumer goods,food products,bjelovar,1905
2344,končar group,industrials,electronic equipment,zagreb,1921
2345,konstruktor-split,industrials,heavy construction,split,1945
2346,konzum,consumer services,food retailers & wholesalers,zagreb,1957
2347,kraljevica shipyard,industrials,commercial vehicles & trucks,kraljevica,1729
2348,kraš,consumer goods,food products,zagreb,1950
2349,ledo,consumer goods,food products,zagreb,1958
2350,luka ploče,industrials,transportation services,ploče,1952
2351,matica hrvatska,consumer services,publishing,zagreb,1842
2352,menart records,consumer services,broadcasting & entertainment,zagreb,1994
2353,narodni trgovački lanac,consumer services,broadline retailers,zagreb,2008
2354,odašiljači i veze,technology,internet,zagreb,2001
2355,petrokemija,basic materials,commodity chemicals,kutina,1968
2356,pivovara ličanka,consumer goods,brewers,gospić,1997
2357,plinacro,utilities,gas distribution,zagreb,2001
2358,pliva,health care,pharmaceuticals,zagreb,1921
2359,plovput,industrials,transportation services,split,1992
2360,podravka,consumer goods,food products,koprivnica,1934
2361,primorska banka,financials,banks,rijeka,2001
2362,privredna banka zagreb,financials,banks,zagreb,1966
2363,rimac automobili,consumer goods,automobiles,sveta nedelja,2009
2364,riz,industrials,electronic equipment,zagreb,1948
2365,školska knjiga,consumer services,publishing,zagreb,1950
2366,sljeme,consumer goods,durable household products,zagreb,1921
2367,splitska banka,financials,banks,split,1965
2368,suzy,consumer services,broadcasting & entertainment,zagreb,1972
2369,tehnika,industrials,business support services,zagreb,1947
2370,tomato,telecommunications,mobile telecommunications,zagreb,2006
2371,toz penkala,consumer goods,nondurable household products,zagreb,1937
2372,trade air,consumer services,airlines,zagreb,1994
2373,tžv gredelj,industrials,commercial vehicles & trucks,zagreb,1894
2374,uljanik,industrials,commercial vehicles & trucks,pula,1856
2375,v.b.z.,consumer services,publishing,zagreb,1991
2376,viadukt,industrials,transportation services,zagreb,1947
2377,viktor lenac shipyard,industrials,commercial vehicles & trucks,rijeka,1896
2378,vindija,consumer goods,food products,varaždin,1959
2379,viro,consumer goods,food products,virovitica,2002
2380,zagreb film,consumer services,broadcasting & entertainment,zagreb,1953
2381,zagreb stock exchange,financials,financial services,zagreb,1991
2382,zagrebačka banka,financials,banks,zagreb,1914
2383,zagrebačka pivovara,consumer goods,brewers,zagreb,1892
2384,zagrebački električni tramvaj,industrials,transportation services,zagreb,1891
2385,air via,consumer services,airlines,sofia,1990
2386,ariana brewery,consumer goods,brewers,sofia,1884
2387,armimex,industrials,defense,sofia,1992
2388,arsenal ad,industrials,defense,kazanlak,1878
2389,asarel medet,basic materials,nonferrous metals,panagyurishte,1964
2390,astika brewery,consumer goods,brewers,pazardzhik,1980
2391,aukro.bg,consumer services,broadline retailers,sofia,2007
2392,balkanstroy,industrials,construction & materials,sofia,1994
2393,balkantourist,consumer services,travel & tourism,sofia,1948
2394,balkanton,consumer services,record label,sofia,1952
2395,bh air,consumer services,airlines,sofia,2001
2396,black sea studios,technology,software,sofia,2001
2397,blizoo,telecommunications,fixed line telecommunications,sofia,2010
2398,bulgaria air,consumer services,airlines,sofia,2002
2399,bulgarian agricultural and commercial bank,financials,banks,sofia,1969
2400,bulgarian air charter,consumer services,airlines,sofia,2000
2401,bulgarian development bank,financials,banks,sofia,1999
2402,bulgarian energy holding,oil & gas,exploration & production,sofia,2008
2403,bulgarian national bank,financials,banks,sofia,1879
2404,bulgarian postbank,financials,banks,sofia,1991
2405,bulgarian posts,industrials,delivery services,sofia,1879
2406,bulgarian state railways,industrials,railroads,sofia,1885
2407,bulgartabac,consumer goods,tobacco,sofia,1947
2408,cargoair,industrials,delivery services,sofia,2007
2409,central cooperative bank,financials,banks,sofia,1991
2410,chimimport,conglomerates,-,sofia,1947
2411,corecom,consumer services,specialty retailers,sofia,1960
2412,cumerio med,basic materials,nonferrous metals,pirdop,1932
2413,diema,consumer services,broadcasting & entertainment,sofia,1999
2414,dsk bank,financials,banks,sofia,1951
2415,dzi,financials,full line insurance,sofia,1946
2416,economedia,consumer services,publishing,sofia,1993
2417,egmont bulgaria,consumer services,publishing,sofia,1991
2418,era,consumer services,publishing,sofia,1996
2419,eurofootball,consumer services,gambling,sofia,1990
2420,fantastico,consumer services,food retailers & wholesalers,sofia,1991
2421,first investment bank,financials,banks,sofia,1993
2422,girdap,financials,banks,ruse,1881
2423,haemimont games,technology,software,sofia,1997
2424,heli air services,consumer services,airlines,sofia,1990
2425,hotel rodina,consumer services,hotels,sofia,1979
2426,hvb bank biochim,financials,banks,sofia,1986
2427,kamenitza,consumer goods,brewers,plovdiv,1881
2428,karlsberg bulgaria ad,consumer goods,brewers,shumen,2002
2429,kino nova,consumer services,broadcasting & entertainment,sofia,2011
2430,kintex,industrials,defense,sofia,1966
2431,kremikovtzi ad,basic materials,iron & steel,sofia,1963
2432,"m3 communications group, inc",consumer services,broadcasting & entertainment,sofia,1994
2433,maxeurope,consumer goods,recreational products,plovdiv,1996
2434,mtel,telecommunications,mobile telecommunications,sofia,1994
2435,multigroup,conglomerates,-,sofia,1989
2436,navibulgar,industrials,marine transportation,varna,1892
2437,lukoil neftochim burgas,oil & gas,exploration & production,burgas,1961
2438,nek ead,utilities,conventional electricity,sofia,1991
2439,neterra,telecommunications,fixed line telecommunications,sofia,1996
2440,nimero,technology,software,sofia,2009
2441,ontotext,technology,software,sofia,2000
2442,overgas,oil & gas,pipelines,sofia,1991
2443,petrol ad,oil & gas,pipelines,sofia,1932
2444,pirinsko pivo,consumer goods,brewers,blagoevgrad,1969
2445,prista oil,basic materials,specialty chemicals,ruse,1993
2446,prosveta publishing house,consumer services,publishing,sofia,1945
2447,raiffeisen bulgaria,financials,banks,sofia,1994
2448,sucreries raffineries bulgares,consumer goods,food products,sofia,1897
2449,technomarket,consumer services,consumer electronics,sofia,1992
2450,telenor bulgaria,telecommunications,mobile telecommunications,sofia,2001
2451,terem,industrials,defense,sofia,1963
2452,texim bank,financials,banks,sofia,1992
2453,unicredit bulbank,financials,banks,sofia,1964
2454,unionbank,financials,banks,sofia,1991
2455,united bulgarian bank,financials,banks,sofia,1992
2456,varna shipyard,industrials,shipbuilding,varna,1907
2457,vitta foods,consumer goods,food products,svilengrad,2006
2458,vivacom,telecommunications,fixed line telecommunications,sofia,1992
2459,vrz karlovo,industrials,commercial vehicles & trucks,karlovo,1964
2460,abelag aviation,consumer services,airlines,zaventem,1964
2461,ablynx,health care,biotechnology,ghent,2001
2462,ackermans & van haaren,conglomerates,-,antwerp,1876
2463,af compressors,industrials,industrial engineering,liege,1870
2464,ag real estate,financials,real estate holding and development,brussels,1824
2465,ageas,financials,consumer finance,brussels,1990
2466,agfa-gevaert,technology,computer services,mortsel,1867
2467,agoria,industrials,business support services,brussels,1946
2468,aim productions,technology,computer services,hove,1994
2469,alpro,consumer goods,food products,ghent,1980
2470,anheuser-busch inbev,consumer goods,brewers,leuven,2008
2471,antwerp water works,utilities,water,antwerp,1880
2472,aquafin,utilities,water,antwerp,1990
2473,asl airlines belgium,industrials,delivery services,liège,1999
2474,associated weavers,consumer goods,clothing and accessories,ronse,1964
2475,aveve,consumer goods,farming and fishing,aalter,1890
2476,aviapartner,industrials,delivery services,brussels,1949
2477,barco,technology,computer hardware,kortrijk,1934
2478,base,industrials,business support services,brussels,1993
2479,beaulieu international group,consumer goods,clothing and accessories,wielsbeke,1959
2480,befimmo,financials,real estate holding and development,brussels,1995
2481,bekaert,basic materials,specialty chemicals,kortrijk,1880
2482,belgian beer café,consumer services,restaurants and bars,leuven,1998
2483,belgian investment company for developing countries,financials,specialty finance,brussels,2001
2484,bpost,industrials,delivery services,brussels,2000
2485,brussels airlines,consumer services,airlines,brussels,2006
2486,brussels regional investment company,financials,specialty finance,brussels,1984
2487,cockerill sambre,basic materials,iron and steel,seraing,1817
2488,carmeuse,basic materials,general mining,louvain-la-neuve,1860
2489,cartamundi,consumer goods,toys,turnhout,1970
2490,cavalier chocolate,consumer goods,food products,eeklo,1996
2491,claeys,industrials,commercial vehicles and trucks,zedelgem,1906
2492,cofinimmo,financials,real estate services,brussels,1983
2493,colruyt group,consumer services,food retailers and wholesalers,halle,1925
2494,compagnie maritime belge,industrials,marine transportation,antwerp,1895
2495,confiserie roodthooft,consumer goods,food products,antwerp,1925
2496,de lijn,consumer services,travel and tourism,mechelen,1991
2497,deceuninck,basic materials,commodity chemicals,hooglede,1937
2498,delhaize group,consumer goods,food products,brussels,1867
2499,deme,industrials,heavy construction,zwijndrecht,1991
2500,d'ieteren,consumer services,specialized consumer services,brussels,1805
2501,domo group,consumer goods,clothing and accessories,ghent,1992
2502,ecover,consumer goods,nondurable household products,malle,1979
2503,effortel,financials,financial services,brussels,2005
2504,etap lighting,consumer goods,building materials and fixtures,malle,1949
2505,eurogentec,health care,biotechnology,seraing,1985
2506,evs broadcast equipment,technology,telecommunications equipment,liège,1994
2507,ferranti computer systems,technology,computer hardware,antwerp,1976
2508,fluxys,oil and gas,exploration and production,brussels,2001
2509,forrest group,basic materials,general mining,wavre,1922
2510,gimv,financials,equity investment instruments,brussels,1980
2511,godiva chocolatier,consumer goods,food products,brussels,1926
2512,group joos,consumer services,publishing,turnhout,1935
2513,groupe bruxelles lambert,industrials,diversified industrials,brussels,1902
2514,guylian,consumer goods,food products,sint-niklaas,1960
2515,imec,technology,computer services,leuven,1984
2516,imperia automobiles,consumer goods,automobiles,liège,1906
2517,innogenetics,health care,biotechnology,ghent,1985
2518,jan de nul,industrials,building materials and fixtures,aalst,1938
2519,janssen pharmaceutica,health care,pharmaceuticals,beerse,1953
2520,jonckheere,industrials,commercial vehicles and trucks,roeselare,1881
2521,katoen natie,industrials,delivery services,antwerp,1854
2522,kbc bank,financials,banks,brussels,1985
2523,keytrade bank,financials,investment services,brussels,1998
2524,kinepolis,consumer services,recreational services,ghent,1997
2525,larian studios,technology,software,ghent,1996
2526,libeco-lagae,consumer goods,clothing and accessories,meulebeke,1997
2527,louis delhaize group,consumer services,food retailers and wholesalers,charleroi,1875
2528,luciad nv,technology,computer services,leuven,1999
2529,materialise nv,technology,computer services,leuven,1990
2530,metallo-chimique,basic materials,nonferrous metals,beerse,1919
2531,mutoh europe nv,consumer goods,consumer electronics,ostend,1990
2532,namahn,industrials,business support services,brussels,1987
2533,national railway company of belgium,consumer services,rail transport,brussels,1926
2534,compagnie nationale à portefeuille,industrials,diversified industrials,gerpinnes,1981
2535,nyrstar,basic materials,general mining,balen,2007
2536,option n.v.,technology,computer hardware,leuven,1986
2537,proost,consumer services,publishing,turnhout,1913
2538,proximus,telecommunications,mobile telecommunications,brussels,1994
2539,proximus group,telecommunications,fixed line telecommunications,brussels,1930
2540,regional investment company of wallonia,financials,investment services,liège,1979
2541,reynaers aluminium,basic materials,aluminum,duffel,1965
2542,rhj international,financials,asset managers,brussels,1786
2543,ridley bikes,consumer goods,recreational products,paal,1997
2544,saluc,consumer goods,recreational products,péruwelz,1923
2545,septentrio,consumer goods,consumer electronics,leuven,2000
2546,seyntex,consumer goods,clothing and accessories,oostrozebeke,1908
2547,skytech,industrials,aerospace,brussels,1989
2548,sofina,financials,equity investment instruments,brussels,1898
2549,solvay s.a.,basic materials,specialty chemicals,brussels,1863
2550,soudal,basic materials,specialty chemicals,turnhout,1966
2551,sugar refinery of tienen,consumer goods,food products,tienen,1836
2552,telenet,telecommunications,fixed line telecommunications,mechelen,1996
2553,teleroute,industrials,delivery services,brussels,1985
2554,thermote & vanhalst,industrials,commercial vehicles and trucks,waregem,1969
2555,thomas cook airlines belgium,consumer services,airlines,zaventem,2001
2556,tibotec,health care,pharmaceuticals,mechelen,1994
2557,tigenix,health care,biotechnology,leuven,2000
2558,tractebel,industrials,business support services,brussels,1986
2559,truvo,industrials,business support services,antwerp,1968
2560,tuifly belgium,consumer services,airlines,zaventem,2003
2561,ucb,health care,pharmaceuticals,brussels,1928
2562,umedia,consumer services,broadcasting and entertainment,brussels,2010
2563,umicore,basic materials,general mining,brussels,1989
2564,unibind,industrials,containers and packaging,brussels,1939
2565,union minière du haut katanga,basic materials,general mining,brussels,1906
2566,van genechten packaging,industrials,containers and packaging,turnhout,1833
2567,van hool,industrials,commercial vehicles and trucks,koningshooikt,1947
2568,vanbreda international,financials,life insurance,antwerp,1937
2569,vanparys,consumer goods,food products,brussels,1889
2570,velleman,industrials,electronic equipment,gavere,1975
2571,vinçotte,industrials,business support services,brussels,1873
2572,vlm airlines,consumer services,airlines,antwerp,1992
2573,volvo car gent,consumer goods,automobiles,ghent,1965
2574,walloon sme finance and guarantee company,financials,specialty finance,liège,2002
2575,zetes,technology,technology hardware,brussels,1984
2576,agrana,consumer goods,food products,vienna,1988
2577,pewag group,industrials,industrial machinery,klagenfurt,1479
2578,aht cooling systems,industrials,electronic equipment,rottenmann,1983
2579,ammerer bed company,consumer goods,durable household products,ried im innkreis,1763
2580,ams ag,technology,semiconductors,premstätten,1981
2581,andritz,industrials,industrial machinery,graz,1852
2582,atomic skis,consumer goods,recreational products,altenmarkt im pongau,1955
2583,augarten porcelain,consumer goods,durable household products,vienna,1923
2584,amag austria metall ag,industrials,diversified industrials,braunau am inn,1938
2585,austria wirtschaftsservice gesellschaft,financials,banks,vienna,1954
2586,austrian airlines,consumer services,airlines,schwechat,1957
