00-avengers-categories
"['unitedstates', 'technology', 'consumerelectronics', 'unitedstatestechnology', 'unitedstatesconsumerelectronics']"
"['unitedstates', 'consumerdiscretionary', 'specialtyretail', 'unitedstatesconsumerdiscretionary', 'unitedstatesspecialtyretail']"
"['unitedstates', 'technology', 'communicationequipment', 'unitedstatestechnology', 'unitedstatescommunicationequipment']"
"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']"
"['canada', 'consumerdiscretionary', 'restaurants', 'canadaconsumerdiscretionary', 'canadarestaurants']"
"['unitedstates', 'realestate', 'reit—industrial', 'unitedstatesrealestate', 'unitedstatesreit—industrial']"
"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']"
"['unitedkingdom', 'industrials', 'farm&heavyconstructionmachinery', 'unitedkingdomindustrials', 'unitedkingdomfarm&heavyconstructionmachinery']"
"['sweden', 'industrials', 'buildingproducts&equipment', 'swedenindustrials', 'swedenbuildingproducts&equipment']"
"['unitedstates', 'basicmaterials', 'agriculturalinputs', 'unitedstatesbasicmaterials', 'unitedstatesagriculturalinputs']"
"['unitedstates', 'financials', 'insurance—property&casualty', 'unitedstatesfinancials', 'unitedstatesinsurance—property&casualty']"
"['japan', 'consumerdiscretionary', 'automanufacturers', 'japanconsumerdiscretionary', 'japanautomanufacturers']"
"['switzerland', 'industrials', 'buildingproducts&equipment', 'switzerlandindustrials', 'switzerlandbuildingproducts&equipment']"
"['china', 'industrials', 'integratedfreight&logistics', 'chinaindustrials', 'chinaintegratedfreight&logistics']"
"['japan', 'consumerstaples', 'household&personalproducts', 'japanconsumerstaples', 'japanhousehold&personalproducts']"
"['brazil', 'financials', 'capitalmarkets', 'brazilfinancials', 'brazilcapitalmarkets']"
"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']"
"['china', 'industrials', 'railroads', 'chinaindustrials', 'chinarailroads']"
"['unitedstates', 'energy', 'oil&gase&p', 'unitedstatesenergy', 'unitedstatesoil&gase&p']"
"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']"
"['mexico', 'consumerstaples', 'beverages—brewers', 'mexicoconsumerstaples', 'mexicobeverages—brewers']"
"['france', 'industrials', 'consultingservices', 'franceindustrials', 'franceconsultingservices']"
"['unitedstates', 'healthcare', 'medicaldevices', 'unitedstateshealthcare', 'unitedstatesmedicaldevices']"
"['sweden', 'consumerdiscretionary', 'apparelmanufacturing', 'swedenconsumerdiscretionary', 'swedenapparelmanufacturing']"
"['brazil', 'financials', 'banks', 'brazilfinancials', 'brazilbanks']"
"['india', 'consumerdiscretionary', 'automanufacturers', 'indiaconsumerdiscretionary', 'indiaautomanufacturers']"
"['japan', 'industrials', 'conglomerates', 'japanindustrials', 'japanconglomerates']"
"['china', 'utilities', 'utilities—independentpowerproducers', 'chinautilities', 'chinautilities—independentpowerproducers']"
"['unitedstates', 'technology', 'software—infrastructure', 'unitedstatestechnology', 'unitedstatessoftware—infrastructure']"
"['switzerland', 'basicmaterials', 'specialtychemicals', 'switzerlandbasicmaterials', 'switzerlandspecialtychemicals']"
"['unitedstates', 'realestate', 'reit—residential', 'unitedstatesrealestate', 'unitedstatesreit—residential']"
"['unitedkingdom', 'consumerstaples', 'beverages—non-alcoholic', 'unitedkingdomconsumerstaples', 'unitedkingdombeverages—non-alcoholic']"
"['hongkong', 'utilities', 'utilities—regulatedgas', 'hongkongutilities', 'hongkongutilities—regulatedgas']"
"['japan', 'industrials', 'farm&heavyconstructionmachinery', 'japanindustrials', 'japanfarm&heavyconstructionmachinery']"
"['mexico', 'financials', 'banks', 'mexicofinancials', 'mexicobanks']"
"['china', 'financials', 'insurance—property&casualty', 'chinafinancials', 'chinainsurance—property&casualty']"
"['unitedstates', 'consumerstaples', 'packagedfoods', 'unitedstatesconsumerstaples', 'unitedstatespackagedfoods']"
"['unitedstates', 'technology', 'communicationequipment', 'unitedstatestechnology', 'unitedstatescommunicationequipment']"
"['china', 'industrials', 'marineshipping', 'chinaindustrials', 'chinamarineshipping']"
"['belgium', 'healthcare', 'biotechnology', 'belgiumhealthcare', 'belgiumbiotechnology']"
"['japan', 'technology', 'consumerelectronics', 'japantechnology', 'japanconsumerelectronics']"
"['healthcare', 'diagnostics&research']"
"['chile', 'basicmaterials', 'chemicals', 'chilebasicmaterials', 'chilechemicals']"
"['canada', 'financials', 'insurance—life', 'canadafinancials', 'canadainsurance—life']"
"['japan', 'consumerdiscretionary', 'leisure', 'japanconsumerdiscretionary', 'japanleisure']"
"['unitedstates', 'energy', 'thermalcoal', 'unitedstatesenergy', 'unitedstatesthermalcoal']"
"['brazil', 'financials', 'financialdata&stockexchanges', 'brazilfinancials', 'brazilfinancialdata&stockexchanges']"
"['unitedstates', 'technology', 'scientific&technicalinstruments', 'unitedstatestechnology', 'unitedstatesscientific&technicalinstruments']"
"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']"
"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']"
"['japan', 'financials', 'insurance—life', 'japanfinancials', 'japaninsurance—life']"
"['taiwan', 'financials', 'banks', 'taiwanfinancials', 'taiwanbanks']"
"['unitedstates', 'consumerdiscretionary', 'resorts&casinos', 'unitedstatesconsumerdiscretionary', 'unitedstatesresorts&casinos']"
"['japan', 'technology', 'informationtechnologyservices', 'japantechnology', 'japaninformationtechnologyservices']"
"['unitedstates', 'financials', 'insurancebrokers', 'unitedstatesfinancials', 'unitedstatesinsurancebrokers']"
"['unitedstates', 'financials', 'insurance—property&casualty', 'unitedstatesfinancials', 'unitedstatesinsurance—property&casualty']"
"['unitedstates', 'consumerdiscretionary', 'internetretail', 'unitedstatesconsumerdiscretionary', 'unitedstatesinternetretail']"
"['japan', 'basicmaterials', 'specialtychemicals', 'japanbasicmaterials', 'japanspecialtychemicals']"
"['china', 'financials', 'capitalmarkets', 'chinafinancials', 'chinacapitalmarkets']"
"['japan', 'realestate', 'realestate—diversified', 'japanrealestate', 'japanrealestate—diversified']"
"['sweden', 'financials', 'assetmanagement', 'swedenfinancials', 'swedenassetmanagement']"
"['saudiarabia', 'financials', 'banks', 'saudiarabiafinancials', 'saudiarabiabanks']"
"['unitedstates', 'financials', 'creditservices', 'unitedstatesfinancials', 'unitedstatescreditservices']"
"['unitedstates', 'realestate', 'reit—office', 'unitedstatesrealestate', 'unitedstatesreit—office']"
"['japan', 'industrials', 'conglomerates', 'japanindustrials', 'japanconglomerates']"
"['ireland', 'consumerdiscretionary', 'gambling', 'irelandconsumerdiscretionary', 'irelandgambling']"
"['canada', 'energy', 'oil&gasmidstream', 'canadaenergy', 'canadaoil&gasmidstream']"
"['japan', 'technology', 'consumerelectronics', 'japantechnology', 'japanconsumerelectronics']"
"['thailand', 'communicationservices', 'telecomservices', 'thailandcommunicationservices', 'thailandtelecomservices']"
"['unitedstates', 'healthcare', 'medicaldevices', 'unitedstateshealthcare', 'unitedstatesmedicaldevices']"
"['unitedstates', 'utilities', 'utilities—regulatedelectric', 'unitedstatesutilities', 'unitedstatesutilities—regulatedelectric']"
"['china', 'consumerdiscretionary', 'leisure', 'chinaconsumerdiscretionary', 'chinaleisure']"
"['unitedkingdom', 'financials', 'banks', 'unitedkingdomfinancials', 'unitedkingdombanks']"
"['japan', 'industrials', 'conglomerates', 'japanindustrials', 'japanconglomerates']"
"['spain', 'energy', 'oil&gasintegrated', 'spainenergy', 'spainoil&gasintegrated']"
"['unitedstates', 'consumerdiscretionary', 'travelservices', 'unitedstatesconsumerdiscretionary', 'unitedstatestravelservices']"
"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']"
"['unitedstates', 'technology', 'scientific&technicalinstruments', 'unitedstatestechnology', 'unitedstatesscientific&technicalinstruments']"
"['unitedstates', 'technology', 'informationtechnologyservices', 'unitedstatestechnology', 'unitedstatesinformationtechnologyservices']"
"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']"
"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']"
"['netherlands', 'communicationservices', 'internetcontent&information', 'netherlandscommunicationservices', 'netherlandsinternetcontent&information']"
"['unitedkingdom', 'realestate', 'reit—industrial', 'unitedkingdomrealestate', 'unitedkingdomreit—industrial']"
"['unitedstates', 'industrials', 'specialtyindustrialmachinery', 'unitedstatesindustrials', 'unitedstatesspecialtyindustrialmachinery']"
"['hongkong', 'consumerstaples', 'packagedfoods', 'hongkongconsumerstaples', 'hongkongpackagedfoods']"
"['ireland', 'technology', 'computerhardware', 'irelandtechnology', 'irelandcomputerhardware']"
"['china', 'basicmaterials', 'otherindustrialmetals&mining', 'chinabasicmaterials', 'chinaotherindustrialmetals&mining']"
"['unitedstates', 'communicationservices', 'entertainment', 'unitedstatescommunicationservices', 'unitedstatesentertainment']"
"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']"
"['canada', 'basicmaterials', 'gold', 'canadabasicmaterials', 'canadagold']"
"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']"
"['unitedkingdom', 'financials', 'insurance—life', 'unitedkingdomfinancials', 'unitedkingdominsurance—life']"
"['unitedstates', 'healthcare', 'medicalinstruments&supplies', 'unitedstateshealthcare', 'unitedstatesmedicalinstruments&supplies']"
"['japan', 'communicationservices', 'electronicgaming&multimedia', 'japancommunicationservices', 'japanelectronicgaming&multimedia']"
"['brazil', 'healthcare', 'medicalcarefacilities', 'brazilhealthcare', 'brazilmedicalcarefacilities']"
"['canada', 'basicmaterials', 'otherindustrialmetals&mining', 'canadabasicmaterials', 'canadaotherindustrialmetals&mining']"
"['switzerland', 'industrials', 'consultingservices', 'switzerlandindustrials', 'switzerlandconsultingservices']"
"['saudiarabia', 'financials', 'banks', 'saudiarabiafinancials', 'saudiarabiabanks']"
"['japan', 'realestate', 'realestate—diversified', 'japanrealestate', 'japanrealestate—diversified']"
"['unitedstates', 'industrials', 'integratedfreight&logistics', 'unitedstatesindustrials', 'unitedstatesintegratedfreight&logistics']"
"['brazil', 'communicationservices', 'telecomservices', 'brazilcommunicationservices', 'braziltelecomservices']"
"['unitedkingdom', 'basicmaterials', 'specialtychemicals', 'unitedkingdombasicmaterials', 'unitedkingdomspecialtychemicals']"
"['china', 'utilities', 'utilities—independentpowerproducers', 'chinautilities', 'chinautilities—independentpowerproducers']"
"['italy', 'utilities', 'utilities—regulatedgas', 'italyutilities', 'italyutilities—regulatedgas']"
"['canada', 'consumerdiscretionary', 'autoparts', 'canadaconsumerdiscretionary', 'canadaautoparts']"
"['southkorea', 'financials', 'banks', 'southkoreafinancials', 'southkoreabanks']"
"['sweden', 'financials', 'banks', 'swedenfinancials', 'swedenbanks']"
"['germany', 'healthcare', 'medicalcarefacilities', 'germanyhealthcare', 'germanymedicalcarefacilities']"
"['utilities', 'utilities—diversified']"
"['spain', 'industrials', 'infrastructureoperations', 'spainindustrials', 'spaininfrastructureoperations']"
"['unitedstates', 'healthcare', 'healthcareplans', 'unitedstateshealthcare', 'unitedstateshealthcareplans']"
"['unitedstates', 'basicmaterials', 'specialtychemicals', 'unitedstatesbasicmaterials', 'unitedstatesspecialtychemicals']"
"['hongkong', 'consumerdiscretionary', 'textilemanufacturing', 'hongkongconsumerdiscretionary', 'hongkongtextilemanufacturing']"
"['brazil', 'consumerstaples', 'packagedfoods', 'brazilconsumerstaples', 'brazilpackagedfoods']"
"['unitedstates', 'industrials', 'consultingservices', 'unitedstatesindustrials', 'unitedstatesconsultingservices']"
"['financials', 'insurance—diversified']"
"['unitedstates', 'energy', 'oil&gase&p', 'unitedstatesenergy', 'unitedstatesoil&gase&p']"
"['china', 'financials', 'capitalmarkets', 'chinafinancials', 'chinacapitalmarkets']"
"['china', 'communicationservices', 'telecomservices', 'chinacommunicationservices', 'chinatelecomservices']"
"['unitedstates', 'technology', 'software—infrastructure', 'unitedstatestechnology', 'unitedstatessoftware—infrastructure']"
"['china', 'healthcare', 'drugmanufacturers—specialty&generic', 'chinahealthcare', 'chinadrugmanufacturers—specialty&generic']"
"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']"
"['hongkong', 'realestate', 'realestateservices', 'hongkongrealestate', 'hongkongrealestateservices']"
"['canada', 'technology', 'informationtechnologyservices', 'canadatechnology', 'canadainformationtechnologyservices']"
"['japan', 'consumerstaples', 'household&personalproducts', 'japanconsumerstaples', 'japanhousehold&personalproducts']"
"['utilities', 'utilities—diversified']"
"['japan', 'technology', 'semiconductors', 'japantechnology', 'japansemiconductors']"
"['ireland', 'consumerstaples', 'packagedfoods', 'irelandconsumerstaples', 'irelandpackagedfoods']"
"['unitedstates', 'healthcare', 'medicalinstruments&supplies', 'unitedstateshealthcare', 'unitedstatesmedicalinstruments&supplies']"
"['ireland', 'industrials', 'airlines', 'irelandindustrials', 'irelandairlines']"
"['southafrica', 'financials', 'banks', 'southafricafinancials', 'southafricabanks']"
"['unitedkingdom', 'financials', 'insurance—diversified', 'unitedkingdomfinancials', 'unitedkingdominsurance—diversified']"
"['china', 'industrials', 'engineering&construction', 'chinaindustrials', 'chinaengineering&construction']"
"['hongkong', 'consumerstaples', 'beverages—brewers', 'hongkongconsumerstaples', 'hongkongbeverages—brewers']"
"['unitedstates', 'technology', 'semiconductorequipment&materials', 'unitedstatestechnology', 'unitedstatessemiconductorequipment&materials']"
"['japan', 'consumerstaples', 'household&personalproducts', 'japanconsumerstaples', 'japanhousehold&personalproducts']"
"['brazil', 'basicmaterials', 'paper&paperproducts', 'brazilbasicmaterials', 'brazilpaper&paperproducts']"
"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']"
"['india', 'basicmaterials', 'otherindustrialmetals&mining', 'indiabasicmaterials', 'indiaotherindustrialmetals&mining']"
"['china', 'technology', 'solar', 'chinatechnology', 'chinasolar']"
"['unitedstates', 'financials', 'capitalmarkets', 'unitedstatesfinancials', 'unitedstatescapitalmarkets']"
"['unitedstates', 'realestate', 'reit—residential', 'unitedstatesrealestate', 'unitedstatesreit—residential']"
"['germany', 'financials', 'insurance—reinsurance', 'germanyfinancials', 'germanyinsurance—reinsurance']"
"['unitedstates', 'healthcare', 'diagnostics&research', 'unitedstateshealthcare', 'unitedstatesdiagnostics&research']"
"['basicmaterials', 'aluminum']"
"['unitedstates', 'financials', 'insurance—diversified', 'unitedstatesfinancials', 'unitedstatesinsurance—diversified']"
"['unitedkingdom', 'consumerstaples', 'tobacco', 'unitedkingdomconsumerstaples', 'unitedkingdomtobacco']"
"['taiwan', 'financials', 'insurance—life', 'taiwanfinancials', 'taiwaninsurance—life']"
"['hongkong', 'industrials', 'engineering&construction', 'hongkongindustrials', 'hongkongengineering&construction']"
"['communicationservices', 'telecomservices']"
"['switzerland', 'financials', 'insurance—diversified', 'switzerlandfinancials', 'switzerlandinsurance—diversified']"
"['japan', 'healthcare', 'drugmanufacturers—specialty&generic', 'japanhealthcare', 'japandrugmanufacturers—specialty&generic']"
"['hongkong', 'realestate', 'reit—retail', 'hongkongrealestate', 'hongkongreit—retail']"
"['japan', 'consumerdiscretionary', 'departmentstores', 'japanconsumerdiscretionary', 'japandepartmentstores']"
"['unitedstates', 'healthcare', 'biotechnology', 'unitedstateshealthcare', 'unitedstatesbiotechnology']"
"['china', 'financials', 'capitalmarkets', 'chinafinancials', 'chinacapitalmarkets']"
"['unitedstates', 'communicationservices', 'electronicgaming&multimedia', 'unitedstatescommunicationservices', 'unitedstateselectronicgaming&multimedia']"
"['southafrica', 'communicationservices', 'telecomservices', 'southafricacommunicationservices', 'southafricatelecomservices']"
"['unitedstates', 'consumerdiscretionary', 'specialtyretail', 'unitedstatesconsumerdiscretionary', 'unitedstatesspecialtyretail']"
"['china', 'financials', 'capitalmarkets', 'chinafinancials', 'chinacapitalmarkets']"
"['unitedstates', 'industrials', 'aerospace&defense', 'unitedstatesindustrials', 'unitedstatesaerospace&defense']"
"['consumerdiscretionary', 'resorts&casinos']"
"['china', 'utilities', 'utilities—independentpowerproducers', 'chinautilities', 'chinautilities—independentpowerproducers']"
"['australia', 'basicmaterials', 'otherindustrialmetals&mining', 'australiabasicmaterials', 'australiaotherindustrialmetals&mining']"
"['china', 'healthcare', 'medicalcarefacilities', 'chinahealthcare', 'chinamedicalcarefacilities']"
"['china', 'industrials', 'engineering&construction', 'chinaindustrials', 'chinaengineering&construction']"
"['china', 'industrials', 'airlines', 'chinaindustrials', 'chinaairlines']"
"['switzerland', 'financials', 'banks', 'switzerlandfinancials', 'switzerlandbanks']"
"['unitedstates', 'communicationservices', 'broadcasting', 'unitedstatescommunicationservices', 'unitedstatesbroadcasting']"
"['japan', 'financials', 'insurance—property&casualty', 'japanfinancials', 'japaninsurance—property&casualty']"
"['unitedstates', 'realestate', 'reit—healthcarefacilities', 'unitedstatesrealestate', 'unitedstatesreit—healthcarefacilities']"
"['unitedstates', 'technology', 'computerhardware', 'unitedstatestechnology', 'unitedstatescomputerhardware']"
"['canada', 'consumerstaples', 'grocerystores', 'canadaconsumerstaples', 'canadagrocerystores']"
"['unitedkingdom', 'financials', 'assetmanagement', 'unitedkingdomfinancials', 'unitedkingdomassetmanagement']"
"['unitedstates', 'consumerdiscretionary', 'packaging&containers', 'unitedstatesconsumerdiscretionary', 'unitedstatespackaging&containers']"
"['china', 'industrials', 'aerospace&defense', 'chinaindustrials', 'chinaaerospace&defense']"
"['unitedstates', 'communicationservices', 'advertisingagencies', 'unitedstatescommunicationservices', 'unitedstatesadvertisingagencies']"
"['indonesia', 'consumerdiscretionary', 'autoparts', 'indonesiaconsumerdiscretionary', 'indonesiaautoparts']"
"['southkorea', 'technology', 'consumerelectronics', 'southkoreatechnology', 'southkoreaconsumerelectronics']"
"['japan', 'industrials', 'specialtyindustrialmachinery', 'japanindustrials', 'japanspecialtyindustrialmachinery']"
"['israel', 'technology', 'software—infrastructure', 'israeltechnology', 'israelsoftware—infrastructure']"
"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']"
"['energy', 'oil&gasequipment&services']"
"['japan', 'healthcare', 'drugmanufacturers—general', 'japanhealthcare', 'japandrugmanufacturers—general']"
"['unitedstates', 'healthcare', 'diagnostics&research', 'unitedstateshealthcare', 'unitedstatesdiagnostics&research']"
"['israel', 'technology', 'software—application', 'israeltechnology', 'israelsoftware—application']"
"['denmark', 'consumerstaples', 'beverages—brewers', 'denmarkconsumerstaples', 'denmarkbeverages—brewers']"
"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']"
"['china', 'basicmaterials', 'otherindustrialmetals&mining', 'chinabasicmaterials', 'chinaotherindustrialmetals&mining']"
"['unitedstates', 'communicationservices', 'entertainment', 'unitedstatescommunicationservices', 'unitedstatesentertainment']"
"['unitedstates', 'industrials', 'rental&leasingservices', 'unitedstatesindustrials', 'unitedstatesrental&leasingservices']"
"['france', 'industrials', 'wastemanagement', 'franceindustrials', 'francewastemanagement']"
"['utilities', 'utilities—renewable']"
"['china', 'consumerdiscretionary', 'restaurants', 'chinaconsumerdiscretionary', 'chinarestaurants']"
"['canada', 'consumerdiscretionary', 'restaurants', 'canadaconsumerdiscretionary', 'canadarestaurants']"
"['southafrica', 'financials', 'banks', 'southafricafinancials', 'southafricabanks']"
"['japan', 'consumerstaples', 'beverages—brewers', 'japanconsumerstaples', 'japanbeverages—brewers']"
"['china', 'financials', 'capitalmarkets', 'chinafinancials', 'chinacapitalmarkets']"
"['unitedstates', 'healthcare', 'drugmanufacturers—specialty&generic', 'unitedstateshealthcare', 'unitedstatesdrugmanufacturers—specialty&generic']"
"['unitedstates', 'industrials', 'engineering&construction', 'unitedstatesindustrials', 'unitedstatesengineering&construction']"
"['unitedstates', 'technology', 'communicationequipment', 'unitedstatestechnology', 'unitedstatescommunicationequipment']"
