00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
usa,canada,estonia,usa,,usa,usa
canada,usa,india,usa,,usa,switzerland
india,usa,usa,usa,Switzerland,india,usa
usa,canada,usa,usa,USA,switzerland,usa
usa,usa,usa,usa,India,usa,usa
india,usa,usa,cayman islands,,uk,uk
indonesia,japan,usa,jordan,,usa,usa
belgium,india,usa,canada,USA,yman islands,usa
usa,usa,india,germany,USA,poland,india
united arab emirates,usa,usa,usa,USA,usa,hong kong
usa,canada,usa,usa,,usa,usa
usa,usa,usa,canada,USA,usa,usa
india,china,usa,usa,India,usa,
usa,italy,usa,argentina,USA,usa,germany
usa,usa,usa,usa,,canada,india
,usa,usa,china,,usa,india
uk,denmark,usa,usa,,usa,usa
usa,usa,usa,china,India,india,india
canada,usa,uk,usa,,usa,israel
japan,sweden,china,usa,,usa,usa
brazil,usa,usa,usa,,india,france
usa,japan,canada,india,USA,india,usa
south korea,india,usa,indonesia,USA,usa,usa
south africa,usa,india,usa,,usa,
poland,india,india,usa,France,usa,usa
canada,france,india,usa,USA,uk,usa
usa,usa,usa,usa,USA,usa,india
usa,usa,usa,usa,Japan,india,usa
usa,israel,usa,usa,,austria,usa
india,usa,ireland,israel,USA,usa,taiwan
brazil,canada,usa,india,,netherlands,china
finland,australia,india,usa,,india,usa
denmark,japan,usa,india,USA,usa,ireland
usa,united-kingdom,usa,india,UK,india,usa
france,usa,usa,usa,,usa,usa
usa,australia,usa,usa,,austria,usa
usa,usa,usa,india,,usa,usa
south korea,india,australia,usa,USA,india,usa
usa,china,usa,finland,USA,mexico,usa
indonesia,usa,usa,monaco,,usa,india
indonesia,usa,usa,usa,USA,china,usa
turkey,japan,taiwan,france,UK,india,usa
italy,united-kingdom,usa,hong kong,USA,switzerland,usa
,united-kingdom,usa,usa,Thailand,usa,usa
usa,united-kingdom,usa,usa,USA,canada,uk
usa,india,china,usa,USA,usa,usa
singapore,canada,usa,usa,USA,india,usa
mexico,india,usa,usa,,india,usa
usa,japan,usa,usa,,,india
usa,israel,usa,india,,usa,india
usa,china,canada,germany,,france,usa
usa,usa,usa,usa,Taiwan,usa,canada
canada,usa,india,usa,,usa,usa
usa,usa,usa,usa,USA,usa,usa
uk,usa,finland,usa,,usa,singapore
usa,usa,usa,usa,USA,usa,usa
denmark,usa,hong kong,austria,USA,india,usa
usa,united-kingdom,usa,usa,India,usa,canada
uk,usa,usa,india,Japan,usa,usa
usa,usa,usa,usa,USA,canada,india
usa,usa,india,usa,,usa,usa
usa,usa,usa,usa,Japan,sweden,usa
finland,usa,usa,canada,Japan,india,germany
uk,malaysia,monaco,usa,,usa,usa
germany,japan,usa,usa,Sweden,israel,south korea
spain,india,france,india,USA,usa,usa
,usa,uk,hong kong,,usa,usa
usa,usa,usa,argentina,,india,germany
canada,usa,usa,sweden,USA,usa,usa
usa,canada,usa,india,,usa,
usa,usa,usa,usa,Canada,usa,india
,france,uk,usa,USA,usa,usa
,taiwan,india,usa,,china,usa
usa,usa,usa,usa,,usa,usa
usa,usa,jordan,usa,,india,
usa,usa,usa,usa,Taiwan,usa,usa
norway,usa,usa,hong kong,India,usa,cambodia
usa,usa,usa,usa,,s. korea,india
usa,usa,china,china,Turkey,usa,indonesia
germany,poland,indonesia,hong kong,,usa,usa
usa,china,india,usa,,usa,finland
usa,india,india,usa,USA,usa,usa
usa,usa,usa,india,Switzerland,india,india
usa,canada,usa,japan,USA,india,south korea
usa,usa,germany,china,Japan,usa,hong kong
india,usa,usa,india,,yman islands,usa
japan,usa,india,usa,,usa,uk
usa,australia,hong kong,usa,USA,usa,germany
usa,usa,usa,india,,usa,usa
spain,usa,cambodia,usa,,russia,usa
japan,usa,cayman islands,usa,,usa,usa
usa,sweden,usa,china,,usa,usa
usa,usa,india,usa,,china,usa
usa,usa,usa,usa,USA,usa,india
,india,india,india,,usa,usa
usa,japan,uk,usa,USA,canada,india
usa,usa,india,usa,,usa,australia
united arab emirates,usa,argentina,usa,,usa,usa
usa,usa,usa,usa,UK,usa,japan
spain,none,usa,usa,Japan,usa,india
thailand,india,usa,canada,USA,usa,china
,usa,germany,uk,USA,usa,usa
usa,usa,usa,canada,,usa,usa
israel,usa,usa,usa,Canada,poland,usa
belgium,japan,usa,usa,USA,canada,india
usa,japan,india,usa,USA,usa,usa
usa,usa,india,australia,USA,india,usa
spain,usa,germany,usa,Canada,usa,usa
usa,china,india,usa,Australia,usa,usa
singapore,usa,austria,usa,,india,usa
hong kong,canada,hong kong,usa,USA,india,usa
japan,usa,switzerland,usa,,japan,usa
usa,usa,usa,usa,,usa,usa
usa,usa,japan,uk,,usa,usa
denmark,usa,usa,usa,Germany,usa,india
uk,india,usa,usa,,usa,india
hong kong,usa,usa,usa,New Zealand,usa,china
usa,usa,india,usa,,usa,
malaysia,poland,usa,monaco,USA,usa,india
usa,usa,usa,india,,india,canada
usa,canada,usa,usa,,usa,usa
usa,usa,usa,usa,,usa,usa
new zealand,usa,usa,canada,India,south africa,usa
usa,germany,usa,usa,,india,usa
usa,china,sweden,usa,,india,canada
japan,usa,usa,usa,Japan,usa,hong kong
india,united-kingdom,usa,usa,,india,
usa,canada,hong kong,usa,USA,uk,sweden
usa,usa,uk,usa,USA,usa,china
usa,japan,uk,usa,,usa,usa
uk,germany,usa,india,,usa,usa
germany,usa,india,india,,usa,usa
usa,india,usa,israel,USA,usa,india
usa,canada,usa,usa,Singapore,usa,usa
usa,usa,china,usa,USA,south africa,canada
brazil,usa,usa,usa,,usa,canada
thailand,usa,usa,usa,,usa,usa
ireland,germany,usa,usa,Mexico,usa,usa
usa,indonesia,s. korea,italy,USA,japan,usa
,usa,monaco,usa,USA,usa,india
indonesia,canada,usa,usa,,usa,india
usa,australia,usa,usa,USA,usa,usa
canada,australia,usa,usa,Canada,hong kong,usa
switzerland,india,usa,usa,,usa,japan
,sweden,usa,india,,india,usa
usa,usa,usa,usa,South Africa,usa,canada
denmark,usa,usa,usa,USA,usa,uk
uk,usa,usa,india,USA,usa,usa
mexico,usa,usa,greece,USA,finland,usa
china,usa,usa,usa,,usa,
japan,china,usa,usa,,italy,usa
india,brazil,usa,canada,Germany,thailand,usa
usa,usa,usa,india,,australia,india
usa,germany,usa,canada,South Africa,usa,usa
south africa,denmark,japan,usa,Thailand,usa,china
usa,israel,india,usa,Sweden,sweden,usa
usa,india,usa,usa,,hong kong,usa
taiwan,usa,usa,s. korea,Philippines,usa,india
germany,usa,canada,india,Japan,india,india
china,usa,greece,germany,,usa,usa
usa,united-kingdom,usa,usa,USA,usa,uk
usa,usa,usa,canada,,usa,usa
germany,usa,china,usa,China,china,usa
taiwan,sweden,usa,usa,France,india,india
france,none,usa,usa,USA,india,usa
saudi arabia,usa,usa,usa,,usa,switzerland
usa,usa,usa,usa,,usa,usa
usa,usa,italy,usa,,usa,hong kong
hong kong,usa,india,usa,USA,usa,usa
australia,canada,india,canada,,usa,usa
switzerland,usa,india,usa,USA,austria,usa
,usa,uk,usa,USA,usa,hong kong
germany,usa,usa,usa,France,usa,usa
usa,india,usa,usa,USA,usa,usa
canada,canada,usa,usa,,canada,uk
usa,thailand,usa,japan,Japan,india,usa
usa,usa,usa,usa,,india,usa
usa,usa,usa,usa,USA,india,usa
india,china,usa,usa,USA,japan,usa
australia,india,usa,usa,Spain,usa,usa
usa,usa,usa,usa,,india,usa
usa,usa,usa,usa,,israel,usa
usa,usa,usa,canada,,india,usa
usa,canada,canada,usa,USA,ru,usa
uk,india,usa,brazil,Brazil,india,canada
sweden,usa,usa,greece,,usa,usa
usa,usa,canada,india,Japan,israel,usa
usa,usa,canada,india,USA,usa,usa
usa,taiwan,usa,usa,USA,usa,usa
usa,usa,canada,usa,India,usa,usa
germany,united-kingdom,india,poland,Sweden,usa,usa
israel,usa,india,usa,USA,canada,usa
france,usa,usa,usa,,india,china
india,usa,canada,taiwan,USA,usa,usa
usa,japan,india,usa,,usa,usa
taiwan,usa,usa,india,,usa,italy
usa,canada,usa,usa,Japan,usa,india
india,usa,india,usa,India,canada,india
italy,usa,uk,usa,Germany,usa,usa
usa,poland,usa,japan,,usa,usa
denmark,india,usa,usa,,usa,usa
usa,canada,usa,israel,,usa,usa
japan,india,israel,usa,USA,usa,usa
spain,belgium,usa,usa,,usa,canada
canada,usa,canada,usa,,brazil,usa
india,none,usa,india,USA,usa,usa
usa,india,usa,usa,,usa,usa
japan,usa,usa,uk,Canada,canada,usa
usa,india,usa,finland,,usa,usa
indonesia,usa,usa,usa,Norway,canada,usa
south korea,usa,usa,usa,Saudi Arabia,usa,usa
uk,usa,usa,usa,,india,canada
india,usa,usa,usa,,usa,india
uk,usa,usa,usa,Germany,usa,brazil
usa,usa,china,usa,USA,australia,poland
usa,usa,hong kong,usa,India,usa,usa
taiwan,usa,usa,uk,,india,netherlands
poland,usa,usa,uk,,sweden,china
india,usa,india,usa,USA,india,india
usa,india,poland,poland,Brazil,s. korea,uk
usa,usa,usa,usa,USA,usa,usa
south korea,usa,usa,usa,South Korea,china,usa
,usa,usa,china,USA,canada,usa
canada,usa,usa,usa,Saudi Arabia,usa,japan
spain,usa,canada,singapore,,usa,usa
usa,canada,brazil,usa,,usa,canada
usa,usa,india,france,USA,israel,usa
usa,usa,india,usa,USA,india,usa
uk,china,usa,cyprus,USA,usa,usa
usa,usa,usa,usa,Indonesia,sweden,usa
germany,usa,usa,usa,Sweden,india,usa
france,usa,usa,usa,Russia,india,uk
,india,usa,japan,India,australia,usa
usa,usa,uk,usa,,israel,usa
france,usa,usa,canada,Turkey,usa,south korea
malaysia,china,usa,usa,Italy,usa,usa
canada,usa,canada,usa,USA,usa,usa
switzerland,malaysia,usa,usa,USA,usa,usa
hong kong,australia,japan,france,,usa,usa
usa,usa,canada,india,,usa,
usa,germany,usa,cayman islands,USA,india,usa
uk,usa,canada,usa,,usa,usa
indonesia,none,bermuda,usa,,usa,usa
usa,malaysia,usa,japan,Indonesia,turkey,usa
chile,israel,canada,germany,,usa,india
south africa,norway,usa,usa,,india,usa
usa,usa,india,usa,,india,usa
usa,usa,usa,usa,,usa,usa
germany,usa,usa,usa,USA,usa,
australia,usa,usa,usa,,usa,india
usa,usa,usa,israel,Taiwan,usa,
switzerland,usa,usa,usa,,usa,canada
new zealand,taiwan,usa,usa,USA,usa,india
japan,usa,usa,usa,UK,hong kong,usa
,india,india,india,,usa,usa
israel,usa,finland,usa,,usa,canada
germany,usa,usa,india,,india,usa
usa,usa,usa,usa,,usa,usa
japan,india,usa,uk,,usa,usa
denmark,usa,india,italy,Russia,usa,usa
uk,india,usa,usa,Italy,luxembourg,usa
usa,canada,usa,usa,,usa,france
usa,usa,usa,usa,USA,usa,india
usa,usa,usa,usa,USA,japan,usa
australia,usa,usa,s. korea,,usa,india
canada,japan,india,malaysia,India,israel,usa
usa,india,usa,india,Hong Kong,usa,india
australia,usa,usa,usa,USA,usa,usa
usa,canada,india,usa,Japan,usa,usa
usa,usa,usa,usa,,usa,usa
usa,none,usa,india,,switzerland,usa
usa,usa,usa,usa,,usa,usa
usa,usa,usa,canada,,bermuda,india
netherlands,china,usa,usa,,australia,taiwan
japan,usa,taiwan,india,,india,usa
thailand,usa,israel,usa,Saudi Arabia,india,canada
sweden,usa,usa,malta,,india,india
canada,india,usa,india,,israel,usa
finland,usa,usa,usa,,france,usa
usa,usa,israel,canada,,usa,finland
usa,usa,cayman islands,usa,Saudi Arabia,japan,japan
indonesia,usa,usa,china,Brazil,usa,usa
italy,china,france,usa,,usa,usa
australia,usa,usa,canada,Hong Kong,india,usa
usa,india,usa,usa,,india,usa
usa,usa,usa,usa,,uk,usa
ireland,usa,india,usa,,usa,usa
south africa,india,usa,india,USA,uk,usa
switzerland,usa,usa,usa,Sweden,usa,usa
singapore,usa,poland,uk,USA,ireland,usa
usa,canada,japan,usa,USA,usa,usa
usa,india,usa,usa,,usa,usa
usa,usa,usa,india,Indonesia,india,usa
canada,usa,greece,usa,USA,india,usa
uk,poland,india,china,,usa,germany
india,taiwan,israel,usa,Belgium,uk,usa
usa,usa,s. korea,usa,Israel,usa,usa
usa,usa,usa,usa,USA,usa,israel
usa,usa,usa,usa,USA,india,canada
norway,usa,malaysia,usa,USA,usa,usa
china,usa,canada,india,,india,japan
usa,usa,usa,usa,South Korea,usa,poland
usa,turkey,canada,usa,,india,usa
usa,usa,italy,usa,India,france,usa
usa,usa,usa,poland,,canada,usa
new zealand,usa,usa,switzerland,,india,malaysia
canada,germany,usa,india,South Korea,germany,usa
usa,japan,japan,usa,Singapore,france,usa
usa,usa,usa,usa,,usa,usa
india,usa,usa,china,,usa,india
france,usa,cyprus,india,,usa,usa
switzerland,usa,usa,india,Japan,india,israel
finland,india,usa,japan,Germany,usa,
usa,usa,france,china,USA,sweden,israel
usa,canada,canada,india,,usa,usa
usa,usa,uk,india,,usa,usa
usa,belgium,usa,usa,,usa,italy
uk,usa,malta,usa,Bermuda,china,india
india,canada,netherlands,india,,usa,usa
canada,usa,usa,usa,,usa,canada
germany,usa,china,usa,,canada,usa
turkey,usa,india,usa,Canada,usa,canada
usa,canada,usa,india,,china,usa
usa,usa,usa,s. korea,USA,usa,usa
india,india,usa,usa,,canada,usa
usa,india,usa,canada,,india,usa
usa,usa,usa,usa,,usa,usa
usa,usa,usa,france,UK,usa,india
,india,india,usa,Australia,india,usa
indonesia,usa,usa,usa,Norway,usa,india
canada,india,france,usa,,usa,usa
china,usa,usa,usa,India,usa,usa
usa,usa,usa,usa,New Zealand,usa,usa
canada,india,usa,india,,usa,usa
japan,usa,usa,usa,,usa,usa
usa,israel,usa,usa,,usa,usa
australia,usa,usa,usa,,usa,usa
uk,france,usa,usa,Japan,india,usa
usa,usa,germany,india,,japan,canada
usa,france,usa,usa,,uk,israel
,usa,usa,usa,,usa,china
usa,malaysia,canada,india,USA,china,usa
germany,indonesia,usa,usa,,uk,usa
taiwan,usa,mexico,canada,USA,canada,uk
india,usa,s. korea,usa,,israel,china
australia,usa,usa,usa,,usa,usa
china,india,canada,usa,China,usa,india
china,usa,india,canada,Singapore,india,usa
,canada,usa,usa,,china,japan
india,usa,india,usa,Sweden,canada,usa
indonesia,usa,usa,usa,China,usa,usa
usa,china,usa,austria,,usa,usa
italy,usa,usa,usa,,usa,france
usa,ireland,usa,usa,USA,usa,usa
usa,usa,canada,usa,USA,india,usa
switzerland,usa,china,south africa,USA,usa,france
usa,usa,usa,china,,ireland,usa
usa,israel,china,usa,Mexico,japan,usa
sweden,usa,usa,canada,Denmark,japan,usa
usa,canada,israel,usa,,usa,usa
canada,usa,usa,usa,USA,usa,india
,taiwan,india,india,UK,usa,usa
,usa,usa,india,,usa,
,usa,usa,usa,South Korea,usa,canada
,usa,uk,france,India,poland,usa
,usa,usa,usa,USA,usa,uk
,canada,usa,india,USA,usa,usa
,sweden,usa,usa,,usa,usa
,usa,usa,netherlands,Taiwan,usa,usa
,india,singapore,india,USA,usa,usa
,india,china,india,,indonesia,india
,usa,usa,india,USA,usa,usa
,usa,usa,usa,Finland,usa,usa
,united-kingdom,usa,peru,USA,usa,usa
,usa,india,usa,,india,usa
,usa,japan,usa,Switzerland,usa,india
,usa,usa,usa,USA,india,usa
,usa,usa,usa,,usa,uk
,usa,india,usa,,india,usa
,usa,usa,usa,,usa,usa
,usa,usa,usa,,belgium,usa
,india,india,india,,usa,usa
,usa,usa,usa,USA,taiwan,usa
,usa,usa,usa,USA,india,usa
,india,usa,usa,Switzerland,malaysia,usa
,usa,usa,sweden,,usa,canada
,usa,usa,india,,usa,israel
,india,india,canada,,usa,india
,usa,usa,usa,Japan,china,china
,india,usa,india,Hong Kong,india,india
,germany,usa,usa,Singapore,usa,usa
,canada,canada,china,Israel,japan,india
,usa,usa,india,USA,usa,usa
,usa,usa,china,USA,usa,usa
,usa,china,mexico,,usa,usa
,usa,usa,usa,Hong Kong,usa,china
,usa,usa,canada,Germany,taiwan,usa
,india,india,usa,USA,usa,usa
,israel,poland,usa,China,india,usa
,canada,india,usa,Germany,usa,india
,singapore,usa,india,USA,canada,usa
,india,india,usa,India,usa,usa
,usa,india,austria,,usa,usa
,switzerland,usa,india,,usa,usa
,india,india,usa,USA,usa,usa
,usa,usa,usa,,usa,india
,china,usa,usa,,usa,canada
,canada,usa,usa,Japan,usa,usa
,usa,usa,usa,,norway,usa
,usa,usa,usa,Switzerland,usa,usa
,united-kingdom,india,india,,usa,poland
,india,usa,usa,,usa,usa
,united-kingdom,uk,india,,switzerland,usa
,canada,usa,usa,Turkey,canada,
,usa,usa,india,South Korea,china,singapore
,india,india,india,USA,india,india
,usa,usa,usa,Japan,usa,uk
,singapore,jersey,usa,USA,usa,usa
,usa,usa,india,,usa,india
,usa,usa,usa,Taiwan,india,usa
,usa,usa,usa,USA,usa,usa
,usa,usa,usa,USA,canada,usa
,india,usa,usa,India,usa,india
,usa,usa,usa,,usa,usa
,usa,india,india,,usa,usa
,netherlands,usa,usa,,usa,usa
,india,india,usa,,usa,india
,switzerland,austria,india,Thailand,usa,
,new-zealand,usa,thailand,USA,usa,usa
,usa,india,usa,USA,usa,usa
,none,india,usa,Brazil,usa,china
,finland,usa,usa,USA,usa,usa
,canada,uk,usa,USA,germany,usa
,israel,usa,india,,usa,sweden
,usa,india,india,,usa,usa
,none,usa,russia,,usa,usa
,usa,usa,usa,USA,usa,india
,usa,usa,usa,USA,india,usa
,usa,usa,usa,,usa,india
,none,usa,canada,India,usa,usa
,usa,usa,usa,UK,greece,usa
,switzerland,canada,israel,Australia,usa,usa
,usa,thailand,usa,UK,usa,usa
,china,usa,france,Hong Kong,usa,india
,usa,india,usa,,usa,india
,usa,usa,usa,,usa,canada
,indonesia,usa,usa,Brazil,usa,usa
,usa,usa,switzerland,,usa,usa
,usa,usa,usa,,usa,usa
,germany,usa,india,USA,taiwan,usa
,india,usa,usa,,usa,india
,taiwan,usa,usa,India,canada,usa
,usa,india,usa,Canada,india,usa
,india,usa,israel,,germany,usa
,usa,china,india,USA,usa,usa
,china,israel,usa,,usa,usa
,usa,usa,usa,USA,usa,usa
,switzerland,usa,usa,China,usa,thailand
,usa,usa,usa,Japan,usa,
,usa,usa,usa,,india,switzerland
,usa,usa,usa,,usa,usa
,india,usa,usa,USA,canada,uk
,south-korea,usa,usa,Italy,china,china
,usa,usa,usa,USA,usa,usa
,usa,india,usa,,india,usa
,usa,china,usa,,usa,india
,usa,sweden,india,,china,usa
,india,usa,usa,,yman islands,usa
,india,usa,japan,,india,india
,usa,south africa,hong kong,Italy,usa,usa
,usa,usa,usa,USA,japan,israel
,usa,usa,usa,,usa,usa
,usa,canada,india,USA,usa,usa
,usa,france,usa,,usa,usa
,usa,usa,cayman islands,,usa,south africa
,usa,usa,usa,,usa,usa
,china,india,usa,USA,usa,usa
,usa,india,canada,Netherlands,uk,usa
,usa,usa,israel,,usa,australia
,usa,usa,poland,USA,usa,usa
,usa,india,japan,,india,hong kong
,canada,peru,usa,,usa,usa
,usa,usa,usa,Taiwan,usa,usa
,usa,usa,usa,USA,india,usa
,australia,usa,south africa,,usa,india
,usa,india,usa,Australia,india,canada
,usa,india,usa,USA,usa,poland
,usa,australia,india,USA,usa,
,usa,india,usa,,india,india
,usa,usa,israel,,india,canada
,usa,india,australia,USA,canada,china
,usa,austria,italy,South Korea,usa,usa
,united-kingdom,usa,usa,,taiwan,usa
,usa,usa,usa,,malaysia,china
,none,usa,hong kong,South Korea,usa,usa
,china,canada,india,,usa,canada
,usa,india,usa,,usa,india
,india,india,usa,USA,india,usa
,usa,india,usa,,usa,usa
,india,china,usa,UK,usa,usa
,usa,usa,usa,,usa,usa
,usa,usa,usa,USA,india,usa
,usa,usa,usa,USA,usa,usa
,usa,poland,india,USA,uk,india
,usa,canada,usa,,usa,india
,canada,usa,india,,usa,india
,india,usa,sweden,Japan,japan,usa
,usa,usa,canada,,usa,usa
,usa,usa,usa,,usa,usa
,usa,usa,usa,,japan,usa
,usa,usa,usa,Japan,usa,usa
,none,switzerland,usa,,india,india
,usa,usa,usa,,usa,usa
,usa,india,canada,USA,india,usa
,hong-kong,netherlands,usa,,usa,canada
,none,usa,usa,,usa,india
,india,india,usa,Japan,japan,india
,usa,usa,india,,canada,sweden
,india,hong kong,usa,USA,usa,india
,canada,india,uk,USA,japan,usa
,usa,usa,japan,,usa,usa
,usa,usa,india,USA,netherlands,india
,usa,usa,usa,,usa,italy
,india,usa,usa,Hong Kong,usa,india
,china,usa,usa,USA,usa,india
,germany,usa,usa,Italy,usa,usa
,india,usa,india,,usa,usa
,china,india,usa,USA,israel,usa
,usa,usa,usa,USA,india,usa
,usa,usa,israel,Australia,canada,india
,none,usa,usa,USA,usa,usa
,usa,australia,usa,,israel,canada
,usa,sweden,brazil,,usa,canada
,japan,usa,india,,india,usa
,usa,usa,usa,,indonesia,usa
,germany,canada,usa,Spain,usa,usa
,india,usa,india,,usa,india
,usa,usa,usa,USA,usa,usa
,usa,usa,japan,,usa,
,usa,russia,usa,Canada,belgium,russia
,japan,usa,austria,,usa,usa
,usa,france,usa,USA,thailand,uk
,south-korea,usa,canada,,india,india
,india,india,usa,USA,poland,usa
,canada,india,usa,Sweden,usa,usa
,usa,usa,usa,India,usa,usa
,sweden,india,usa,Netherlands,poland,usa
,india,india,usa,India,usa,usa
,switzerland,usa,israel,Australia,usa,usa
,usa,usa,usa,,usa,usa
,usa,canada,usa,,usa,
,usa,canada,usa,Australia,canada,usa
,usa,usa,china,Sweden,denmark,usa
,usa,south africa,usa,India,india,france
,usa,usa,india,Russia,india,usa
,usa,usa,usa,Japan,sweden,india
,hong-kong,usa,usa,Sweden,canada,usa
,united-kingdom,italy,usa,,germany,japan
,usa,usa,usa,China,usa,usa
,india,usa,usa,UK,usa,usa
,usa,usa,usa,,sweden,india
,usa,cayman islands,usa,USA,canada,usa
,usa,usa,usa,USA,usa,usa
,usa,japan,usa,Taiwan,canada,
,usa,usa,usa,,malaysia,usa
,usa,usa,usa,,usa,usa
,usa,usa,usa,China,usa,usa
,usa,israel,usa,Italy,usa,france
,usa,usa,usa,Norway,china,usa
,usa,india,china,,canada,canada
,cambodia,usa,usa,,usa,usa
,usa,usa,usa,India,brazil,usa
,india,usa,usa,,india,japan
,india,usa,usa,USA,usa,south africa
,usa,usa,,USA,usa,usa
,india,japan,india,USA,usa,usa
,usa,usa,usa,Taiwan,usa,usa
,india,canada,usa,Japan,usa,india
,usa,israel,usa,,usa,usa
,usa,usa,canada,Australia,usa,usa
,none,japan,india,,usa,usa
,indonesia,usa,bermuda,,usa,usa
,usa,india,finland,,france,usa
,usa,india,usa,,usa,usa
,usa,usa,usa,,usa,israel
,usa,india,usa,India,usa,canada
,australia,usa,india,,usa,
,finland,usa,usa,,usa,india
,usa,usa,india,,india,india
,none,usa,usa,,usa,usa
,usa,usa,india,,usa,usa
,india,usa,india,,japan,australia
,canada,usa,usa,UK,usa,japan
,india,usa,usa,USA,usa,japan
,usa,usa,usa,Bermuda,canada,usa
,usa,india,india,USA,usa,india
,usa,usa,usa,USA,usa,india
,usa,usa,hong kong,,germany,usa
,israel,uk,usa,,usa,usa
,india,usa,india,USA,india,usa
,usa,usa,japan,USA,usa,usa
,usa,usa,usa,,usa,usa
,usa,japan,india,,usa,india
,usa,china,,,japan,usa
,usa,austria,usa,,canada,usa
,usa,usa,india,,usa,usa
,usa,usa,india,,usa,usa
,canada,usa,sweden,Netherlands,usa,usa
,usa,usa,sweden,,canada,usa
,israel,usa,canada,,portugal,usa
,usa,india,india,,canada,usa
,usa,usa,india,,usa,usa
,none,usa,usa,,usa,usa
,united-kingdom,japan,india,USA,usa,usa
,usa,usa,canada,Malaysia,china,usa
,usa,israel,india,,usa,israel
,usa,usa,india,,usa,usa
,france,hong kong,usa,UK,usa,usa
,usa,usa,usa,Finland,usa,india
,usa,usa,usa,,india,india
,canada,usa,usa,France,usa,usa
,usa,usa,usa,,usa,india
,italy,usa,usa,,china,usa
,poland,usa,switzerland,,india,usa
,usa,india,usa,,usa,usa
,usa,australia,china,Japan,germany,usa
,india,canada,germany,,greece,usa
,usa,india,usa,South Korea,usa,canada
,malaysia,usa,japan,,usa,usa
,usa,usa,india,Taiwan,usa,israel
,usa,japan,india,USA,usa,usa
,usa,usa,india,,malaysia,usa
,none,switzerland,india,,usa,australia
,usa,usa,france,Japan,usa,usa
,usa,india,usa,,india,sweden
,india,india,japan,Netherlands,usa,india
,usa,australia,australia,USA,india,india
,usa,usa,israel,Sweden,germany,usa
,usa,usa,israel,India,usa,usa
,canada,usa,usa,USA,taiwan,usa
,india,usa,usa,,canada,usa
,usa,usa,usa,,france,india
,japan,usa,usa,Japan,usa,usa
,usa,usa,india,,canada,usa
,usa,usa,usa,,denmark,usa
,israel,usa,india,,usa,usa
,canada,usa,usa,,china,india
,usa,switzerland,india,USA,uk,china
,usa,usa,usa,,sweden,china
,usa,usa,usa,Brazil,usa,usa
,usa,china,usa,,usa,sweden
,usa,usa,usa,,usa,switzerland
,usa,sweden,usa,,japan,usa
,usa,sweden,australia,,usa,netherlands
,usa,usa,china,,france,usa
,canada,usa,usa,,usa,usa
,usa,usa,usa,China,india,usa
,usa,usa,usa,UK,poland,india
,usa,canada,usa,USA,usa,usa
,usa,usa,australia,India,canada,switzerland
,finland,usa,usa,USA,israel,canada
,usa,usa,india,,canada,usa
,france,usa,taiwan,USA,usa,usa
,japan,india,australia,Turkey,canada,usa
,india,finland,usa,,usa,india
,usa,india,uk,,usa,uk
,usa,usa,usa,USA,usa,usa
,usa,usa,india,,usa,usa
,netherlands,usa,canada,Netherlands,usa,india
,usa,usa,usa,Japan,india,usa
,india,india,usa,,usa,usa
,usa,usa,usa,USA,china,australia
,usa,india,canada,,usa,usa
,france,usa,india,,usa,finland
,israel,usa,china,,china,india
,none,canada,usa,,usa,usa
,usa,usa,usa,Australia,japan,usa
,usa,usa,uk,USA,usa,japan
,usa,usa,sweden,India,usa,usa
,taiwan,usa,usa,Italy,usa,usa
,usa,usa,japan,,usa,usa
,india,usa,china,,usa,usa
,india,usa,india,India,india,usa
,brazil,india,indonesia,Japan,usa,usa
,none,usa,usa,Australia,usa,china
,usa,usa,usa,,australia,india
,usa,brazil,usa,Japan,usa,usa
,japan,usa,usa,India,,usa
,none,china,usa,,usa,usa
,usa,usa,usa,Japan,usa,india
,hong-kong,usa,usa,,usa,usa
,usa,usa,usa,,sweden,usa
,usa,usa,usa,,usa,usa
,usa,india,usa,,italy,india
,usa,india,usa,Brazil,usa,usa
,usa,canada,usa,,usa,india
,usa,usa,usa,USA,usa,usa
,usa,usa,usa,,usa,india
,india,usa,india,USA,japan,india
,india,usa,usa,,usa,usa
,usa,usa,usa,South Africa,japan,usa
,usa,india,usa,,usa,usa
,usa,india,usa,Netherlands,usa,japan
,usa,usa,usa,,usa,japan
,usa,india,germany,Japan,china,usa
,usa,uk,usa,China,india,usa
,usa,usa,usa,USA,usa,usa
,australia,usa,usa,,usa,usa
,china,china,malaysia,,china,india
,india,usa,france,Switzerland,usa,hong kong
,usa,india,usa,,usa,usa
,usa,india,usa,Japan,usa,usa
,usa,usa,usa,USA,japan,france
,usa,india,usa,USA,usa,usa
,usa,india,usa,,usa,india
,india,usa,israel,,usa,usa
,usa,usa,india,USA,japan,usa
,usa,india,usa,,usa,germany
,india,france,india,Japan,india,
,france,usa,canada,Canada,usa,australia
,brazil,india,usa,,usa,india
,usa,india,india,,usa,usa
,canada,india,usa,Taiwan,usa,india
,australia,usa,usa,USA,usa,india
,usa,japan,usa,,usa,usa
,usa,usa,usa,,uk,usa
,israel,australia,india,USA,usa,india
,india,india,usa,,japan,india
,usa,japan,usa,,usa,brazil
,india,hong kong,usa,,usa,usa
,india,usa,usa,,usa,usa
