00-avengers-categories,01-DDD-categories,04-iGMM-categories
,pharmaceuticals biotech ,['Professionalservices']
"['financial services', 'tech']",transportation ,
"['biotech', 'pharmaceuticals']",professional-services ,[]
['clothing'],none,
,tech tech-hardware lidar autonomous-driving ,['Conglomerate']
"['electronics', 'manufacturing']",pulp-and-paper ,['Realestate']
['building materials'],transportation maritime-transportation ,[]
"['transportation', 'maritime transportation', 'container shipping']",healthcare tech video-games ,
"['banks', 'financial services']",semiconductors tech ,
"['software', 'tech']",media-press ,
"['conglomerate', 'professional services', 'infrastructure']",retail e-commerce internet ,['Footwear']
"['energy', 'electricity', 'utility companies']",medical-devices ,
['manufacturing'],pharmaceuticals biotech ,[]
['insurance'],clothing e-commerce retail ,[]
,investment financial-services ,['Chemicals']
,none,[]
"['engineering', 'professional services', 'construction']",pharmaceuticals biotech ,
"['pharmaceuticals', 'biotech']",airlines travel transportation ,['Videogames']
['financial services'],banks financial-services ,
"['construction', 'real estate']",pharmaceuticals biotech ,[]
"['oil&gas', 'utility companies']",car-retail retail ,[]
"['retail', 'electronics']",software it-security tech ,[]
"['financial services', 'insurance']",healthcare medical-care-facilities ,
"['banks', 'financial services']",pharmaceuticals biotech ,
"['utility companies', 'electricity']",pharmaceuticals biotech ,
,automakers electric-vehicles ,[]
['retail'],chemicals ,['Railways']
['telecommunication'],biotech pharmaceuticals gene-therapy genomics crispr ,
['biotech'],software tech financial-services ,['Entertainment']
"['diagnostics and testing', 'biotech']",food agriculture ,[]
"['oil&gas', 'energy', 'utility companies']",video-games entertainment tech ,[]
"['education', 'software', 'tech']",none,['Pharmaceuticals']
,alcoholic-beverages beverages ,['Pulpandpaper']
"['video games', 'tech', 'entertainment']",iot tech ,[]
,healthcare software tech ,
,telecommunications-equipment ,['Pharmaceuticals']
,video-games entertainment ,
"['semiconductors', 'electronics', 'tech', 'tech hardware']",restaurant-chains food ,
['utility companies'],mining ,['Chemicals']
['chemicals'],insurance ,['Professionalservices']
,none,['Telecommunication']
,video-games entertainment ,
"['pharmaceuticals', 'biotech']",beverages ,
"['reits', 'real estate', 'investment']",chemicals ,
,transportation ,[]
['real estate'],diagnostics biotech ,
"['energy', 'utility companies', 'electricity', 'oil&gas']",tech tech-hardware ,
['real estate'],financial-services ,[]
,none,
['financial services'],pharmaceuticals biotech ,[]
,engineering professional-services ,
"['telecommunication', 'real estate']",none,['Consumergoods']
"['aerospace', 'aircraft manufacturers']",financial-services banks ,['Telecommunication']
['food'],pharmaceuticals ,
,pharmaceuticals ,
['biotech'],pharmaceuticals biotech ,['HomeKitchenAppliances']
,genomics biotech diagnostics ,[]
"['media/press', 'sports goods']",pharmaceuticals ,['Railways']
"['airlines', 'travel', 'transportation']",telehealth healthcare tech internet ,
"['electricity', 'energy', 'utility companies']",banks financial-services ,
['insurance'],food ,[]
"['semiconductors', 'tech', 'tech hardware']",chemicals fertilizer ,['Healthcare']
['entertainment'],none,[]
"['video games', 'entertainment']",pharmaceuticals biotech ,[]
['financial services'],oil-gas energy ,['Healthcare']
"['real estate', 'investment', 'reits']",pharmaceuticals biotech ,['Investment']
['insurance'],media-press advertising ,
"['energy', 'electricity', 'ev charging']",silver-mining gold-mining mining ,
"['mining', 'gold mining', 'silver mining']",none,['Financialservices']
['rental & leasing services'],batteries electricity ,[]
['football'],education ,[]
"['tech', 'electronics', 'networking hardware', 'tech hardware']",media-press ,['Tobacco']
,pharmaceuticals biotech ,['AutomotiveSuppliers']
,pharmaceuticals biotech ,[]
['insurance'],engineering professional-services ,['Chemicals']
"['transportation', 'maritime transportation']",banks financial-services ,
"['real estate', 'investment', 'reits']",professional-services staffing-employment ,[]
"['banks', 'financial services']",e-commerce internet tech ,['Financialservices']
"['retail', 'clothing']",financial-services ,['Realestate']
"['banks', 'financial services']",financial-services tech advertising ,[]
['telecommunication'],uranium energy mining ,
,banks financial-services ,
,conglomerate ,['Engineering']
,software tech ,
"['telecommunication', 'retail', 'investment']",electronics tech ,
,glove-ppe ,['Retail']
['conglomerate'],it-security software tech ,
"['pharmaceuticals', 'biotech']",none,
"['biotech', 'medical devices']",energy renewable-energy ,
,banks banks ,
"['retail', 'supermarket chains']",pharmaceuticals biotech ,[]
"['retail', 'furniture']",medical-equipment medical-devices ,
['insurance'],none,['Telecommunication']
"['asset management', 'financial services', 'investment']",cannabis ,
"['utility companies', 'electricity', 'energy']",video-games entertainment ,[]
['retail'],car-retail retail ,['Clothing']
"['banks', 'financial services']",software tech ,
"['internet', 'e-commerce', 'tech']",pharmaceuticals ,
"['biofuel', 'renewable energy']",medical-devices ,
"['energy', 'renewable energy']",mining gold-mining silver-mining ,
['food'],financial-services ,
['medical devices'],pharmaceuticals biotech ,['Telecommunication']
['media/press'],none,[]
['consumer goods'],pharmaceuticals biotech ,
,food restaurant-chains ,['Financialservices']
,bitcoin tech bitcoin-mining ,[]
['insurance'],pharmaceuticals biotech ,
"['energy', 'electricity']",video-games entertainment tech ,['Insurance']
,steel-industry mining ,['Food']
"['construction', 'infrastructure', 'real estate']",real-estate investment reit ,[]
"['pharmaceuticals', 'biotech']",mining ,['Chemicals']
"['energy', 'oil&gas']",automotive-suppliers ,
"['software', 'tech']",transportation maritime-transportation ,
"['banks', 'financial services']",pharmaceuticals biotech ,
,manufacturing ,
,pharmaceuticals biotech ,
['retail'],software professional-services tech ,
"['oil&gas', 'energy']",banks financial-services ,['ITservices']
,pharmaceuticals biotech ,
"['energy', 'oil&gas']",food dairy ,
['real estate'],food ,
"['manufacturing', 'auto parts']",pharmaceuticals biotech ,
"['financial services', 'insurance']",electronics ,['Investment']
['food'],transportation ,[]
"['cement', 'building materials']",software tech ,
"['banks', 'financial services']",internet tech ,['Food']
,financial-services ,
['beverages'],software tech financial-services bitcoin ,
['automotive suppliers'],investment ,
"['retail', 'pharmaceuticals', 'drugstore']",none,[]
"['pharmaceuticals', 'biotech']",automakers electric-vehicles manufacturing specialty-vehicles ,[]
"['electronics', 'manufacturing']",banks financial-services ,[]
"['tech', 'tech hardware']",none,[]
"['real estate', 'investment', 'reits']",manufacturing ,
,pharmaceuticals biotech gene-therapy genomics ,['Food']
"['mining', 'silver mining', 'gold mining']",used-car-retailer internet car-retail ,[]
"['financial services', 'internet']",railways transportation ,
,video-games entertainment ,[]
"['advertising', 'media/press']",banks financial-services ,[]
,professional-services ,[]
['real estate'],diagnostics ,[]
['financial services'],electronics ,['Telecommunication']
"['automakers', 'electric vehicles', 'manufacturing']",energy electricity ,
"['software', 'tech']",batteries electricity ,['Consumergoods']
,none,
"['mining', 'coal mining', 'energy']",media-press entertainment ,['Engineering']
['medical care facilities'],real-estate investment reit ,
"['investment', 'infrastructure']",media-press ,
"['energy', 'oil&gas']",glasses-and-contact-lenses internet e-commerce tech ,['Energy']
"['software', 'it security', 'tech']",it-services tech professional-services ,[]
"['software', 'tech']",pulp-and-paper ,
['professional services'],healthcare software tech ,
['professional services'],banks financial-services ,
['travel'],biotech pharmaceuticals ,['Food']
['packaging'],pulp-and-paper ,['SpecialtyVehicles']
['chemicals'],none,[]
,agriculture food cannabis ,
"['oil&gas', 'energy']",software tech ,
,medical-devices ,
"['airlines', 'travel', 'transportation']",pharmaceuticals ,['Insurance']
,manufacturing waste-recycling ,
"['retail', 'oil&gas', 'energy']",agriculture ,
['travel'],media-press entertainment ,
"['banks', 'financial services']",networking-hardware tech tech-hardware ,['Packaging']
['waste & recycling'],tech tech-hardware ,
"['banks', 'financial services']",e-commerce internet recommerce tech ,[]
"['oil&gas', 'energy']",real-estate ,
,automotive-suppliers ,
"['real estate', 'investment', 'reits']",medical-devices ,
,engineering professional-services ,['Professionalservices']
['rental & leasing services'],automotive-suppliers ,['Insurance']
"['media/press', 'telecommunication']",pharmaceuticals biotech ,['Food']
"['oil&gas', 'energy']",automotive-suppliers ,
"['video games', 'entertainment', 'tech']",renewable-energy chemicals energy biofuel ,[]
,genomics diagnostics biotech ,[]
"['asset management', 'investment']",chemicals ,
,banks financial-services ,
,telecommunication ,
"['mining', 'gold mining']",none,
['scientific & technical instruments'],pharmaceuticals biotech ,['Advertising']
['rental & leasing services'],pharmaceuticals biotech ,
,semiconductors tech tech-hardware ,
['real estate'],sports manufacturing ,
,glove-ppe ,['Financialservices']
['internet'],ports infrastructure ,
"['semiconductors', 'tech', 'tech hardware', 'manufacturing']",pharmaceuticals genomics biotech ,['Insurance']
['real estate'],pharmaceuticals biotech ,
['waste & recycling'],banks financial-services ,
['financial services'],internet travel ,['StaffingEmploymentServices']
['tobacco'],tech internet ,['Investment']
"['pharmaceuticals', 'biotech']",it-services professional-services ,
"['pharmaceuticals', 'biotech']",financial-services tech ,[]
"['banks', 'financial services']",none,['Pharmaceuticals']
"['sports goods', 'retail']",real-estate ,
"['utility companies', 'electricity', 'energy']",pharmaceuticals biotech ,
"['restaurant chains', 'food']",ev-charging electricity energy ,['Aluminum']
"['healthcare', 'tech', 'telehealth', 'internet']",advertising tech software ,[]
['manufacturing'],none,[]
,semiconductors tech tech-hardware ,
,cannabis biotech pharmaceuticals ,[]
['investment'],software telecommunication tech internet ,['Food']
['sports goods'],mining ,
,electric-vehicles ,[]
,video-games entertainment ,['Education']
,banks financial-services ,
,real-estate ,['Telecommunication']
,none,['Investment']
,pharmaceuticals biotech ,[]
,beverages alcoholic-beverages ,[]
,video-games entertainment ,
,financial-services software tech ,['Tech']
,chemicals ,['Medicaldevices']
,telecommunication ,
,biotech genomics scientific-and-technical-instruments ,['Healthcare']
,none,['Telecommunication']
,food ,['Banks']
,professional-services ,
,pharmaceuticals biotech ,['Packaging']
,furniture manufacturing retail ,['Medicaldevices']
,pharmaceuticals biotech ,
,software tech healthcare ,
,banks financial-services ,
,banks financial-services ,
,chemicals ,
,semiconductors tech tech-hardware ,[]
,retail ,['Beverages']
,pharmaceuticals biotech ,[]
,none,
,software tech ,
,automotive-suppliers ,
,investment ,['Chemicals']
,conglomerate ,['Realestate']
,pharmaceuticals ,[]
,none,['Realestate']
,electric-vehicles specialty-vehicles ,[]
,none,[]
,manufacturing ,
,banks financial-services ,['Realestate']
,none,['Chemicals']
,banks financial-services ,[]
,medical-devices ,[]
,oil-gas transportation maritime-transportation ,['AutomotiveSuppliers']
,video-games entertainment ,[]
,none,[]
,chemicals ,
,pharmaceuticals biotech ,
,transportation ,['Clothing']
,internet infrastructure tech ,
,video-games entertainment ,
,cannabis ,[]
,medical-devices ,
,retail clothing ,['Beverages']
,home-and-kitchen-appliances electronics retail ,
,video-games tech esports ,
,biotech pharmaceuticals ,
,gold-mining silver-mining mining ,[]
,medical-care-facilities ,['Tobacco']
,real-estate ,['Transportation']
,pharmaceuticals ,[]
,pharmaceuticals biotech ,[]
,none,
,clothing ,[]
,banks financial-services ,[]
,pharmaceuticals biotech ,[]
,none,['Consumergoods']
,banks financial-services ,
,none,
,video-games entertainment advertising ,
,none,
,pharmaceuticals biotech ,[]
,dairy ,['Packaging']
,biotech pharmaceuticals gene-therapy genomics ,['Healthcare']
,semiconductors tech tech-hardware ,['Food']
,video-games entertainment ,[]
,aerospace ,[]
,electronics defense-contractors ,
,none,
,internet ,
,pharmaceuticals biotech ,['Financialservices']
,transportation ,[]
,chemicals ,
,airlines travel transportation ,['HomeKitchenAppliances']
,hotels entertainment travel ,[]
,automotive-suppliers ,['Medicaldevices']
,none,['Telecommunication']
,restaurant-chains food ,['Telecommunication']
,it-services professional-services ,
,food ,
,retail ,['Financialservices']
,oil-gas energy ,
,used-car-retailer car-retail retail ,
,football ,[]
,beverages ,
,restaurant-chains food ,['Financialservices']
,none,['Mining']
,electricity energy ,
,real-estate professional-services ,['Food']
,video-games entertainment ,
,e-commerce internet tech ,['Defensecontractors']
,drugstore e-commerce internet retail ,[]
,insurance ,[]
,real-estate investment reit ,
,clothing tech ,
,steel-producers steel-industry ,[]
,video-games entertainment tech ,[]
,banks financial-services ,['Advertising']
,media-press ,
,financial-services ,
,video-games tech entertainment ,
,financial-services ,
,pharmaceuticals biotech ,
,investment ,['Telecommunication']
,reit real-estate investment ,[]
,telecommunication ,
,none,['Insurance']
,pharmaceuticals biotech ,
,software tech ,
,automakers electric-vehicles ,
,software tech ,[]
,software tech ,['Insurance']
,real-estate investment reit ,
,none,[]
,pharmaceuticals biotech ,
,financial-services ,
,none,['Electronics']
,financial-services ,['Investment']
,pharmaceuticals biotech ,
,banks financial-services investment ,['DiagnosticsandTesting']
,banks financial-services ,['Retail']
,batteries electricity ,[]
,oil-gas energy infrastructure ,
,none,
,medical-devices ,['Sportsgoods']
,pharmaceuticals biotech ,['Financialservices']
,pharmaceuticals biotech ,
,beverages ,
,oil-gas transportation maritime-transportation energy ,['Insurance']
,video-games entertainment ,
,telecommunication ,
,none,[]
,none,
,travel ,['Conglomerate']
,banks financial-services ,
,biotech pharmaceuticals ,[]
,software tech internet ,[]
,pharmaceuticals biotech ,[]
,none,
,construction ,
,electricity renewable-energy energy ,['Beverages']
,none,
,diagnostics biotech ,
,internet e-commerce tech retail ,
,banks financial-services ,['Electronics']
,transportation ,
,pharmaceuticals biotech ,
,medical-devices ,['Agriculture']
,hotels travel ,
,food ,
,footwear ,['Chemicals']
,none,
,clothing ,[]
,reit real-estate investment ,[]
,medical-devices biotech ,
,banks financial-services ,['Financialservices']
,clothing retail ,
,construction ,['Realestate']
,electric-vehicles ,[]
,alcoholic-beverages beverages ,[]
,construction engineering ,
,diagnostics biotech ,['Realestate']
,banks financial-services ,['Insurance']
,pharmaceuticals biotech ,['Retail']
,beverages alcoholic-beverages ,['Chemicals']
,lidar tech tech-hardware autonomous-driving ,
,pharmaceuticals biotech ,
,video-games entertainment media-press ,
,pharmaceuticals biotech ,
,real-estate investment ,['Construction']
,automotive-suppliers ,
,pharmaceuticals biotech ,[]
,footwear clothing ,
,reit real-estate investment ,['Mining']
,video-games entertainment ,
,hotels real-estate investment reit travel ,['Financialservices']
,airlines travel transportation ,
,clothing ,[]
,none,['Investment']
,tobacco ,[]
,telecommunication ,['Professionalservices']
,chemicals ,[]
,pharmaceuticals biotech ,['Financialservices']
,pharmaceuticals biotech ,
,mining gold-mining ,
,banks financial-services ,['Internet']
,pharmaceuticals biotech ,['Investment']
,pharmaceuticals biotech ,['Beverages']
,banks financial-services ,[]
,furniture ,[]
,biotech ,['Telecommunication']
,defense-contractors manufacturing ,
,pharmaceuticals biotech ,['Aluminum']
,professional-services ,[]
,banks financial-services ,
,financial-services ,['Biotech']
,real-estate investment reit ,['Electronics']
,telecommunications-equipment networking-hardware ,['Financialservices']
,pharmaceuticals biotech ,
,pharmaceuticals biotech ,
,none,['Pharmaceuticals']
,software tech ,[]
,pharmaceuticals biotech ,['Chemicals']
,reit real-estate investment ,
,ports infrastructure ,
,none,[]
,steel-industry ,
,none,[]
,financial-services internet tech ,['Healthcare']
,media-press ,['Chemicals']
,media-press ,['Automakers']
,none,[]
,semiconductors tech tech-hardware ,
,3d-printing tech ,['Transportation']
,insurance ,
,banks financial-services ,
,investment ,
,pharmaceuticals biotech ,
,software tech ,
,pharmaceuticals biotech ,['Conglomerate']
,uranium energy mining ,
,clothing ,
,insurance tech ,
,online-travel travel internet tech ,
,banks financial-services ,
,packaging ,
,mining ,['Advertising']
,none,[]
,software tech ,['Realestate']
,packaging ,['Medicaldevices']
,pharmaceuticals biotech ,[]
,it-security tech software ,
,tech autonomous-driving ,
,none,['Transportation']
,financial-services ,['Financialservices']
,insurance ,
,real-estate investment reit ,
,construction ,
,education internet tech ,
,none,
,retail cannabis ,
,energy renewable-energy biofuel ,[]
,pharmaceuticals ,
,biotech ,
,transportation ,
,beverages ,
,video-games entertainment ,
,diagnostics ,[]
,bitcoin tech bitcoin-mining ,['Healthcare']
,none,
,banks financial-services ,
,biotech pharmaceuticals ,['Medicalequipment']
,software tech ,['Pulpandpaper']
,banks financial-services ,
,uranium energy mining ,['Professionalservices']
,medical-equipment ,
,airports infrastructure ,
,video-games entertainment tech ,
,oil-gas transportation maritime-transportation ,
,real-estate investment ,['Realestate']
,electricity energy ,
,medical-devices ,['Chemicals']
,none,
,banks financial-services ,['Food']
,pharmaceuticals biotech ,['Healthcare']
,aerospace ,
,financial-services ,
,insurance ,['Construction']
,oil-gas transportation biofuel renewable-energy ,
,none,[]
,gambling entertainment ,[]
,pharmaceuticals biotech ,[]
,waste-recycling software tech ,['Realestate']
,cannabis ,[]
,construction ,
,none,
,food ,['Pharmaceuticals']
,insurance ,
,real-estate investment reit ,
,gambling video-games entertainment ,
,mining gold-mining ,
,mining gold-mining ,[]
,oil-gas oil-gas-equipment-services energy ,
,banks financial-services ,['Telecommunication']
,cannabis ,
,software tech ,
,financial-services ,
,pharmaceuticals biotech ,
,none,
,mining gold-mining silver-mining ,
,banks financial-services ,['Entertainment']
,investment financial-services asset-management ,[]
,pharmaceuticals biotech ,[]
,aerospace ,[]
,entertainment video-games ,['Advertising']
,pharmaceuticals biotech ,
,video-games tech entertainment ,['Food']
,video-games entertainment tech ,['Chemicals']
,none,
,asset-management investment ,
,pharmaceuticals biotech ,[]
,financial-services ,
,biotech pharmaceuticals ,['Telecommunication']
,biotech pharmaceuticals ,['Automakers']
,pharmaceuticals ,
,pharmaceuticals ,['Utilitycompanies']
,banks financial-services ,
,pharmaceuticals biotech ,
,tech networking-hardware tech-hardware ,
,insurance ,
,real-estate financial-services ,['Mining']
,video-games entertainment tech ,['Pharmaceuticals']
,healthcare software tech ,[]
,video-games entertainment ,['Courier']
,entertainment ,
,chemicals ,
,none,[]
,retail internet e-commerce ,[]
,insurance ,['Mining']
,banks financial-services ,
,real-estate tech ,[]
,media-press entertainment ,[]
,maritime-transportation transportation ,
,pharmaceuticals biotech ,['Retail']
,entertainment ,
,pharmaceuticals biotech ,
,energy mining coal-mining ,
,healthcare medical-care-facilities ,
,aerospace ,[]
,robotics ,
,none,[]
,banks financial-services ,
,none,['Electronics']
,none,
,pharmaceuticals biotech ,['Telecommunication']
,electronics ,
,pharmaceuticals ,[]
,none,
,pharmaceuticals biotech ,['Healthcare']
,pharmaceuticals biotech ,['Manufacturing']
,financial-services ,[]
,pharmaceuticals ,
,video-games entertainment ,
,none,[]
,oil-gas energy ,
,none,[]
,pharmaceuticals biotech ,['Investment']
,banks financial-services ,['Manufacturing']
,biotech ,
,none,
,patent-licensing ,[]
,software tech ,
,none,[]
,football ,['Telecommunication']
,internet tech financial-services ,
,retail ,
,software tech ,['Chemicals']
,video-games energy ,['Chemicals']
,none,
,none,
,networking-hardware tech tech-hardware ,[]
,telecommunication infrastructure ,
,pharmaceuticals ,
,packaging ,
,telecommunication ,
,real-estate ,
,tech tech-hardware it-security ,
,none,
,media-press telecommunication ,
,software professional-services tech ,[]
,pharmaceuticals biotech ,
,financial-services ,['Financialservices']
,oil-gas energy ,[]
,banks financial-services ,['Insurance']
,pharmaceuticals biotech ,[]
,none,['Telecommunication']
,software tech video-games entertainment ,['Retail']
,tech ,[]
,video-games entertainment tech ,
,retail drugstore pharmaceuticals ,['Realestate']
,financial-services ,
,education ,[]
,clothing retail internet e-commerce ,
,mlm dietary-supplements ,
,food ,['autoparts']
,banks financial-services ,['Telecommunication']
,pharmaceuticals biotech ,[]
,iot tech software ,
,real-estate ,['Insurance']
,diagnostics biotech ,
,reit real-estate investment ,
,diagnostics biotech genomics ,['Professionalservices']
,none,[]
,pharmaceuticals biotech ,
,professional-services construction ,['Mining']
,oil-gas oil-gas-equipment-services energy ,['Electronics']
,oil-gas energy ,[]
,internet ,
,banks financial-services ,
,dietary-supplements ,
,banks financial-services ,
,education ,
,gambling entertainment ,['Insurance']
,oil-gas energy ,
,oil-gas chemicals fertilizer ,['Pharmaceuticals']
,pharmaceuticals biotech ,['Construction']
,banks financial-services ,
,used-car-retailer car-retail retail ,['Beverages']
,hydrogen-fuel-cell renewable-energy energy ,
,automotive-suppliers ,['Financialservices']
,software tech ,
,pharmaceuticals biotech ,['Insurance']
,insurance financial-services ,
,none,
,biotech pharmaceuticals ,
,none,['Sportsgoods']
,software tech ,['Conglomerate']
,healthcare ,['Retail']
,oil-gas energy ,['Insurance']
,pharmaceuticals biotech ,['Insurance']
,pharmaceuticals biotech ,
,software tech ,
,specialty-vehicles ,['Telecommunication']
,reit real-estate investment ,['Chemicals']
,healthcare diagnostics ,
,medical-devices ,[]
,cement building-materials ,
,none,['Internet']
,medical-devices ,['Insurance']
,pharmaceuticals biotech ,
,pharmaceuticals biotech ,
,video-games entertainment ,[]
,engineering professional-services ,
,telecommunications-equipment ,
,pharmaceuticals biotech gene-therapy genomics ,['Glassesandcontactlenses']
,medical-devices ,[]
,supermarkets retail ,[]
,medical-devices ,
,pizza food restaurant-chains ,
,cannabis ,['Financialservices']
,pharmaceuticals biotech ,['Investment']
,internet e-commerce tech ,['Aerospace']
,restaurant-chains food ,['Medicaldevices']
,biotech scientific-and-technical-instruments ,['Professionalservices']
,advertising ,['Mining']
,telecommunications-equipment ,
,automotive-suppliers ,
,aerospace ,['Insurance']
,none,['Food']
,biotech pharmaceuticals genomics gene-therapy ,
,tech financial-services ,
,real-estate ,
,agriculture ,['Telecommunication']
,banks financial-services ,[]
,biotech medical-devices ,
,biotech ,
,telecommunication ,['Pharmaceuticals']
,pulp-and-paper ,
,oil-gas energy ,
,video-games entertainment tech ,['Chemicals']
,tech tech-hardware ,
,mining ,
,alcoholic-beverages beverages ,['Fertilizercompanies']
,oil-gas energy ,['MediaPress']
,mining batteries ,['Realestate']
,media-press ,[]
,software tech ,[]
,none,[]
,batteries electricity energy renewable-energy ,
,banks financial-services ,
,none,
,banks financial-services ,
,telecommunication ,
,telecommunication ,[]
,education ,
,reit real-estate investment ,
,financial-services software tech ,['Telecommunication']
,waste-recycling ,['Food']
,banks financial-services ,
,banks financial-services ,
,software tech financial-services ,['DiagnosticsandTesting']
,it-security tech ,['Entertainment']
,pharmaceuticals biotech ,
,video-games tech entertainment ,[]
,airlines travel transportation ,[]
,none,
,bitcoin tech bitcoin-mining ,['Medicaldevices']
,none,[]
,electronics ,
,automakers electric-vehicles manufacturing ,
,gambling video-games entertainment ,
,software tech ,['Transportation']
,silver-mining mining ,
,retail sports ,
,medical-devices ,
,medical-devices ,['Fertilizercompanies']
,none,
,reit real-estate investment ,['Food']
,pharmaceuticals biotech ,
,automakers electric-vehicles ,
,mining gold-mining ,
,investment financial-services ,[]
,construction engineering ,
,renewable-energy electricity energy ,
,hotels travel ,
,networking-hardware telecommunications-equipment ,
,led-lighting manufacturing ,
,software tech internet ,
,tech iot tech-hardware ,
,pharmaceuticals ,
,travel internet online-travel ,
,telecommunication internet ,['Realestate']
,pharmaceuticals ,
,energy ,['Investment']
,it-services software tech ,
,banks financial-services ,
,banks financial-services ,[]
,pharmaceuticals biotech ,[]
,biotech pharmaceuticals genomics gene-therapy ,
,education ,[]
,video-games entertainment tech ,
,telecommunications-equipment tech manufacturing ,
,delivery-services ,
,agriculture real-estate ,['Realestate']
,retail e-commerce internet ,['Financialservices']
,mining silver-mining gold-mining ,
,utility-companies ,['Telecommunication']
,automotive-suppliers ,
,real-estate internet tech ,['Medicaldevices']
,engineering ,[]
,footwear clothing ,['Packaging']
,financial-services ,
,semiconductors ,
,food ,[]
,chemicals ,['Chemicals']
,restaurant-chains food ,
,none,['Realestate']
,financial-services ,[]
,engineering professional-services ,['Food']
,video-games entertainment tech ,['Food']
,pulp-and-paper ,
,software tech ,
,financial-services ,
,tech tech-hardware lidar autonomous-driving ,['Medicaldevices']
,bitcoin tech bitcoin-mining ,['Beverages']
,video-games entertainment ,['Chemicals']
,none,
,none,
,mining ,
,biotech ,['Automakers']
,construction engineering ,
,pharmaceuticals biotech ,
,pharmaceuticals biotech ,
,specialty-vehicles manufacturing ,
,gambling entertainment ,
,banks financial-services ,['Automakers']
,education ,
,none,
,banks financial-services ,
,investment ,[]
,furniture retail ,['Insurance']
,food ,[]
,video-games entertainment ,
,none,[]
,media-press ,[]
,uranium energy mining ,[]
,financial-services ,[]
,mining gold-mining ,
,banks financial-services ,
,none,[]
,video-games entertainment ,[]
,banks financial-services ,
,none,
,automotive-suppliers ,
,internet ,
,pharmaceuticals biotech ,
,none,
,uranium ,
,diagnostics ,['Internet']
,chemicals ,
,none,['Consumergoods']
,none,[]
,pharmaceuticals biotech ,
,oil-gas energy ,['Fertilizercompanies']
,tech tech-hardware lidar autonomous-driving ,[]
,software tech ,['Realestate']
,software tech ,
,clothing ,['Insurance']
,video-games entertainment tech ,
,retail clothing ,
,pharmaceuticals biotech ,[]
,pharmaceuticals ,['Pharmaceuticals']
,banks financial-services ,[]
,software tech ,
,software tech ,
,pharmaceuticals ,[]
,banks financial-services ,[]
,e-commerce clothing internet ,['Pharmaceuticals']
,none,['Financialservices']
,used-car-retailer internet tech car-retail ,
,clothing ,[]
,banks financial-services ,[]
,none,['Courier']
,none,['Pulpandpaper']
,it-services professional-services tech ,
,video-games entertainment ,['Realestate']
,internet e-commerce tech ,['PaintCoating']
,footwear ,['Investment']
,mining gold-mining ,['Professionalservices']
,banks financial-services ,
,pharmaceuticals biotech ,
,professional-services ,
,electricity energy ,
,media-press ,
,none,
,medical-devices ,
,financial-services tech ,[]
,professional-services ,['Medicaldevices']
,transportation maritime-transportation ,
,pharmaceuticals biotech ,['Pharmaceuticals']
,asset-management investment ,['Telecommunication']
,none,[]
,banks financial-services ,
,healthcare ,
,biotech scientific-and-technical-instruments ,
,restaurant-chains food ,
,none,
,energy renewable-energy ,['SpecialtyVehicles']
,energy renewable-energy construction ,
,pharmaceuticals biotech ,
,investment financial-services ,
,mining silver-mining ,['Pharmaceuticals']
,clothing retail ,['Buildingmaterials']
,manufacturing ,
,pharmaceuticals biotech ,
,chemicals renewable-energy energy biofuel ,
,aluminum manufacturing ,['Food']
,mining ,
,e-commerce internet tech ,
,oil-gas energy ,
,video-games entertainment internet ,['Mining']
,pharmaceuticals biotech ,[]
,biotech pharmaceuticals ,
,banks financial-services ,['Realestate']
,internet e-commerce tech retail ,['Insurance']
,financial-services ,
,semiconductors tech ,['CAC40']
,financial-services ,
,automotive-suppliers ,
,none,[]
,cruise-lines transportation travel maritime-transportation ,
,pharmaceuticals biotech ,
,video-games entertainment ,
,software tech ,
,none,
,pharmaceuticals biotech ,
,video-games entertainment tech ,['Food']
,pulp-and-paper ,['Food']
,financial-services tech software ,
,furniture retail rental-and-leasing-services ,
,e-commerce internet tech ,
,oil-gas energy ,
,pharmaceuticals biotech ,['Food']
,none,
,tech software internet ,['Telecommunication']
,none,
,software tech ,
,pharmaceuticals biotech ,[]
,banks financial-services ,
,uranium energy mining ,['Ports']
,real-estate investment reit ,
,restaurant-chains food ,[]
,biotech pharmaceuticals ,
,pharmaceuticals ,
,construction ,
,fertilizer ,
,fertilizer ,['Investment']
,dairy beverages ,
,clothing retail ,['Insurance']
,biotech pharmaceuticals ,
,home-and-kitchen-appliances manufacturing ,['Buildingmaterials']
,banks financial-services ,['Financialservices']
,insurance ,
,biotech ,['Realestate']
,restaurant-chains food ,['Retail']
,electronics manufacturing ,[]
,none,['Telecommunication']
,none,['Telecommunication']
,tech lidar tech-hardware autonomous-driving ,
,media-press entertainment ,
,video-games entertainment ,
,pharmaceuticals biotech ,
,batteries ,
,media-press ,
,pharmaceuticals biotech ,['Tobacco']
,financial-services ,[]
,oil-gas energy ,
,automakers electric-vehicles ,
,banks financial-services ,[]
,pharmaceuticals biotech ,
,pharmaceuticals ,
,steel-industry steel-producers ,['Food']
,software tech ,['Insurance']
,media-press ,
,banks financial-services ,
,tech software ,['Medicaldevices']
,software tech ,
,none,
,none,[]
,investment ,[]
,none,['Insurance']
,medical-devices ,
,software tech ,['Insurance']
,restaurant-chains food ,[]
,construction ,
,none,
,biotech pharmaceuticals ,['Chemicals']
,internet tech video-games entertainment ,
,construction ,
,none,
