"Name","Industry","Headquarter","Ownership","Foundation Year"
"Omni Hospital","Healthcare","Hyderabad,Telangana, India","Private","2010 (13 yrs old)"
"Smilax Laboratories","Pharma","Hyderabad, India","","2005 (18 yrs old)"
"Gleeds Hooloomann Consulting","Real Estate","London, United Kingdom","Private","2004 (19 yrs old)"
"The India Thermit Corporation","Industrial Machinery","Kanpur, India","Public","1951 (72 yrs old)"
"INDOASIAN","Semiconductors","Noida, Uttar Pradesh, India","Private","1958 (65 yrs old)"
"MAT Brakes","Industrial Machinery","New Delhi,","Private",""
"HM Constructions","Engineering & Construction","Bangalore/Bengaluru, Karnataka, India","","1991 (32 yrs old)"
"Mepro Pharmaceuticals","Pharma","Mumbai, India","","1982 (41 yrs old)"
"Porus Laboratories","Chemicals","Hyderabad, India","Private","1994 (29 yrs old)"
"Tecosim Engineering Services","Industrial Machinery","Bangalore/Bengaluru, Karnataka, India","Private","2009 (14 yrs old)"
"Ultratech Cement Ltd- Rmc Div","Engineering & Construction","","",""
"Exilant Technologies","IT Services & Consulting","Bangalore/Bengaluru, Karnataka, India","Private","2004 (19 yrs old)"
"Valued Epistemics","EdTech","Chennai, Tamil Nadu, India","Private","2008 (15 yrs old)"
"Greytrix","IT Services & Consulting","Mumbai, Maharashtra, India","Private","2000 (23 yrs old)"
"Techolution","IT Services & Consulting","New York, New York, United States (USA)","Private","2015 (8 yrs old)"
"TransPerfect","Hardware & Networking","New York, New York, United States (USA)","","1992 (31 yrs old)"
"Senvion","Power","Hamburg,Hamburg, Germany","Private","2017 (6 yrs old)"
"Liebherr","Industrial Machinery","Bulle, Switzerland","Private","2013 (10 yrs old)"
"Naresh Kumar & Co.","Urban Transport","Kolkata , India","Private","1925 (98 yrs old)"
"Oorja Technical Services","Electrical Equipment","Indore, India","Private","2004 (19 yrs old)"
"Naga","Food Processing","Hamburg,Hamburg, Germany","Public","1962 (61 yrs old)"
"Srikalahasthi Pipes","Metals & Mining","Chittoor, Andhra Pradesh, India","Public","1991 (32 yrs old)"
"IPL Biologicals","Agriculture","Gurgaon,Haryana, India","Public","1994 (29 yrs old)"
"Greytip Software","Software Product","Bangalore,Karnataka, India","Private","1994 (29 yrs old)"
"Hungama Digital Media Entertainment","Media & Entertainment","Mumbai, Maharashtra, India","","1999 (24 yrs old)"
"Basavatarakam Indo American Cancer Hospital Research Institute","Healthcare","Hyderabad, India","Private","2000 (23 yrs old)"
"HTL","Telecom","Chennai, India","Private","1960 (63 yrs old)"
"Amp Motors","Automobile","Gurgaon, India","Private","1949 (74 yrs old)"
"Tecosim Engineering Services","Industrial Machinery","Bangalore/Bengaluru, Karnataka, India","Private","2009 (14 yrs old)"
"Ultratech Cement Ltd- Rmc Div","Engineering & Construction","","",""
"New Swan Multitech","Industrial Machinery","Ludhiana, India","Private","2009 (14 yrs old)"
"Porus Laboratories","Chemicals","Hyderabad, India","Private","1994 (29 yrs old)"
"AL Rashid Trading and Contracting Company","Engineering & Construction","Riyadh, India","Private","1957 (66 yrs old)"
"Baker Gauges","Semiconductors","Pune, Maharashtra, India","Private","1972 (51 yrs old)"
"Simbhaoli Sugars","Food Processing","Noida, Uttar Pradesh, India","Public","1933 (90 yrs old)"
"Express Clinics","Healthcare","Pune,Maharashtra, India","Private","2011 (12 yrs old)"
"Vestian Global Workplace Services","Real Estate","Chicago, United States","Private","2010 (13 yrs old)"
"LIC Mutual Fund","Financial Services","Mumbai, Maharashtra, India","Public","1989 (34 yrs old)"
"Karbonn Mobile","Electronics Manufacturing","Bengaluru, India","Private","2009 (14 yrs old)"
"Vayam Technologies","IT Services & Consulting","Delhi/NCR, Delhi, India","Private","2000 (23 yrs old)"
"Nelson Global Products","Industrial Machinery","Stoughton, UnitedStates","Private","1939 (84 yrs old)"
"Nelson Global Products","Industrial Machinery","Stoughton, UnitedStates","Private","1939 (84 yrs old)"
"DSM","Chemicals","Heerlen, Netherlands","Private","1902 (121 yrs old)"
"Gleeds Hooloomann Consulting","Real Estate","London, United Kingdom","Private","2004 (19 yrs old)"
"The India Thermit Corporation","Industrial Machinery","Kanpur, India","Public","1951 (72 yrs old)"
"Prince Aly Khan Hospital","Healthcare","Mumbai, Maharashtra, India","Private","1945 (78 yrs old)"
"MAMTA Health Institute for Mother and child","Healthcare","New Delhi, India","","1990 (33 yrs old)"
"Radiant Polymers","Auto Components","New Delhi, Delhi, India","","1989 (34 yrs old)"
"Duncans Industries","Food Processing","Kolkata, West Bengal, India","Public","1859 (164 yrs old)"
"Western Heat And Forge","Industrial Machinery","Pune, India","Private","1982 (41 yrs old)"
"Metec Design & Construction Engineers","Engineering & Construction","Chennai, India","","2002 (21 yrs old)"
"Smilax Laboratories","Pharma","Hyderabad, India","","2005 (18 yrs old)"
"Mantra Softech","IT Services & Consulting","Ahmedabad, Gujarat, India","Private","2006 (17 yrs old)"
"Omni Hospital","Healthcare","Hyderabad,Telangana, India","Private","2010 (13 yrs old)"
"HM Constructions","Engineering & Construction","Bangalore/Bengaluru, Karnataka, India","","1991 (32 yrs old)"
"Bondada Engineering","Engineering & Construction","Hyderabad, India","Private","2012 (11 yrs old)"
"CL MICROMED","Medical Equipment","New Delhi, India","","1987 (36 yrs old)"
"Lifcare Pharmacy","Pharma","Noida, India","Private","2015 (8 yrs old)"
"ADNH Compass","Hospitality","Abu Dhabi, United Arab Emirates","Private","2000 (23 yrs old)"
"Ghantoot Gulf Contracting","","","",""
"Frontizo Business Services","BPO","Bangalore/Bengaluru, Karnataka, India","Private","2012 (11 yrs old)"
"Network Intelligence India","Law Enforcement & Security","New York, United States (USA)","Private","2001 (22 yrs old)"
"Glatt Systems","Pharma","Baden-Württemberg, Germany","Private","1954 (69 yrs old)"
"Sahu Exports","Fashion & Textile","Noida, India","Private","1979 (44 yrs old)"
"Ncr Eduservices","Education & Training","Noida, Uttar Pradesh, India","Private","2012 (11 yrs old)"
"Ramani Ice Cream Co.","Food Processing","Bhopal, India","Private","1988 (35 yrs old)"
"DM Wayanad Institute of Medical Sciences","Education & Training","Meppadi, India","Private","2010 (13 yrs old)"
"TEXILA AMERICAN UNIVERSITY","Education & Training","Guyana, United States","Private","2010 (13 yrs old)"
"Mepro Pharmaceuticals","Pharma","Mumbai, India","","1982 (41 yrs old)"
"Deepak Fasteners","Industrial Machinery","Ludhiyana, India","","1958 (65 yrs old)"
"Lion Services","Facility Management Services","Delhi/NCR, Delhi, India","Private","1987 (36 yrs old)"
"Lynk","Logistics","Chennai, Tamil Nadu, India","Private","2015 (8 yrs old)"
"Sri Chaitanya Junior College","Education & Training","Hyderabad, India","Private","1986 (37 yrs old)"
"Rotodyne Industries","Industrial Machinery","Hyderabad/Secunderabad, Telangana, India","Private","1996 (27 yrs old)"
"SNS Group","Engineering & Construction","Riyadh, India","Private","2001 (22 yrs old)"
"Student Life","Non-Profit","Kolkata,West Bengal, India","","2018 (5 yrs old)"
"Sellcraft Global Solutions","IT Services & Consulting","Pune, India","","1987 (36 yrs old)"
"Hetero Biopharma","Pharma","Hyderabad, India","Private","2009 (14 yrs old)"
"Signex Technologies","Software Product","","",""
"Wood PLC","Engineering & Construction","","",""
"DBG TECHNOLOGIES PVT","Electronics Manufacturing","","",""
"Ola cars","","","",""
"Ajio Business","","","",""
"Servotech Power Systems","Electrical Equipment","Delhi/NCR, Delhi, India","Public","1994 (29 yrs old)"
"Portescap","Electronics Manufacturing","West Chester, UnitedStates","Private","1931 (92 yrs old)"
"Lister Technologies","IT Services & Consulting","Chennai, Tamil Nadu, India","Private","2000 (23 yrs old)"
"Ventech (India)","Auto Components","Pune, India","Private","2012 (11 yrs old)"
"Sri Mookambika Infosolutions","IT Services & Consulting","MADURAI, Tamil Nadu, India","Private","2006 (17 yrs old)"
"Gracenote","Media & Entertainment","Emeryville, California, United States (USA)","Public","1998 (25 yrs old)"
"Alps Industries","Fashion & Textile","Ghaziabad, Uttar Pradesh, India","Public","1962 (61 yrs old)"
"Saarathi Healthcare","Healthcare","Jodhpur,Rajasthan, India","Private","2008 (15 yrs old)"
"PFSweb","Logistics","Texas, United States Of America","Private","1999 (24 yrs old)"
"NRP Projects","Engineering & Construction","Chennai, India","Private","1964 (59 yrs old)"
"RDM India","Aviation","New Delhi, India","Private","1992 (31 yrs old)"
"Anglo-French Drugs & Industries","Pharma","Bangalore, India","Private","1923 (100 yrs old)"
"Saudi Arabian Airlines","Aviation","Jeddah, Saudi Arabia","Private","1945 (78 yrs old)"
"Panamax Infotech","IT Services & Consulting","Garden City, New York, United States","Private","2001 (22 yrs old)"
"Velan Info Services","IT Services & Consulting","Dover, Delaware, United States (USA)","Private","2007 (16 yrs old)"
"Supertron Electronics","IT Services & Consulting","Kolkata, India","Private","1993 (30 yrs old)"
"Mahesh Tutorials","Education & Training","Mumbai, India","Private","1988 (35 yrs old)"
"Pentagon System and Services","IT Services & Consulting","Mumbai, Maharashtra, India","Private","1994 (29 yrs old)"
"Zigma Technologies","IT Services & Consulting","Chennai, India","Private","2004 (19 yrs old)"
"Listenlights","Electrical Equipment","Mumbai, India","","1986 (37 yrs old)"
"Grb Dairy Foods","Food Processing","Bengaluru, India","","1984 (39 yrs old)"
"Astec LifeSciences","Agro Chemicals","Mumbai, Maharashtra, India","Public","1994 (29 yrs old)"
"Centex Exports","Fashion & Textile","Ludhiana, India","Private","1969 (54 yrs old)"
"Vivekananda Hospital","Healthcare","Latur, Maharashtra, India","Private","1966 (57 yrs old)"
"Space Matrix Design Consultants","Real Estate","Singapore, Singapore","Private","2001 (22 yrs old)"
"Maiyas Beverages Foods","FMCG","Bengaluru, India","Private","1988 (35 yrs old)"
"Zivame.com","Fashion & Textile","Bangalore,Karnataka, India","Private","2011 (12 yrs old)"
"Jm Frictech","Industrial Machinery","Chennai, India","","2008 (15 yrs old)"
"West Bengal Power Development Corporation","Power","Kolkata, India","Public","1985 (38 yrs old)"
"Multitex Filtration Engineers","Industrial Machinery","New Delhi, India","","1976 (47 yrs old)"
"DesignCafe","Retail","Bangalore,Karnataka, India","Private","HQ - Bangalore, Karnataka, India Retail 501-1k Employees (India) Furniture & Furnishing"
"Zicom Electronic Security Systems","Consumer Electronics & Appliances","Mumbai, India","Public","1994 (29 yrs old)"
"Bafna Motors","Automobile","Navi Mumbai, Maharashtra, India","Private","1956 (67 yrs old)"
"Nandan Petrochem","Oil & Gas","Mumbai, Maharashtra, India","Public","1992 (31 yrs old)"
"Jaycee Punching Solution","Electronics Manufacturing","Faridabad, India","Private","2007 (16 yrs old)"
"Gvk Power & Infrastructure","Aviation","Hyderabad/Secunderabad, Telangana, India","Public","2005 (18 yrs old)"
"Shree Shubham Logistics","Logistics","Mumbai,Maharashtra, India","Public","2007 (16 yrs old)"
"Decon Telecom Solutions","Telecom","Gurgaon, India","","1993 (30 yrs old)"
"Foodhall Future Group","Retail","Bangalore,Karnataka, India","Public","2011 (12 yrs old)"
"Cmc Limited, A Tata Enterprise","Engineering & Construction","Hyderabad, India","","1975 (48 yrs old)"
"ACS Global Tech Solutions","IT Services & Consulting","Noida, Uttar Pradesh, India","","1998 (25 yrs old)"
"NRP Projects","Engineering & Construction","Chennai, India","Private","1964 (59 yrs old)"
"Alps Industries","Fashion & Textile","Ghaziabad, Uttar Pradesh, India","Public","1962 (61 yrs old)"
"PFSweb","Logistics","Texas, United States Of America","Private","1999 (24 yrs old)"
"Sri Mookambika Infosolutions","IT Services & Consulting","MADURAI, Tamil Nadu, India","Private","2006 (17 yrs old)"
"Saarathi Healthcare","Healthcare","Jodhpur,Rajasthan, India","Private","2008 (15 yrs old)"
"Nando's","Hospitality","Putney, South West London, United Kingdom","Private","1987 (36 yrs old)"
"Getix Health","Analytics & KPO","Sugar Land, United States","","2012 (11 yrs old)"
"Gulshan Homz","Real Estate","Ghaziabad, Uttar Pradesh, India","Private","1989 (34 yrs old)"
"NU Hospitals","Healthcare","Bangalore/Bengaluru, Karnataka, India","Private","1999 (24 yrs old)"
"Zigma Technologies","IT Services & Consulting","Chennai, India","Private","2004 (19 yrs old)"
"Listenlights","Electrical Equipment","Mumbai, India","","1986 (37 yrs old)"
"Grb Dairy Foods","Food Processing","Bengaluru, India","","1984 (39 yrs old)"
"ACS Global Tech Solutions","IT Services & Consulting","Noida, Uttar Pradesh, India","","1998 (25 yrs old)"
"Zicom Electronic Security Systems","Consumer Electronics & Appliances","Mumbai, India","Public","1994 (29 yrs old)"
"Nandan Petrochem","Oil & Gas","Mumbai, Maharashtra, India","Public","1992 (31 yrs old)"
"Multitex Filtration Engineers","Industrial Machinery","New Delhi, India","","1976 (47 yrs old)"
"West Bengal Power Development Corporation","Power","Kolkata, India","Public","1985 (38 yrs old)"
"Bafna Motors","Automobile","Navi Mumbai, Maharashtra, India","Private","1956 (67 yrs old)"
"Salasar Techno Engineering","Iron & Steel","New Delhi, India","Public","2006 (17 yrs old)"
"Emmennar Pharma","Pharma","Hyderabad, India","","2005 (18 yrs old)"
"Coherent Market Insights","Management Consulting","Burlingame, CA, United States (USA)","Private","2016 (7 yrs old)"
"Denso Ten Minda India","Auto Components","Bawal, India","","2012 (11 yrs old)"
"Symsafe Systems","IT Services & Consulting","Jaipur, Rajasthan, India","Private","2003 (20 yrs old)"
"Signutra","Pharma","Wilmington, United States","","1990 (33 yrs old)"
"Best Corporation","Fashion & Textile","Elblag,Warmian-masurian Voivodeship, Poland","Private","1967 (56 yrs old)"
"Foodhall Future Group","Retail","Bangalore,Karnataka, India","Public","2011 (12 yrs old)"
"Shree Shubham Logistics","Logistics","Mumbai,Maharashtra, India","Public","2007 (16 yrs old)"
"Cmc Limited, A Tata Enterprise","Engineering & Construction","Hyderabad, India","","1975 (48 yrs old)"
"Premier Plasmotec","Petrochemicals","Faridabad, India","Private","2009 (14 yrs old)"
"DSK Toyota","Automobile","Pune,","","2000 (23 yrs old)"
"DesignCafe","Retail","Bangalore,Karnataka, India","Private","HQ - Bangalore, Karnataka, India Retail 501-1k Employees (India) Furniture & Furnishing"
"Graviti Pharmaceuticals","Pharma","Hyderabad,Telangana, India","","2012 (11 yrs old)"
"Clean Science And Technology","Chemicals","Pune, India","Private","2006 (17 yrs old)"
"MRCC Solutions","IT Services & Consulting","United States (USA)","","IT Services & Consulting 501-1k Employees (India) Recruitment"
"Jumbotail Technologies","Retail","Bangalore/Bengaluru, Karnataka, India","","2015 (8 yrs old)"
"Kepler Healthcare","Pharma","Ahmedabad, Gujarat, India","Private","2013 (10 yrs old)"
"Mumbai District Central Co-operative Bank","Banking","Mumbai, India","Public","1975 (48 yrs old)"
"Eka Software Solutions","IT Services & Consulting","Bengaluru/Bangalore, Karnataka, India","Private","2004 (19 yrs old)"
"Gea Process Engineering India","Food Processing","Düsseldorf, Nordrhein-Westfalen, Germany","","1881 (142 yrs old)"
"Purnartha Investment Advisors","Investment Banking / Venture Capital / Private Equity","Pune, Maharashtra, India","Private","2009 (14 yrs old)"
"Zahran Operation & Maintenance","IT Services & Consulting","Riyadh, Saudi Arabia","Private","1975 (48 yrs old)"
"Entero Healthcare Solutions","Healthcare / Pharma","Mumbai,Maharashtra, India","","2018 (5 yrs old)"
"Adani Electricity","","","",""
"Jai Kisan","Internet","Mumbai,Maharashtra, India","","2017 (6 yrs old)"
"Opus Consulting Solutions","FinTech","Alpharetta, Georgia","Private","1997 (26 yrs old)"
"Gurukul School","","Ghaziabad, Uttar Pradesh, India","Private","2002 (21 yrs old)"
"Paytm Money","FinTech","Noida, Uttar Pradesh, India","Public","2017 (6 yrs old)"
"EzappSolution","IT Services & Consulting","Gurgaon/Gurugram, Haryana, India","Private","2008 (15 yrs old)"
"ElringKlinger AG","","Dettingen, Germany","Private","1879 (144 yrs old)"
"DCM Infotech","IT Services & Consulting","Gurgaon/Gurugram, Haryana, India","Public","1993 (30 yrs old)"
"Optus Infotech","IT Services & Consulting","","",""
"Glass Wall Systems","Other","Mumbai, Maharashtra, India","Private","2003 (20 yrs old)"
"Viraaj Ventures","Real Estate","","",""
"BESIX","Engineering & Construction","Woluwe-Saint-Lambert, Belgium","","1909 (114 yrs old)"
"UB Engineering","Engineering & Construction","Pune, India","Public","1963 (60 yrs old)"
"Mordor Intelligence","Analytics & KPO","Hyderabad/Secunderabad, Telangana, India","Private","2013 (10 yrs old)"
"Lot Mobiles","Retail","Hyderabad/Secunderabad, Telangana, India","Private","2012 (11 yrs old)"
"Varian Medical Systems","Medical Equipment","Palo Alto, California, United States (USA)","Private","1948 (75 yrs old)"
"Khatib & Alami","Engineering & Construction","Beirut, Lebanon","Private","1964 (59 yrs old)"
"Printo Document Services","Retail","Bangalore, India","","2006 (17 yrs old)"
"Zee News","Broadcasting","Noida, India","Public","1999 (24 yrs old)"
"Microchip Technology","Semiconductors","Chandler, Arizona, US","Private","1989 (34 yrs old)"
"Comcast","Engineering & Construction","Chennai, Tamil Nadu, India","Private",""
"TAM Media Research","Analytics & KPO","Mumbai, India","Private","1998 (25 yrs old)"
"Bhima Jewellers","Jewellery","Trivandrum/Thiruvananthapuram, Kerala, India","Private","1925 (98 yrs old)"
"Contentra Technologies","Printing & Publishing","New Delhi, India","Private","2004 (19 yrs old)"
"Navodaya Vidyalaya Samiti","Education & Training","Noida, India","Private","1985 (38 yrs old)"
"Desein","Engineering & Construction","New Delhi, India","Private","1965 (58 yrs old)"
"Uma Polymers","Packaging","Jodhpur, India","Private","1987 (36 yrs old)"
"National Dairy Development Board","Food Processing","Anand, Gujrat, India","Private","1965 (58 yrs old)"
"Grohe","Architecture & Interior Design","DÃ¼sseldorf, Germany","Private","1936 (87 yrs old)"
"Growel Softech","IT Services & Consulting","Pune, Maharashtra, India","Private","1999 (24 yrs old)"
"Manikgarh Cement","Building Material","Chandrapur, India","Private","1987 (36 yrs old)"
"Ahlcon Parenterals","Pharma","Delhi/NCR, New Delhi, India","Private","1992 (31 yrs old)"
"Tranistics Data Technologies","Software Product","Kolkata, India","Private","2010 (13 yrs old)"
"Adyard Abudhabi LLC","Oil & Gas","Abu Dhabi, UnitedArabEmirates","","1996 (27 yrs old)"
"Finar","Chemicals","Ahmedabad, India","Private","1998 (25 yrs old)"
"P.N. International","Import & Export","Noida, India","","1998 (25 yrs old)"
"RGBSI","Recruitment","Troy, Michigan, United States (USA)","","1997 (26 yrs old)"
"Construction Group","Engineering & Construction","","",""
"Carillion Alawi LLC","Facility Management Services","Ruwi, Oman","Private","1979 (44 yrs old)"
"Goldmedal Electricals","Electrical Equipment","Mumbai, Maharashtra, India","Private","1979 (44 yrs old)"
"Enrich Energy","Real Estate","Pune, Maharashtra, India","Private","2010 (13 yrs old)"
"Deccan Cements","Building Material","Hyderabad, India","Public","1979 (44 yrs old)"
"Gujarat Insecticides","Biotechnology","Mumbai, India","","1980 (43 yrs old)"
"Calibrated Healthcare Systems","Healthcare","Ontario, United States Of America","","2006 (17 yrs old)"
"ITL Industries","Industrial Machinery","Indore, India","Public","1985 (38 yrs old)"
"Agiliad Technologies","Industrial Automation","Pune, India","Private","2011 (12 yrs old)"
"Nagravision","IT Services & Consulting","Cheseaux-sur-Lausanne, Switzerland","Private","2007 (16 yrs old)"
"Systech Solutions","IT Services & Consulting","Glendale, California, United States (USA)","Private","1993 (30 yrs old)"
"SRV Media","Marketing & Advertising","Pune, India","Private","2011 (12 yrs old)"
"Radius Global Solutions","BPO","Minneapolis, United States","","2013 (10 yrs old)"
"Schawk","Broadcasting","Des Plaines, Illinois, United States (USA)","Private","1953 (70 yrs old)"
"Government of Odisha","Government","Bhubaneswar,","Private",""
"Lazza Ice Creams","Food Processing","Cochin , India","","1972 (51 yrs old)"
"Avance Consulting Services","Recruitment","Somerset, NJ, United States (USA)","Private","2007 (16 yrs old)"
"Jivo Wellness","FMCG","Delhi/NCR, Delhi, India","Private","2008 (15 yrs old)"
"Government of Odisha","Government","Bhubaneswar,","Private",""
"Khatib & Alami","Engineering & Construction","Beirut, Lebanon","Private","1964 (59 yrs old)"
"SRV Media","Marketing & Advertising","Pune, India","Private","2011 (12 yrs old)"
"Printo Document Services","Retail","Bangalore, India","","2006 (17 yrs old)"
"Deccan Cements","Building Material","Hyderabad, India","Public","1979 (44 yrs old)"
"Huber Suhner Electronics","Electrical Equipment","Pfäffikon, Zurich, Switzerland","Private","1969 (54 yrs old)"
"Goldmedal Electricals","Electrical Equipment","Mumbai, Maharashtra, India","Private","1979 (44 yrs old)"
"Enrich Energy","Real Estate","Pune, Maharashtra, India","Private","2010 (13 yrs old)"
"Netsmartz Infotech","IT Services & Consulting","Pittsford, United States Of America","Private","1999 (24 yrs old)"
"Lazza Ice Creams","Food Processing","Cochin , India","","1972 (51 yrs old)"
"Avance Consulting Services","Recruitment","Somerset, NJ, United States (USA)","Private","2007 (16 yrs old)"
"New India Co-Op Bank","Banking","Mumbai, India","Public","1968 (55 yrs old)"
"Amagi Media Labs","Software Product","Bangalore/Bengaluru, Karnataka, India","Private","2008 (15 yrs old)"
"SBL Knowledge Services","IT Services & Consulting","Bengaluru, Karnataka, India","Private","2005 (18 yrs old)"
"Pharmaceutical job","Pharma","Paris, France","Private",""
"SAIL Bokaro Steel Plant","Iron & Steel","Bokaro Steel City, India","Public","1964 (59 yrs old)"
"BANKEDGE","Education & Training","Mumbai, Maharashtra, India","Private","2015 (8 yrs old)"
"Excel It Service","IT Services & Consulting","Faridabad, India","Private","2016 (7 yrs old)"
"S.R.Batliboi & Co.","Accounting & Auditing","London, United Kingdom (UK)","Private","1989 (34 yrs old)"
"Shabari Telecable Network","Facility Management Services","Bangalore/Bengaluru, Karnataka, India","Private","1990 (33 yrs old)"
"Almeer Technical Services Co. W.L.L","Engineering & Construction","Ahmadi, Kuwait","Private","1978 (45 yrs old)"
"Construction Group","Engineering & Construction","","",""
"Jivo Wellness","FMCG","Delhi/NCR, Delhi, India","Private","2008 (15 yrs old)"
"P.N. International","Import & Export","Noida, India","","1998 (25 yrs old)"
"RGBSI","Recruitment","Troy, Michigan, United States (USA)","","1997 (26 yrs old)"
"Carillion Alawi LLC","Facility Management Services","Ruwi, Oman","Private","1979 (44 yrs old)"
"Amity Software Systems","Software Product","Noida, Uttar Pradesh, India","Public","1986 (37 yrs old)"
"MSV International","Engineering & Construction","Kenmore, United States","","2001 (22 yrs old)"
"Mando Softtech","Auto Components","Gurugram, India","","2005 (18 yrs old)"
"Fisdom","Internet","Bangalore,Karnataka, India","","2015 (8 yrs old)"
"Concentric","Advertising / PR / Events","Sweden","Private",""
"SBL Knowledge Services","IT Services & Consulting","Bengaluru, Karnataka, India","Private","2005 (18 yrs old)"
"Excel It Service","IT Services & Consulting","Faridabad, India","Private","2016 (7 yrs old)"
"Avinash Group","Real Estate","Raipur, India","Private","1996 (27 yrs old)"
"Believers Church Medical College Hospital","Healthcare","Thiruvalla, India","Private","2014 (9 yrs old)"
"Shri Mahavir ferro Alloys","Iron & Steel","Rourkela, India","Private","1996 (27 yrs old)"
"Amagi Media Labs","Software Product","Bangalore/Bengaluru, Karnataka, India","Private","2008 (15 yrs old)"
"Unitech Power Transmission","Power","Gurgaon/Gurugram, Haryana, India","Public","1995 (28 yrs old)"
"Sms Envocare","Waste Management","Nagpur, India","","2003 (20 yrs old)"
"Epp Composites","Industrial Machinery","Rajkot, India","Private","1986 (37 yrs old)"
"Exel Rubber","Petrochemicals","Hyderabad, India","Public","1990 (33 yrs old)"
"MasterSoft ERP Solutions","IT Services & Consulting","Nagpur, Maharashtra, India","Private","1995 (28 yrs old)"
"KMC HOSPITAL","Healthcare","Coimbatore, Tamil Nadu, India","Private","1982 (41 yrs old)"
"Pharmaceutical job","Pharma","Paris, France","Private",""
"SAIL Bokaro Steel Plant","Iron & Steel","Bokaro Steel City, India","Public","1964 (59 yrs old)"
"Mando Softtech","Auto Components","Gurugram, India","","2005 (18 yrs old)"
"Emirates Global Aluminium","Metals & Mining","Abu Dhabi, United Arab Emirates","Private","1979 (44 yrs old)"
"MSV International","Engineering & Construction","Kenmore, United States","","2001 (22 yrs old)"
"Amity Software Systems","Software Product","Noida, Uttar Pradesh, India","Public","1986 (37 yrs old)"
"Siemens Industry Software (India)","Industrial Automation","Plano, United States (USA)","Private","1998 (25 yrs old)"
"Aloft Hotels","Hospitality","Bangalore,Karnataka, India","","2007 (16 yrs old)"
"PrepLadder","EdTech","Panchkula, Haryana, India","Private","2015 (8 yrs old)"
"Fisdom","Internet","Bangalore,Karnataka, India","","2015 (8 yrs old)"
"Wingtech Mobile Communication","Electronics Manufacturing","","",""
"UST Product Engineering","IT Services & Consulting","Aliso Viejo, CA, United States (USA)","Private","1996 (27 yrs old)"
"Txd (india) Technology","","","",""
"iXceed Solutions","Recruitment","London, England, United Kingdom (UK)","","2017 (6 yrs old)"
"Realme","","","",""
"sifars","IT Services & Consulting","Patiala, Punjab, India","Private","2017 (6 yrs old)"
"SDNA Global","Recruitment","London, United Kingdom (UK)","Private","2010 (13 yrs old)"
"Motherson Sumi Wiring","Building Material","","",""
"Bluefield Technologies","IT Services & Consulting","","",""
"Floating Numbers Digital Solutions","IT Services & Consulting","Kolkata, West Bengal, India","Private","2018 (5 yrs old)"
"InMobi","Media & Entertainment","San Francisco,California, United States","Private","2007 (16 yrs old)"
"Careers360","Education & Training","Delhi,NCT, India","Private","2008 (15 yrs old)"
"Cybertech Systems & Software","IT Services & Consulting","Oak Brook, Illinois, United States (USA)","Private","1995 (28 yrs old)"
"Dayanand Medical College & Hospital","Healthcare","Ludhiana, India","Private","1964 (59 yrs old)"
"Unicom Infotel","Telecom","Mumbai, India","Private","1996 (27 yrs old)"
"Click Labs","IT Services & Consulting","Chandigarh,Union Territory Of Chandigarh, India","Private","2011 (12 yrs old)"
"Saggezza","IT Services & Consulting","Chicago, Illinois, United States (USA)","Private","2005 (18 yrs old)"
"Bizmatics India","Software Product","San Jose, California, United States (USA)","Private","2002 (21 yrs old)"
"BSL","Fashion & Textile","Bhilwara, India","Public","1971 (52 yrs old)"
"East African (I) Overseas Dehradun","Pharma","Dehradun, India","Private","1980 (43 yrs old)"
"TechNova Imaging Systems","Printing & Publishing","Mumbai, India","Private","1971 (52 yrs old)"
"Acma Computers","IT Services & Consulting","Mumbai, India","Private","1992 (31 yrs old)"
"Guardian Lifecare","Pharma","Mumbai,Maharashtra, India","Private","2003 (20 yrs old)"
"Aurus","IT Services & Consulting","Norwood, Massachusetts, United States","Private","2000 (23 yrs old)"
"Aplab","Consumer Electronics & Appliances","Thane, Maharashtra, India","Public","1962 (61 yrs old)"
"Trustline Securities","Investment Banking / Venture Capital / Private Equity","Noida, Uttar Pradesh, India","Private","1995 (28 yrs old)"
"Tilaknagar Industries Ltd.","Beverage","Mumbai, Maharashtra, India","Public","1933 (90 yrs old)"
"Haldor Topsoe","Chemicals","Kongens Lyngby, Denmark","Private","1940 (83 yrs old)"
"Bigtree Entertainment","Internet","Mumbai, India","Private","1999 (24 yrs old)"
"RMS","Industrial Automation","Newark, California, United States (USA)","Private","1988 (35 yrs old)"
"Chandan Healthcare","Healthcare","Lucknow, India","Private","1991 (32 yrs old)"
"Prolific Systems & Technologies","Education & Training","Thane, Maharashtra, India","Private","1997 (26 yrs old)"
"Sarva Shiksha Abhiyan","Non-Profit","Chandauli, India","Private","2002 (21 yrs old)"
"GS Engineering","Engineering & Construction","Houghton, United States","Private","2001 (22 yrs old)"
"Gm Infinite Dwelling","Real Estate","Bengaluru, India","Private","1962 (61 yrs old)"
"Firmenich Aromatics","Chemicals","Meyrin, Geneva, Switzerland","Private","1895 (128 yrs old)"
"Marc Enterprises","Electronics Manufacturing","New Delhi, India","Private","1981 (42 yrs old)"
"Mistral Solutions","IT Services & Consulting","Bangalore/Bengaluru, Karnataka, India","Private","1997 (26 yrs old)"
"JConnect Infotech","Recruitment","Noida, Uttar Pradesh, India","Private","2008 (15 yrs old)"
