,Unnamed: 0,Name,Industry,Sector,Headquarters,Founded,Notes
2394,2394,VolkerWessels,Industrials,Heavy construction,Amersfoort,1854,Construction
2395,2395,Wavin,Industrials,Building materials & fixtures,Zwolle,1955,Pipes
2396,2396,WE,Consumer goods,Apparel retailers,Utrecht,1917,Clothing
2397,2397,Wercker,Technology,Software,Amsterdam,2011,Application frameworks
2398,2398,Wolters Kluwer,Industrials,Business support services,Alphen aan den Rijn,1836,Publisher and information services
2399,2399,Zeeman,Consumer goods,Apparel retailers,Alphen aan den Rijn,1967,Clothing
2400,2400,11 bit studios,Technology,Software,Warsaw,2010,Video games
2401,2401,4F,Consumer goods,Textile,Wieliczka,2007,Sportswear and casual wear products
2402,2402,Adamów Coal Mine,Basic materials,Coal,Turek,1979,Mining
2403,2403,Agora,Consumer goods and services,Mass media,Warsaw,1989,"Newspapers, advertising, cinemas, radio"
2404,2404,Allegro,Consumer services,E-commerce,Poznań,1999,Online auction hosting
2405,2405,Alior Bank,Financials,Banks,Warsaw,2008,
2406,2406,Amica,Consumer goods,Durable household products,Wronki,1945,Household appliances
2407,2407,Asseco,Technology,Software,Rzeszów,1991,Financial software
2408,2408,Bank Millennium,Financials,Banks,Warsaw,1989,Universal bank
2409,2409,Bank Pekao,Financials,Banks,Warsaw,1929,Universal bank
2410,2410,Belvedere Vodka,Consumer goods,Brewers,Żyrardów,1993,"Brewery, part of LVMH (France)"
2411,2411,Bełchatów Coal Mine,Basic materials,Coal,Bełchatów,1955,Coal mine
2412,2412,Biedronka,Consumer services,Food retailers & wholesalers,Kostrzyn,1995,Supermarkets
2413,2413,Black Red White,Consumer goods,Household goods,Biłgoraj,1991,Furniture
2414,2414,Bochnia Salt Mine,Basic materials,General mining,Bochnia,1248,Salt mine
2415,2415,Bogdanka Coal Mine,Basic materials,Coal,Lublin Voivodeship,1975,Coal mine
2416,2416,Boryszew,Automotive industry,Automotive trade,Boryszew,1911,"Components for the car industry, chemical materials"
2417,2417,Brainly,Technology,Software,Kraków,2009,Learning software
2418,2418,Browar Łomża,Consumer goods,Brewers,Łomża,1968,Brewery
2419,2419,Carlsberg Polska,Consumer goods,Brewers,Warsaw,2004,"Brewery, part of Carlsberg Group (Denmark)"
2420,2420,CD Projekt,Technology,Software,Warsaw,1994,Video games
2421,2421,CIECH,Chemical industry,Specialty chemicals,Łódź,1945,High-end chemical products
2422,2422,Comarch,Technology,Software,Kraków,1993,Software house
2423,2423,Dino,Consumer services,Food retailers & wholesalers,Krotoszyn,1999,Supermarkets
2424,2424,E. Wedel,Consumer products,Confectionary,Warsaw,1851,"Chocolates, cakes and snacks"
2425,2425,Elbrewery,Consumer goods,Brewers,Elbląg,1998,Brewery
2426,2426,Elektrim,Industrials,Diversified industrials,Warsaw,1992,Holding company
2427,2427,Enea SA,Utilities,Conventional Electricity,Poznań,2003,Power generation
2428,2428,Ericpol,Technology,Software,Łódź,1991,Telecommunications software
2429,2429,Eurocash,Consumer services,Food retailers & wholesalers,Komorniki,1993,Supermarkets
2430,2430,Fablok,Industrials,Commercial vehicles & trucks,Chrzanów,1919,Railroad vehicles
2431,2431,Fabryka Samochodów Małolitrażowych,Consumer goods,Automobiles,Bielsko-Biała,1948,Defunct 1992
2432,2432,Fabryka Samochodów Osobowych,Consumer goods,Automobiles,Warsaw,1948,
2433,2433,FŁT-Kraśnik,Industrials,Diversified industrials,Kraśnik,1938,General manufacturing
2434,2434,FASING S.A.,Industrials,Diversified industrials,Katowice,1913,Industrial chains
2435,2435,Gaworzyce mine,Basic materials,Nonferrous metals,Gaworzyce,2004,Copper and silver mine
2436,2436,Gaz-System,Utilities,Gas distribution,Warsaw,2004,Natural gas transmission
2437,2437,Głogów Głęboki-Przemysłowy mine,Basic materials,Nonferrous metals,Polkowice,2004,Copper and silver mine
2438,2438,Grupa Azoty,Chemical industry,Specialty chemicals,Tarnów,1927,"Fertilizers, plastics, pigments"
2439,2439,Grupa Lotos,Oil & gas,Exploration & production,Gdańsk,2003,Oil production and refining
2440,2440,Gubin Coal Mine,Basic materials,Coal,Gubin,1955,Coal mine
2441,2441,Halemba Coal Mine,Basic materials,Coal,Ruda Śląska,1897,Coal mine
2442,2442,Hortex,Consumer goods,Food products,Warsaw,1958,Frozen foods and fruit drinks
2443,2443,ING Bank Śląski,Financials,Banks,Katowice,1988,"Bank, part of ING Group (Netherlands)"
2444,2444,Inglot,Consumer goods,Cosmetics,Przemyśl,1983,Make-up products
2445,2445,InPost,Consumer services,Logistics,Kraków,2006,"Courier, package delivery and express mail service"
2446,2446,ITI Group,Consumer services,Broadcasting & entertainment,Warsaw,1984,Media conglomerate
2447,2447,Jabłkowski Brothers,Consumer services,Retail,Warsaw,1884,Department stores
2448,2448,JSW,Basic materials,Coal,Jastrzębie-Zdrój,1993,Coal mines
2449,2449,K. Rudzki i S-ka,Industrials,Engineering and machinery,Warsaw,1858,Construction company
2450,2450,KGHM Polska Miedź,Basic materials,Nonferrous metals,Lubin,1961,Copper and silver mine
2451,2451,Kino Polska,Consumer services,Broadcasting & entertainment,Warsaw,2003,Television
2452,2452,Kłodawa Salt Mine,Basic materials,General mining,Kłodawa,1950,Salt mines
2453,2453,Kompania Piwowarska,Consumer goods,Brewers,Poznań,1999,"Brewery, part of Asahi Breweries (Japan)"
2454,2454,Kompania Węglowa,Basic materials,Coal,Katowice,2003,Coal mine
2455,2455,Lech Browary Wielkopolski,Consumer goods,Brewers,Poznań,1975,"Brewery, part of Kompania Piwowarska"
2456,2456,"Lilpop, Rau i Loewenstein",Industrials,Engineering company,Warsaw,1818,Iron and steel production
2457,2457,Livechat Software,Technology,Software,Wrocław,2002,Help desk software
2458,2458,LOT Polish Airlines,Consumer services,Airlines,Warsaw,1929,"Airline, flag carrier"
2459,2459,LPP,Consumer services,Apparel retailers,Gdańsk,1991,Retail chain
2460,2460,Maspex,Food,Food concern,Wadowice,1990,Food and drink
2461,2461,Multikino,Consumer services,Recreational services,Warsaw,1998,Part of Vue
2462,2462,Netia,Telecommunications,Fixed line telecommunications,Warsaw,1990[2],Telecom networks
2463,2463,Okocim Brewery,Consumer goods,Brewers,Brzesko,1845,Brewery
2464,2464,Optimus S.A.,Technology,Computer hardware,Warsaw,1988,Merged with CD Projekt in 2011[3]
2465,2465,Orange Polska,Telecommunications,Mobile telecommunications,Warsaw,1991,"Telecom, part of Orange S.A. (France)"
2466,2466,Pesa SA,Industrials,Commercial vehicles & trucks,Bydgoszcz,1851,Railway vehicles
2467,2467,PGNiG,Oil & gas,Exploration & production,Warsaw,1976,Natural gas
2468,2468,PKN Orlen,Oil & gas,Exploration & production,Płock,1999,Oil refiner
2469,2469,Play,Telecommunications,Mobile telecommunications,Warsaw,2007,Mobile provider
2470,2470,Plus,Telecommunications,Mobile telecommunications,Warsaw,1995,Mobile provider
2471,2471,Poczta Polska,Consumer services,Delivery services,Warsaw,1558,Postal service
2472,2472,Polcast Television,Consumer services,Broadcasting & entertainment,Warsaw,2006,Broadcaster
2473,2473,Polish State Railways,Industrials,Railroads,Warsaw,1926,State railways
2474,2474,Polsat,Consumer services,Broadcasting & entertainment,Warsaw,1992,"Television, part of Telewizja Polsat"
2475,2475,Polska Grupa Energetyczna,Utilities,Conventional electricity,Warsaw,1990,State power
2476,2476,Polsteam,Industrials,Delivery services,Szczecin,1951,Shipping
2477,2477,PKO BP,Financials,Banks,Warsaw,1948,Bank
2478,2478,PZU,Financials,Full line insurance,Warsaw,1803,Insurance
2479,2479,Pronar,Consumer goods,Machinery,Narew,1988,Agricultural mchinery
2480,2480,PKS,Consumer services,Travel & tourism,Białystok,1945,Public transportation
2481,2481,Przewozy Regionalne,Consumer services,Travel & tourism,Warsaw,2001,Passenger rail
2482,2482,PSE (Polskie Sieci Elektroenergetyczne),Utilities,Conventional electricity,Konstancin-Jeziorna,2004[4],Power
2483,2483,Pudliszki,Food Products,Fruit and vegetable processing,Pudliszki,1847,Food
2484,2484,Qumak,Technology,Software,Warsaw,1985,I/T
2485,2485,Smyk Department Store,Consumer services,General retailers,Warsaw,2000,Department stores and toys
2486,2486,Solaris Bus & Coach,Industrials,Commercial vehicles & trucks,Bolechowo,2001,Bus manufacturer
2487,2487,Techland,Technology,Software,Wrocław,1991,Video games
2488,2488,Tele-Fonika Kable,Industrials,Diversified industrials,Bydgoszcz,1920,Cable manufacturer
2489,2489,Telewizja Polska,Consumer services,Broadcasting & entertainment,Warsaw,1952,Public broadcasting
2490,2490,T-Mobile Polska,Telecommunications,Mobile telecommunications,Warsaw,1996,"Mobile network, part of Deutsche Telekom (Germany)"
2491,2491,TVN24,Consumer services,Broadcasting & entertainment,Warsaw,2001,"TV channel, part of TVN Group"
2492,2492,TVN 7,Consumer services,Broadcasting & entertainment,Warsaw,2002,"TV channel, part of TVN Group"
2493,2493,TVN Group,Consumer services,Broadcasting & entertainment,Warsaw,1995,"Media group, includes TVN"
2494,2494,Tymbark,Consumer goods,Soft drinks,Tymbark,1936,Juice and beverage
2495,2495,Ursus SA,Automotive inductry,Agricultural machinery,Lublin,1893,Tractors
2496,2496,Van Pur,Consumer goods,Brewers,Rakszawa[5],1989,Brewery holding
2497,2497,Wieliczka Salt Mine,Consumer services,Recreational services,Wieliczka,1252,"Former salt mine, now attraction"
2498,2498,Wielton,Automotive industry,Utility vehicles,Wieluń,1996,Trailers
2499,2499,Żabka,Consumer services,Food retailers & wholesalers,Poznań,1998,Grocery
2500,2500,ZMT SA,Industrials,Defense,Tarnów,1917,"Firearms, weapons"
2501,2501,Żubrówka,Consumer goods,Brewers,Białystok,–,Brewery
2502,2502,Żywiec Brewery,Consumer goods,Brewers,Żywiec,1856,Brewery
2503,2503,Altri,Basic materials,Paper,Porto,2005,Paper
2504,2504,Ambar – Ideas on Paper S.A.,Industrials,Industrial suppliers,Porto,1939,Office supplies
2505,2505,Banco Comercial Português,Financials,Banks,Porto,1985,Bank
2506,2506,Bial,Health care,Pharmaceuticals,Trofa,1924,Pharma
2507,2507,Caixa Geral de Depósitos,Financials,Banks,Lisbon,1876,State bank
2508,2508,Carris,Consumer services,Travel & tourism,Lisbon,1872,Public transportation
2509,2509,Central de Cervejas,Consumer goods,Brewers,Vila Franca de Xira,1934,Brewery
2510,2510,Chipidea,Technology,Semiconductors,Oeiras,1997,"Semiconductor, defunct 2009"
2511,2511,Churchill's Port,Wine making,Port wine,Porto,1981,Port wine
2512,2512,Ciberbit,Technology,Software,Coimbra,1995,Software
2513,2513,Cimpor,Industrials,Building materials & fixtures,Lisbon,1976,Cement
2514,2514,CMS-Helmets,Consumer goods,Clothing & accessories,Anadia,1976,Motorcycling helmets
2515,2515,Cofina,Consumer services,Publishing,Porto,1856,Publisher
2516,2516,Comboios de Portugal,Consumer services,Travel & tourism,Lisbon,1856,Passenger rail
2517,2517,Conservas Ramirez,Consumer goods,Food products,Matosinhos,1853,Fish & Cannedfish
2518,2518,Continente,Consumer services,Food retailers & wholesalers,Matosinhos,1985,"Supermarket, part of Sonae"
2519,2519,Corticeira Amorim,Basic materials,Industrial suppliers,Santa Maria da Feira[11],1870,Cork
2520,2520,Critical Software,Technology,Software,Coimbra,1998,Software
2521,2521,"CTT Correios de Portugal, S.A. (CTT)",Industrials,Delivery services,Lisbon,1520,Postal services
2522,2522,Delta Cafés,Consumer goods,Food products,Campo Maior,1961,Coffee
2523,2523,EFACEC,Industrials,Electronic equipment,Matosinhos,1948,Electronics
2524,2524,Energias de Portugal (EDP),Utilities,Conventional electricity,Lisbon,1976,Electrical generation
2525,2525,Fábrica Nacional de Munições de Armas Ligeiras,Industrials,Defense,Lisbon,1947,Arms
2526,2526,Galp Energia,Utilities,Gas distribution,Lisbon,1999,Natural gas distribution
2527,2527,Glintt,Technology,Software,Lisbon,2008,Software developer
2528,2528,Grupo José de Mello,Conglomerates,-,Lisbon,1986[12],"Health care, energy, logistics"
2529,2529,Iberomoldes,Industrials,General industries,Marinha Grande,1975,Engineering
2530,2530,Impresa,Consumer services,Media,Oeiras,1972,"Television, publisher"
2531,2531,Jerónimo Martins,Consumer services,Retail,Lisbon,1792,Food retail
2532,2532,Lactogal,Consumer goods,Food & beverage,Porto,1996,"Dairy, water"
2533,2533,Logoplaste,Industrials,Diversified industrials,Cascais,1976,Plastic
2534,2534,Martifer,Industrials,Heavy construction,Oliveira de Frades,1990,Construction
2535,2535,Media Capital,Consumer services,Broadcasting & entertainment,Oeiras,1988,Media distribution
2536,2536,Medinfar,Health care,Pharmaceuticals,Lisbon,1970,Pharma
2537,2537,MEO,Telecommunications,Mobile telecommunications,Lisbon,1991,Mobile provider
2538,2538,Montepio,Financials,Banks,Lisbon,1840,Bank
2539,2539,Mota-Engil,Industrials,General industries,Porto,1946,Engineering and infrastructure
2540,2540,Move Interactive,Technology,Software,Cascais,2008,Video games
2541,2541,NOS,Telecommunications,Fixed line telecommunications,Lisbon,1994,Telecom
2542,2542,Novabase,Technology,Software,Lisbon,1989,Information technology
2543,2543,Novo Banco,Financials,Banks,Lisbon,2014,Bank
2544,2544,Pingo Doce,Consumer services,Food retailers & wholesalers,Lisbon,1980,Supermarket chain
2545,2545,Porto Editora,Consumer services,Publishing,Porto,1944,Publisher
2546,2546,Portugal Telecom,Telecommunications,Fixed line telecommunications,Lisbon,1994,"Telecommunications, part of Altice (Netherlands)"
2547,2547,Quidgest,Technology,Software,Lisbon,1988,Specialist enterprise software
2548,2548,Rádio e Televisão de Portugal,Consumer services,Broadcasting & entertainment,Lisbon,1935,State media
2549,2549,Redes Energéticas Nacionais (REN),Utilities,Conventional electricity,Lisbon,1994,Electrical distribution
2550,2550,Renova,Basic materials,Paper,Torres Novas,1939,Paper
2551,2551,SAPO,Telecommunications,Fixed line telecommunications,Lisbon,1995,"Telecom, ISP"
2552,2552,Semapa,Industrials,Building materials & fixtures,Lisbon,1991,"Cement, paper"
2553,2553,Simoldes,Industrials,Diversified industrials,Oliveira de Azeméis,1959,Manufacturing
2554,2554,Soares da Costa,Industrials,Heavy construction,Porto,1918,Construction
2555,2555,SIC,Consumer services,Broadcasting & entertainment,Lisbon,1992,"Television, part of Impresa"
2556,2556,Sonae Indústria,Industrials,Diversified industrials,Maia,1959,Part of Sonae
2557,2557,Sonae,Conglomerates,-,Maia,1959,"Retail, financials, industrials, telecom"
2558,2558,Sovena Group,Consumer goods,Farming & fishing,Oeiras,1956,Agribusiness
2559,2559,Sumol + Compal,Consumer goods,Food products,Oeiras,2008,"Food and beverage, merger of Sumolis and Compal"
2560,2560,Tabaqueira,Consumer goods,Tobacco,Lisbon,1927,"Cigarettes, part of Philip Morris International (US)"
2561,2561,TAP Air Portugal,Consumer services,Airlines,Lisbon,1945,Airline
2562,2562,Televisão Independente,Consumer services,Broadcasting & entertainment,Oeiras,1993,Broadcaster
2563,2563,The Navigator Company,Basic materials,Paper,Setúbal,2001,Paper
2564,2564,Tranquilidade,Financials,Full line insurance,Lisbon,1871,Insurance
2565,2565,Tupam editores,Consumer services,Publishing,Lisbon,1977,Health publisher
2566,2566,UMM,Industrials,Diversified industrials,Lisbon,1977,Metal works
2567,2567,Unicer Brewery,Consumer goods,Brewers,Matosinhos,1890,Brewery
2568,2568,Uniplaces,Technology,Internet,Lisbon,2012,"Student accommodation platform, travel, real estate"
2569,2569,Visabeira,Conglomerates,-,Viseu,1980,"Telecommunications, travel, industrials, real estate"
2570,2570,Vista Alegre,Consumer goods,Durable household products,Ílhavo,1824,Porcelain
2571,2571,Adevărul Holding,Consumer services,Publishing,Bucharest,2008,Magazines and newspapers
2572,2572,Angst,Consumer services,Food retailers & wholesalers,Buftea,1990,Supermarket chain
2573,2573,Antibiotice Iași,Health care,Pharmaceuticals,Iași,1955,Research and drug manufacturing
2574,2574,Apulum,Consumer goods,Durable household products,Alba Iulia,1970,Porcelain
2575,2575,Arctic S.A.,Consumer goods,Durable household products,Găești,1968,Appliances
2576,2576,Automobile Dacia,Consumer goods,Automobiles,Mioveni,1966,Car manufacturer
2577,2577,Banca Comercială Română (BCR),Financials,Banks,Bucharest,1990,"Bank and financial services, part of Erste Group (Austria)"
2578,2578,Banca Transilvania,Financials,Banks,Cluj-Napoca,1993,Bank
2579,2579,Blue Air,Consumer services,Airlines,Bucharest,2004,Airline
2580,2580,BRD – Groupe Société Générale,Financials,Banks,Bucharest,1923,"Bank, majority owned by Société Générale (France)"
2581,2581,Căile Ferate Române,Industrials,Railroads,Bucharest,1880,Railways
2582,2582,Continental Hotels,Consumer services,Hotels,Bucharest,1991,Hotel holdings
2583,2583,Dedeman,Consumer services,Retail services,Bacău,1992,Hypermarkets
2584,2584,European Drinks & Foods,Consumer goods,Food products,Ștei,1993,Food producer
2585,2585,Farmec,Consumer goods,Personal products,Cluj-Napoca,1993,Cosmetics
2586,2586,Ford Romania,Consumer goods,Automobiles,Craiova,1976,"Automotive, part of Ford Otosan (Türkiye)"
2587,2587,GeCAD Software,Technology,Software,Bucharest,1992,CAD software
2588,2588,Grup Feroviar Român,Industrials,Railroads,Bucharest,2001,Railways and rolling stock
2589,2589,Intact Media Group,Consumer services,Media agencies,Bucharest,1991,Media
2590,2590,Jolidon,Consumer goods,Clothing & accessories,Cluj-Napoca,1993,Clothing and accessories
2591,2591,Mangalia shipyard,Industrials,Commercial vehicles & trucks,Mangalia,1997,"Shipyard, part of Damen Group (Netherlands)"
2592,2592,Mega Image,Consumer services,Food retailers & wholesalers,Bucharest,1995,"Supermarkets, part of Delhaize Group (Belgium)"
2593,2593,Metrorex,Consumer services,Travel & tourism,Bucharest,1976,Passenger metro
2594,2594,Mobexpert,Consumer services,Specialty retailers,Bucharest,1993,Furniture retailer
2595,2595,Napolact,Consumer goods,Food products,Cluj-Napoca,1905,"Food processor, part of FrieslandCampina (Netherlands)"
2596,2596,Orange Romania,Telecommunications,Mobile telecommunications,Bucharest,1997,"Mobile network, founded as ""Dialog"". Part of Orange S.A. (France)"
2597,2597,Petrom,Oil & gas,Integrated oil & gas,Bucharest,1991,"Integrated oil and gas, part of OMV (Austria)"
2598,2598,Petromidia Refinery,Oil & gas,Exploration & production,Năvodari,1974,"Refinery, part of Rompetrol"
2599,2599,Poșta Română,Industrials,Delivery services,Bucharest,1862,Postal administration
2600,2600,Raiffeisen Romania,Financials,Banks,Bucharest,1998,"Bank, part of Raiffeisen Bank International (Austria)"
2601,2601,RCS & RDS,Telecommunications,Fixed line telecommunications,Bucharest,1993,Telecom
2602,2602,Realitatea-Cațavencu,Consumer services,Media agencies,Bucharest,2006,Print and broadcast
2603,2603,Regiotrans,Consumer services,Travel & tourism,Brașov,2005,Private passenger rail
2604,2604,Roman,Industrials,Commercial vehicles & trucks,Brașov,1921,Truck and bus manufacturer
2605,2605,Rompetrol,Oil & gas,Exploration & production,Bucharest,1974,Part of KMG International
2606,2606,Romstal,Industrials,Industrial suppliers,Bucharest,1994,Sanitary supplies
2607,2607,Romtelecom,Telecommunications,Fixed line telecommunications,Bucharest,1989,"Telecom, defunct 2014"
2608,2608,SIVECO Romania,Technology,Software,Bucharest,1992,Business software
2609,2609,Softpedia,Technology,Software,Bucharest,2001,Information software
2610,2610,Softwin,Technology,Software,Bucharest,1990,Anti-virus software
2611,2611,TAROM,Consumer services,Airlines,Otopeni,1954,Flag carrier
2612,2612,Tehnoton,Consumer goods,Consumer electronics,Iaşi,1972,Home electronics
2613,2613,Telekom Romania,Telecommunications,Fixed line telecommunications & mobile telecommunications,Bucharest,1991,"Founded as Romtelecom, part of Deutsche Telekom (Germany)"
2614,2614,Terapia Ranbaxy,Health care,Pharmaceuticals,Cluj-Napoca,1920,Pharma
2615,2615,Țiriac Holdings,Conglomerates,-,Bucharest,1990,"Financials, retail, real estate, media, construction"
2616,2616,Transferoviar Grup,Industrials,Railroads,Cluj-Napoca,2003,Railways
2617,2617,Trilulilu,Technology,Internet,Cluj-Napoca,2007,File sharing
2618,2618,Ubisoft Bucharest,Technology,Software,Bucharest,1992,"Game developer, part of Ubisoft (France)"
2619,2619,UPC Romania,Telecommunications,Fixed line telecommunications,Bucharest,1992,"Telecom, part of Liberty Global (US)"
2620,2620,Ursus Breweries,Consumer goods,Brewers,Bucharest,1878,"Brewery, part of Asahi Breweries (Japan)"
2621,2621,UTI Holdings,Conglomerates,-,Bucharest,1990,"Technology, construction, defense"
2622,2622,Vodafone Romania,Telecommunications,Mobile telecommunications,Bucharest,1997,"Founded as Connex GSM, part of Vodafone (UK)"
2623,2623,Zentiva,Health care,Pharmaceuticals,Bucharest,1962,"Pharma, part of Sanofi (France)"
2624,2624,Air Slovakia,Consumer services,Airlines,Bratislava,1993,"Airline, defunct 2010"
2625,2625,Cestné a Stavebné Mechanizmy Tisovec,Industrials,Defense,Detva,1955,Defense manufacturing
2626,2626,Doprastav,Industrials,Heavy construction,Bratislava[11],1953,Infrastructure construction
2627,2627,Elnec,Industrials,Electronic equipment,Prešov,1991,Commercial electronics
2628,2628,ESET,Technology,Computer services,Bratislava,1992,IT security
2629,2629,Glass LPS,Consumer goods,Durable household products,Medzilaborce,1999,Glass products
2630,2630,Istrobanka,Financials,Banks,Bratislava,1992,"Commercial bank, defunct 2009"
2631,2631,J&T Finance Group,Financials,Investment services,Bratislava,1993,Investments
2632,2632,JTRE,Real estate,Real estate management & development,Bratislava,1996,Real estate development
2633,2633,JJ Electronic,Industrials,Electrical components & equipment,Čadca,1993,Vacuum tubes
2634,2634,Komerční banka Bratislava,Financials,Banks,Bratislava,1995,Commercial bank
2635,2635,Matador,Consumer goods,Tires,Púchov,1947,"Tires, part of Continental AG (Germany)"
2636,2636,"OFZ, a.s., Istebné,",Basic materials,Iron & steel,Istebné,1999,Ferroalloys
2637,2637,Orange Slovensko,Telecommunications,Mobile telecommunications,Bratislava,1997,"Mobile network, part of Orange S.A. (France)"
2638,2638,Penta Investments,Financials,Investment services,Bratislava,1994,Investments
2639,2639,Poštová banka,Financials,Banks,Bratislava,1992,Commercial bank
2640,2640,Šariš Brewery,Consumer goods,Brewers,Veľký Šariš,1964,"Brewery, part of Asahi Breweries (Japan)"
2641,2641,Slovak Airlines,Consumer services,Airlines,Bratislava,1995,"Airline, defunct 2007"
2642,2642,Slovak Telekom,Telecommunications,Fixed line telecommunications,Bratislava,1999,"Telecom, part of Deutsche Telekom (Germany)"
2643,2643,Slovalco,Basic materials,Aluminum,Žiar nad Hronom,1993,Aluminum
2644,2644,Slovart Music,Consumer services,Broadcasting & entertainment,Bratislava,1993,Music publisher
2645,2645,Slovenská pošta,Industrials,Delivery services,Banská Bystrica,1993,State-owned post
2646,2646,Slovenská sporiteľňa,Financials,Banks,Bratislava,1819,"Commercial bank, part of Erste Group (Austria)"
2647,2647,Slovenské elektrárne,Utilities,Conventional electricity,Bratislava,1942[12],"Electric utility, part of Enel (Italy)"
2648,2648,Slovenský plynárenský priemysel,Oil & gas,Exploration & production,Bratislava,2006,Natural gas
2649,2649,Slovnaft,Oil & gas,Exploration & production,Bratislava,1949,"Oil refining, part of MOL Group (Hungary)"
2650,2650,Sygic,Technology,Software,Bratislava,2004,Off-line navigation
2651,2651,Tatra banka,Financials,Banks,Bratislava,1990,"Commercial bank, part of Raiffeisen Bank International (Austria)"
2652,2652,O2 Slovakia,Telecommunications,Mobile telecommunications,Bratislava,2006,"Mobile network, part of PPF (Netherlands)"
2653,2653,Topvar,Consumer goods,Brewers,Veľký Šariš,1957,"Brewery, part of Asahi Breweries (Japan)"
2654,2654,Transpetrol AS,Oil & gas,Pipelines,Bratislava,1954,Oil transport
2655,2655,U.S. Steel Košice,Basic materials,Iron & steel,Košice,2000,"Steel, part of U.S. Steel (US)"
2656,2656,Vagónka,Industrials,Commercial vehicles & trucks,Trebišov,1922,"Railway, shipping containers"
2657,2657,Železničná spoločnosť Slovensko,Industrials,Railroads,Bratislava,2004,State-owned railway
2658,2658,Zlatý Bažant,Consumer goods,Brewers,Hurbanovo,1969,"Brewery, part of Heineken International (Netherlands)"
2659,2659,Academa,Technology,Software,Ljubljana,1992,"Internet, software development"
2660,2660,Adria Airways,Consumer services,Airlines,Zgornji Brnik,1961,"National airline, defunct 2019"
2661,2661,Adria Mobil,Consumer goods,Automobiles,Novo Mesto,1965,Motorhomes
2662,2662,Akrapovič,Consumer goods,Automobiles,Ivančna Gorica,1990,Automotive
2663,2663,Alpina Žiri,Consumer goods,Footwear,Žiri,1948,Sport and fashion footwear
2664,2664,Amebis,Technology,Software,Kamnik,2012,Language technology
2665,2665,AMIS,Telecommunications,Fixed line telecommunications,Maribor,1995,Internet service provider
2666,2666,BTC,Consumer services,Broadline retailers,Ljubljana,1954,Retail complex
2667,2667,Elan,Consumer goods,Recreational products,Begunje na Gorenjskem,1945,Sports equipment
2668,2668,Goodyear Dunlop Sava Tires,Consumer goods,Automobiles,Kranj,1998,"Tires, part of Goodyear Tire and Rubber Company (US)"
2669,2669,Gorenje,Consumer goods,Durable household products,Velenje,1950,Household appliances and personal electronics
2670,2670,Iskra (company),Industrials,Diversified industrials,Kranj,1946,Defunct 1990
2671,2671,Istrabenz,Conglomerates,-,Koper,1948,"Food and beverage, financials, travel & leisure, energy"
2672,2672,Krka,Health care,Pharmaceuticals,Novo Mesto,1954,Pharmaceuticals
2673,2673,Litostroj,Industrials,Industrial machinery,Ljubljana,1946,Heavy machinery
2674,2674,Ljubljana Jože Pučnik Airport,Industrials,Transportation services,Ljubljana,1963,Airport
2675,2675,Mercator,Consumer services,Food retailers & wholesalers,Ljubljana,1949,Supermarkets
2676,2676,Mobitel,Telecommunications,Mobile telecommunications,Ljubljana,1991,Mobile provider
2677,2677,Petrol Group,Consumer services,Specialty retailers,Ljubljana,1947,Oil retailer
2678,2678,Port of Koper,Industrials,Transportation services,Koper,1957,Port
2679,2679,Post of Slovenia,Industrials,Delivery services,Maribor,1995,Postal service
2680,2680,Slovenian Railways,Industrials,Railroads,Ljubljana,1991,State railway
2681,2681,Slovenija ceste Tehnika,Industrials,Construction & materials,Ljubljana,1943,"Construction, civil engineering, defunct 2015"
2682,2682,Solinair,Consumer services,Airlines,Ljubljana,1991,"Airline, part of MNG Airlines (Turkey)"
2683,2683,Tomos,Consumer goods,Automobiles,Koper,1954,"Mopeds, motors, defunct 2019"
2684,2684,XLAB d.o.o,Technology,Software,Ljubljana,2001,Software development
2685,2685,ZootFly,Technology,Software,Ljubljana,2002,Video games
2686,2686,3scale,Technology,Software,Barcelona[3],2007,API management software
2687,2687,Abengoa,Conglomerates,-,Seville,1941,"Energy, telecommunications, transportation, environment"
2688,2688,Abertis,Conglomerates,-,Barcelona,2003,"Transportation, telecommunications, logistics"
2689,2689,Acciona,Industrials,Heavy construction,Alcobendas,1997,Construction
2690,2690,Acerinox,Basic materials,Iron & steel,Madrid,1970,Steel
2691,2691,ACS Group,Industrials,Heavy construction,Madrid,1997,Construction
2692,2692,Afinsa,Consumer services,Specialty retailers,Madrid,1980,"Collectibles, defunct"
2693,2693,Akamon Entertainment,Technology,Software,Barcelona,2011,Video game developer
2694,2694,Almirall,Health care,Pharmaceuticals,Barcelona,1943,Pharmaceutical
2695,2695,Amadeus IT Group,Technology,Software,Madrid,1987,Travel and tourism software
2696,2696,Astilleros y Talleres del Noroeste,Industrials,Shipbuilding,Fene,1944,"Shipbuilding, defunct 2004"
2697,2697,Atresmedia,Consumer services,Broadcasting & entertainment,San Sebastián de los Reyes,1988,Entertainment
2698,2698,Balay,Consumer goods,Durable household products,Zaragoza,1947,"Appliances, part of BSH Hausgeräte (Germany)"
2699,2699,Banco Bilbao Vizcaya Argentaria (BBVA),Financials,Banks,Bilbao,1857,Banking group
2700,2700,Banco Popular Español,Financials,Banks,Madrid,1926,Banking
2701,2701,Banco Sabadell,Financials,Banks,Sabadell,1881,Banking
