,Name,Industry,Sector,Headquarters,Founded
1773,Conforama,Consumer services,Retail,Saint-Priest,1967
1774,Crédit Foncier de France,Financials,Banks,Charenton-le-Pont,1852
1775,Crédit Lyonnais,Financials,Banks,Paris,1863
1776,Criteo,Technology,Internet,Paris,2005
1777,Danone,Consumer goods,Food products,Paris,1919
1778,Dassault Aviation,Industrials,Defense,Paris,1929
1779,Dassault Systèmes,Technology,Software,Vélizy-Villacoublay,1981
1780,Debacq & Cie,Consumer goods,Clothing & accessories,Paris,1812
1781,Decathlon,Consumer goods,Clothing & accessories,Villeneuve-d'Ascq,1976
1782,Dexia,Financials,Banks,Paris,1996
1783,Diptyque,Consumer goods,Personal products,Paris,1961
1784,Edenred,Industrials,Specialized consumer services,Paris,2010
1785,Éditions Philippe Amaury,Consumer services,Publishing,Boulogne-Billancourt,1944
1786,Eisenberg Paris,Consumer goods,Personal products,Paris,2000
1787,Électricité de France,Utilities,Conventional electricity,Paris,1946
1788,Elf Aquitaine,Oil & gas,Exploration & production,Courbevoie,1967
1789,Engie,Utilities,Electricity generation,La Défense,2008
1790,EssilorLuxottica,Health care,Health care equipment,Charenton-le-Pont,1849
1791,Eutelsat,Telecommunications,Mobile telecommunications,Paris,1977
1792,Fnac,Consumer services,Specialty retailers,Ivry-sur-Seine,1954
1793,Framatome,Nuclear industries,Nuclear engineering,Courbevoie,1958
1794,Free,Telecommunications,Fixed line telecommunications,Paris,1999
1795,Galeries Lafayette,Consumer services,Broadline retailers,Paris,1912
1796,Gameloft,Technology,Software,Paris,2000
1797,Gandi,Technology,Internet,Paris,1999
1798,Gaumont,Consumer services,Broadcasting & entertainment,Neuilly-sur-Seine,1895
1799,Genset,Health care,Biotechnology,Paris,1989
1800,Getlink,Industrials,Transportation services,Paris,1986
1801,Groupe BPCE,Financials,Banks,Paris,2009
1802,Groupe Bull,Technology,Computer hardware,Les Clayes-sous-Bois,1931
1803,Groupe Casino,Consumer services,Broadline retailer,Saint-Étienne,1898
1804,Hachette,Consumer services,Publishing,Paris,1826
1805,Hachette Filipacchi Médias,Consumer services,Publishing,Paris,1826
1806,Havas,Consumer services,Media agencies,Paris,1968
1807,Hermès,Consumer goods,Clothing & accessories,Paris,1837
1808,Hutchinson SA,Industrials,Diversified industrials,Paris,1853
1809,Iliad SA,Telecommunications,Fixed line telecommunications,Paris,1990
1810,JCDecaux,Industrials,Electronic equipment,Neuilly-sur-Seine,1964
1811,Keolis,Consumer services,Travel & tourism,Paris,2001
1812,Kering,Consumer goods,Clothing & accessories,Paris,1963
1813,La Poste,Industrials,Delivery services,Paris,1991
1814,Laboratoires Pierre Fabre,Health care,Pharmaceuticals,Paris,1951
1815,Lacoste,Consumer goods,Clothing & accessories,Troyes,1933
1816,Lactalis,Consumer goods,Food products,Laval,1933
1817,Lafarge,Industrials,Building materials & fixtures,Paris,1833
1818,Lafuma,Consumer goods,Recreational products,Paris,1930
1819,Lagardère Group,Consumer services,Broadcasting & entertainment,Paris,1922
1820,Lancôme,Consumer goods,Personal products,Paris,1935
1821,Le Coq Sportif,Consumer goods,Clothing & accessories,Entzheim,1882
1822,Le Zèbre,Consumer goods,Automobiles,Suresnes,1907
1823,L'Oréal,Consumer goods,Personal products,Clichy,1909
1824,Louis Vuitton,Consumer goods,Clothing & accessories,Paris,1854
1825,LVMH,Consumer goods,Clothing & accessories,Paris,1987
1826,Mandriva,Technology,Software,Paris,1995
1827,Manuloc,Industrials,Logistics,Metz,1964
1828,Maritima Ferries,Industrials,Marine transportation,Marseille,1969
1829,Matra Marconi Space,Industrials,Aerospace,Toulouse,1996
1830,Matra,Consumer goods,Automobiles,Romorantin-Lanthenay,1964
1831,Mavic,Consumer goods,Recreational products,Annecy,1889
1832,MC2 France,Technology,Software,Montrouge,1985
1833,Michelin,Consumer goods,Tires,Clermont-Ferrand,1889
1834,Microïds,Technology,Software,Montreuil,1984
1835,Montagut,Consumer goods,Clothing & accessories,Saint-Sauveur-de-Montagut,1880
1836,MoonScoop Group,Consumer services,Broadcasting & entertainment,Paris,2003
1837,Naval Group,Industrials,Defense,Paris,1631
1838,NicOx,Health care,Pharmaceuticals,Valbonne,1996
1839,Norauto,Consumer goods,Auto parts,Lesquin,1970
1840,Orange S.A.,Telecommunications,Mobile telecommunications,Paris,1988
1841,Orano,Nuclear industries,Nuclear cycle,Courbevoie,2017
1842,Oxbow,Consumer goods,Recreational products,Mérignac,1985
1843,Parrot SA,Industrials,Diversified industrials,Paris,1994
1844,Pathé,Consumer services,Broadcasting & entertainment,Paris,1896
1845,Pentalog,Industrials,Business support services,Orléans,1993
1846,Pernod Ricard,Consumer goods,Distillers & vintners,Paris,1975
1847,Peugeot,Consumer goods,Automobiles,Rueil-Malmaison,1810
1848,PSA Group,Consumer goods,Automobiles,Rueil-Malmaison,1976
1849,Publicis,Industrials,Business support services,Paris,1926
1850,Quantic Dream,Technology,Software,Paris,1997
1851,RATP Group,Consumer services,Travel & tourism,Paris,1948
1852,Renault,Consumer goods,Automobiles,Boulogne-Billancourt,1899
1853,Rexel,Industrials,Electrical components & equipment,Paris,1967
1854,Rhodia,Basic materials,Specialty chemicals,La Défense,1998
1855,Rhône-Poulenc,Basic materials,Specialty chemicals,Paris,1928
1856,Safran,Industrials,Aerospace,Paris,2005
1857,SAGEM,Technology,Telecommunications equipment,Paris,1924
1858,Saint-Gobain,Industrials,Building materials & fixtures,La Défense,1665
1859,Salomon Group,Consumer goods,Recreational products,Épagny-Metz-Tessy,1947
1860,Sanofi,Health care,Pharmaceuticals,Paris,2004
1861,Schneider Electric,Industrials,Electrical components & equipment,Rueil-Malmaison,1836
1862,SDV International Logistics,Industrials,Delivery services,Puteaux,1885
1863,Sephora,Consumer services,Specialty retailers,Paris,1969
1864,Servier,Health care,Pharmaceuticals,Suresnes,1954
1865,SFR,Telecommunications,Fixed line telecommunications,Paris,1987
1866,Sigfox,Technology,Telecommunications equipment,Labège,2009
1867,SNCF,Consumer services,Travel & tourism,Saint-Denis,1938
1868,Snecma,Industrials,Aerospace,Courcouronnes,1945
1869,Société Bic,Consumer goods,Nondurable household products,Clichy,1945
1870,Société Générale,Financials,Banks,La Défense,1864
1871,Sodexo,Industrials,Specialized consumer services,Issy-les-Moulineaux,1966
1872,Sogeti,Technology,Software,Paris,2002
1873,Sopra Steria,Technology,Software,Annecy,1968
1874,Suez,Utilities,Multiutilities,Paris,1997
1875,Technicolor SA,Consumer services,Broadcasting & entertainment,Issy-les-Moulineaux,1893
1876,Technip,Industrials,Business support services,Paris,1958
1877,TF1 Group,Consumer services,Broadcasting & entertainment,Boulogne-Billancourt,1987
1878,Thales Group,Industrials,Aerospace,La Défense,2000
1879,Thomson-CSF,Industrials,Defense,Paris,1879
1880,TotalEnergies,Oil & gas,Integrated oil & gas,Courbevoie,1924
1881,Ubisoft,Technology,Software,Rennes,1986
1882,Veolia,Utilities,Water,Paris,1853
1883,Vinci SA,Industrials,Heavy construction,Rueil-Malmaison,1899
1884,Vivendi,Consumer services,Broadcasting & entertainment,Paris,1853
1885,Waterman,Consumer goods,Nondurable household products,Paris,1884
1886,Yoplait,Consumer goods,Food products,Boulogne-Billancourt,1965
1887,Ahlstrom,Basic materials,Basic resources,Helsinki,1851
1888,Aktia Bank,Financials,Banks,Helsinki,1991
1889,Alko,Consumer services,Specialty retailers,Helsinki,1932
1890,Alma Media,Consumer services,Publishing,Helsinki,1849
1891,Altia,Consumer goods,Distillers & vintners,Helsinki,1999
1892,Amer Sports,Consumer goods,Recreational products,Helsinki,1950
1893,Bank of Åland,Financials,Banks,Mariehamn,1919
1894,Basware,Technology,Software,Espoo,1985
1895,Bittium,Consumer goods,Consumer electronics,Oulu,1985
1896,Cargotec,Industrials,Transportation services,Helsinki,2005
1897,Codenomicon,Technology,Software,Oulu,2001
1898,DNA Oyj,Telecommunications,Mobile telecommunications,Helsinki,2000
1899,Eckerö Line,Industrials,Marine transportation,Helsinki,1995
1900,EKS,Consumer goods,Consumer electronics,Espoo,1955
1901,Elisa,Telecommunications,Fixed line telecommunications,Helsinki,1882
1902,Fazer,Consumer services,Restaurants & bars,Helsinki,1891
1903,Fingrid,Utilities,Conventional electricity,Helsinki,1996
1904,Finnair,Consumer services,Airlines,Vantaa,1923
1905,Finnlines,Industrials,Marine transportation,Helsinki,1947
1906,Fiskars,Consumer goods,Durable household products,Helsinki,1649
1907,Fortum,Utilities,Alternative electricity,Espoo,1998
1908,F-Secure,Technology,Software,Helsinki,1988
1909,Hartwall,Consumer goods,Soft drinks,Helsinki,1836
1910,Hesburger,Consumer services,Retail,Turku,1966
1911,HKScan,Consumer goods,Restaurants & bars,Turku,1913
1912,Holvi,Financials,Banking,Helsinki,2011
1913,Huhtamäki,Industrials,Containers & packaging,Espoo,1920
1914,Kemira,Basic materials,Specialty chemicals,Helsinki,1920
1915,Kemppi,Industrials,Business support services,Lahti,1949
1916,Kesko,Consumer services,Broadline retailers,Helsinki,1940
1917,Kone,Industrials,Industrial machinery,Helsinki,1910
1918,Konecranes,Industrials,Industrial machinery,Hyvinkää,1994
1919,Kotipizza,Consumer services,Restaurants & bars,Helsinki,1987
1920,Lemminkäinen Group,Industrials,Heavy construction,Helsinki,1910
1921,Marimekko,Consumer goods,Clothing & accessories,Helsinki,1951
1922,Metsä Group,Basic materials,Paper,Helsinki,1947
1923,Metso,Industrials,Business support services,Helsinki,1999
1924,Neste,Oil & gas,Exploration & production,Espoo,1948
1925,Nokia,Industrials,Telecommunications equipment,Espoo,1865
1926,Nokia Networks,Technology,Telecommunications equipment,Espoo,2007
1927,Nokian Jalkineet,Consumer goods,Footwear,Helsinki,1898
1928,Nokian Tyres,Consumer goods,Automobiles,Nokia,1932
1929,Olvi,Consumer goods,Soft drinks,Helsinki,1878
1930,OP Financial Group,Financials,Financial services,Helsinki,1891
1931,Orion Corporation,Health care,Pharmaceuticals,Espoo,1917
1932,Outokumpu,Basic materials,Iron & steel,Helsinki,1932
1933,Outotec,Industrials,Business support services,Espoo,2006
1934,Patria,Industrials,Defense,Helsinki,1997
1935,Planmeca,Health care,Medical equipment,Helsinki,1971
1936,Pohjolan Voima,Utilities,Alternative electricity,Helsinki,1943
1937,Polar Electro,Consumer goods,Recreational products,Kempele,1977
1938,Ponsse Corporation,Industrials,Commercial vehicles & trucks,Vieremä,1970
1939,Posiva,Industrials,Waste & disposal services,Eurajoki,1995
1940,Posti Group,Logistics,Delivery services,Helsinki,1638
1941,Pöyry,Industrials,Business support services,Vantaa,1958
1942,Process Vision,Technology,Business support services,Helsinki,1993
1943,Raisio Group,Consumer goods,Food products,Raisio,1939
1944,Rautaruukki,Industrials,Building materials & fixtures,Helsinki,1960
1945,Rovio Entertainment,Technology,Software,Espoo,2003
1946,S Group,Consumer services,Hotels,Helsinki,1904
1947,Sampo Group,Financials,Full line insurance,Helsinki,1909
1948,Sanoma,Consumer services,Publishing,Helsinki,1999
1949,Silja Line,Industrials,Marine transportation,Helsinki,1957
1950,Sisu Auto,Industrials,Commercial vehicles & trucks,Helsinki,1931
1951,Solidium,Financials,Investment services,Helsinki,2008
1952,SSH Communications Security,Technology,Software,Helsinki,1995
1953,St1,Oil & gas,Exploration & production,Helsinki,1995
1954,Stenfors,Industrials,Heavy construction,Oulu,1969
1955,Stockmann,Consumer services,Broadline retailers,Helsinki,1862
1956,Stonesoft Corporation,Technology,Software,Helsinki,1990
1957,Stora Enso,Basic materials,Paper,Helsinki,1998
1958,Suominen Corporation,Consumer goods,Clothing & accessories,Helsinki,1898
1959,Supercell,Technology,Software,Helsinki,2010
1960,Suunto,Consumer goods,Recreational services,Vantaa,1936
1961,Talvivaara Mining Company,Basic materials,Nonferrous metals,Espoo,2004
1962,Tieto,Technology,Software,Helsinki,1968
1963,Tikkurila,Basic materials,Commodity chemicals,Vantaa,1862
1964,UPM-Kymmene,Basic materials,Paper,Helsinki,1996
1965,Vacon,Industrials,Electrical components & equipment,Vaasa,1993
1966,Vaisala,Technology,Software,Vantaa,1936
1967,Valio,Consumer goods,Food products,Helsinki,1905
1968,Valmet Automotive,Consumer goods,Automobiles,Uusikaupunki,1968
1969,Valmet,Industrials,Industrial machinery,Espoo,2013
1970,Valtra,Industrials,Commercial vehicles & trucks,Äänekoski,1951
1971,Verkkokauppa.com,Consumer services,Broadline retailers,Helsinki,1992
1972,Viking Line,Industrials,Marine transportation,Mariehamn,1963
1973,VR,Industrials,Railroads,Helsinki,1862
1974,Wärtsilä,Industrials,Electronic equipment,Helsinki,1834
1975,A. Le Coq,Consumer goods,Brewers,Tartu,1807
1976,Airest,Consumer services,Airlines,Tallinn,2002
1977,Alexela,Oil & gas,Exploration & production,Tallinn,1990
1978,Aqris,Technology,Software,Tallinn,1999
1979,AS Starman,Telecommunications,Fixed line telecommunications,Tallinn,1992
1980,Avies,Consumer services,Airlines,Tallinn,1991
1981,Baltika Group,Consumer services,Apparel retailers,Tallinn,1928
1982,BLRT Grupp,Industrials,Commercial vehicles & trucks,Tallinn,1912
1983,Bolt,Technology,Transportation,Tallinn,2013
1984,Copterline,Consumer services,Airlines,Tallinn,2010
1985,Eesti Energia,Utilities,Conventional electricity,Tallinn,1939
1986,Eesti Gaas,Utilities,Gas distribution,Tallinn,1990
1987,Eesti Raudtee,Industrials,Railroads,Tallinn,1992
1988,Elering,Utilities,Conventional electricity,Tallinn,1998
1989,Elron,Consumer services,Travel & tourism,Tallinn,1998
1990,Enefit Kaevandused,Basic materials,General mining,Jõhvi,1945
1991,Enefit Solutions,Industrials,Business support services,Jõhvi,1959
1992,Enimex,Consumer services,Airlines,Tallinn,1994
1993,EstDomains,Technology,Internet,Tartu,?
1994,Estonia Piano Factory,Consumer goods,Recreational products,Tallinn,1950
1995,Estonian Record Productions,Consumer services,Broadcasting & entertainment,Tallinn,2001
1996,Fortumo,Financials,Financial services,Tartu,2007
1997,GoRail,Consumer services,Travel & tourism,Tallinn,1998
1998,Kalev,Consumer goods,Food products,Lehmja,1806
1999,Liviko,Consumer goods,Distillers & vintners,Tallinn,1898
2000,Moonwalk Records,Consumer services,Broadcasting & entertainment,Tallinn,2005
2001,Narva Oil Plant,Oil & gas,Exploration & production,Auvere,1980
2002,Nortal,Technology,Software,Tallinn,2000
2003,Olerex,Consumer services,Specialty retailers,Tartu,1994
2004,Omniva,Logistics,Delivery services,Tallinn,1638
2005,Publishing House ERSEN,Consumer services,Publishing,Tallinn,?
2006,Quattromed,Health care,Biotechnology,Tartu,1999
2007,Rakvere Lihakombinaat,Consumer goods,Food products,Roodevälja,1890
2008,Saaremaa Shipping Company,Industrials,Marine transportation,Kuressaare,1992
2009,Saku Brewery,Consumer goods,Brewers,Saku,1820
2010,SEB Pank,Financials,Banks,Tallinn,2008
2011,Selver,Consumer services,Food retailers & wholesalers,Tallinn,1995
2012,Sky Media Group,Consumer services,Broadcasting & entertainment,Tallinn,1995
2013,SmartPost,Industrials,Delivery services,Tallinn,2006
2014,STV,Consumer services,Broadcasting & entertainment,Tallinn,1991
2015,Tallink,Industrials,Marine transportation,Tallinn,1989
2016,Tallinna Linnatranspordi AS,Consumer services,Travel & tourism,Tallinn,1991
2017,Tänapäev,Consumer services,Publishing,Tallinn,1999
2018,Tartu Mill,Consumer goods,Food products,Tartu,2000
2019,Telia Eesti,Telecommunications,Fixed line telecommunications,Tallinn,1993
2020,Tondi Elektroonika,Industrials,Electronic equipment,Tallinn,1959
2021,TopTen,Consumer services,Broadcasting & entertainment,Tallinn,?
2022,Ülemiste Keskus,Consumer services,Broadline retailers,Tallinn,?
2023,Varrak,Consumer services,Publishing,Tallinn,1991
2024,Viru Keemia Grupp,Oil & gas,Exploration & production,Kohtla-Järve,1924
2025,VKG Elektrivõrgud,Utilities,Conventional electricity,Narva,1993
2026,ZeroTurnaround,Technology,Software,Tartu,2007
2027,Alectia,Industrials,Business support services,Virum,1912
2028,ALK-Abelló,Health care,Pharmaceuticals,Hørsholm,1923
2029,Aller Media,Consumer services,Publishing,Copenhagen,1873
2030,Alm. Brand,Financials,Full line insurance,Copenhagen,1792
2031,Ambu,Health care,Medical equipment,Copenhagen,1937
2032,Arkitema Architects,Industrials,Business support services,Aarhus,1969
2033,Arla Foods,Consumer goods,Food products,Viby J,2000
2034,Arp-Hansen Hotel Group,Consumer services,Hotels,Copenhagen,1959
2035,Bang & Olufsen,Consumer goods,Consumer electronics,Struer,1925
2036,Bestseller A/S,Consumer goods,Clothing & accessories,Brande,1975
2037,Bjarke Ingels Group,Industrials,Business support services,Copenhagen,2005
2038,BoConcept,Consumer services,Specialty retailers,Herning,1952
2039,Brødrene Hartmann,Industrials,Containers & packaging,Gentofte,1917
2040,C. F. Møller Architects,Industrials,Business support services,Aarhus,1922
2041,Carlsberg Group,Consumer goods,Brewers,Copenhagen,1847
2042,Cembrit,Industrials,Building materials & fixtures,Aalborg,1927
2043,Chr. Hansen,Consumer goods,Food products,Hørsholm,1874
2044,COBE Architects,Industrials,Business support services,Copenhagen,2005
2045,Coloplast,Health care,Medical equipment,Fredensborg,1957
2046,Coop amba,Consumer services,Food retailers & wholesalers,Copenhagen,1896
2047,Copenhagen Airport,Industrials,Transportation services,Copenhagen,1925
2048,Co-Ro Food,Consumer goods,Food products,Frederikssund,1942
2049,COWEX,Technology,Software,Gentofte,1992
2050,COWI A/S,Industrials,Business support services,Kongens Lyngby,1930
2051,Daloon,Consumer goods,Food products,Nyborg,1960
2052,D/S Norden,Industrials,Marine transportation,Hellerup,1871
2053,Dampskibsselskabet Torm,Industrials,Marine transportation,Copenhagen,1889
2054,Danfoss,Industrials,Industrial machinery,Nordborg,1933
2055,Danisco,Health care,Biotechnology,Copenhagen,1989
2056,Danish Agro,Industrials,Industrial machinery,Karise,1901
2057,Danish Crown AmbA,Consumer goods,Food products,Randers,1998
2058,Dansk Supermarked,Consumer services,Broadline retailers,Højbjerg,1964
2059,Danske Bank,Financials,Banks,Copenhagen,1871
2060,Dantherm,Industrials,Industrial machinery,Skive,1958
2061,DFDS,Industrials,Marine transportation,Copenhagen,1866
2062,Dissing+Weitling,Industrials,Business support services,Copenhagen,1971
2063,DLF,Consumer goods,Farming & fishing,Roskilde,1906
2064,DSB,Industrials,Railroads,Copenhagen,1885
2065,DSV,Industrials,Delivery services,Hedehusene,1976
2066,DT Group,Industrials,Building materials & fixtures,Copenhagen,1896
2067,ECCO,Consumer goods,Footwear,Bredebro,1963
2068,Egmont Group,Consumer services,Publishing,Copenhagen,1878
2069,Falck,Health care,Health care providers,Copenhagen,1906
2070,FLSmidth,Industrials,Industrial machinery,Copenhagen,1882
2071,Flying Tiger Copenhagen,Consumer services,Braodline retailers,Copenhagen,1995
2072,Foss A/S,Industrials,Business support services,Hillerød,1956
2073,Global Risk Management,Industrials,Business support services,Middelfart,2004
2074,GN Store Nord,Health care,Health care providers,Ballerup,1869
2075,Grundfos,Industrials,Industrial machinery,Bjerringbro,1945
2076,Gryphon Audio Designs,Consumer goods,Consumer electronics,Ry,1985
2077,Haldor Topsoe,Basic materials,Specialty chemicals,Copenhagen,1940
2078,Hempel Group,Basic materials,Specialty chemicals,Lyngby-Taarbæk,1915
2079,Henning Larsen Architects,Industrials,Business support services,Copenhagen,1959
2080,House of Amber,Consumer goods,Clothing & accessories,Copenhagen,1933
2081,Hummel,Consumer goods,Clothing & accessories,Aarhus,1923
2082,IC Group,Consumer goods,Clothing & accessories,Copenhagen,2001
2083,IO Interactive,Technology,Software,Copenhagen,1990
2084,ISS A/S,Industrials,Business support services,Copenhagen,1901
2085,Jet Time,Consumer services,Airlines,Copenhagen,2006
2086,Jorgensen Engineering,Industrials,Business support services,Odense,1933
2087,Jysk,Consumer services,Specialty retailers,Aarhus,1979
2088,Jyske Bank,Financials,Banks,Silkeborg,1967
2089,Kemp & Lauritzen,Industrials,Business support services,Copenhagen,1882
2090,Kopenhagen Fur,Consumer goods,Clothing & accessories,Copenhagen,1930
2091,LastObject,Consumer goods,Personal products,Copenhagen,2016
2092,Leo Pharma,Health care,Pharmaceuticals,Copenhagen,1908
2093,LM Glasfiber,Industrials,Industrial machinery,Lunderskov,1940
2094,Louis Poulsen,Industrials,Building materials & fixtures,Copenhagen,1874
2095,Lundbeck,Health care,Pharmaceuticals,Copenhagen,1915
2096,Lundgaard & Tranberg,Industrials,Business support services,Copenhagen,1983
2097,Maersk,Conglomerates,Ocean and inland freight transportation,Copenhagen,1904
2098,Martin Professional,Industrials,Building materials & fixtures,Aarhus,1987
2099,Matas,Consumer services,Drug retailers,Allerød,1949
2100,Netcompany,Technology,Software,Copenhagen,1999
2101,NKT Holding,Conglomerates,-,Copenhagen,1891
2102,NNIT,Technology,Software,Gladsaxe,1994
2103,Nordic Adult Entertainment,Consumer goods,Recreational products,Copenhagen,1972
2104,Nordisk Film,Consumer services,Broadcasting & entertainment,Copenhagen,1906
2105,North Media,Consumer services,Publishing,Gladsaxe,1978
2106,North Sea Capital,Financials,Financial services,Copenhagen,2001
2107,Novo Nordisk,Health care,Pharmaceuticals,Copenhagen,1923
2108,Novozymes,Health care,Biotechnology,Copenhagen,2000
2109,Nykredit,Financials,Financial services,Copenhagen,1985
2110,Ørsted,Utilities,Conventional electricity,Fredericia,2006
2111,Parken Sport & Entertainment,Consumer services,Recreational services,Copenhagen,1992
2112,Pharma Nord,Health care,Pharmaceuticals,Vejle,1981
2113,Pharmacosmos,Health care,Pharmaceuticals,Holbæk,1965
2114,Phase One,Consumer goods,Recreational products,Copenhagen,1993
2115,Plesner,Industrials,Business support services,Copenhagen,1918
2116,Post Danmark,Industrials,Delivery services,Copenhagen,1624
2117,Ramboll,Industrials,Business support services,Copenhagen,1945
2118,Roskilde Forsyning,Utilities,Conventional electricity,Roskilde,2000
2119,Royal Copenhagen,Consumer goods,Durable household products,Copenhagen,1775
2120,Royal Unibrew,Consumer goods,Brewers,Faxe,1989
2121,Sampension,Financials,Asset managers,Copenhagen,1945
2122,Santa Fe Group,Industrials,Logistics,Copenhagen,1897
2123,Saxo Bank,Financials,Banks,Copenhagen,1992
2124,Scandinavian Tobacco Group,Consumer goods,Tobacco,Copenhagen,1961
2125,Schmidt Hammer Lassen,Industrials,Business support services,Copenhagen,1986
2126,Select Sport,Consumer goods,Recreational products,Copenhagen,1947
2127,Simonsen & Weel,Health care,Medical equipment,Vallensbæk,1817
2128,STYLEPIT,Consumer services,Apparel retailers,Copenhagen,2000
2129,Stibo,Technology,Enterprise software,Århus,1794
2130,TDC A/S,Telecommunications,Fixed line telecommunications,Copenhagen,1879
2131,Terma A/S,Industrials,Aerospace,Lystrup,1949
2132,The Lego Group,Consumer goods,Toys,Billund,1932
2133,Thorco Shipping,Industrials,Marine transportation,Copenhagen,2003
2134,Tuborg Brewery,Consumer goods,Brewers,Fredericia,1873
2135,United Shipping & Trading Company,Industrials,Marine transportation,Middelfart,1876
2136,VELUX,Industrials,Building materials & fixtures,Hørsholm,1941
2137,Vestas,Industrials,Industrial machinery,Aarhus,1945
2138,Welltec,Oil & gas,Oil equipment & services,Allerød,1994
2139,Widex,Health care,Medical equipment,Lynge,1956
2140,William Demant,Health care,Health care providers,Ledøje-Smørum,1904
2141,Zentropa,Consumer services,Broadcasting & entertainment,Hvidovre,1992
2142,Aero Vodochody,Industrials,Aerospace,Odolena Voda,1919
2143,Ahold Czech Republic,Consumer services,Food retailers & wholesalers,Prague,1991
2144,ASIX s.r.o.,Industrials,Electronic equipment,Prague,1991
2145,Avast,Technology,Software,Prague,1988
2146,Barrandov Studios,Consumer services,Broadcasting & entertainment,Prague,1921
2147,Budweiser Bier Bürgerbräu,Consumer goods,Brewers,České Budějovice,1795
2148,Budweiser Budvar Brewery,Consumer goods,Brewers,České Budějovice,1785
2149,Česká pošta,Industrials,Delivery services,Prague,1918
2150,Česká spořitelna,Financials,Banks,Prague,1825
2151,Česká zbrojovka firearms,Industrials,Defense,Uherský Brod,1936
2152,České dráhy,Industrials,Railroads,Prague,2003
2153,České Radiokomunikace,Telecommunications,Fixed line telecommunications,Prague,1963
2154,Československá obchodní banka,Financials,Banks,Prague,1964
2155,CETIN,Telecommunications,Fixed line telecommunications,Prague,2015
2156,Cinema City Czech Republic,Consumer services,Recreational services,Prague,1999
2157,ČKD,Industrials,Commercial vehicles & trucks,Prague,1927
2158,CS Link,Telecommunications,Mobile telecommunications,Prague,2006
2159,Czech Airlines,Consumer services,Airlines,Prague,1923
2160,Czech National Bank,Financials,Banks,Prague,1919
2161,Dominant CZ,Consumer goods,Farming & fishing,Studenec,1989
2162,Indies Records,Consumer services,Broadcasting & entertainment,Brno,1990
2163,Jablotron,Consumer goods,Consumer electronics,Jablonec nad Nisou,1990
2164,Jan Becher,Consumer goods,Distillers & vintners,Karlovy Vary,1807
2165,Jihostroj,Industrials,Aerospace,Velešín,1919
2166,Josef Lidl,Consumer goods,Recreational products,Brno,1892
2167,Kaden models,Consumer goods,Toys,Nový Hrádek,1950
2168,Kenvelo,Consumer services,Apparel retailers,Prague,1991
2169,Kofola,Consumer goods,Soft drinks,Ostrava,1960
2170,Komerční banka,Financials,Banks,Prague,1990
2171,LEO Express,Industrials,Railroads,Prague,2010
2172,LIAZ,Industrials,Commercial vehicles & trucks,Jablonec nad Nisou,1951
2173,Mafra,Consumer services,Publishing,Prague,1992
2174,Meopta,Industrials,Electronic equipment,Přerov,1933
2175,Metrostav,Industrials,Heavy construction,Prague,1971
2176,Moser,Consumer goods,Furnishings,Karlovy Vary,1857
2177,O2 Czech Republic,Telecommunications,Telecommunications,Prague,2006
2178,OKD,Basic materials,Coal,Ostrava,1952
2179,Petrof,Consumer goods,Recreational products,Hradec Králové,1864
2180,Pilsner Urquell Brewery,Consumer goods,Brewers,Plzeň,1842
2181,Preciosa,Consumer goods,Furnishings,Jablonec nad Nisou,1948
2182,Racom,Consumer goods,Consumer electronics,Nové Město na Moravě,1989
2183,Red Hat Czech,Technology,Software,Brno,2006
2184,Royal Brewery of Krušovice,Consumer goods,Brewers,Krušovice,1581
2185,Rudolf Kämpf,Consumer goods,Furnishings,Nové Sedlo,1907
2186,Škoda Transportation,Industrials,Commercial vehicles & trucks,Plzeň,1995
2187,Škoda Works,Industrials,Diversified industrials,Plzeň,1859
2188,Skylink,Telecommunications,Mobile telecommunications,Prague,2007
2189,Student Agency,Consumer services,Travel & tourism,Brno,1996
2190,Supraphon,Consumer services,Broadcasting & entertainment,Prague,1932
2191,Tatra,Industrials,Commercial vehicles & trucks,Kopřivnice,1850
2192,Telekom Austria Czech Republic,Telecommunications,Fixed line telecommunications,Prague,1995
2193,Toyota Peugeot Citroën Automobile Czech,Consumer goods,Automobiles,Kolín,2002
2194,Trinec Iron and Steel Works,Basic materials,Iron & steel,Třinec,1836
2195,UniCredit Bank Czech Republic and Slovakia,Financials,Banks,Prague,2006
2196,Via Chem Group,Basic materials,Specialty chemicals,České Budějovice,2002
2197,Vodafone Czech Republic,Telecommunications,Mobile telecommunications,Prague,1982
2198,Walter Aircraft Engines,Industrials,Industrial machinery,Prague,1911
2199,Zetor,Industrials,Commercial vehicles & trucks,Brno,1946
2200,Živnostenská banka,Financials,Banks,Prague,1868
2201,AC Omonia,Consumer services,Sports,Nicosia,1948
2202,AEK Larnaca FC,Consumer services,Sports,Larnaca,1994
2203,AEL F.C.,Consumer services,Sports,Limassol,1930
2204,Allbiz,Industrials,Business support services,Nicosia,1999
2205,Anorthosis F.C.,Consumer services,Sports,Larnaca,1911
2206,APOEL B.C.,Consumer services,Sports,Nicosia,1947
2207,APOEL FC,Consumer services,Sports,Nicosia,1926
2208,APOEL V.C.,Consumer services,Sports,Nicosia,1928
2209,Apollon Limassol,Consumer services,Sports,Limassol,1954
2210,Armida Publications,Consumer services,Publishing,Nicosia,1997
2211,ASBIS,Technology,Computer hardware,Limassol,1990
