00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
usa,usa,india,usa,usa,usa,usa
canada,usa,canada,usa,usa,india,china
israel,usa,usa,usa,germany,canada,india
hong kong,usa,germany,australia,switzerland,usa,spain
denmark,usa,usa,indonesia,norway,usa,finland
taiwan,australia,sweden,india,usa,usa,israel
,usa,malaysia,germany,usa,usa,malaysia
india,usa,usa,switzerland,usa,uk,usa
ireland,usa,usa,usa,usa,usa,australia
usa,usa,usa,usa,usa,china,usa
usa,usa,india,usa,india,india,usa
uk,usa,usa,finland,canada,mania,canada
usa,usa,usa,usa,india,usa,germany
usa,finland,usa,usa,usa,usa,canada
canada,usa,usa,usa,india,taiwan,usa
usa,canada,finland,usa,singapore,usa,usa
france,poland,india,usa,usa,china,usa
usa,usa,usa,usa,japan,usa,india
usa,usa,usa,usa,usa,israel,india
singapore,switzerland,usa,usa,usa,india,usa
brazil,china,usa,norway,usa,india,usa
usa,malaysia,usa,india,germany,india,poland
saudi arabia,usa,usa,usa,uk,usa,usa
usa,usa,usa,usa,usa,usa,usa
usa,usa,usa,usa,japan,belgium,usa
japan,canada,usa,usa,usa,china,usa
australia,canada,usa,usa,sweden,canada,usa
uk,poland,usa,usa,japan,usa,usa
india,usa,usa,usa,usa,usa,usa
usa,usa,finland,usa,india,germany,canada
usa,usa,uk,usa,brazil,indonesia,india
usa,poland,usa,usa,usa,usa,usa
canada,usa,usa,usa,switzerland,germany,india
usa,usa,usa,usa,france,usa,india
switzerland,usa,usa,usa,australia,usa,usa
usa,usa,brazil,usa,sweden,india,usa
usa,usa,usa,usa,bermuda,usa,belgium
switzerland,south-africa,india,indonesia,usa,usa,usa
usa,usa,india,usa,switzerland,usa,india
uk,usa,usa,usa,australia,india,poland
south korea,china,usa,finland,hungary,brazil,usa
,usa,israel,usa,usa,usa,usa
new zealand,usa,usa,india,usa,usa,usa
usa,usa,india,luxembourg,usa,usa,usa
uk,usa,taiwan,usa,usa,usa,usa
usa,usa,usa,usa,chile,brazil,usa
india,china,usa,usa,south africa,usa,usa
india,usa,india,usa,uk,usa,usa
usa,usa,australia,germany,new zealand,israel,usa
usa,usa,india,brazil,japan,usa,usa
usa,usa,usa,uk,usa,india,usa
germany,usa,usa,canada,france,canada,usa
usa,usa,india,usa,usa,usa,usa
switzerland,poland,usa,usa,uk,usa,usa
japan,usa,usa,usa,usa,usa,indonesia
germany,canada,usa,usa,usa,china,usa
germany,usa,usa,israel,usa,germany,usa
india,usa,usa,usa,usa,finland,usa
usa,usa,usa,usa,usa,usa,usa
australia,usa,china,usa,italy,india,india
uk,usa,usa,ireland,usa,uk,usa
usa,ireland,usa,germany,ireland,usa,usa
india,usa,brazil,australia,turkey,usa,india
germany,canada,usa,usa,taiwan,finland,usa
india,usa,usa,poland,uk,usa,usa
south africa,none,denmark,usa,china,usa,usa
finland,canada,usa,denmark,uk,usa,brazil
sweden,israel,usa,india,singapore,usa,usa
india,israel,usa,china,usa,poland,israel
usa,australia,usa,usa,usa,india,usa
canada,usa,usa,usa,austria,usa,usa
usa,usa,usa,usa,usa,usa,usa
usa,israel,india,india,china,usa,usa
china,united-kingdom,usa,india,usa,usa,usa
turkey,usa,india,usa,japan,ireland,usa
usa,hong-kong,india,usa,usa,india,china
usa,usa,usa,usa,germany,usa,india
usa,sweden,usa,usa,usa,sweden,usa
mexico,usa,canada,usa,india,usa,india
israel,usa,usa,usa,canada,usa,usa
india,canada,usa,india,india,canada,usa
canada,usa,usa,germany,indonesia,india,china
uk,none,usa,usa,israel,usa,
china,usa,usa,sweden,usa,spain,
canada,usa,usa,china,usa,india,australia
spain,usa,usa,china,canada,usa,usa
uk,usa,israel,india,france,usa,usa
usa,usa,indonesia,usa,china,usa,india
usa,sweden,bermuda,usa,usa,usa,usa
germany,usa,usa,usa,india,usa,canada
germany,usa,usa,usa,india,usa,usa
usa,usa,usa,usa,canada,usa,usa
france,usa,india,usa,usa,singapore,usa
usa,usa,india,belgium,usa,usa,usa
uk,united-kingdom,usa,australia,usa,canada,usa
usa,usa,canada,usa,usa,usa,usa
south korea,usa,germany,usa,chile,usa,usa
usa,poland,usa,usa,usa,usa,usa
italy,canada,germany,singapore,norway,usa,usa
india,usa,brazil,china,bermuda,india,usa
india,china,usa,usa,uk,india,canada
india,usa,usa,canada,usa,usa,finland
hong kong,poland,germany,austria,usa,usa,sweden
uk,usa,usa,usa,spain,ireland,israel
brazil,usa,usa,usa,france,usa,usa
usa,canada,canada,usa,germany,usa,usa
india,sweden,usa,usa,germany,china,usa
new zealand,canada,usa,usa,usa,usa,usa
usa,israel,usa,india,usa,usa,usa
chile,usa,usa,usa,usa,usa,usa
usa,usa,india,usa,saudi arabia,germany,usa
usa,usa,usa,usa,india,india,usa
japan,usa,usa,usa,turkey,canada,denmark
usa,australia,usa,usa,india,usa,india
usa,usa,australia,usa,indonesia,usa,israel
india,usa,china,usa,usa,usa,usa
italy,usa,usa,israel,usa,israel,usa
uk,singapore,india,usa,taiwan,uk,india
usa,canada,poland,usa,singapore,canada,india
saudi arabia,usa,usa,usa,japan,denmark,china
,usa,usa,india,china,usa,usa
usa,usa,luxembourg,india,usa,new zealand,usa
usa,usa,belgium,usa,south africa,india,usa
usa,sweden,israel,india,france,germany,usa
japan,united-kingdom,usa,canada,south africa,usa,germany
canada,usa,usa,canada,germany,usa,usa
india,usa,austria,usa,usa,usa,usa
usa,usa,usa,new zealand,uk,usa,usa
usa,usa,canada,india,usa,new zealand,usa
new zealand,usa,india,usa,austria,usa,usa
usa,canada,usa,switzerland,south korea,usa,usa
usa,usa,usa,canada,switzerland,usa,usa
usa,usa,usa,usa,chile,usa,usa
canada,sweden,china,israel,italy,brazil,india
usa,usa,usa,usa,usa,usa,usa
turkey,usa,usa,brazil,usa,usa,usa
usa,malaysia,india,finland,uk,india,usa
usa,canada,usa,usa,usa,usa,usa
new zealand,usa,sweden,india,chile,usa,
usa,china,usa,usa,uk,india,usa
india,cambodia,usa,india,usa,usa,china
india,usa,usa,usa,italy,usa,usa
usa,usa,canada,india,australia,usa,usa
uk,usa,israel,usa,usa,usa,india
usa,usa,usa,usa,usa,usa,usa
usa,japan,usa,usa,australia,germany,usa
south korea,india,usa,canada,usa,austria,germany
usa,usa,india,usa,india,finland,canada
ireland,usa,usa,usa,usa,usa,china
uk,usa,usa,usa,usa,usa,canada
usa,usa,canada,usa,usa,usa,usa
france,israel,usa,canada,japan,india,usa
switzerland,usa,usa,usa,spain,usa,usa
usa,poland,usa,usa,germany,usa,
singapore,usa,usa,usa,italy,usa,uk
usa,usa,usa,usa,denmark,usa,usa
usa,usa,usa,usa,hong kong,usa,usa
usa,usa,india,usa,usa,usa,usa
uk,usa,usa,india,india,israel,usa
usa,china,usa,usa,chile,greece,indonesia
usa,usa,india,usa,usa,usa,brazil
china,usa,usa,usa,usa,s. korea,usa
usa,usa,usa,usa,uk,india,taiwan
turkey,ireland,india,india,france,usa,usa
usa,japan,usa,canada,japan,usa,usa
spain,usa,canada,usa,usa,usa,usa
china,usa,usa,usa,japan,usa,usa
israel,none,switzerland,taiwan,canada,australia,usa
india,usa,usa,cyprus,usa,usa,usa
usa,usa,usa,israel,south africa,switzerland,usa
usa,usa,usa,usa,cayman islands,india,usa
switzerland,usa,usa,canada,india,usa,usa
switzerland,usa,switzerland,usa,indonesia,canada,usa
spain,usa,usa,usa,usa,usa,usa
usa,cambodia,usa,usa,usa,india,india
usa,usa,israel,usa,usa,china,usa
usa,hong-kong,usa,china,austria,usa,usa
usa,usa,usa,uk,switzerland,india,india
usa,usa,usa,india,india,usa,usa
switzerland,none,uk,china,japan,china,usa
india,poland,australia,usa,saudi arabia,cyprus,
india,usa,india,usa,canada,usa,usa
indonesia,usa,usa,israel,israel,usa,usa
canada,china,netherlands,usa,uk,israel,usa
,usa,usa,usa,usa,usa,usa
,usa,greece,usa,saudi arabia,usa,india
usa,turkey,usa,germany,usa,usa,usa
canada,china,usa,usa,poland,usa,india
usa,turkey,usa,usa,usa,usa,usa
israel,usa,china,china,japan,india,usa
usa,australia,usa,usa,usa,usa,usa
denmark,usa,usa,usa,usa,usa,switzerland
india,usa,usa,india,netherlands,usa,china
usa,usa,usa,usa,uk,germany,usa
usa,japan,usa,usa,usa,usa,usa
japan,canada,usa,india,usa,usa,taiwan
usa,usa,china,usa,japan,usa,usa
usa,usa,usa,germany,japan,usa,germany
usa,usa,usa,canada,usa,usa,usa
usa,usa,usa,usa,india,india,canada
usa,china,usa,usa,finland,usa,germany
usa,china,usa,uk,taiwan,usa,usa
usa,japan,ireland,singapore,uk,usa,india
germany,japan,usa,india,taiwan,usa,india
usa,denmark,taiwan,india,israel,israel,usa
usa,usa,usa,usa,japan,india,usa
brazil,usa,canada,usa,turkey,usa,usa
usa,japan,usa,canada,turkey,usa,usa
,usa,uk,usa,china,japan,new zealand
usa,usa,canada,usa,usa,india,india
,usa,indonesia,india,india,usa,usa
,usa,usa,usa,india,usa,switzerland
south africa,hong-kong,india,greece,philippines,usa,usa
spain,usa,s. korea,china,uk,france,new zealand
usa,usa,india,france,canada,usa,usa
usa,usa,new zealand,uk,usa,israel,usa
usa,india,india,usa,usa,usa,usa
uk,united-kingdom,usa,usa,usa,usa,usa
indonesia,usa,usa,usa,india,usa,israel
usa,usa,usa,india,usa,ireland,ireland
germany,usa,usa,usa,new zealand,uk,usa
germany,china,india,usa,usa,usa,usa
usa,india,canada,usa,canada,usa,
usa,usa,india,usa,uk,usa,usa
uk,usa,india,china,japan,indonesia,usa
south korea,india,usa,usa,india,usa,usa
usa,usa,usa,usa,usa,usa,india
canada,usa,usa,luxembourg,usa,iceland,usa
france,usa,usa,estonia,usa,india,usa
india,sweden,usa,india,usa,india,usa
spain,usa,usa,usa,usa,taiwan,usa
uk,usa,usa,usa,usa,usa,usa
india,usa,israel,usa,india,usa,india
canada,usa,usa,usa,canada,usa,usa
israel,usa,india,usa,brazil,china,china
canada,japan,cyprus,canada,italy,s. korea,india
china,usa,usa,usa,france,canada,switzerland
usa,usa,usa,india,usa,usa,france
china,china,usa,usa,usa,usa,usa
usa,australia,usa,usa,china,israel,india
uk,usa,usa,india,usa,usa,australia
usa,canada,india,s. korea,australia,usa,india
usa,usa,usa,new zealand,south korea,usa,usa
south africa,india,china,canada,spain,usa,south korea
usa,usa,usa,usa,india,usa,uk
usa,usa,germany,malaysia,canada,india,singapore
france,usa,usa,india,finland,tonia,usa
germany,israel,singapore,israel,australia,usa,usa
singapore,united-kingdom,usa,australia,usa,usa,usa
,none,switzerland,usa,usa,usa,uk
usa,usa,usa,usa,japan,malaysia,usa
usa,usa,finland,usa,taiwan,china,
australia,usa,argentina,switzerland,usa,india,usa
usa,canada,usa,usa,usa,usa,usa
usa,india,canada,usa,france,usa,usa
usa,taiwan,china,usa,canada,usa,usa
hong kong,usa,luxembourg,s. korea,brazil,usa,uk
south korea,usa,usa,usa,usa,usa,canada
canada,usa,usa,india,canada,canada,usa
hong kong,canada,usa,india,australia,usa,
usa,usa,usa,usa,netherlands,usa,india
belgium,cambodia,singapore,ireland,taiwan,usa,india
usa,usa,usa,usa,india,usa,usa
uk,usa,usa,usa,usa,india,usa
usa,usa,usa,usa,usa,singapore,south korea
usa,none,usa,usa,hungary,usa,canada
australia,usa,usa,iceland,czech republic,usa,usa
brazil,usa,china,usa,india,usa,usa
,canada,usa,canada,japan,usa,japan
usa,usa,usa,usa,japan,uk,usa
india,usa,s. korea,usa,usa,usa,israel
poland,usa,india,usa,usa,usa,usa
usa,usa,usa,usa,usa,usa,usa
usa,usa,usa,taiwan,usa,india,usa
usa,usa,usa,usa,japan,usa,india
usa,usa,india,usa,usa,usa,netherlands
japan,usa,usa,usa,usa,china,usa
india,india,usa,japan,japan,usa,usa
usa,usa,usa,usa,usa,usa,usa
south korea,usa,switzerland,usa,usa,usa,canada
india,usa,usa,usa,usa,usa,usa
japan,usa,usa,usa,usa,usa,usa
usa,taiwan,canada,usa,usa,usa,usa
israel,usa,india,india,brazil,germany,usa
germany,united-kingdom,usa,usa,usa,usa,usa
,canada,usa,usa,usa,usa,canada
south africa,japan,iceland,usa,canada,china,usa
chile,canada,usa,usa,singapore,india,usa
,usa,usa,usa,switzerland,india,usa
usa,usa,usa,india,mexico,china,israel
usa,usa,india,india,uk,usa,usa
france,usa,israel,usa,poland,india,usa
usa,canada,india,india,usa,india,usa
usa,china,usa,usa,canada,usa,usa
usa,usa,canada,usa,usa,usa,south korea
usa,china,israel,usa,uk,usa,usa
usa,usa,india,usa,usa,india,usa
usa,indonesia,usa,india,usa,usa,china
usa,usa,usa,usa,japan,usa,usa
usa,usa,israel,usa,uk,china,india
canada,usa,usa,china,usa,usa,usa
uk,india,s. korea,netherlands,india,usa,
usa,usa,new zealand,usa,usa,usa,usa
,japan,usa,usa,canada,india,usa
usa,india,usa,usa,japan,usa,usa
switzerland,usa,usa,s. korea,india,luxembourg,usa
india,usa,usa,usa,taiwan,usa,usa
usa,usa,usa,uk,thailand,usa,china
usa,usa,uk,usa,usa,india,india
usa,usa,usa,india,usa,usa,malaysia
usa,usa,india,usa,usa,germany,usa
usa,usa,usa,hong kong,china,india,usa
india,china,malaysia,uk,usa,uk,usa
usa,usa,usa,usa,usa,usa,usa
india,united-kingdom,usa,cambodia,china,usa,canada
portugal,canada,usa,usa,spain,indonesia,usa
usa,usa,japan,usa,switzerland,usa,usa
usa,canada,estonia,usa,usa,usa,usa
canada,usa,india,usa,india,india,switzerland
india,usa,usa,usa,australia,usa,usa
usa,canada,usa,usa,usa,usa,usa
usa,usa,usa,usa,usa,india,usa
india,usa,usa,cayman islands,usa,usa,uk
indonesia,japan,usa,jordan,usa,usa,usa
belgium,india,usa,canada,usa,usa,usa
usa,usa,india,germany,usa,india,india
united arab emirates,usa,usa,usa,india,hong kong,hong kong
usa,canada,usa,usa,usa,usa,usa
usa,usa,usa,canada,brazil,usa,usa
india,china,usa,usa,usa,usa,
usa,italy,usa,argentina,turkey,singapore,germany
usa,usa,usa,usa,india,usa,india
,usa,usa,china,brazil,usa,india
uk,denmark,usa,usa,canada,usa,usa
usa,usa,usa,china,australia,usa,india
canada,usa,uk,usa,usa,canada,israel
japan,sweden,china,usa,usa,usa,usa
brazil,usa,usa,usa,india,india,france
usa,japan,canada,india,france,usa,usa
south korea,india,usa,indonesia,usa,usa,usa
south africa,usa,india,usa,usa,usa,
poland,india,india,usa,japan,india,usa
canada,france,india,usa,australia,usa,usa
usa,usa,usa,usa,usa,usa,india
usa,usa,usa,usa,china,cambodia,usa
usa,israel,usa,usa,philippines,usa,usa
india,usa,ireland,israel,usa,usa,taiwan
brazil,canada,usa,india,uk,india,china
finland,australia,india,usa,switzerland,usa,usa
denmark,japan,usa,india,canada,switzerland,ireland
usa,united-kingdom,usa,india,singapore,usa,usa
france,usa,usa,usa,usa,usa,usa
usa,australia,usa,usa,usa,rdan,usa
usa,usa,usa,india,usa,canada,usa
south korea,india,australia,usa,usa,usa,usa
usa,china,usa,finland,uk,india,usa
indonesia,usa,usa,monaco,usa,uk,india
indonesia,usa,usa,usa,thailand,usa,usa
turkey,japan,taiwan,france,usa,india,usa
italy,united-kingdom,usa,hong kong,usa,usa,usa
,united-kingdom,usa,usa,usa,usa,usa
usa,united-kingdom,usa,usa,japan,japan,uk
usa,india,china,usa,china,china,usa
singapore,canada,usa,usa,spain,sweden,usa
mexico,india,usa,usa,poland,usa,usa
usa,japan,usa,usa,taiwan,germany,india
usa,israel,usa,india,sweden,taiwan,india
usa,china,canada,germany,usa,india,usa
usa,usa,usa,usa,taiwan,usa,canada
canada,usa,india,usa,usa,finland,usa
usa,usa,usa,usa,usa,usa,usa
uk,usa,finland,usa,india,usa,singapore
usa,usa,usa,usa,japan,usa,usa
denmark,usa,hong kong,austria,usa,usa,usa
usa,united-kingdom,usa,usa,usa,france,canada
uk,usa,usa,india,japan,usa,usa
usa,usa,usa,usa,japan,usa,india
usa,usa,india,usa,canada,uk,usa
usa,usa,usa,usa,sweden,usa,usa
finland,usa,usa,canada,usa,usa,germany
uk,malaysia,monaco,usa,usa,usa,usa
germany,japan,usa,usa,uk,usa,south korea
spain,india,france,india,usa,greece,usa
,usa,uk,hong kong,brazil,usa,usa
usa,usa,usa,argentina,canada,usa,germany
canada,usa,usa,sweden,usa,usa,usa
usa,canada,usa,india,japan,usa,
usa,usa,usa,usa,taiwan,usa,india
,france,uk,usa,usa,s. korea,usa
,taiwan,india,usa,taiwan,usa,usa
usa,usa,usa,usa,india,usa,usa
usa,usa,jordan,usa,japan,usa,
usa,usa,usa,usa,turkey,canada,usa
norway,usa,usa,hong kong,usa,usa,cambodia
usa,usa,usa,usa,usa,usa,india
usa,usa,china,china,usa,usa,indonesia
germany,poland,indonesia,hong kong,switzerland,usa,usa
usa,china,india,usa,usa,usa,finland
usa,india,india,usa,japan,germany,usa
usa,usa,usa,india,usa,usa,india
usa,canada,usa,japan,sweden,canada,south korea
usa,usa,germany,china,usa,austria,hong kong
india,usa,usa,india,brazil,usa,usa
japan,usa,india,usa,usa,usa,uk
usa,australia,hong kong,usa,south africa,usa,germany
usa,usa,usa,india,usa,monaco,usa
spain,usa,cambodia,usa,south korea,china,usa
japan,usa,cayman islands,usa,usa,usa,usa
usa,sweden,usa,china,usa,canada,usa
usa,usa,india,usa,usa,usa,usa
usa,usa,usa,usa,china,usa,india
,india,india,india,italy,india,usa
usa,japan,uk,usa,uk,usa,india
usa,usa,india,usa,japan,usa,australia
united arab emirates,usa,argentina,usa,usa,india,usa
usa,usa,usa,usa,usa,india,japan
spain,none,usa,usa,usa,usa,india
thailand,india,usa,canada,canada,usa,china
,usa,germany,uk,usa,usa,usa
usa,usa,usa,canada,usa,italy,usa
israel,usa,usa,usa,usa,usa,usa
belgium,japan,usa,usa,canada,usa,india
usa,japan,india,usa,australia,canada,usa
usa,usa,india,australia,colombia,usa,usa
spain,usa,germany,usa,usa,india,usa
usa,china,india,usa,australia,usa,usa
singapore,usa,austria,usa,usa,canada,usa
hong kong,canada,hong kong,usa,india,canada,usa
japan,usa,switzerland,usa,germany,japan,usa
usa,usa,usa,usa,usa,usa,usa
usa,usa,japan,uk,new zealand,usa,usa
denmark,usa,usa,usa,usa,usa,india
uk,india,usa,usa,usa,usa,india
hong kong,usa,usa,usa,hong kong,usa,china
usa,usa,india,usa,argentina,usa,
malaysia,poland,usa,monaco,india,usa,india
usa,usa,usa,india,usa,usa,canada
usa,canada,usa,usa,usa,usa,usa
usa,usa,usa,usa,japan,usa,usa
new zealand,usa,usa,canada,japan,canada,usa
usa,germany,usa,usa,usa,usa,usa
usa,china,sweden,usa,usa,usa,canada
japan,usa,usa,usa,usa,israel,hong kong
india,united-kingdom,usa,usa,usa,usa,
usa,canada,hong kong,usa,usa,usa,sweden
usa,usa,uk,usa,usa,usa,china
usa,japan,uk,usa,singapore,usa,usa
uk,germany,usa,india,usa,usa,usa
germany,usa,india,india,japan,usa,usa
usa,india,usa,israel,turkey,usa,india
usa,canada,usa,usa,mexico,usa,usa
usa,usa,china,usa,usa,canada,canada
brazil,usa,usa,usa,usa,canada,canada
thailand,usa,usa,usa,indonesia,usa,usa
ireland,germany,usa,usa,usa,usa,usa
usa,indonesia,s. korea,italy,canada,usa,usa
,usa,monaco,usa,uk,india,india
indonesia,canada,usa,usa,singapore,usa,india
usa,australia,usa,usa,south africa,usa,usa
canada,australia,usa,usa,usa,usa,usa
switzerland,india,usa,usa,usa,hong kong,japan
,sweden,usa,india,usa,china,usa
usa,usa,usa,usa,taiwan,usa,canada
denmark,usa,usa,usa,usa,usa,uk
uk,usa,usa,india,germany,usa,usa
mexico,usa,usa,greece,usa,usa,usa
china,usa,usa,usa,south africa,yman islands,
japan,china,usa,usa,thailand,usa,usa
india,brazil,usa,canada,sweden,usa,usa
usa,usa,usa,india,usa,usa,india
usa,germany,usa,canada,philippines,india,usa
south africa,denmark,japan,usa,japan,usa,china
usa,israel,india,usa,japan,china,usa
usa,india,usa,usa,usa,uk,usa
taiwan,usa,usa,s. korea,netherlands,usa,india
germany,usa,canada,india,china,usa,india
china,usa,greece,germany,france,canada,usa
usa,united-kingdom,usa,usa,usa,canada,uk
usa,usa,usa,canada,indonesia,monaco,usa
germany,usa,china,usa,japan,poland,usa
taiwan,sweden,usa,usa,taiwan,usa,india
france,none,usa,usa,usa,hong kong,usa
saudi arabia,usa,usa,usa,japan,usa,switzerland
usa,usa,usa,usa,usa,canada,usa
usa,usa,italy,usa,usa,usa,hong kong
hong kong,usa,india,usa,france,usa,usa
australia,canada,india,canada,usa,usa,usa
switzerland,usa,india,usa,poland,usa,usa
,usa,uk,usa,japan,india,hong kong
germany,usa,usa,usa,uk,usa,usa
usa,india,usa,usa,usa,india,usa
canada,canada,usa,usa,usa,gentina,uk
usa,thailand,usa,japan,spain,usa,usa
usa,usa,usa,usa,usa,usa,usa
usa,usa,usa,usa,australia,usa,usa
india,china,usa,usa,usa,usa,usa
australia,india,usa,usa,usa,india,usa
usa,usa,usa,usa,brazil,india,usa
usa,usa,usa,usa,india,usa,usa
usa,usa,usa,canada,japan,canada,usa
usa,canada,canada,usa,usa,usa,usa
uk,india,usa,brazil,usa,india,canada
sweden,usa,usa,greece,india,finland,usa
usa,usa,canada,india,sweden,usa,usa
usa,usa,canada,india,usa,usa,usa
usa,taiwan,usa,usa,japan,usa,usa
usa,usa,canada,usa,usa,france,usa
germany,united-kingdom,india,poland,usa,usa,usa
israel,usa,india,usa,uk,india,usa
france,usa,usa,usa,japan,gentina,china
india,usa,canada,taiwan,india,india,usa
usa,japan,india,usa,germany,usa,usa
taiwan,usa,usa,india,usa,india,italy
usa,canada,usa,usa,south korea,usa,india
india,usa,india,usa,usa,usa,india
italy,usa,uk,usa,usa,usa,usa
usa,poland,usa,japan,india,china,usa
denmark,india,usa,usa,taiwan,usa,usa
usa,canada,usa,israel,usa,usa,usa
japan,india,israel,usa,china,india,usa
spain,belgium,usa,usa,canada,canada,canada
canada,usa,canada,usa,usa,usa,usa
india,none,usa,india,norway,india,usa
usa,india,usa,usa,saudi arabia,china,usa
japan,usa,usa,uk,usa,usa,usa
usa,india,usa,finland,switzerland,hong kong,usa
indonesia,usa,usa,usa,germany,usa,usa
south korea,usa,usa,usa,usa,usa,usa
uk,usa,usa,usa,india,usa,canada
india,usa,usa,usa,japan,brazil,india
uk,usa,usa,usa,france,greece,brazil
usa,usa,china,usa,usa,usa,poland
usa,usa,hong kong,usa,brazil,usa,usa
taiwan,usa,usa,uk,usa,usa,netherlands
poland,usa,usa,uk,south korea,usa,china
india,usa,india,usa,usa,usa,india
usa,india,poland,poland,saudi arabia,japan,uk
usa,usa,usa,usa,hong kong,usa,usa
south korea,usa,usa,usa,china,usa,usa
,usa,usa,china,usa,usa,usa
canada,usa,usa,usa,usa,india,japan
spain,usa,canada,singapore,usa,usa,usa
usa,canada,brazil,usa,indonesia,usa,canada
usa,usa,india,france,sweden,usa,usa
usa,usa,india,usa,russia,usa,usa
uk,china,usa,cyprus,india,india,usa
usa,usa,usa,usa,new zealand,usa,usa
germany,usa,usa,usa,turkey,india,usa
france,usa,usa,usa,italy,cyprus,uk
,india,usa,japan,usa,taiwan,usa
usa,usa,uk,usa,usa,italy,usa
france,usa,usa,canada,taiwan,usa,south korea
malaysia,china,usa,usa,italy,usa,usa
canada,usa,canada,usa,usa,usa,usa
switzerland,malaysia,usa,usa,india,india,usa
hong kong,australia,japan,france,south korea,usa,usa
usa,usa,canada,india,indonesia,india,
usa,germany,usa,cayman islands,luxembourg,israel,usa
uk,usa,canada,usa,usa,usa,usa
indonesia,none,bermuda,usa,japan,usa,usa
usa,malaysia,usa,japan,south korea,usa,usa
chile,israel,canada,germany,usa,usa,india
south africa,norway,usa,usa,japan,usa,usa
usa,usa,india,usa,taiwan,poland,usa
usa,usa,usa,usa,norway,usa,usa
germany,usa,usa,usa,usa,usa,
australia,usa,usa,usa,uk,usa,india
usa,usa,usa,israel,chile,usa,
switzerland,usa,usa,usa,japan,japan,canada
new zealand,taiwan,usa,usa,finland,usa,india
japan,usa,usa,usa,japan,india,usa
,india,india,india,india,usa,usa
israel,usa,finland,usa,russia,usa,canada
germany,usa,usa,india,italy,china,usa
usa,usa,usa,usa,malaysia,malaysia,usa
japan,india,usa,uk,usa,india,usa
denmark,usa,india,italy,usa,usa,usa
uk,india,usa,usa,usa,usa,usa
usa,canada,usa,usa,india,india,france
usa,usa,usa,usa,hong kong,japan,india
usa,usa,usa,usa,usa,usa,usa
australia,usa,usa,s. korea,japan,usa,india
canada,japan,india,malaysia,japan,canada,usa
usa,india,usa,india,usa,india,india
australia,usa,usa,usa,indonesia,usa,usa
usa,canada,india,usa,spain,usa,usa
usa,usa,usa,usa,japan,usa,usa
usa,none,usa,india,canada,usa,usa
usa,usa,usa,usa,saudi arabia,israel,usa
usa,usa,usa,canada,usa,usa,india
netherlands,china,usa,usa,mexico,uk,taiwan
japan,usa,taiwan,india,japan,usa,usa
thailand,usa,israel,usa,new zealand,usa,canada
sweden,usa,usa,malta,saudi arabia,usa,india
canada,india,usa,india,brazil,india,usa
finland,usa,usa,usa,india,china,usa
usa,usa,israel,canada,hong kong,india,finland
usa,usa,cayman islands,usa,japan,france,japan
indonesia,usa,usa,china,uk,usa,usa
italy,china,france,usa,uk,usa,usa
australia,usa,usa,canada,usa,usa,usa
usa,india,usa,usa,sweden,usa,usa
usa,usa,usa,usa,usa,usa,usa
ireland,usa,india,usa,usa,usa,usa
south africa,india,usa,india,taiwan,usa,usa
switzerland,usa,usa,usa,indonesia,usa,usa
singapore,usa,poland,uk,usa,canada,usa
usa,canada,japan,usa,sweden,usa,usa
usa,india,usa,usa,belgium,usa,usa
usa,usa,usa,india,israel,usa,usa
canada,usa,greece,usa,usa,usa,usa
uk,poland,india,china,usa,usa,germany
india,taiwan,israel,usa,usa,usa,usa
usa,usa,s. korea,usa,japan,usa,usa
usa,usa,usa,usa,south korea,usa,israel
usa,usa,usa,usa,south africa,lta,canada
norway,usa,malaysia,usa,india,japan,usa
china,usa,canada,india,china,usa,japan
usa,usa,usa,usa,france,usa,poland
usa,turkey,canada,usa,south korea,india,usa
usa,usa,italy,usa,singapore,india,usa
usa,usa,usa,poland,usa,usa,usa
new zealand,usa,usa,switzerland,australia,usa,malaysia
canada,germany,usa,india,south korea,canada,usa
usa,japan,japan,usa,japan,india,usa
usa,usa,usa,usa,germany,usa,usa
india,usa,usa,china,usa,usa,india
france,usa,cyprus,india,turkey,usa,usa
switzerland,usa,usa,india,usa,usa,israel
finland,india,usa,japan,canada,india,
usa,usa,france,china,bermuda,usa,israel
usa,canada,canada,india,usa,usa,usa
usa,usa,uk,india,usa,china,usa
usa,belgium,usa,usa,usa,india,italy
uk,usa,malta,usa,canada,india,india
india,canada,netherlands,india,germany,india,usa
canada,usa,usa,usa,usa,india,canada
germany,usa,china,usa,usa,usa,usa
turkey,usa,india,usa,netherlands,usa,canada
usa,canada,usa,india,italy,usa,usa
usa,usa,usa,s. korea,uk,usa,usa
india,india,usa,usa,australia,usa,usa
usa,india,usa,canada,norway,china,usa
usa,usa,usa,usa,usa,canada,usa
usa,usa,usa,france,india,usa,india
,india,india,usa,new zealand,usa,usa
indonesia,usa,usa,usa,usa,usa,india
canada,india,france,usa,spain,usa,usa
china,usa,usa,usa,india,usa,usa
usa,usa,usa,usa,usa,s. korea,usa
canada,india,usa,india,japan,usa,usa
japan,usa,usa,usa,usa,usa,usa
usa,israel,usa,usa,bermuda,usa,usa
australia,usa,usa,usa,usa,india,usa
uk,france,usa,usa,usa,switzerland,usa
usa,usa,germany,india,finland,usa,canada
usa,france,usa,usa,usa,uk,israel
